"[ 먼저 요약해서 말씀드리자면요기저귀 겉면을 둘러싼 에어통기홀과등 허리 쪽 허리 밴드의 블루 퀵드라이허리 밴드로 습기 없이], 부정 텍스트 확률 : 63.62%"
"[ 얇긴 되게얇아요.다리쪽에 샘방지밴드 높이를 높였다는데 실제로 보니 높긴 높더라구요.대형이 이라 대형 주문했는데아기에겐 좀 커요. 사이즈는 기재된 대로인 듯해요.발진이나 똥샘이 있는지 요런 건 좀 더 써보고 수정할게요.. 하기스 매직팬티 빨간색단계 사이즈교환을 맥스드라이랑 빨갠색 이거 팬티로 받았는데오늘 팬티꺼내써보니 와.... 좋네요ㅋㅋㅋ 신세계 교체할 때 옆에 밴드도 부드럽게 잘 뜯기구요.당연히 밴드보다 훨씬 안정적이에요. 활발한 아가라 단계 밴드 종종 써야겠어요.사이즈가 단계인데 샐 만큼 크지는 않아요. 맥스드라이 팬티는 좀 크다는데? 이것도 써보고 수정할게요.. 마미포코 리프가닉], 부정 텍스트 확률 : 96.73%"
"[밤보네이쳐], 부정 텍스트 확률 : 53.29%"
"[팸퍼스요것들은 몇 개받아서 써봤는데 당장 이걸 주문해야겠다는 생각이들진 않았어요.밤보는 되게 부들부들한데], 부정 텍스트 확률 : 72.29%"
"[앙블랑아기 신생아일 때 써봄에서킨도랑 나비잠이랑 같이주문해봤어요.하지만 저의 선택은 킨도였어요. 그 다음은 나비잠이었구요.앙블랑은두꺼운 편이라 안 살 거 같고], 부정 텍스트 확률 : 67.22%"
"[ 보송보송 마미포코 에어핏팬티 기저귀 후기 ], 부정 텍스트 확률 : 53.29%"
"[라봉이가 이제 고개를 가누고 뒤집기를하게되면 밴드형 기저귀는샐 수 있어서 샘도 방지하고 활동성도 편하게 하기위해 팬티형 기저귀를 차야한다더라구요그래서 여기저기 후기 검색해보고 미리 ], 부정 텍스트 확률 : 83.78%"
"[마미포코 에어핏팬티를 구매했어요 ], 부정 텍스트 확률 : 60.25%"
"[뽀로로 스티커북까지 사은품으로 주길래 고민없이 구매한 마미코포 에어핏팬티가 도착했어요한팩에 개 들어있고 우리 라봉이는 남자아이니까 남아용으로 구매했어요남아용과 여아용의 차이는 흡수제가 어느 부분에 더 많이 분포해 있느냐의 차이라고 하더라구요 ], 부정 텍스트 확률 : 54.90%"
"[각 단계에 사용하는 기저귀에 대한 설명이 나와있는데 우리 라봉이는아직 걷기시작하진 않지만 단계 팬티형도 잘 맞는 것 같더라구요 ㅋㅋㅋㅋ라봉이가 큰건지 기저귀가 살짝 작게 나온건지 모르겠어요], 부정 텍스트 확률 : 57.14%"
"[기저귀를 이제 뜯어야하는데 막 뜯을 순 없죠고상하게 힘 안들이고 뜯어봅시다 ㅋㅋㅋㅋㅋ자세히 보면 이렇게 점선으로 커팅이 되어있어서 양쪽으로 잡고 뜯으면 손쉽게 뜯을 수 있어요 ], 부정 텍스트 확률 : 58.92%"
"[기저귀를 몇 개 꺼내봤는데 뒤쪽에는 뒤], 부정 텍스트 확률 : 70.55%"
"[뒤집어서 앞면을 보면 앞면은 허리쪽에만 그림이 그려져있네요 ], 부정 텍스트 확률 : 70.22%"
"[자세히보면 이렇게 ], 부정 텍스트 확률 : 80.35%"
"[노란색 줄이 그려져있는데 이게 아기가 쉬야를하면겉에서도 확인할 수 있는 ], 부정 텍스트 확률 : 50.73%"
"[소변알림 마크예요], 부정 텍스트 확률 : 53.29%"
"[다리쪽엔 이렇게 옆샘 방지밴드가 있어서 쉬가 옆으로 샐 일이 없어요그리고 밴드 부분도 보들보들해서 아이들이 움직이는데 불편함이 없을 것 같더라구요 ], 부정 텍스트 확률 : 88.08%"
"[뒤에는 이렇게 간편하게 뒤처리 할 수 있도록 뒤처리 테이프가 붙어있어서갈아주고나서 돌돌돌 말아서 테이프로 마감해서 버리면 된다네요 ], 부정 텍스트 확률 : 90.25%"
"[저는 테이프가 짧은 줄 알았는데 버리려고 떼다보니 엄청 길더라구요 ㅋㅋㅋ보이는게 다가 아니라 두배로 길이 정도로 떼어지더라구요 ], 부정 텍스트 확률 : 65.24%"
"[다음으로따져보는 건 흡수력인데요 . 제품은 최대시간 흡수력으로 밤새 아이가 착용을 하더라도 아기 엉덩이를 뽀송뽀송하게 유지시켜 준답니다 . ], 부정 텍스트 확률 : 92.28%"
"[그리고에어 물결 커버를 통해 올록볼록한 시트 사이로 습한 공기를 내보내서 엉땀이 차지 않도록 항상 쾌적하고 보송보송하게 아기 피부를 유지시켜 준답니다 . ], 부정 텍스트 확률 : 50.19%"
"[또한아기들 피부는 너무 약해서 기저귀가 조금만 통풍이 안되거나 하면 피부가 쉽게 짓무르게 된답니다 .그래서 마미포코 에어핏팬티 기저귀는도 전면 통기성 시트를 사용 ], 부정 텍스트 확률 : 91.72%"
"[그럼이제 실제 착용을 해볼까요 ? 용준이가 착용한 마미포코 에어핏팬티 특대형은의 아기를 대상으로 하는 제품이랍니다 .용준이에게 입혔는데 아주 넉넉한 게 용준이가 제아무리 활동적이라도 밴드가 너덜 해지거나 하는 등의 걱정은 하지 않아도 되겠더라고요 . ], 부정 텍스트 확률 : 99.09%"
"[그리고한참 놀아줬더니 이렇게 잠들어버리더라고요 . 옆으로 누워서 자도 높은 옆샘 방지 밴드로 소변이 샐 걱정을 하지 않아도 되고 ], 부정 텍스트 확률 : 78.26%"
"[ 마미포코 오가닉 기저귀 마미포코 리프가닉 팬티 대형 구입후기], 부정 텍스트 확률 : 75.70%"
"[▲마미포코는 남아], 부정 텍스트 확률 : 66.26%"
"[여아 로 나뉘어져있어요그래서 흡수력이 더 좋지 않나싶네요저는 남아 대형 팬티로 구매 ], 부정 텍스트 확률 : 93.42%"
"[▲저는 기저귀가...이렇게 하얗게표백된 건줄 몰랐어요ㅠㅠ아기한테 쓰는건데자연그대로 순한거 쓰겠지 했는데아니었네요그래서 가끔 그렇게 피부에 탈이 났던 건가 싶기도하고요 마미포코 리프가닉 기저귀는무표백 펄프 배합시트에 천연 오가닉 코튼 함유 안커버를 사용해서안쪽 아기에게 닿는 면이 보드랍고살짝 나무색을 띄고있어요 ], 부정 텍스트 확률 : 51.55%"
"[▲아기 로션과 바스샴푸는 유기농 찾으면서기저귀는 왜 유기농을 찾지 않았을까 갑자기 스스로 의아한 생각이 들었어요.왜그랬을까요? 기저귀는 정말 오래 착용하고 있는 속옷같은건데 말이죠월에 마미포코 유기농 기저귀가 첫 출시되었는데월달에라도 알게되어 다행이제 기저귀도 유기농으로 우리아이 소중이를 지켜주려구요게다가 마미포코에서유기농 라인이 첫 출시인만큼많은 심혈을 기울여 제작했을거라 생각하고이전 슬림핏 팬티형 써본 경험을 토대로 믿고 써보려구요 ], 부정 텍스트 확률 : 57.84%"
"[▲최대 시간 흡수력을 자랑하는 리프가닉 기저귀라 밤기저귀로도좋은듯해요저희아들 시쯤 막수하고 기저귀 갈고다음날 시쯤 갈아주는데새거나 이런 적 전혀 없었네요 ], 부정 텍스트 확률 : 97.23%"
"[▲쉬를 했을때소변 알림선이 사라져요조금 더 어린아이의 경우리프가닉 밴드형도 있으니밴드형 써보셔도 좋을듯해요저는 매장에서 구입했는데 유기농 기저귀라 그런가 워낙 인기가 좋다보니 품절 현상도 잦더라구요 혹시 매장에서 구입을 못하셨던 분들은 홈플러스 온라인몰에서도 구입하실 수 있으니 참고하세요.], 부정 텍스트 확률 : 71.44%"
"[ 본 제품은 마미포코로부터 소정의 댓가를 받고 쓴 솔직한 리뷰입니다 ], 부정 텍스트 확률 : 61.88%"
"[ 다 똑같을 것 같아요내가 쓰는 건 대충 써도 우리 아가가 쓰는 건대충 할 수 없는 그래서 더욱 꼼꼼히 따져보게 되는 ], 부정 텍스트 확률 : 51.65%"
"[우리 아가를 위한 선택무표백 오가닉 기저귀 마미포코 리프가닉 ], 부정 텍스트 확률 : 55.59%"
"[예전에는 마트에 들르면 식재료나 주방 아이템만 한참을 보곤 했는데 출산하고 난 뒤로는 오로지 육아용품만 보게돼요 뭐 하나라도 좋은 게 나왔나 요즘 엄마들은 어떤 제품을 선호하나 비교하게 되더라고요저만 그런 줄 알았더니 주변 엄마들도 다 비슷하더라능 이번에 홈플러스에 들르니 마미포코 신제품리프가닉이 눈에 딱 띄더라고요], 부정 텍스트 확률 : 88.10%"
"[화학 성분이 들어가지 않은 무표백 펄프 배합 시트를 사용한 천연 오가닉 코튼 기저귀라니피부 약한 우리 린이가 쓰면 딱이겠다 싶어서냉큼 집어왔어요 마미포코 기저귀는 둘째맘 조리원 동기들이 좋다고 추천해줘서 신생아때 사용해보곤 만족했기에 이번에도 믿고 구매했어요 ], 부정 텍스트 확률 : 73.90%"
"[ 마미포코 유기농 기저귀는 올해 월 첫 출시됐다고 해요신생아때 사용했던 보송허그는배꼽케어존이 있어완전 감동하며 썼었는데이번에 출시한 리프가닉은 프리미엄 제품이면서무표백이라니 얼마나 더 좋을까 기대가 컸어요 ], 부정 텍스트 확률 : 87.75%"
"[밴드형소형], 부정 텍스트 확률 : 53.29%"
"[대형남녀공용팬티형중형], 부정 텍스트 확률 : 53.29%"
"[그래서 제가 좀 더 신경 써서 기저귀 갈아주고 조금이라도 더 좋은 제품], 부정 텍스트 확률 : 90.78%"
"[연약한 피부를 지켜줄 수 있는 제품을 쓰려고 노력하고 있어요], 부정 텍스트 확률 : 54.97%"
"[ 무표백 안심 시트는 피부 자극 테스트 등급을 받은 것은 물론이고 깨끗한 스칸디나비아에서온 소재라더욱 안심되더라고요하얗게 표백 처리하지 않은 자연 그대로의 나무색은 볼 때마다 안심 또 안심 거기다 플러스 천연 성분인 오가닉 코튼이안커버에 함유되어 있어서 촉감도 너무 보들보들해요 자극없고 순한 게 정말 제 취향 저격], 부정 텍스트 확률 : 95.29%"
"[엎드려서 노는 게 그리도 재밌니? 어쩜 한시도 쉬지를 않고 움직이는지 ], 부정 텍스트 확률 : 65.47%"
"[옆샘 방지 밴드는 높은 편이라 움직임이 많아도 걱정 없더라고요 ], 부정 텍스트 확률 : 95.17%"
"[엄청 빵빵하죠? ㅎ 린이는 밤수를 하긴 하지만 자면서 하기에중간에 기저귀를 갈아주지 않아요 자는 아가 기저귀 갈아주다 잠 깨웠다가 새벽 내내 고생한 적이 있어 그 뒤로는 절대 안 바꿔주거든요그래서 밤새 새지 않고 보송보송하게 제대로 흡수해주는 기저귀는 필수인데 요건 최대 시간 지속되는 흡수력으로 밤새 샐 걱정 없고 아침에 기저귀 교체할 때보송보송해서 만족스럽더라고요 보송보송], 부정 텍스트 확률 : 95.39%"
"[밤기저귀로도 손색없어요], 부정 텍스트 확률 : 96.64%"
"[만족스러워요 ], 부정 텍스트 확률 : 53.29%"
"[순백 컬러의 목화솜은 깨끗함을 귀여운 트리는 스칸디나비아의 청정 자연을연상시키는 듯 깔끔하면서도 너무 귀여워요크리스마스가 다가오는 계절이라 그런지 저는 트리가 그려진 것만 보면 괜히 기분 좋더라고요우리 공주 크리스마스에 기저귀도 크리스마스 크리스마스 하겠네? ㅎㅎ ], 부정 텍스트 확률 : 84.56%"
"[ 평소 피부가 연약하거나 예민한 아가그리고 좀 더 좋은 소재의 기저귀를 찾는엄마들이라면 만족하면서 사용할 수 있을 것 같아요마미포코 리프가닉은 온라인에서도 손쉽게 구매가 가능하니 참고하세요], 부정 텍스트 확률 : 80.74%"
"[ 무표백 프리미엄 기저귀 마미포코 리프가닉 ], 부정 텍스트 확률 : 75.70%"
"[평소 서준이 피부가 예민하다 보니 매일 쓰는 기저귀 안전한 소재를 찾고 있었는데요 이번에 마미포코에서 신제품으로 무표백 프리미엄 기저귀 리프가닉이 출시했다는 소식을 듣고 전부터 너무 사용해보고 싶었기에 구매하러 출동했답니당캬캬 마침 홈플러스 쇼핑하는데 마미포코 리프가닉이 입점해있더라구요 ], 부정 텍스트 확률 : 85.15%"
"[샘방지 밴드가 높아 움직임이 많아도 샘걱정을 덜어주고도 전면 통기성 시트로 높은 실내온도로 짓무르기 쉬운 아기 피부를 항상 보송보송하게 유지시켜 주는 무표백 프리미엄 기저귀 ], 부정 텍스트 확률 : 50.17%"
"[마미포코 리프가닉이 맘에드는지 그는 물어버리고ㅋㅋㅋㅋ 무표백 펄프 배합 시트에], 부정 텍스트 확률 : 50.75%"
"[ 천연 오가닉 코튼 함유 안커버로 통기성 강화까지], 부정 텍스트 확률 : 86.06%"
"[ 마미포코에서 유기농 기저귀는 월에 첫 출시했다고 하던뎅 아이를 위해 세심하게 안전하게 만든 제품인거 같아서 넘 좋았어요], 부정 텍스트 확률 : 85.87%"
"[ 리프가닉에는 밴드형이 있는뎅 작은 아이들의 경우에는 리프가닉 밴드형 추천하니 참고하세요 ], 부정 텍스트 확률 : 74.61%"
"[ 무표백 프리미엄 기저귀 마미포코 리프가닉 ], 부정 텍스트 확률 : 75.70%"
"[저는 홈플러스에서 직접 구매했는뎅 온라인에서도 판매한다고 하네용], 부정 텍스트 확률 : 82.44%"
"[.. ], 부정 텍스트 확률 : 57.07%"
"[ 무표백 프리미엄 기저귀 마미포코 리프가닉 ], 부정 텍스트 확률 : 75.70%"
"[ 물티슈], 부정 텍스트 확률 : 53.29%"
"[그런 부분에서 마미포코 리프가닉은 일단 겉보기엔 합격점저는 다른 거 안 보였어요 무표백 프리미엄 오가닉 기저귀라 하니 일단 써보자 이런 생각이 들더라고요알아보니 은근 인기가 있어서.. 빨리 품절되어서 홈플러스 입고되면 바로 사야 한다 하더라고요물론 인터넷쇼핑몰에서도 판매하고 있습니다 ], 부정 텍스트 확률 : 57.85%"
"[다른 마미포코 기저귀도 무난하게 잘 사용했던 아들이다 보니천연 성분 오가닉 코튼이 함유되어 있는 리프가닉 기저귀는 얼마나 순할지 빨리 써보고 싶어지더라고요진짜 피부는........한번 문제 생기면 낫는 게 어렵더라고요.우리 아기 엉덩이......제발 빨리 낫자 ], 부정 텍스트 확률 : 90.80%"
"[홈플러스에는 소형중형밴드형], 부정 텍스트 확률 : 67.88%"
"[대형특대형 팬티형으로 입고되어 있었어요대형팬티기저귀부터는 성별을 구별해서 판매하고 있어요냉큼 대형 기저귀 구매하고 집으로 왔습니다 ], 부정 텍스트 확률 : 70.15%"
"[무표백 펄브 배합시트예요 ], 부정 텍스트 확률 : 53.29%"
"[지금은 너무 추운 날씨이지만 얼마 전만 해도 마미포코 쿨썸머그린을 쓰다가], 부정 텍스트 확률 : 82.65%"
"[이번에 아들 엉땀도 있고 해서 마미포코 오가닉 기저귀 리프가닉이 출시되었다 하니], 부정 텍스트 확률 : 70.54%"
"[빨리 써보고 싶었거든요. 유기농 기저귀라 하니..], 부정 텍스트 확률 : 66.50%"
"[천기저귀 못쓰니 조금이라도 더욱 소재가 좋은 것을 찾을 수밖에 없는 엄마입니다], 부정 텍스트 확률 : 54.21%"
"[천연오가닉코튼 함유 안커버예요 ], 부정 텍스트 확률 : 70.40%"
"[요즘은 낮잠도 기본 시간은 자고 밤잠도 중간에 깨긴하지만또 재우면 금방 잠들어서 시간은 자기 때문에 기본 밤기저귀는시간 이상 입히게 되는데요 아침에 갈아줘도 새지 않으니까 흡수력도 좋아요 ], 부정 텍스트 확률 : 85.67%"
"[겨울이지만 도 전면 통기성 시트로 짓무르기 쉬운 아기 피부를 보송보송하게유지해주는데요.기저귀만 바꾸어도 엉덩이 피부가 다른 것 보면 꼼꼼히 따져봐야 하는 듯해요 ], 부정 텍스트 확률 : 66.47%"
"[마미포코 리프가닉은 오히려 소변을 보면 소변알림마크가 사라져서기저귀 교체시간을 알려주곤 해요 ], 부정 텍스트 확률 : 58.94%"
"[겨울에 맞게 귀여운 트리와 목화솜 패턴의 디자인이라 딱 자연에 맞는기저귀 느낌인 듯 해요ㅎ그래서 고급스러움은 스칸디나비아산 소재라서 디자인도 북유럽풍인가봐요 ], 부정 텍스트 확률 : 53.05%"
"[ 프리미엄 무표백 오가닉기저귀 마미포코 리프가닉 엄지척 ], 부정 텍스트 확률 : 94.59%"
"[요번에프리미엄 무표백기저귀 리프가닉이 새로 나왔다는 이야기를 들었는데이게 홈플러스에 입점했다고 하네요??마미포코에서 유기농 오가닉기저귀는 첫 출시인만큼 엄청 궁금하더라고요장보러 간 김에 기저귀 파는 진열장 쪽에서 어슬렁어슬렁 구경하다가 ], 부정 텍스트 확률 : 65.02%"
