"[ 기저귀 선택할 시간도 없이 남편 친구분이 조리원 퇴소 전에 집으로 보내주셔서사용하게 된 하기스 네이처착용시 몸무게사이즈.단계], 긍정 텍스트 확률 : 78.85%"
"[ 코드를 통해 연결된 링크는 바른 육아의중심마미다닷컴 통합 쇼핑몰 이랍니다 ], 긍정 텍스트 확률 : 66.12%"
"[ 제품의 하단에는 기저귀의 정보와 사용방법사용시 주의사항 등 제품에 대한 전반적인설명이 자세히 기재되어 있어요 ], 긍정 텍스트 확률 : 64.84%"
"[ 믿고 사용할 수 있다는 증거자율안전확인신고 인증마크 가 똬악 ], 긍정 텍스트 확률 : 73.54%"
"[ 최고최고 ], 긍정 텍스트 확률 : 98.94%"
"[ 함께 동봉되어 있던팜플렛 ], 긍정 텍스트 확률 : 94.71%"
"[ 친환경 유아용품 전문회사 이다년 런칭되어 우수한 품질력과 가격경쟁력으로 꾸준한 사랑을 받아오고 있는나비잠그 명성에 걸맞게 팜플렛 또한그냥 대충 만들어지지 않았다는요ㅎㅎ여러분 팜플렛 버리지 마세요제품에 대한 홍보와 제품 라인에 대한 식상한안내만을 소개하는 것이 아닌신생아 시기의기저귀 필요량], 긍정 텍스트 확률 : 51.89%"
"[ 대부분 절취선이 상단에 있지만간혹 몰텍스처럼 애매한 위치에 절취선이있는 것도 있다보니절취선이 어디에 있는지표시되어 있다면 좋겠다는 생각 이 들었어요 ], 긍정 텍스트 확률 : 91.06%"
"[ 한 장을 쏙 하고 빼는 모습을 촬영하고싶었는데 밤톨군이 참견하러 왔어요ㅋㅋㅋㅋ기저귀의 윗부분이 하늘을 향해 있는 것 보다아랫부분이 위를 향해 있는 것이 기저귀를뽑기에도 편하고 먼지가 들어가지 않아 좋을 것같다는 생각이 함께 들었답니다 ], 긍정 텍스트 확률 : 80.30%"
"[ 이리저리 굴려보기도 하고], 긍정 텍스트 확률 : 96.99%"
"[ 올라타보기도 하며 한참을 가지고 놀던귀염댕이 밤톨이ㅋㅋㅋㅋ 자기 것은 아는듯.. ], 긍정 텍스트 확률 : 56.75%"
"[ 나비잠 매직 소프트 기저귀 의 앞 면이에요 ], 긍정 텍스트 확률 : 96.32%"
"[ 그리고 뒷 부분이에요 ], 긍정 텍스트 확률 : 94.46%"
"[ 토끼와 찍찍이가 자동차를 타고 있어요특징. 소변 알림선아기가 소변을 보았는지 보지 않았는지기저귀를 처음 채워보는 초보 엄마와 아빠는말그대로 멘붕상태와 직면하게 되지요 ], 긍정 텍스트 확률 : 83.63%"
"[ 소변 알림선이 없는 상품도 있지만 알림선이 있는것이 더 많아요 초보엄마아빠를 위해 나비잠에도소변 알림선이 있어요 표시된 부분의노란색세로선 두줄이 바로 소변 알림선 이랍니다 ], 긍정 텍스트 확률 : 97.00%"
"[ 소변 알림선은 아이가용변을 보고 나면노란색 선이 초록색으로 바뀌어 교체 시기를쉽게 알 수 있어요수분 흡수량이부족한 경우 소변의농도가 짙어져 용변시기저귀에서 소변냄새가 진하게 날 수 있는데아기의 건강을 위해 충분한 수분섭취를 해주세요특징. 높은 사이드 가드지금부터 활짝 펼쳐 구석구석 자세히 살펴볼게요 ], 긍정 텍스트 확률 : 98.39%"
"[ 아기의 배와 닿는 부분이고요 ], 긍정 텍스트 확률 : 82.08%"
"[ 아기의 등쪽에 닿는 부분으로아기 허리를 감싸 주는 부분이에요 ], 긍정 텍스트 확률 : 91.65%"
"[ 소변이 새지 않게 해주는데 가장 큰 역할을하는 부분이 바로 표시된 사이드 가드예요 ], 긍정 텍스트 확률 : 53.88%"
"[ 움직임이 많은 아이와 밤새 뒤척임이 많은아이도 중 샘 방지 사이드 가드로 용변이새는 것을 막아준답니다. 그리고 보여지지않는가드의 뒷 부분과 마무리까지 모두 꼼꼼하게마감처리가 되어 있어요 ], 긍정 텍스트 확률 : 62.19%"
"[ 나비잠 기저귀 는 굉장히 부드러워요원단의 부드러움 하나 만큼은 갑 오브 갑 ], 긍정 텍스트 확률 : 63.58%"
"[기능도 중요하지요하지만 무엇보다도 가장 중요한 것은아이의 피부와 직접적으로 닿는 부분으로꼼꼼하게 살펴 보아야 하는 중요한 부분이에요 ], 긍정 텍스트 확률 : 62.43%"
"[ 팬티형은 말그대로 팬티처럼입고 벗는 형태의 기저귀를 의미하고요밴드형은 보시는 것 처럼 허리 부분이밴드로 되어 있고], 긍정 텍스트 확률 : 60.71%"
"[양쪽에 날개가 달려 있어요 ], 긍정 텍스트 확률 : 54.21%"
"[ 넓고 포근하게 감싸 안아 주어흘러 내리는 것을 막아주고 아기의 움직임을더욱 편안하게 도와 주는 최고의 기저귀테이프의 점착력이 아주 세지 않고], 긍정 텍스트 확률 : 95.17%"
"[ 그렇다고 너무 약하지 않은마치 좋은 느낌을 가진 테이프예요특징. 얇지만 강력한 흡수 패드아기가 가장 편안해 하는 이상적이 두께로폭신하고 부드러운 흡수패드가 있어요 ], 긍정 텍스트 확률 : 71.09%"
"[폭신폭신한 느낌으로부드럽고 흡수가 빠른 제품이에요 ], 긍정 텍스트 확률 : 85.34%"
"[개월때에도 키와 몸무게는상위와 상위로 개월된 지금도몸무게가 무려 이나 나가는데 튼실한아기도사이즈 걱정없이 사용할 수 있어요 ], 긍정 텍스트 확률 : 66.94%"
"[ 분유두 병을 먹고 자던 밤톨이를 떠올려보면서 보통의 아이들이라면 를 먹고잘 것 같아 액상분유와 동일한 용량의 색깔물을 준비해 보았어요 ], 긍정 텍스트 확률 : 95.78%"
"[ 파랗던 모습은 어느덧 사라지고 원단만깨끗하게 남아 있어요 대박 ], 긍정 텍스트 확률 : 63.11%"
"[ 키친타올이 물을 먹지 않았어요그래서 우리 아기의 엉덩이를 보송보송하게지켜줄 수 있구나 하는 생각이 들었어요특징. 지층구조의 매직 흡수층저렴한 기저귀가 왜 저렴한지 아시나요물론 무수한 이유들이 있겠지만 그 중 한 가지가흡수층으로 그 흡수층이 거의 없기때문이에요 ], 긍정 텍스트 확률 : 87.83%"
"[ 이해를 돕기 위해 영상으로 보여드릴게요영상을 끝으로밤톨군 엄마가 준비한 후기는 여기까지 ], 긍정 텍스트 확률 : 53.89%"
"[ 좋은 제품을 체험할 수 있는 기회를주셔서 감사합니다. ], 긍정 텍스트 확률 : 93.29%"
"[ 이 포스팅은 마미다닷컴으로부터 제품만을 제공받아 실제사용 후 작성한 후기입니다. ], 긍정 텍스트 확률 : 79.58%"
"[.미대 졸업하고 전시에만 매진하다 .다시 막 새작업 좀 해보려던 시절], 긍정 텍스트 확률 : 53.79%"
"[ .우리나라에 미역국이 있다면 독일에는 모유촉진 차가 있다. 출산 병원에서 이런게 있다는 걸 처음 알고 아파서 병원가면 차 마시고 쉬라고 하는 나라답단 생각을 했더랬다. 워낙 양이 없었어서 미미한 효과라도바라며 하루 세번 꼬박꼬박 마셨다. 개인적으로 마실때와 안마실때 차이는 분명히 있었다. ... 유두보호 연고와 패치 ], 긍정 텍스트 확률 : 63.90%"
"[ .모유수유 초반에 꼭 필요한 두 아이. 얘네 없었음 어떻게 성공했을지 상상이 안됨. 란시노에서 나온 라놀린 연고는 성분이 순하여 수유 직후 바르고 다음 수유때 굳이 닦아내지 않아도 된다. 연고를 발라도 통증이 있을때에는 멀티맘 패치를 붙여주면 확실히 통증이 완화되는 걸 느낌. 둘다 출산 병원에서 알게된 아이들. ..그래도 너무너무 아프다면.. . ö추천한다. .아무리 검색해도 한국말로 모르겠다 ㅠ .퇴원 후너무 아프다고 했더니 내 헤바메가 갖고있던 걸 조금 덜어 줬었는데 정신과 치료에도 쓰이는 진정효과가 있는 성분의 오일이라서 그런지 딱 삼일만 면봉으로 아주 조금 바르라고 했다. .정말 거짓말같이 삼일만에 싹 낫긴 함. .수유 끝날 때 면봉으로 아주 조금씩만 발랐었고 바르자마자 금방 말랐기에 다음 수유턴에 닦아낼 필요가 없었음..수유텀때마다 바르면 안되는지 란시노와 오일을 번갈아가며 바르라고 함. ...유축기.독일은 약국에서 자동유축기 빌리는게 가능. .헤바메가 꼭 메델라꺼 빌리라고 하여서.메델라 심포니로..대여료와 부속품 모두 공보험 커버됨..한번에 두달 빌릴 수 있고], 긍정 텍스트 확률 : 99.95%"
"[ .검색에 검색을 거듭하여 소다산으로..무향인게 넘 좋았음..이것도 유기농 매장에서만 판매. ... 젖병세재 ], 긍정 텍스트 확률 : 76.51%"
"[ ..이것도 굳이 비싼거 필요없이 기능만 잘 하는 것..로스만 강추함. .참고로 독일에서는 신생아 잘때 .집안온도 도 습도는으로 하라고 함..도에는 내가 못자서 ㅋㅋㅋ . 정도 한듯. .목욕물 위한 온도계도 저렴한 베이비드림 걸로 구매.... 마더스베이비 손목보호대 ], 긍정 텍스트 확률 : 59.19%"
"[수유브라.외출 가능한 예쁜 수유복은 한국에서 공수 .수유브라는에서 ... 아기욕조 ], 긍정 텍스트 확률 : 60.07%"
"[ ..밤부베베꺼 장 목욕수건으로 정말 잘썼음 .... 정사각형 모양의 얇은 천], 긍정 텍스트 확률 : 58.42%"
"[ ..헤바메가 후드제질 이불 하나 꼭 사라고 해서 샀었고.부들부들재질의 약간 두꺼운 이불도 구매. 갖고다니며 애기 외출시 바닥에 눕힐 일 있을때 아주 잘씀. ... 신생아 바디수트 와 우주복 .독일 신생아 옷차림은 .베넷저고리에 속싸개하는 대신 .신생아 바디 입히고 우주복.. .진짜 아기가 생각보다 금방 금방 커서 .그때 그때 사는게 가장 좋은 방법. .월생사이즈 긴팔 개 사이즈 긴팔 개로 시작했는데.오줌도 많이 새고 토하면 갈아입혀야하고 그래서 .약간 적은 감이 있어 신랑이 혼자 옷사러 갔었음. .사이즈별로최소 개는 필요한 듯. .우주복도 그정도는 있어야 돌아가면서 입힐.수 있다..배꼽 위로 올라오는 바지도 나중에 필요해서 한 개 샀던듯. .바디수트는 이것저것 다 입혀본 결과꺼가 가격대비 질이 괜찮고 바디수트나 우주복 다 앞쪽에 단추있는게 신생아때는 편함. ... 신생아 모자], 긍정 텍스트 확률 : 96.41%"
"[.수많은 미디어에서 그렇게 본 것 같은데], 긍정 텍스트 확률 : 62.11%"
"[ .배앓이 방지 사라고해서 이걸로..혼합수유 처음 시작할때 젖병 거부가 있었는데 계속 시도하다보니 잘 빨길래 다른건 시도해보지 않음.... 쪽쪽이 ], 긍정 텍스트 확률 : 93.67%"
"[ ..헤바메가 가격 저렴하고 괜찮다고 힙 추천해서 한번 먹여봤는데 한번 먹고 안먹어서 주변에 분유수유하는 엄마들 모두모두 추천했던 압타밀 프레 프로누트라로. .프로푸트라가 더 비싸길래 좋은가 싶어 한 번 시도해보았으나 다 게워내고 난리나서 프로누트라 정착..... 치발기 ], 긍정 텍스트 확률 : 92.29%"
"[ .치발기야말로 많으면 많을 수록 좋은듯......독일에서는 비스끄무리 한 것 도 찾을 수 없는 .잼잼몬스터 치발기는 꼭 한국에서 공수하시길 추천..인터네셔널 기린 치발기는 여기저기 잘 물어뜯는거 보고 왜 인기있는 친구인지 알았음.... 디럭스 유모차 ], 긍정 텍스트 확률 : 98.86%"
"[ .맘까페나 베를린리포트에 필요할때마다 벼룩글이 떠주어 모두 중고로 구입했던 아기띠], 긍정 텍스트 확률 : 54.49%"
"[힙시트..이것도 정말 다 적재적소에 필요한 것을 공급해주시는 주님 은혜였다고 생각한다. .맨 왼쪽꺼는 신생아때 유용했고], 긍정 텍스트 확률 : 93.68%"
"[.아기띠는 외출시 유모차에서 내려서 꼭 안아야만 했을때 우반 엘레베이터가 고장났다던가], 긍정 텍스트 확률 : 57.25%"
"[애기가 너무 운다던가], 긍정 텍스트 확률 : 57.17%"
"[ .독일아가들은 유모차 방한], 긍정 텍스트 확률 : 51.66%"
"[ ..이건 그냥 사야됨. 분이라도 벌려면...엄마도 밥 먹어야되니까.. 화장실 가야되니까..... ..개구리 점퍼루 는 타이니러브 모빌 보다는 드라마틱한 효과를 못봐서 중고로 구입후 개월만에 되팔았었음. ..신생아 장난감은 이정도로 시작함.], 긍정 텍스트 확률 : 84.01%"
"[ .... 범보의자.일상 차리려고 구했던거 이유식 시작하면서 정말 잘씀. ...], 긍정 텍스트 확률 : 69.54%"
"[ ..우리 아이가 세상에 처음 나와서 썼던 물건들을 글과 사진으로 정리해보니 처음 엄마가 되면서 느꼈던 약간의 두려움과 설레임이 다시 한 번 느껴지는 듯 하다. .아이 낳기 전에는 뭘 더 사야할지], 긍정 텍스트 확률 : 99.33%"
"[어떻게 더 알뜰하게 살 수 있을지 고민이 많았는데 아기 낳고 보니.육아에서 가장 중요한 건 엄마의 행복인 것 같다. .엄마가 내적으로 에너지가 있어야 아이에게 사랑을 줄 수 있고 엄마 사랑 먹고 자란 아이가 밖에 나가서 사랑을 나눠주는 사람이 될 수 있다고 생각하기에. .출산 용품은 이 정도로만 준비해도 신생아 육아는 충분히 가능하니 출산 준비하시는 예비맘들이 다시 오지 않을 소중한 시간 행복하게 보내시길 바라며 포스팅을 마치기로.. ......아기 용품 구매 전 참고하시면 좋을 포스팅. ], 긍정 텍스트 확률 : 99.97%"
"[구매시 꼭 사이즈 확인해서 구매해주세요.반품 환불 교환 불가합니다.밴드형몰텍스 네이처 친환경 밴드형 기저귀 단계 ], 긍정 텍스트 확률 : 80.30%"
"[매개입팩원언제든 문의 주세요구매후 소중한 후기를 남겨주시면 다음 구매시 원 추가 할인을 적용해드립니다다음 구매시 구매후기작성자 입니다 라고 알려주세요기저귀 제품은 구매후 반품 또는 교환 불가한점 꼭 참고하여 구매해주세요. 택배비는 무료 입니다. 오후 시 입금마감 당일발송합니다.택배 소요기간은 공휴일 제외 평일 평균일 소요되며도서 산간지역은 택배비가 발생될 수 있습니다. 로 문자 또는 판매자 채팅 부탁드립니다. 분유사기로 인해 저까지 피해를 보고있습니다 ㅠ 당사는 일체 예약발송을 하지도않고 받지도 않으며 있는 제품만 판매합니다 당일배송으로 이루어지고있으니 참고부탁드립니다ㅑ..돋움], 긍정 텍스트 확률 : 98.58%"
"[ 거래지역 ....거래 전에 꼭 확인하세요.], 긍정 텍스트 확률 : 59.99%"
"[구매시 꼭 사이즈 확인해서 구매해주세요.반품 환불 교환 불가합니다.밴드형몰텍스 네이처 친환경 밴드형 기저귀 단계 ], 긍정 텍스트 확률 : 80.30%"
"[매개입팩원언제든 문의 주세요구매후 소중한 후기를 남겨주시면 다음 구매시 원 추가 할인을 적용해드립니다다음 구매시 구매후기작성자 입니다 라고 알려주세요기저귀 제품은 구매후 반품 또는 교환 불가한점 꼭 참고하여 구매해주세요. 택배비는 무료 입니다. 오후 시 입금마감 당일발송합니다.택배 소요기간은 공휴일 제외 평일 평균일 소요되며도서 산간지역은 택배비가 발생될 수 있습니다. 로 문자 또는 판매자 채팅 부탁드립니다. 분유사기로 인해 저까지 피해를 보고있습니다 ㅠ 당사는 일체 예약발송을 하지도않고 받지도 않으며 있는 제품만 판매합니다 당일배송으로 이루어지고있으니 참고부탁드립니다ㅑ..돋움], 긍정 텍스트 확률 : 98.58%"
"[ 거래지역 ....거래 전에 꼭 확인하세요.], 긍정 텍스트 확률 : 59.99%"
"[구매시 꼭 사이즈 확인해서 구매해주세요.반품 환불 교환 불가합니다.밴드형몰텍스 네이처 친환경 밴드형 기저귀 단계 ], 긍정 텍스트 확률 : 80.30%"
"[매개입팩원언제든 문의 주세요구매후 소중한 후기를 남겨주시면 다음 구매시 원 추가 할인을 적용해드립니다다음 구매시 구매후기작성자 입니다 라고 알려주세요기저귀 제품은 구매후 반품 또는 교환 불가한점 꼭 참고하여 구매해주세요. 택배비는 무료 입니다. 오후 시 입금마감 당일발송합니다.택배 소요기간은 공휴일 제외 평일 평균일 소요되며도서 산간지역은 택배비가 발생될 수 있습니다. 로 문자 또는 판매자 채팅 부탁드립니다. 분유사기로 인해 저까지 피해를 보고있습니다 ㅠ 당사는 일체 예약발송을 하지도않고 받지도 않으며 있는 제품만 판매합니다 당일배송으로 이루어지고있으니 참고부탁드립니다ㅑ..돋움], 긍정 텍스트 확률 : 98.58%"
