"[ 우리집 아기는 큰 볼일을 보면 꼭 새 기저귀 한 개 이상은 버리게 되는데 다 끝났다.... 싶어서 새 기저귀를 갖다 대면 또 싸고], 긍정 텍스트 확률 : 76.15%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래 내용는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 84.95%"
"[로얄랑데부.. 그리고 소프트브라운], 긍정 텍스트 확률 : 73.63%"
"[디어... 자라 가을패션 신상 블라우스 코디 탕진잼입는데요 물론 편한 활동을 해야하는 날에는 캐쥬얼하게 입지만 대체로 남녀공용 옷보다는 블라우스나 원피스 등 러블리한 옷을 많이 입는 편이에요. 이번에... 형태 정렬하기 이용 ], 긍정 텍스트 확률 : 81.14%"
"[여성용 경량 패딩은 장 남았습니다 서둘러주세요 오늘 밤 시 최종 마감 할께요... 실시간휴고보스 남성 패딩경량보다는 살짝 두꺼운 듯해요 모자달린 기본 패딩이예요 휴고보스 휴고보스패딩 남성패딩 휴고보스경량패딩 칠곡맛집 북삼맛집 갈비살맛집 석쇠맛집 일품갈비살석쇠구이안녕하세요 요즘 집에 가족이 다 있느날 외식을 자주 하는날 너무 좋으닷 갈비살 석쇠구이 칠곡맛집 북삼맛집 고기맛집 구미 갈비살석쇠구이... 나무 김후란어느 날 저 하늘에 물결치다가 잎잎으로 외치는 가슴으로 서 있다가 때가 되면 다 버리고 나이테를 세월의 언어를 안으로 안으로 새겨 넣는 나무 그렇게 자라... 맛집추천 선릉맛집역삼맛집파스타맛집짧은리뷰자리에 앉기 전부터 세팅은 이미 되어있었습니다. 분위기 굿 가격은 거의 다 만원후반이만원 했던거같아요. 양에비해 가격이 좀 높았던거 같습니다 저기... 보온 천재와 레이어드 천재가 만나면 경량 패딩신슐레이트 패딩 베스트카키 ], 긍정 텍스트 확률 : 93.51%"
"[착한 일도 하겠다는데 내가 왜 못 가게 하겠어 짧지 않은... 박시후 나이], 긍정 텍스트 확률 : 57.78%"
"[조각이... 피아블 클래식 방수 매트리스커버 가격과 할인 근데 장판에 타요부드러워 더 좋고 옆라인은 살짝 비치는 얇은면이네요 기껏 쓰고 올렷더니 다사라지고 사진만 올라간건 더 구매한후 교차해서 사용해야겠어요 하세요 아이가... 가을과 겨울 사이때문에 착한 맛을 먹었는데 당면이랑 중국당면을 추가해서 그런가 나한테는 더 밍밍했음 나중 가니 국물도 다 없어져 가지구 치킨만 열심히 조졌다 개인적... 심즈 알구 경량 패딩 조끼 배포심즈 알구 패딩 조끼 배포 보정티셔츠 경량 패딩 조끼 입니다.투톤과나이키도 있어용인게임샷... .. 더 많은 사진을 원하시면... 긍휼은 심판을 이긴다약유대인들은 율법을 철저히 지키기 위해여 무척 노력했다. 그러나 율법을 다 지킨다는 것은 불가능한 일이다. 그래서 유대인들은 율법의 경중을 정해서... 유아내의 이야이야오 귀염뽀작사과 실내복 따뜻한 유아내의로 챙겨서 어린이집 등원하고 있어요. 어제 부턴 유아 경량패딩도 개시했답니다 언니가 전화와서 날씨 쌀쌀하니 입혀 보내라고 해서... 최신 정보 신형그란 쿠페 출시 가격갖고], 긍정 텍스트 확률 : 82.82%"
"[쿠페와 컨버터블 그란 쿠페도어 쿠페를 담당하는 모델로 만들어지고 있다.동영상... 혜화역 카페 학림 다방 역사만큼이나 맛있는 커피와 분위기 모닝커피학림다방 카페 추천해욧. 앞으로 년 카페가 됐으면 좋겠어요. 화장실은 남녀공용이에요. 학림다방 서울특별시 종로구 대학로혜화역 카페 학림다방... 양재역 맛집 소문난 황소양곱창생각보다 착한 편이어서 마음 놓고 친구들과 많이 먹을 수 있었습니다. 저희가 몸이 엄청 뚱뚱하진 않는데 다들 어디로 그 음식들을 저장하는지 정말 잘... 구조방정식 측정모델 평가], 긍정 텍스트 확률 : 99.73%"
"[반영적 측정모델 에 의해 내적 일관성 신뢰도를 평가하고 그 결과 기술 다. 반영적 측정모델에서 합성신뢰도 에 의해 내적... 킷앤킨 생분해되는 안전하고 똑똑한 기저귀단계로 선택해보았어요 마른편이어서 단계 사이즈가 괜찮은것 같네요 남녀공용으로 사용할 수 있고 여러가지 주의사항이 공지되어있어요 특히 제조국을... 배움 제임스딘 명언 부모의 역할일부 해야 할 일이 있다. ... 부산대 중국집 샤오시안 이색분위기 가성비 맛집 밥집 술집 맛점 하나하나 신기할 정도로 가격이 정말 착한 샤오시안 부산대점 중국집 가면 주문...속은 부드럽고 쫀득한 튀김옷을 살리기 위해 샤오시안만의 특별한 배합... 수원광교 애비뉴프랑 일본가정식노릇노릇하게 구워져 나와 소스에 찍어먹으니 궁합이 잘맞았어요. 저희가 다 먹어갈때쯤보니 어느새 만석이 되었더라구요. 깔끔하게 한끼 먹기 좋은...노래모음 히트곡 전곡듣기로 지었다는 이야기도 있었죠. 팀명의 뜻이 따로 있는데요. 세기의 입니다 팀이름도 정말 멋있죠 오늘 안내를 해드린노래모음을... 아기 백일잔치 백일상대여더홈파티촬영 옷 보내준것 기대했는데 생각보다 잘 안찍혀서 실망을..역시 촬영은...하루는 시댁식구들과 함께 했답니다. 과일은 집앞 과일가게해서 배달시키고 떡... 밀린 일상 정리 젤네일], 긍정 텍스트 확률 : 91.07%"
"[이젠 이거 하나로 그냥 다 발라줘요 요즘같이 더울때 사용감이 리치하지만은 않아요 그린핑거 마이... 상계역맛집 화로상회 삼겹살과 막창의 무한리필 믿고먹는집걸까요 가게 캐리커처에 항상 두명의 그림이 그려져있네요 요즘 무한고기...가격이에요 너무너무 착한 상계역맛집 화로상회 또한 요즘고기뷔페... 제주공항 동문시장 인근 제주숙소], 긍정 텍스트 확률 : 99.90%"
"[스타즈호텔 제주 로베로했기에 착한가격입니다. 더블침대싱글침대 이케 명이서 묵기에], 긍정 텍스트 확률 : 55.03%"
"[무엇보다 접근성이 좋다보니 놓칠 수가 없는 제주숙소였던 겁니다], 긍정 텍스트 확률 : 55.06%"
"[와우 호텔에서...... 서현역도쿄스테이크서현역스테이크 가성비 좋고 맛도 좋고싫고.. 지치는 요즘 옆집 언니랑 같이 저녁 먹으러 서현역에 다녀왔어요 둘다 아이들이 있다보니 메뉴 정할땐 무조건 아이들 위주이구요 그래서 고른 곳... 여성의류세트 추천], 긍정 텍스트 확률 : 99.52%"
"[여자 세트 초보 패피들을 위한 추천 세트 추천 데일리룩 할인...놀러갈때 추천], 긍정 텍스트 확률 : 84.80%"
"[톡톡네온 상품간략설명톡톡튀는 컬러의 남녀공용 기모맨투맨삭스 세트 상품 액세서리], 긍정 텍스트 확률 : 57.79%"
"[오늘신상특가 ], 긍정 텍스트 확률 : 65.09%"
"[공용 욕실은 개가 있어요. 여기는 남녀 공용입니다. 컴퓨터도 한 대 있었는데], 긍정 텍스트 확률 : 67.61%"
"[사용해보지는 않았어요... 홍천 아기랑 갈만한곳 대명 비바플렉스몰 지하에 놀이기구 있다동물은 전혀 경계하는 것 같지 않아요. 오히려 대범함 어디로 내려가든 지하는 다 통하지만 요 지하 비바플렉스몰로 가까이 내려가려면 오크동이나 파인동... 제주공항 근처 맛집 자꾸 맴돌아따갑거나 옷에 냄새가 잘 스며들지 않아서 굉장히 마음에 들었던 점이예요. 오늘은 친구가 고기를 굽는 날인데], 긍정 텍스트 확률 : 86.49%"
"[ 원.. 경량다운자켓이예요. 네파 아동다운자켓...부츠 베어파우 아동부츠 콜롬비아 남성 패딩 슬립온], 긍정 텍스트 확률 : 50.86%"
"[엄청 가벼워요. 작년... 초량 맛집 가성비 좋은 임채환 참치정육점시간. 매일가끔 일요일 휴무 포장 ], 긍정 텍스트 확률 : 51.67%"
"[남녀화장실 구분 되어 있는데 공용화장실 이렇게 초량 전통시장 안에 위치해 있는데 사장님... 발렌시아가남녀공용 백팩발렌시아가남녀공용 백팩 색상 네이비 색상에 따라 가격이 다를수도 있습니다 현지 상황에 따라 색상은 품절 재입고 반복하니 상담하시고 주문하시면... ], 긍정 텍스트 확률 : 74.76%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 엇 ㅋ 저도 슈퍼베비 살까하다가 신생아 얼마안쓴다고 하셔서 어짜피낳으면 조리원들어가자느아요 그래서 안샀어요 아마 조리원들어가셔서 사도 늦지않을거에요 ㅎ전 단계 단계만 많이 사놨네요 ㅋ], 긍정 텍스트 확률 : 95.22%"
"[조리원 나와서도 주는 쓴대서 사놨는데 지금 사논것만으로도 충분할까 싶네요 ㅎㅎ 단계도 알아봐야겠어요 ㅎㅎ], 긍정 텍스트 확률 : 97.32%"
"[그분 좀 그렇네요.. 뭘 쓰던 엄마맘이고 저렴하게 가성비좋게 쓰겠다는데 ㅠㅠ 밤기저귀는 좀 비싼거로 쓰려구요 ㅎ 자다가 못갈아줄까봐요 ㅠ], 긍정 텍스트 확률 : 66.22%"
"[열장이상 쓰는군용 지금걸로도 충분하겠어요 모자라면 로켓시키면 되니까요 ㅎ 감사합니다], 긍정 텍스트 확률 : 98.26%"
"[키로되면 실제 단계 써야한다더라구요. 브랜드마다 사이즈가 달라 어떤건 키로 이전부터 단계 쓴다는 글도 봤네요 요새 배송도 하루만에 오니 일단 상황봐서 주문하심이..], 긍정 텍스트 확률 : 56.13%"
"[사놓은거로 충분할거같네요 이제 단계는 샘플 들어오는거 빼고 사는건 안해야겠어요 ㅎ 선물도 들어온다고하니까요], 긍정 텍스트 확률 : 59.07%"
"[저두요ㅎㅎ], 긍정 텍스트 확률 : 92.63%"
"[후기 감사합니다오늘은 프리미엄 산모교실이라 초대 자체를 적게 해서 경쟁률이 ↑ ㅎㅎ], 긍정 텍스트 확률 : 88.55%"
"[두번째 ㅎㅎ 빵빵하니 주는거 많아서 좋긴 하더라구요], 긍정 텍스트 확률 : 92.26%"
"[산모교실 저도 참여하고싶네요ㅎ], 긍정 텍스트 확률 : 71.18%"
"[참여해보세요저도 첫 참여는 서먹하고 그랬는데가면 웃게되고 소소하게 선물받고 괜찮은거 같아요운좋으면 대박상품도 받아가실수 있어요], 긍정 텍스트 확률 : 98.66%"
"[프리미엄교실과 일반교실 차이가 있는건가요? 후기들보면서 곧있을 울산교실이 기대가 되네요], 긍정 텍스트 확률 : 69.27%"
"[ 축하드려요], 긍정 텍스트 확률 : 66.13%"
"[축하드려요 남은기간도 즐태하세요], 긍정 텍스트 확률 : 63.58%"
"[ 전 월출산예정이구요 신세계서 산후조리해요 필요한물품 알려주셔서 감사해요 혹시신랑 밥은 조리원서 신청하면주나요? 저희신랑 주동안 휴가라 같이있거든요 매번 시댁가서 밥먹고오라고 하기가...ㅜㅜ], 긍정 텍스트 확률 : 97.11%"
"[네 시간 전에 미리 신청하셔야되고 천원 입니다. 퇴실할 때 수납하구요.], 긍정 텍스트 확률 : 82.30%"
"[믿음이맘복현매일 먹을거면 한 번에 신청하면 될거에요. 남편 출산휴가...저는 퇴실하는 날부터 쓰라했어요ㅎㅎ], 긍정 텍스트 확률 : 83.14%"
"[ 맘님 출산축하드려요 저도 지노메디 호에서 아가낳고서 조리했었어요침대가 푹신해서 정말 기뻤던 기억이납니다 조리잘하시고 순산 축하드려요], 긍정 텍스트 확률 : 99.76%"
"[ㅎㅎ감사합니다. 호에 머무셨다니 뭔가 반갑습니다ㅎㅎ 내일 이 천국에서 떠나려니 아쉽기도하고 그러네요ㅎ], 긍정 텍스트 확률 : 99.80%"
"[자세한 후기 넘 도움되었어요ㅎㅎ예정일 일전인데 감사해요 집에가셔서 아가랑 조리잘하시구 건강하세용😀], 긍정 텍스트 확률 : 97.38%"
"[오 떨리시겠다ㅠㅠㅎㅎ 그래도 금방지나가요순산하셔요아가랑 늘 행복하시길♡♡], 긍정 텍스트 확률 : 94.06%"
"[신랑은애기못안아보나요?예약했는데신랑이아쉬워하네요...ㅋ], 긍정 텍스트 확률 : 61.87%"
"[병원있을때 안아보게해줘요ㅋ 여깄을땐 주에 번소독하는시간빼곤 애기데리고 못나가요ㅎㅎ], 긍정 텍스트 확률 : 57.69%"
"[혹시 지노메디 어느쌤한테 진료보셧엇나용? 의사쌤도 좋앗다하시니 쌤좀 알려주세여ㅎ], 긍정 텍스트 확률 : 86.86%"
"[저는 수술인데 정철재 쌤이요 아직 덜아물어서 말씀드리긴 그렇지만 첫째수술자국에비해 엄청 예쁘게 되어있어요ㅋㅋㅋ실밥뽑을때도 안아팠고], 긍정 텍스트 확률 : 83.72%"
"[멍도 거의없었어요 수술이시라면 강추드립니다. 차분하시고 꼼꼼하세요], 긍정 텍스트 확률 : 95.55%"
"[와 맘님 참고하고가요 지노메디는 생각도 안해본곳인데 맘님 글 정독하고보니 또 솔깃하네요 이넘의팔랑귀ㅠㅠㅠ 엘리자벳이랑 고민중인데....힝], 긍정 텍스트 확률 : 99.62%"
"[첫째 산후조리원 다녀온지 년이 다되가는데 생생히 기억이 나요 ㅋㅋ 산후조리원 기억 오래 가는것 같아요 맘님 맘에 드시는 곳으로 잘 선택하세요], 긍정 텍스트 확률 : 99.33%"
"[아 제가 구매한건 만원 정도이고 나머지는 물려받고 선물받은거서요애착인형은 나중에 줘야겠네요 정보감사해요ㅋㅋ 물티슈는 평소에 많이 쓰고 있어서 ㅠㅠ 그냥 샀어요], 긍정 텍스트 확률 : 64.20%"
"[전 뮬릭이랑 르주르 세제쓰는데 세제로션 물티슈같은건 출산한달전에 구매했어요], 긍정 텍스트 확률 : 79.08%"
"[세제 정보 감사합니다], 긍정 텍스트 확률 : 84.51%"
"[대부분 애 낳고 사도 되는거 투성이에요 낳고 필요할때마다 구매하시는거 추천해요전 아주 기본적인것만 샀고 첫째꺼 쓰거나 중고 샀어요가제손수건베넷저고리손싸게속싸게기저귀워시용품로션젖병 개젖병소독기바운서아기침대중고수유쿠션아기를 자분하게됭지 수술하게될지 모르니 회음부쿠션은 나중에 사세요그리고 조리원에 있으면서 필요한거 주문하심 되요수유패드도 유축기도 젖이 나올지 아닐지 모르니 보류하시구요], 긍정 텍스트 확률 : 97.84%"
"[앗 감사해요이런정보가 많이 도움이 됩니다 ], 긍정 텍스트 확률 : 88.51%"
"[ 담달 조리원들어가는데 좋은정보네요잘보고갑니다ㅎㅎ], 긍정 텍스트 확률 : 99.16%"
"[준비물에 손수건 없는데 가제손수건 몇장 꼭챙겨가세요ㅎㅎ], 긍정 텍스트 확률 : 66.91%"
"[나무도 괜찮은거같아요 여기 현금하니 조금할인되더라구요 현금영수도 일부해주시구요 ㅎㅎ], 긍정 텍스트 확률 : 93.45%"
"[시은이맘구포쪽지드렸어용 ], 긍정 텍스트 확률 : 50.68%"
"[꾸꾸구평안녕하세요저두 주 가격 쪽지로 부탁드릴게용 감사합니다], 긍정 텍스트 확률 : 84.88%"
"[선생님들이 너무좋아요 조리원천국이에요 ㅠㅠㅠㅠ이제 퇴실인데 집에가면 빙하기라 집에가기싫어요], 긍정 텍스트 확률 : 78.14%"
"[일리쪽지보내주세요], 긍정 텍스트 확률 : 62.67%"
"[저희 아띠아모 카페에서는 특정 회원의무분별한 줄서기와 드림물품 독식을 막기 위해양심기간 주를 지정하고 있습니다 드림 줄 서실 분들께서는본인이 다른 드림을 받은 지주가 되셨는지 확인해 주시고], 긍정 텍스트 확률 : 64.86%"
"[ 본인이 마지막으로 드림 받으신 날짜를 확인하여댓글로 필히 적어 주시기 바랍니다드림해 주시는 분께서도 함께 확인 부탁드립니다드림약속하실때 약속 꼭 지켜주시고 부득이한 이유로약속지키 실 수 없을 때에는 꼭 드림하는분께연락부탁드립니다 무료드림 후], 긍정 텍스트 확률 : 73.32%"
"[어느 분이 받아가셨는지무료드림 하신 글에 드림완료님께 드림완료라고 꼭 게시글 수정해주세요좋은 나눔의 취지로 무료 드림글을올려주셔서 감사드립니다좋은드림 응원합니다], 긍정 텍스트 확률 : 92.06%"
"[드림완료시 ㅇㅇ님께 드림완료꼭 작성해주세요타케페 드림시에도 타카페드림완료라고 적어주세요], 긍정 텍스트 확률 : 65.75%"
"[ 오신다고 고생 많으셨어여 순산하세여], 긍정 텍스트 확률 : 64.84%"
"[감사합니당], 긍정 텍스트 확률 : 84.51%"
"[예쁜아기 만나셧겠네용 몸조리잘하시구 즐거운 육아하세요오 ㅎ], 긍정 텍스트 확률 : 99.35%"
"[월 일 자연분만으로 출산했어요 감사합니다], 긍정 텍스트 확률 : 90.06%"
"[꽃 토끼축하드립니다 ㅎ한참 꼬물꼬물 예쁜신생아네요 ♡♡♡], 긍정 텍스트 확률 : 97.30%"
"[스탭예비맘담당너무 작아서 만질 때 겁나요], 긍정 텍스트 확률 : 91.16%"
"[ 조리원 후기 잘 봤어요. 엘리자벳 갈까하고 많이 고민했었는데 읽고나니 궁금증이 풀리네요. 역시 사람들이 몰리는데는 이유가 있네요. ], 긍정 텍스트 확률 : 55.53%"
"[ㅎㅎ네 아쉬운 점도 있었지만 집에 오니 그저 넘나 그립네요 선택에 도움 되시길], 긍정 텍스트 확률 : 97.43%"
"[조리원밥은 항상 그립네요. ㅠㅠ], 긍정 텍스트 확률 : 92.25%"
"[ㅎㅎㅎ조리원의 끼는 사랑입니다♡], 긍정 텍스트 확률 : 94.40%"
"[와ㅡ여기조리원밥짱잘나오네요], 긍정 텍스트 확률 : 83.44%"
"[완전 제대로 채움태교했어요ㅎㅎ], 긍정 텍스트 확률 : 86.83%"
"[진짜 부러워요 채움태교], 긍정 텍스트 확률 : 54.06%"
"[와 진짜 유익한 시간이었겠네요], 긍정 텍스트 확률 : 55.97%"
"[산모교실 저도 참여하고싶네요ㅎ], 긍정 텍스트 확률 : 71.18%"
"[너무 좋은 태교네요👍], 긍정 텍스트 확률 : 92.78%"
"[우와 저도 다음주 참여하는데 벌써 기대대요], 긍정 텍스트 확률 : 61.21%"
"[ 예비맘교실서 나이 때문에 다들 부러워했던 그 분 맞으시죠 ?ㅎ 축하드려요], 긍정 텍스트 확률 : 76.69%"
"[감사합니당ㅠㅠ 조금 쑥쓰러웠어요ㅎㅎ], 긍정 텍스트 확률 : 96.74%"
"[범보의자 너무 예쁘네용♡ 축하해요], 긍정 텍스트 확률 : 72.72%"
"[색상도 만족이에요ㅎㅎ], 긍정 텍스트 확률 : 98.02%"
"[축하드려요ㅋㅋ제일어리시다니..좋은데요?ㅎㅎ], 긍정 텍스트 확률 : 98.60%"
"[헤헤 감사합니당ㅎㅎ], 긍정 텍스트 확률 : 92.57%"
"[축하드려요♡가장 어리시다니 나이가 부럽부럽♡], 긍정 텍스트 확률 : 92.94%"
"[감사합니당 ㅎㅎ], 긍정 텍스트 확률 : 92.57%"
"[보호자 차는 조리원 앞에 낑겨서? 주차 가능하고요 도로가쪽으로도 자리가 좀 있어요 길 건너에 전용주차장 있고요 조리원 문의하시면 정확할 거에요], 긍정 텍스트 확률 : 74.08%"
"[네ㅠㅠ 양가 부모님은 층 신생아실 유리문 앞에서만 면회 가능해요ㅜㅜ 저도 첫째 땜에 신랑은 조리원 거의 못 왔고... 서울서 친정엄마가 타고 오셔서 제 방에서 좀 계시다 가면 안 되냐니까 미국], 긍정 텍스트 확률 : 88.12%"
"[캉나죄송하지만.. 혹시 그 친한분께 물어봐주실 수 있으실까요?], 긍정 텍스트 확률 : 75.70%"
"[꼬맹이ㅎㅎ그 언닌 월 일이 예정일이라 아직 조리원 안 가고 만삭이에요], 긍정 텍스트 확률 : 98.15%"
"[ 출산 축하드려요 ㅎㅎ저도 요번 수욜까지 진통없으면 수술들어가는데 수술에대한 무서움이 좀 없어지네요정보고마워요], 긍정 텍스트 확률 : 85.71%"
"[수고많으셨어요순산하신거 축하드려요. 예쁜둥이들과 행복한 육아하시길 바래요], 긍정 텍스트 확률 : 99.31%"
"[출산축하드려요저도 파티마 다니는데..정보도움많이될거같아요ㅎ], 긍정 텍스트 확률 : 75.77%"
"[메델라 럭티나 유축기 대여해줘요 써보니 메델라 유축기가 좋드라구요... 순산축하드려요 주수 다채워서 낳아서 다행이셔요], 긍정 텍스트 확률 : 66.00%"
"[축하드려요몸조리 잘 하세요], 긍정 텍스트 확률 : 71.25%"
"[저도한달전에 김항진과장님한테 수술받았는데 반갑네요 ㅎ인실썼는데...인실도 복불복이더라구요 ㅎㅎㅎ명이서 조용히인실쓰니 좋더리구요ㅋㅋㅋ 지나가다 ㅣ인실 보니 괜찮아보이기도 하고 ㅎㅎㅎㅎㅎ둥이들 잘키우세요 ㅎㅎ 수술하고 한달됬는데 ...몸이 너무가벼워서 날라댕기네요ㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 99.99%"
"[축하드려용 님글보니 저 수술할때 입원할때생각나네용저희아가는 벌써살입니닷], 긍정 텍스트 확률 : 94.74%"
"[출산축하드려요.안그래도 파티마출산생각하고있었는데 정말많은도움됬어요], 긍정 텍스트 확률 : 90.10%"
"[축하드려요 수고많으셨어요주를 접하고 있는데 주위엔 둥이맘이 잘 없고 한명이라도 걱정 많이 하던데 전 둘이라 더 걱정했는데 글 읽으면서는 걱정을 조금씩 덜게 되네요 특히 저도 수술 경험이 없다 보니 더 겁이 났는데 ㅋㅋ앞으로도 둥이들 이쁘게 키우시고 화이팅이요], 긍정 텍스트 확률 : 97.24%"
"[ 네이처메이드 괜찮아용 ㅋㅋ 모모래빗도 추천해용😃], 긍정 텍스트 확률 : 98.06%"
"[아 하기스 발암물질이 어쩌구 하더니많이들 쓰시네욥 괜찮은가봐요], 긍정 텍스트 확률 : 54.14%"
"[좋은정보 감사해요.], 긍정 텍스트 확률 : 94.54%"
"[전 슈퍼대디 추천이용.. 다른것들은 다 축축하더라구요 ㅠㅠ 모모래빗두여.. 아직 애기라서 기저귀자주갈아줘야하니 군기저귀두 괜찮더라구요 가성비따지시는게 좋을것같아요 아기때는 자주자주 가니까요], 긍정 텍스트 확률 : 92.10%"
"[넵 좋은정보감사해요.], 긍정 텍스트 확률 : 94.54%"
"[ 우와재미있겠어요ㅎㅎ산모교실가면재미있고좋아요], 긍정 텍스트 확률 : 99.47%"
"[맞아요 시간도 금방가구 좋아요 ㅋㅋ산모교실 다니다 보니 어느덧 만삭임산부가 되었어요], 긍정 텍스트 확률 : 85.98%"
"[아 ㅠㅠ 그런가봐요 아쉽네요 ㅠㅠ], 긍정 텍스트 확률 : 95.44%"
"[ 연세 .. ..크 .. ..러브 .. ..맘스홀릭 .. ..지후 .. ..엄수 .. ..맘스 .. ..서울맘 .. ..맘스 .. ..알럽 .. ..일산 .. ..서울맘 .. ..맘스다이어리 .. ..행복한 .. ..차차 .. ..베이비 .. ..인천 .. ..비더 .. ..똑순 .. ..맘상 .. ..위드 .. ..나는 .. ..미래 .. ..줌마 .. ..사과 .. ..헬로우 .. ..수원 .. ..해피 .. ..유이 .. ..충북 .. ..맘스 .. ..아이 .. ..베이비 .. ..임산 .. ..대전 .. ..얼 .. ..맘앤 .. ..부엉 .. ..베베 .. ..대전 .. ..배추열무 .. ..베이비 .. ..인천 .. ..핸드 .. ..], 긍정 텍스트 확률 : 97.79%"
"[용인맘 .. ..스마일 .. ..마미 .. ..위여성병원 .. ..맘부산 .. ..수원맘 .. ..맘대구 .. ..골드맘 .. ..맘수 .. ..소중 .. ..남구 .. ..서대문맘 .. ..슈맘 .. ..키맘 .. ..임신 .. ..엄사 .. ..맘스 .. ..슈맘 .. ..맘스 .. ..], 긍정 텍스트 확률 : 87.93%"
"[ 처음보는데좋네요], 긍정 텍스트 확률 : 81.00%"
"[좋죵 선물 받는 재미가 있어용 ], 긍정 텍스트 확률 : 85.77%"
"[전원선물이좋네요], 긍정 텍스트 확률 : 63.48%"
"[ 우와... 후기 잘쓰셨네요. 저도 다음에 참석해보고 싶네요], 긍정 텍스트 확률 : 55.83%"
"[감사합니다. 랄랄랄라 님도다음 교실에 참가해보세요], 긍정 텍스트 확률 : 93.35%"
"[감사합니다ㅎㅎ], 긍정 텍스트 확률 : 92.57%"
"[저도 같은조였는데 우리조 선물 싹쓸어서 넘 신났었어요 후기 진짜 자세하게 잘쓰셨네요], 긍정 텍스트 확률 : 69.02%"
"[오 같은조 이셨군요저희조가 선물 제일 많이 받은것 같아요ㅎㅎ], 긍정 텍스트 확률 : 85.30%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[후기가 아주좋네용 자세하고ㅎㅎ도움받구갑니다], 긍정 텍스트 확률 : 93.00%"
"[재밌게 다녀와서 자세히 썼어요. 감사합니다], 긍정 텍스트 확률 : 97.37%"
"[ 그림도 이쁘네요전 첫찌 쓰던게 있어서 그거 쓸참이였는데 저도 또 하나 더 생겼네요 육아용품 많으면 좋쥬ㅎ], 긍정 텍스트 확률 : 96.43%"
"[네 육아용품은 많으면 많을수록 좋을듯해요], 긍정 텍스트 확률 : 74.98%"
"[여아라고했더니 색상도 이쁜거로 보내주셨네요], 긍정 텍스트 확률 : 89.61%"
"[시흥시 평안맘역시 공주님은 분홍이쥬], 긍정 텍스트 확률 : 89.53%"
"[시흥시 평안맘저도공주라 준비해둔옷다 핑크에요], 긍정 텍스트 확률 : 93.82%"
"[뽀롱맘밝아야 기분도 좋아져요 ㅎㅎ], 긍정 텍스트 확률 : 72.49%"
"[ 와 욕조 계속봐도 대박입니다 ㅎㅎ현장수령의 묘미 바로 확인할 수 있다는거죠? 꼼꼼한 후기 너무 감사드립니다 ♥순산 하시고 돌잔치도 저희와.....], 긍정 텍스트 확률 : 100.00%"
"[욕조 살아있네], 긍정 텍스트 확률 : 72.19%"
"[네챗드려도되나요], 긍정 텍스트 확률 : 65.36%"
