"[.지난 주에도 또 물놀이 하고 왔어요..정작 한 여름에는 사람 많아서 잘 안갈거 같은 느낌 ㅎㅎ.그리고 다시 느즈막히 물놀이 갈거에요? ], 긍정 텍스트 확률 : 81.11%"
"[보솜이], 긍정 텍스트 확률 : 51.21%"
"[슈베스 까지 진짜 다양한 기저귀 써봤죠 ? ㅎㅎㅎㅎ이번에 만나본 대디베이비는 아직까지는 통과 합격입니당], 긍정 텍스트 확률 : 50.60%"
"[아들아니고 딸이라 발진나면 더더욱 마음 아픈데 대디베이비로 발진없이 뽀송하게 잘 키워야겠어용], 긍정 텍스트 확률 : 92.25%"
"[이 글은 업체로부터 본상품을 무상제공받아 객관적으로 작성한 후기입니다. ], 긍정 텍스트 확률 : 60.46%"
"[ 신생아기저귀추천 대디베이비 기저귀 굿굿 ], 긍정 텍스트 확률 : 79.58%"
"[포장박스에 이런 멋진 문구가 ], 긍정 텍스트 확률 : 72.85%"
"[잘생긴 기사님오늘도 감사합니다우리 소중한 아기가 쓸 기저귀입니다.던지거나 밟지말고 소중히 다뤄주세요 ], 긍정 텍스트 확률 : 99.61%"
"[기저귀팩이 정말 귀엽죠?한팩에 개가 들어있어요전 밴드기저귀로 선택했어요아직 일어나서 걷거나 뛰지 못하기 때문에팬티기저귀보다는 밴드가 편하더라구요 ], 긍정 텍스트 확률 : 58.17%"
"[귀여운 기린 그림이 사랑스럽네요 ], 긍정 텍스트 확률 : 97.99%"
"[저는사이즈를 선택했어요지금 선율이가 막 을 넘었거든요.으로 작게 태어났는데지금 일차 이 넘으니쑥쑥 잘크고 있는거 맞죠? ], 긍정 텍스트 확률 : 69.84%"
"[대디베이비 기저귀만의 장점이에요제가 가장 마음에 들었던 부분은 ], 긍정 텍스트 확률 : 95.35%"
"[ 실키에어쓰루 탑시트 원단을 사용한다고 해요 ], 긍정 텍스트 확률 : 84.67%"
"[ 이름이 조금 생소하네요 ], 긍정 텍스트 확률 : 57.86%"
"[ 전세계 모든 기저귀 중 가장 ], 긍정 텍스트 확률 : 90.02%"
"[ 관리하기 곤란한데 이렇게 되어 있으니 ], 긍정 텍스트 확률 : 67.89%"
"[ 위생적으로더 좋은 것 같았어요 ], 긍정 텍스트 확률 : 50.96%"
"[기저귀 앞뒤 모양이에요소형 사이즈를 계속 하다가중형 사이즈를 보니 엄청 큰 느낌 ], 긍정 텍스트 확률 : 93.40%"
"[두께감이 느껴지나요?엄청 엄청 얇아요정말 입은 듯 안입은 듯한익스트림 슬림 두께에요기저귀하면 아기들이 엄청 답답할텐데이렇게 얇은 두께의 기저귀라면아기들이 편안하게 움직일 수 있고통기성도 우수할 것 같아요 ], 긍정 텍스트 확률 : 52.01%"
"[소변알림줄도 있구요 ], 긍정 텍스트 확률 : 68.32%"
"[우리 아들 대디기저귀 처음으로 했던 날밴드가 아주 잘 늘어나서허리에 밴드 표시가 안나서 맘에 들었어요 ], 긍정 텍스트 확률 : 79.57%"
"[본 포스팅은 업체로부터 상품을제공받아 작성한 솔직후기입니다 ], 긍정 텍스트 확률 : 53.54%"
"[ 팬티기저귀밤기저귀추천 대디베이비 익스트림 슬림팬티기저귀 ], 긍정 텍스트 확률 : 79.58%"
"[ 팬티기저귀밤기저귀추천 대디베이비 익스트림 슬림팬티기저귀 ], 긍정 텍스트 확률 : 79.58%"
"[소중한 우리아기 엉덩이에 발진날까 아무꺼나 쓸수도 없고아기를 키우다보니 육아용품 하나하나 꼼꼼이 따져보고 사용하게 되는것 같아요오늘 수아맘이 소개할 육아용품은 대디베이비 슬림팬티기저귀 입니다 ], 긍정 텍스트 확률 : 76.49%"
"[개월 수아는 키로 입니다 키로수에 맞게특대형을 시켰어요우리아기는 잡고 서기 시작하면서 부터 팬티기저귀 사용하고 있어요 ], 긍정 텍스트 확률 : 50.03%"
"[어린이집 다녀오면 항상 아기음료하나 원샷하는 따님엄마가 사진찍고있으니 중간에 딱 자리잡고 앉아서 아기음료 먹고있어요ㅎㅎㅎ한껏 기분좋은 따님집에 좋은일 있는지 하루종일 웃고 따니는 따님ㅋㅋ어찌나 사랑스러운지 이뻐죽겠네요수아맘은 도치맘입니다ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 100.00%"
"[내새끼라 그러지 웃는모습이 이세상에서 젤 이뻐요♥], 긍정 텍스트 확률 : 99.92%"
"[「대디베이비 슬림 기저귀 사용후기」아기키우는 집이라면 기저귀랑 분유랑은 항상 채워둬야 맘이 든든하지요특대형은 한팩에 개 들어있어요아기가 클수록 무게가 나갈수록 기저귀 금액은 비싸지고 개수는 작아져서 슬프네요ㅠ ], 긍정 텍스트 확률 : 73.83%"
"[젤오래 머물고 잘노는 거실에도 수아 기저귀 채워두기티비선반 밑에를 수아 장난감통랑 기저귀통으로 사용하고있어요 ㅋ ], 긍정 텍스트 확률 : 67.57%"
"[절대 뭉침방지 가공 기거나 걷거나 뒹굴어도 절대 뭉치지 않습니다 ], 긍정 텍스트 확률 : 66.55%"
"[ 에어맥스 엠보싱 쿠션 우리 아기 엉덩이가 편안히 숨쉴 수 있는 자극 최소화쿠션을 적용한 공기터널층 설계를 하였습니다 ], 긍정 텍스트 확률 : 87.18%"
"[ 소변선 깔끔하고 선명한 소변알림선으로 교체시기를 알려줍니다 ], 긍정 텍스트 확률 : 69.24%"
"[ 보다넓은 중 샘없이 깔끌함을 유지시켜 줍니다 ], 긍정 텍스트 확률 : 59.51%"
"[ 깔끔한 뒤처리 테이프 기저귀의 뒷정리까지 깔끔하게 도와줍니다 ], 긍정 텍스트 확률 : 58.17%"
"[ 기저귀 기저귀추천 신생아기저귀 밤기저귀 낮기저귀 밴드기저귀 팬티기저귀 대디베이비 흡수력좋은기저귀 발진없는기저귀 ], 긍정 텍스트 확률 : 52.68%"
"[ 팬티기저귀추천 대디베이비 언제나 새것같은 보송한 느낌 ], 긍정 텍스트 확률 : 55.45%"
"[팬티기저귀추천 ], 긍정 텍스트 확률 : 79.58%"
"[안녕하세요노루맘 슌슈니에요오늘은 대디베이비 기저귀 사용해본 후기 쓰려고 해요 ], 긍정 텍스트 확률 : 91.24%"
"[두께가 굉장히 얇고 편안하면서도 흡수력이 ], 긍정 텍스트 확률 : 53.31%"
"[좋은 기저귀라고 해요 ], 긍정 텍스트 확률 : 85.95%"
"[기적의 슬림두께 ], 긍정 텍스트 확률 : 52.07%"
"[디자인도 무슨 옷같은 느낌이에요 앞뒤 영어로 표시되어 있어서 아빠나 할머니 할아버지들도 쉽게 구분하실 수 있어요 ], 긍정 텍스트 확률 : 67.41%"
"[패드를 뒤집은 모습이에요 조금 쪼글쪼글한데요 그만큼 잘 늘어났다가 잘 핏트되고 하네요 ], 긍정 텍스트 확률 : 87.35%"
"[패드부분은 엠보싱이 엄청 올록볼록하구요손으로 만졌을때 정말 부드럽고 보송해요 ], 긍정 텍스트 확률 : 75.71%"
"[옆샘방지 라인도 정말 커다랗게 쫀쫀하게 잘 되어 있어서 새지 않아요 ], 긍정 텍스트 확률 : 96.16%"
"[쨘 대디베이비 입은 우리 딸특대형이 아직은 조금 큰가봅니다 힙합삘 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 80.98%"
"[우리 딸에게 특대형이 약간 크지만이렇게 옆샘방지라인은 쫀쫀하게 잘 잡아주기 때문에 넉넉한 핏으로도 샐까봐 걱정할 필요없어요], 긍정 텍스트 확률 : 96.30%"
"[쉬야해서 빼낸 기저귀에요], 긍정 텍스트 확률 : 83.34%"
"[이거 쉬야한 기저귀입니다전 이 부분에서 좀 깜짝 놀랐어요 손으로 만져봐도 전혀 축축하거나 쉬를 흡수한 느낌을 못 느끼겠더라구요넘나 뽀송하고 다시 써도 될듯한 새 기저귀같은거 있죠그래서 요건 밤기저귀로 돌렸어요 밤에 기저귀를 안갈아주는데 요즘 좀 크더니 쉬야양도 많고 가끔 기저귀가 흡수를 못해서 샐때도 있었거든요 대디베이비로 바꿔서 쓰니 보송하고 새지 않아 잘 쓰고 있어요], 긍정 텍스트 확률 : 51.57%"
"[슬림밴드형이구요 ], 긍정 텍스트 확률 : 62.08%"
"[암튼 제가 가지고 있는 킨도 ], 긍정 텍스트 확률 : 50.42%"
"[아래 부분을 보면 대디베이비는 넙적하게 생겨서 몸을 다 감싸주고 킨도는 다 감싸주지 않아요 ], 긍정 텍스트 확률 : 68.84%"
"[미리 물을 담아 오미자와 비트피클물을 넣었어요 색을 봐야 할것 같아서요 ], 긍정 텍스트 확률 : 54.39%"
"[덮어두고 분 기다렸어요 등부분 배부분이예요 ], 긍정 텍스트 확률 : 86.41%"
"[킨도 홈피에 이렇게 나와있기 때문이죠 ], 긍정 텍스트 확률 : 72.09%"
"[분이 지나고 휴지을 올려봅니다 ], 긍정 텍스트 확률 : 74.50%"
"[손으로 누르는데 ㅠㅠ 이건 멍미일단 미리 부을 때부터 넘칠것 같았어요 둘다요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 96.42%"
"[손바닥 모양으로 다 젖었네요 ㅠㅠ특히 손가락 부분에서 킨도가 더 젖었어요 ], 긍정 텍스트 확률 : 93.41%"
"[ 대디베이비 수영장 팬티형 기저귀 여아용 ], 긍정 텍스트 확률 : 57.95%"
"[ 제품 기저귀 대디베이비 수영장 팬티형 기저귀 여아용 ], 긍정 텍스트 확률 : 57.95%"
"[ 쿠팡 세일정보 판매중인 가격], 긍정 텍스트 확률 : 61.39%"
"[해당 제품 정보는 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[해당 포스팅은 제휴마케팅 해당 포함되며 광고로 이에 따른 수수료를 제공받습니다. ], 긍정 텍스트 확률 : 55.22%"
"[이번에 소개해드릴 기저귀는대디베이비 골드 팬티기저귀에요. ], 긍정 텍스트 확률 : 68.35%"
"[ 중 .라니...어떻게 자극이 없을 수가 있죠?? ], 긍정 텍스트 확률 : 57.25%"
"[기저귀 뒷편에 보면보다 자세한 설명이 있더라구요 ], 긍정 텍스트 확률 : 53.20%"
"[기본적으로 부드러운 순면패드에얇고 가벼운 소재로 인체공학적 디자인과다이아 엠보싱으로 쾌적함은 물론순간흡수층], 긍정 텍스트 확률 : 54.04%"
"[이 외에도 제품 성분 표시 있네요. ], 긍정 텍스트 확률 : 72.70%"
"[제조일부터 ..유효기간은 ..넉넉하게 년이에요 ㅎㅎ ], 긍정 텍스트 확률 : 80.88%"
"[대디베이비 골드 팬티기저귀한 번 살펴볼까요?? ㅎㅎ ], 긍정 텍스트 확률 : 93.09%"
"[기저귀 앞면 모습이에요 ], 긍정 텍스트 확률 : 95.16%"
"[ 표시와 함께 토끼가 있네요 ㅎㅎ ], 긍정 텍스트 확률 : 86.18%"
"[기저귀 뒷면 모습이에요접착 스티커와 함께 역시 토끼가 있네요 ㅎㅎ ], 긍정 텍스트 확률 : 99.87%"
"[확실히 영상에서도 보이듯이허리밴드 부분의 움직임이굉장히 부드럽더라구요 ], 긍정 텍스트 확률 : 76.66%"
"[허리밴드 측면 부분에서도 부드러움을 확인할 수 있어요 ], 긍정 텍스트 확률 : 57.73%"
"[무한한 체력으로 활동적인 우리 아가에게 정말 딱 지금 필요한 기저귀에요 ㅎㅎ누워 자면서도 도는 기본이고여기저기 굴러가고 다리를 들고... ], 긍정 텍스트 확률 : 98.24%"
"[그럴때마다 마음으로 웁니다... ㅎㅎ ], 긍정 텍스트 확률 : 93.91%"
"[기저귀 갈 때마다 요즘은 전쟁이에요어찌나 도망다니고 떼를 쓰는지... ], 긍정 텍스트 확률 : 86.07%"
"[역시나 방법은 아가가 잘 때...를이용하는 수 밖에 없네요 ㅠㅠ ], 긍정 텍스트 확률 : 74.87%"
"[세상모르고 자는 틈을 타서 찰칵요즘은 자다 깨면 한참 울어대서조심하고 또 조심하는 중이에요 ㅠㅠ ], 긍정 텍스트 확률 : 99.38%"
"[다리 부분도 딱 맞게 자리잡았네요특히 이 부분에서 생기는 틈으로소변이 새는 경우가 종종 있더라구요 ㅠㅠ특히 밴드 기저귀는 심해요...붕떠요 ], 긍정 텍스트 확률 : 96.35%"
"[제일 마음에 든 부분은 요부분이에요적당히 배꼽까지 감싸주는 기저귀♡ ], 긍정 텍스트 확률 : 59.00%"
"[배 부분은 항상 따뜻해야 건강해요밴드 기저귀는 배 부분이너무 떠서 문제였다면....다른 팬티 기저귀는 너무 조여서빨갛게 자국이 남더라구요 ㅠㅠ ], 긍정 텍스트 확률 : 76.53%"
"[뭐든지 적당한게 제일 좋은 것 같아요 ㅎㅎ부드럽게 허리 배 부분을 감싸주는대디베이비 골드 팬티 기저귀♡ ], 긍정 텍스트 확률 : 65.62%"
"[.?대디베이비대디베이비.?기저귀기저귀.? .?대디베이비골드팬티기저귀대디베이비골드팬티기저귀.?팬티기저귀팬티기저귀 .?대디베이비기저귀대디베이비기저귀.?기저귀추천기저귀추천 .?인체공학적기저귀인체공학적기저귀무자극. .?여름기저귀여름기저귀.?신생아기저귀신생아기저귀 ], 긍정 텍스트 확률 : 83.06%"
"[예비맘님들 조이로이 대디베이비 기저귀 샘플 먼저 체험해봐요 ], 긍정 텍스트 확률 : 81.94%"
"[ 기저귀 💚 할인중인 제품💚 ], 긍정 텍스트 확률 : 64.69%"
"[할인중인 제품 기저귀 대디베이비 골드 밴드형 기저귀 특대형], 긍정 텍스트 확률 : 64.69%"
"[매할인중 ], 긍정 텍스트 확률 : 67.40%"
"[ 쿠팡 세일정보 쿠팡가격], 긍정 텍스트 확률 : 61.39%"
"[보신 제품 정보는 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[💚💚💚💚💚 배송 빠르고 좋아요 만족합니다.... . ], 긍정 텍스트 확률 : 65.20%"
"[💜💜💜💜💜 좋아요 제가 팬티시켜야하는데 밴드로 잘못시킨것빼곤요.... . ], 긍정 텍스트 확률 : 75.02%"
"[개월 아이기저귀추천 개솔직후기 ], 긍정 텍스트 확률 : 68.54%"
"[기저귀의 특징과 사용방법 밎주의사항이 기재되어 있다.깜빡하고 기저귀 앞뒷면을촬영하지 못한 점은 양해해주세요.솔직후기 남겨보겠습니다. ], 긍정 텍스트 확률 : 52.00%"
"[내가 쓰는것도 아닌데 너무 좋은 엠보싱 재질.난 물티슈도 엠보싱 재질이 좋드라.뽀송뽀송한게 우리 아이 엉덩이를 지켜줄 것만같은 이 기분. 너무 좋다. ], 긍정 텍스트 확률 : 96.08%"
"[요즘은 거의 기본인 중샘 방지.과연 샐까? 안샐까. ], 긍정 텍스트 확률 : 51.20%"
"[재질도 부드러웠고 우리 아이 허벅지에밀착되는게 샘 걱정이 없을 것만 같았...으나우선 결론은 마지막에....ㅋㅋ ], 긍정 텍스트 확률 : 97.90%"
"[우리 딸 자고 일어난 후 기저귀 모습.그래도 흡수력은 꽤나 나쁘지 않았었다. ], 긍정 텍스트 확률 : 52.99%"
"[매입 💚세일제품 💚 ], 긍정 텍스트 확률 : 61.39%"
"[세일제품 기저귀 대디베이비 슬림 밴드형기저귀 남녀공용 소형], 긍정 텍스트 확률 : 61.39%"
"[매입쿠팡 세일중 ], 긍정 텍스트 확률 : 66.41%"
"[현재 제품은 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 63.68%"
"[💛💛💛💛💛 첫째때 사용하고 부드럽고괜찮은것 같아서 둘째도 사용중입니다둘째에게도 잘 맞아서 너무좋네요.... . ], 긍정 텍스트 확률 : 99.22%"
"[💖💖💖💖💖 첫째때 사용하고부드럽고 괜찮은것 같아서둘째도 사용중입니다둘째에게도 잘 맞아서.... . ], 긍정 텍스트 확률 : 93.47%"
"[해당 포스팅은 제휴마케팅 해당 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 76.60%"
"[가격변동이 있을 수 있으므로 아래 쿠팡 방문으로 확인하시기 바랍니다. ], 긍정 텍스트 확률 : 58.50%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[역류없이 보송보송 지켜주는 울트라 파워 중 흡수 ], 긍정 텍스트 확률 : 53.65%"
"[아기 살결에 직접 닿는 실키 소프트 패드 ], 긍정 텍스트 확률 : 72.89%"
"[최적의 교체시기를 알려주는 스마트 소변 알림선 ], 긍정 텍스트 확률 : 72.63%"
