"[팬티기저귀에이메르네이쳐··글·사진멍젤라 ⓒ멍젤라.], 부정 텍스트 확률 : 78.86%"
"[ 년 유아용품 기저귀 부문 위부터친환경 유아용품 브랜드파워대상], 부정 텍스트 확률 : 85.07%"
"[미래창조 경영 우수기업 대상까지관왕을 휩쓴 에이메르네이쳐.피부자극이 없는 흡수력 좋은 기저귀], 부정 텍스트 확률 : 68.11%"
"[ 직접 업어온 아이들이다.캡형과 리필형 골고루 구매를 해왔는데 캡형은 일단 매가 들어있고], 부정 텍스트 확률 : 55.23%"
"[리필형은 매가 들어있다.크기는으로 동일했다. ], 부정 텍스트 확률 : 63.40%"
"[.?신생아물티슈신생아물티슈 자주 추천받는 이 물티슈는 캡을 열게 되면 한 번더 공기주입을 막기 위해 스티커가 부착되어 있는데사용하기 전에 반드시 제거하고 하는게 좋다. ], 부정 텍스트 확률 : 76.64%"
"[ 열자마자 인공향료의 느낌은 없었따. 냄새없는 무향이었는데 아기피부에 부담줄 수 있는 무향으로 제작했다고 한다.한장씩 편하게 쏙 빼서 사용할 수 있다는게 참 좋았다. ], 부정 텍스트 확률 : 81.27%"
"[피부에 자극없이 사용할 수 있어서 좋았다.근데 이렇게 물티슈를 열었을 때 냄새가 나는 경우도 있다고 한다. 에이메르네이쳐 물티슈는 유해성을 가지고 있는 향 성분을 넣지 않고 만들다보니잠깐의 불쾌한 냄새가 날 수 있지만 증발하면서 냄새도 같이 사라지므로 안심해도 된다고 한다.그리고 물티슈의 유통기한은 년으로 다른 곳과 마찬가지인데 다양한 환경에 노출되다 보면 변질될 수 있다고 한다.근데 어차피...아이 물티슈는 거의......사라지는 수준으로 ㅎㅎㅎ ], 부정 텍스트 확률 : 64.45%"
"[자연친화적 추출물인 아보카도], 부정 텍스트 확률 : 65.39%"
"[표고버섯], 부정 텍스트 확률 : 53.29%"
"[차가버섯을 사용했기에안심하고 사용해도 된다고 한다.일단 한 번 써서 모르니 이것 다 쓴 후 다시 리뷰해볼 예정], 부정 텍스트 확률 : 99.46%"
"[ 기저귀는 남여공용이고..제조일은로..최근상품이 배송 됐어요 ], 부정 텍스트 확률 : 58.67%"
"[ 소변을 보면.. 앞부분 노란색 줄이 파란색으로 변한답니다. ], 부정 텍스트 확률 : 73.53%"
"[ 밴드 부분도 신축성이 좋아서...아이가 불편함을 느끼지 않도록 감싸줘요..안쪽 시트 부분도 자극 없는 소프트시트라..피부가 예민한 아이에게 사용해도 안심 ], 부정 텍스트 확률 : 97.90%"
"[ 기저귀 사용 후 마무리는...뒷면에 있는 후처리용 테이프를 사용해서 돌돌 말아주면 오케이 ], 부정 텍스트 확률 : 60.00%"
"[ 이제 생후 일인 별이님께서는 아직 기저귀 단계를 사용 중이고], 부정 텍스트 확률 : 86.98%"
"[ 곧 단계로 넘어갈 예정기저귀는 한 팩당 개입이지만가격이 착하다는 거 ], 부정 텍스트 확률 : 66.53%"
"[ 이렇게 소변이든 대변이든새는 걸 방지해준답니다저희 아이만 그런 건지 아니면 어떤 건지 잘 모르겠지만일 동안 기저귀 발진도 없이 잘 사용 중이에요기저귀 발진크림을 착실히 발라주는 거 때문일 수도 있겠네요그래서 앞으로도 계속 사용예정입니다 ], 부정 텍스트 확률 : 75.74%"
"[ 덤으로 에이메르네이쳐에서 판매하는물티슈도 같이 사용 중인데제가 물티슈는 사용을 잘 안 해서 한 박스 구매하면 오래 쓰는데비침이 좀 있는 거 빼고는 만족하며 사용하고 있습니다. ], 부정 텍스트 확률 : 85.85%"
"[ .이전 포토북 관련 포스팅에서 자세히 보신분들은 캐치하셨겠지만], 부정 텍스트 확률 : 55.45%"
"[ ..지원], 부정 텍스트 확률 : 57.07%"
"[ 어플에 들어가면이렇게 인증받은 사항들이나 이번 달 베이비페어 일정들이 뜨네요해당 지역에 사시는 분들은 베이비페어에서 샘플이라도 받아 사용해보시면 좋은 기회가 될 것 같아요 ], 부정 텍스트 확률 : 77.70%"
"[ 원에 샀었어요정말이지.. 이렇게 혜자스러운 가격이 아닐 수 없었죠..♡.구매는 인터넷 여기저기서 가능해요.그렇지만], 부정 텍스트 확률 : 55.48%"
"[ .일단 제일 저렴하게 올라온 가격이 ], 부정 텍스트 확률 : 60.33%"
"[ 볼일?을 보고나면 노란색 줄이 파란색 줄로 변신결정적으로], 부정 텍스트 확률 : 70.62%"
"[ ..저], 부정 텍스트 확률 : 76.64%"
"[ 저자극성이 아니라 𖤐비.자.극.성𖤐판정을 받았다니...👍뽀송한 이유가 여기 있겠죠?그리고 또 한가지 더지원이는 현재 팬티형을 입고있는데옆 봉제라인이 진짜 부드럽고 쉽게 뜯어져요 ], 부정 텍스트 확률 : 67.69%"
"[ ㅋㅋㅋ움짤은 좀 힘겨워보이게 찍혔네요 ...긴장해서 그래요........ ๑•́ •̀๑애가 입고있는 상태든 아니든상관없이진짜 부드럽고 별 힘 안들이고 뜯어져여👍이번엔 꿀팁 하나 ˃ᴗ˂ ], 부정 텍스트 확률 : 96.34%"
"[ 에호하다라는 의미의 프랑스어로 우리아이와 아이가자라나는 환경까지 좋아하고사랑하며 고객을 생각하는 마음을 담아 만든 명품 유아용품 브랜드입니다.팬티기저귀특징처음 뒤집기 시작한 아이도 착용가능정도의 활동적인 아이도 사이즈 고민없이 편안하게 착용가능합니다.포근하게 감싸주는 유니크 도 허리밴드아이에 체형에 문제없이 허리부분을 감짜주며 아이가 불편함없이 도와줍니다.소프트 시트부드러운 시트커버로 연약한 아기피부에 자극을 최소화하여 아이가 편안하게 착용할수있습니다.많은 움직임에도 안심사용아기의 움직임에 맞게 밀착되고 많은 움직임에도 새지않고 안심하고 사용할수있습니다.뭉치지않는 강력 흡수력많은양을 흡수해도 뭉치지않고 뽀송뽀송해서 편안하게 착용할수있습니다.슬림하고 가벼운 통기성커버유니크 홀 패드가 공기순환을 원할하게 해주어 답답함없이 보송보송하게 피부를 유지시켜줍니다. ], 부정 텍스트 확률 : 74.36%"
"[.판매정보 ], 부정 텍스트 확률 : 62.92%"
"[ 유니크 슬림만의 특별함에이메르네이쳐 유니크 슬림 팬티 기저귀는 아이들이 편안하게 생활할수있도록 꼼꼼하게 연구하여 제작하였습니다. 순면감촉 커버 ], 부정 텍스트 확률 : 68.12%"
"[미세한 패드가 공기순환을 원활하게 해주어 답답함 없이 시원하게 착용할수있습니다.포근하게 감싸는도 허리밴드 ], 부정 텍스트 확률 : 90.25%"
"[아이에체형에 문제없이 허리부분을 감싸주며 아이가 불편함없이 도와줍니다.교체시기를 알려주는소변알림선 이 있어 우리 아이의 기저귀 교체시키를 색상으로 알려주어 초보 엄마아빠도 쉽게 확인가능하여 교체가 편리합니다.많은 소변에도 뭉치지않는흡수력 ], 부정 텍스트 확률 : 61.54%"
"[ 애드포스트등 파트너스활동을통해일정액의수수료를제공받을수있음 ], 부정 텍스트 확률 : 50.99%"
"[에이메르네이쳐 유니크슬림 밴드형 기저귀 남녀공용 특대형 단계], 부정 텍스트 확률 : 53.29%"
"[매▼ .후기 및 제품정보 열기▼], 부정 텍스트 확률 : 62.92%"
"[할인률], 부정 텍스트 확률 : 53.29%"
"[ 원★★★★☆ 개 상품평 ], 부정 텍스트 확률 : 66.03%"
"[품명 및 모델명], 부정 텍스트 확률 : 53.29%"
"[에이메르네이쳐 유니크슬림밴드기저귀 특대형 단계], 부정 텍스트 확률 : 53.29%"
"[ 인증 필 유무], 부정 텍스트 확률 : 53.29%"
"[해당없음], 부정 텍스트 확률 : 82.12%"
"[컨텐츠 참조], 부정 텍스트 확률 : 53.29%"
"[컨텐츠 참조], 부정 텍스트 확률 : 53.29%"
"[컨텐츠 참조], 부정 텍스트 확률 : 53.29%"
"[컨텐츠 참조], 부정 텍스트 확률 : 53.29%"
"[사용연령 또는 체중범위], 부정 텍스트 확률 : 53.29%"
"[컨텐츠참조], 부정 텍스트 확률 : 53.29%"
"[동일모델의 출시년월], 부정 텍스트 확률 : 65.67%"
"[년 월], 부정 텍스트 확률 : 72.69%"
"[제조자수입자], 부정 텍스트 확률 : 61.97%"
"[ .주식회사에이메르], 부정 텍스트 확률 : 62.92%"
"[제조국], 부정 텍스트 확률 : 61.97%"
"[취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 53.29%"
"[안전표시], 부정 텍스트 확률 : 53.29%"
"[컨텐츠참조], 부정 텍스트 확률 : 53.29%"
"[품질보증기준], 부정 텍스트 확률 : 53.29%"
"[제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.], 부정 텍스트 확률 : 72.48%"
"[ 총 수량 매 ], 부정 텍스트 확률 : 53.29%"
"[상품평], 부정 텍스트 확률 : 50.51%"
"[보통 ], 부정 텍스트 확률 : 53.29%"
"[별로 ], 부정 텍스트 확률 : 97.84%"
"[나쁨 ], 부정 텍스트 확률 : 68.60%"
"[사이즈], 부정 텍스트 확률 : 53.29%"
"[예상보다 작아요 ], 부정 텍스트 확률 : 81.75%"
"[정사이즈예요 ], 부정 텍스트 확률 : 53.29%"
"[예상보다 커요 ], 부정 텍스트 확률 : 77.35%"
"[두꺼워요 ], 부정 텍스트 확률 : 53.29%"
"[얇아요 ], 부정 텍스트 확률 : 53.29%"
"[ 에이메르네이쳐 유니크슬림 밴드형 기저귀 남녀공용 특대형 단계], 부정 텍스트 확률 : 53.29%"
"[매여러가지 핫딜 정보들을 업로드하고 있으니 구독하여 매일매일 받아보세요발행된 시간을 기준으로 작성되었으므로 구매하실 때 차이가 있을 수 있습니다 ], 부정 텍스트 확률 : 52.79%"
"[두둥 문자 왔어요 에이메르네이쳐 밴드기저귀가 도착했어요 ], 부정 텍스트 확률 : 57.46%"
"[ 기저귀를 열어 기저귀함에 차곡차곡 넣으니 뿌듯하네요 ], 부정 텍스트 확률 : 92.71%"
"[ 앞면 뒷면 안쪽까지 꼼꼼히 살펴보았어요이제 하준이에게 착용해볼께요 ], 부정 텍스트 확률 : 77.73%"
"[ 하준이는 키로인데 중형이 맞춘듯 너무 잘맞네요에이메르네이쳐밴드기저귀의 특징을 볼까요 ], 부정 텍스트 확률 : 89.61%"
"[ 장점도 알아보아요 ], 부정 텍스트 확률 : 61.06%"
"[ 소중한 내 아이를.?에이메르하세요에이메르하세요 .?에이메르네이쳐기저귀에이메르네이쳐기저귀.?밴드기저귀밴드기저귀.?에이메르네이쳐에이메르네이쳐 .?에이메르네이쳐밴드기저귀에이메르네이쳐밴드기저귀.?에이메르네이쳐물티슈에이메르네이쳐물티슈 ], 부정 텍스트 확률 : 58.06%"
"[ 두둥얼마전에 집에 에이메르네이쳐가 한박스 도착했어요 ], 부정 텍스트 확률 : 59.64%"
"[ 짜잔에이메르기저귀 사진입니다남녀공용 사용 가능한 밴드형 기저귀 아직 걷지 못하거나 움직임이 많지 않은 아기에게 적합한 밴드형 기저귀예요. 우리 다롱이는 생후 일 아기라서 소형 로 주문을 했어요소형사이즈는 까지 사용 가능한데], 부정 텍스트 확률 : 65.19%"
"[.인 코봉이에게 딱 맞더라구요 ], 부정 텍스트 확률 : 94.22%"
"[ 에이메르 기저귀를 착용한 다롱이 ], 부정 텍스트 확률 : 72.48%"
"[ 아기 피부에 자극이 없는 고정 테이프], 부정 텍스트 확률 : 77.84%"
"[부드럽고 자극없는 소프트 시트], 부정 텍스트 확률 : 89.20%"
"[포근하게 감싸주는 유니크 허리밴드], 부정 텍스트 확률 : 53.29%"
"[ 순면 감촉 커버로 피부에 자극이 없는 부드러운 소재라 안심이랍니다. 기저귀는 아기가 시간 착용하는 아이템이라서 무엇보다 피부에 저자극인 성분이 중요하잖아요. 부드러운 시트 커버로 연약한 아기의 피부에 자극을 최소화하여 아기가 편안하게 착용할 수 있어 좋더라구요 ], 부정 텍스트 확률 : 73.41%"
"[ 많은 소변에도 뭉치지 않는 흡수력 밤기저귀로도 사용해봤는데 기저귀나 뭉치거나 소변이 새는 걱정이 없어 안심하고 사용할 수 있어 좋았어요 ], 부정 텍스트 확률 : 65.14%"
"[ 그럼 이상으로 아기기저귀 에이메르네이처 기저귀 리뷰를 마치겠습니다 ], 부정 텍스트 확률 : 76.81%"
"[완벽하게 잘하는건 아니지면 번중 번 정도는 그래도 성공률을 보이고 있으니이거 기대할만 한거 맞죠?ㅋㅋ 기저귀떼기를 성공한사람들이 말하더라고요 두개로 나뉜다고 활동할때는 잘하지만], 부정 텍스트 확률 : 84.59%"
"[ 점보박스 참고로 저는 박스만], 부정 텍스트 확률 : 94.92%"
"[ 에이메르네이쳐 유니트 밴드기저귀 슬림이라는 단어에 딱 맞게 굉장히 기저귀 디자인이 슬림해서 좋더라고요], 부정 텍스트 확률 : 55.99%"
"[ 참고로 밴드타입팬티타입 이렇게 나뉘는데요저는 박스는 팬티타입 박스로 왔네요헷갈려하지마시라고 함꼐 올려드려요 ], 부정 텍스트 확률 : 93.68%"
"[ 슬림테이크 기저귀 대형단계에 박스에 단계 제품이 담겨져서 왔어요 ㅋ 이상부터 착용하기 좋은 사이즈로 매가 담겨져 있어요 신생아때는 기저귀를 많게는 개 정도 사용했고 평균 개는 사용했어요그런데 확실히 아이가 크다보니], 부정 텍스트 확률 : 76.67%"
"[기저귀를 사용하는 횟수가 줄긴 하더라고요], 부정 텍스트 확률 : 79.94%"
"[ 에이메르기저귀는 피부자극이 덜한 저자극 소재로 흡수력도 좋고 기저귀 발진이일어나지 않을 정도의 통기성도 있어서 참 좋더라고요슬림한 디자인이여서 기저귀 착용 후 옷을 입었을때 엉덩이가 빵빵하거나 툭 튀어나와있는 비쥬얼이 되지않는 점도 참 마음에 들어요간혹 너무 기저귀 착용한 티가 팍팍팍 나는건 아이의 스타일에도 많은 영향을 줘서 싫더라고요 남녀공용으로 사용이 가능한 에이메르 아기 기저귀 밴드형도 있고 ], 부정 텍스트 확률 : 83.71%"
"[ 밀착커브 샘가드로 인해 응가나 쉬를 해도 옆으로 흘러내리거나 새지않게 해주니], 부정 텍스트 확률 : 68.00%"
"[아이도 찝찝하지 않고 엄마도 아빠도 이불빨래 안해도 되고ㅋㅋ ], 부정 텍스트 확률 : 75.26%"
"[ 밤기저귀 흡수력 통기성 만큼이나 신축성도 중요한데], 부정 텍스트 확률 : 68.72%"
"[에이메르네이쳐 기저귀는 흡수력통기성신축성까지 좋으니], 부정 텍스트 확률 : 82.59%"
"[에이메르 기저귀가 엄마들사이에서슬림형 밤기저귀], 부정 텍스트 확률 : 65.78%"
"[새지 않는 기저귀], 부정 텍스트 확률 : 61.42%"
"[부드러운 기저귀 등의 애칭을 얻으며 인기가 많아보이더라구요 또 좋은건 써봐야 아는거니깐 저도 에이메르 기저귀 사용해보았어요 에이메르네이쳐는독일 더마테스트에서 엑설런트 등급을 획득했다고하는데 와우 ], 부정 텍스트 확률 : 62.81%"
"[ 몸무게 마다 이렇게 사이즈가 나와있으니 참고하시구요 단계는 한팩에 매씩 들어있네요], 부정 텍스트 확률 : 95.47%"
"[화장품 등에서 많이 인증받는 실험이라고 하더라구요 독일 더마테스트는 피부 및 알레르기와 관련하여 연구하는 전문기관이라서 임상실험도 엄청 까다롭게 실시판다고 하던데 여기서 엑설런트 등급이라면 정말 부드럽고 자극이 없는거겠죠?], 부정 텍스트 확률 : 86.65%"
