"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[ ...단계인데 한눈에봐도.전혀 크지않다..팬티를 쓰기전엔 밴드를 쓰는.개월수였는데.밴드는 사실 불만이 좀있었다.그래서 다른 기저귀를 찾은거였다.그 불만은 바로 소변이나.대변이 샌다는거 😑.밴드니까 내가 잘못 채워서 그런가? 생각도.해봤는데 손 꼼꼼한 남편이 채워도.가끔 소변이 새서 침대 시트를.세탁해야하는 일도 있었고.대변은 정말 많이 본날.....가끔 테러 당했다 ㅜ..ㅜ..다행히 팬티는...그런적이없다.그걸보면 밴드는 역시.우리가 잘못채워서일까?.그렇지만 후기보면 소변샘이.꽤 있다.. ], 긍정 텍스트 확률 : 87.68%"
"[ .?출산선물출산선물.?루이비통가방루이비통가방.?수납력좋은루이비통가방수납력좋은루이비통가방.?루이비통루이비통.?루이비통기저귀가방루이비통기저귀가방.?루이비통네오노에루이비통네오노에.?네오노에네오노에.?네오노에이너백네오노에이너백.?네오노에가죽핸들네오노에가죽핸들 .?루이비통판교현대백화점루이비통판교현대백화점.?루이비통상품권루이비통상품권 .?루이비통양품루이비통양품 .?루이비통싸게사는법루이비통싸게사는법 ], 긍정 텍스트 확률 : 77.20%"
"[.?루이비통네오노에루이비통네오노에 블랙어느덧 출산을 두달 남긴 요즈음..배는 요렇게 남산만하게 나왔답니다ㅠㅠ ], 긍정 텍스트 확률 : 70.62%"
"[ 불과 몇달전에 요렇게 나름 개미허리였던 시절이 있었는데... 이때로 돌아가긴 어렵겠죠?ㅠㅠ ], 긍정 텍스트 확률 : 96.23%"
"[.?고야드고야드 기저귀 가방 이야말로정말 엄청난 수납력 자랑하며지인들의 후기를 들어보면기저귀], 긍정 텍스트 확률 : 67.36%"
"[등등 닥치는대로 다 들어간다고 하더라구요ㅎㅎ그냥 제 스타일이 아닌 관계로...고야드에 비해 수납력은 훨씬 못미치지만휘뚜루마뚜루 애기안고 여행다니기에도 좋은무엇보다 가볍고 가성비 좋은 .?루이비통네오노에루이비통네오노에 에 마음을 뺏겼답니다ㅎㅎ ], 긍정 텍스트 확률 : 77.94%"
"[ 그러나 웬걸...출시된지 몇 년 되었는데도 불구하고], 긍정 텍스트 확률 : 92.95%"
"[ 그러다 친구가.?판교현대백화점판교현대백화점 루이비통 매장 에구경갔다가 우연히.?루이비통네오노에루이비통네오노에 블랙 이당일 입고되었다는 기쁜 소식을 전해주었어요♡캬], 긍정 텍스트 확률 : 56.43%"
"[ 저는 직장에서 근무중이었던 관계로일단 친구 카드로 긁은다음], 긍정 텍스트 확률 : 64.41%"
"[ 제가 다시 가서 환불하고 제 카드로 긁기로 했어요ㅎ그래서 제 품에 온 .?루이비통네오노에루이비통네오노에 블랙♡ ], 긍정 텍스트 확률 : 81.93%"
"[.?루이비통네오노에루이비통네오노에 블랙 실사 .?출산선물출산선물 역시나 실물보니 유행덜타는 블랙으로 결정하기 잘했다는 생각이 들었어요ㅎㅎ저는 튀는걸 별로 안좋아하는 관계로....근데 레드도 상큼한 것이 잘어울리시는 분들은 정말 찰떡이더라구요ㅎㅎ일단 저는 양품인지 확인을 위해언박싱을 해보기로 했답니다.. 남편의 서툰 촬영 ], 긍정 텍스트 확률 : 98.70%"
"[ 역시 카페에 청하니바꾸는 것이 맘편할 것 같다는 결론...어차피 카드교환도 해야할 겸 .?루이비통루이비통 판교현대백화점 매장 으로 가는길에.?루이비통싸게사는법루이비통싸게사는법 을 열심히 검색해보았어요 ㅎㅎ결국 답은 백화점 상품권구매... .?우천상품권우천상품권 이라는 사이트에서현재 시세보다 더 싸게 파는것같던데], 긍정 텍스트 확률 : 91.97%"
"[ 모든 백화점이 다 상품권으로 구매가 가능하니], 긍정 텍스트 확률 : 51.90%"
"[ 크로스끈이 불량인걸로 교환을 해주셨어요ㅎㅎ넘나 상냥하신 말투로새롭게 포장도 해주셨다는아 그리구], 긍정 텍스트 확률 : 87.59%"
"[오염의 우려가 있기 때문에 .?루이비통네오노에이너백루이비통네오노에이너백 을 주문해놓은 상태에요 ], 긍정 텍스트 확률 : 95.09%"
"[.?루이비통이너백사몰가루이비통이너백사몰가많은 후기가 올라와있는.?사몰가이너백사몰가이너백 에서구입했답니다 ㅎㅎ배송오면 탄으로.?루이비통네오노에이너백루이비통네오노에이너백 후기 올릴게요 ], 긍정 텍스트 확률 : 50.08%"
"[.?루이비통네오노에블랙루이비통네오노에블랙골드마감의 금속디테일루이비통 로고가 새겨져있어요ㅎㅎ요것도 기스가 없는지 매의 눈으로 살펴보았네요그리고 프레스버튼이 포함된길이조절형 긴 스크랩이 있어요.아무래도 크로스핏보다는숄더핏이 더 예쁘더라구요ㅎㅎ ], 긍정 텍스트 확률 : 58.82%"
"[ 기저귀와 젖병], 긍정 텍스트 확률 : 62.66%"
"[물티슈 등은가볍게 들어갈 것 같아요ㅎㅎ넘나 가볍고 눈비에도 강한 점이최고의 장점 같아요저는 우리 아가 태어나면유모차에 휘뚜루마뚜루 걸고 댕기려구요선물해준 남편님 고마워요♡.♡혹시 양품인지 아닌지 아리까리하신분들댓글질문주시면 답해드릴게요 .?출산선물출산선물.?루이비통가방루이비통가방.?수납력좋은수납력좋은 루이비통가방.?루이비통루이비통.?루이비통기저귀가방루이비통기저귀가방.?루이비통네오노에루이비통네오노에.?네오노에네오노에.?네오노에이너백네오노에이너백.?네오노에가죽핸들네오노에가죽핸들 .?루이비통판교현대백화점루이비통판교현대백화점.?루이비통상품권루이비통상품권루이비통싸게사는법.?루이비통양품루이비통양품 ], 긍정 텍스트 확률 : 97.39%"
"[예전 출산준비할 때 기저귀가방이 목록에 있는 걸 보고 굳이 필요하나 싶었어요 ], 긍정 텍스트 확률 : 80.11%"
"[ 지금까지 기존에 사용하던 핫핑크 백팩을 사용했는데요ㅎㅎ 가끔 아기물병이 누워서 새거나 수납이 답답할 때면 기저귀가방을 샀어야했나 싶더라구요또 두돌이 지난 이 시점에도 어디 외출하려면 개월언니 외출준비물이 한가득ㅋㅋ 특히 주말이면 남편이 가방을 자주 메게 되니 핫핑크가 거슬리더라구요...ㅋ], 긍정 텍스트 확률 : 98.28%"
"[ 이런저런 고민 중 이제야 들인 기저귀가방 포노피노 로이첼 보여드릴게요], 긍정 텍스트 확률 : 67.55%"
"[ 포노피노 로이첼 택배를 오픈하니 고오급 스러운 쇼핑백까지 함께 담겨왔답니다ㅎ], 긍정 텍스트 확률 : 90.08%"
"[ 더스트백까지 명품기저귀가방 인정ㅎㅎ출산선물로 딱일듯 싶어요ㅎ], 긍정 텍스트 확률 : 96.27%"
"[ 백팩 형태라 가방 메기도 편하답니다친구가 숄더형태를 잠시 쓰다가 정리했는데 불편하다하더라구요백팩이 최고ㅎㅎ ], 긍정 텍스트 확률 : 78.48%"
"[ 지퍼를 열어보았어요안쪽에 수납공간이 짱짱하더라구요ㅎ 주머니가 어쩜 이렇게 많은지ㅎㅎ기존에 사용하던 백팩은 안쪽 수납공간이 도 없었던지라 신세계네요ㅎ], 긍정 텍스트 확률 : 91.04%"
"[ 양쪽에 물병이나 젖병을 넣을 수 있는 포켓이 있고 안쪽에도 수납공간 두 곳과 지퍼백까지 지퍼백 안쪽엔 분유저장팩을 넣으면 딱 좋겠더라구요ㅎ], 긍정 텍스트 확률 : 62.43%"
"[ 뒤쪽에도 숨겨진 수납공간이 있더라구요ㅎ열어보니 뭐가 들어있어서 봤더니 임시 기저귀갈이대 등장외출할 때면 어딜가나 수유실부터 찾고 위생면에서 떨어지는 곳도 많은데 요긴하게 쓰이겠어요], 긍정 텍스트 확률 : 82.43%"
"[ 이제 포노피노 로이첼 착용후기 보여드릴게요가방은 주로 남편이 많이 메고다녀서 남편이 모델이랍니다ㅋㅋ기존에 사용하던 핫핑크 가방은 정말 뒷모습이 가끔 거슬렸는데.. 로이첼 백팩을 메니 뒷모습이 깔끔해졌어요ㅎ], 긍정 텍스트 확률 : 70.06%"
"[ 유모차도 카시트도 그렇고 역시 블랙이 진리인 것 같네요ㅎㅎㅎㅎ블랙색상에 디자인이 심플해서 아빠가방으로 딱이네요ㅎ], 긍정 텍스트 확률 : 96.10%"
"[ 옆 수납공간에는 물병도 좋지만 공간이 개라서 엄마빠 핸드폰 넣으면 딱이에요ㅎ], 긍정 텍스트 확률 : 76.93%"
"[ 무엇보다 가벼워서 메고 다니는데에도 불편함이 없어서 좋아요ㅎ 기저귀가방 브랜드가 참 많고 많던데 포노피노가 인기많은 이유를 알겠네요ㅎ], 긍정 텍스트 확률 : 99.72%"
"[ 유모차에 걸어도 이쁨뿜뿜깔끔해서 어느 유모차에나 어울리겠어요ㅎ], 긍정 텍스트 확률 : 95.83%"
"[ 포노피노 로이첼은 블랙 단일색상이에요가죽부분이 고급스럽고 국내제작이라 그런지 퀄리티가 좋아요ㅎ], 긍정 텍스트 확률 : 96.90%"
"[ 오픈하기 쉬워서 물이며 물티슈며 필요할 때마다 바로바로 꺼내서 사용할 수 있으니 편해요ㅎ육아는 스피드가 생명인데 삶의 질이 높아지는 순간입니다ㅋㅋ], 긍정 텍스트 확률 : 98.47%"
"[ 엄마도 착용샷 빼놓을 수 없지요ㅎㅎ저도 포노피노 로이첼을 한 번 메보았는데요가벼운데다 어깨에 착 감기는 느낌이었어요ㅎ], 긍정 텍스트 확률 : 98.96%"
"[ 백팩으로 메도 좋고 한쪽에 걸쳐 메도 굿ㅎㅎ엄마가방으로도 아빠가방으로도 잘 어울려서 좋네요ㅎ], 긍정 텍스트 확률 : 100.00%"
"[ 포노피노 로이첼과 한 몸이 되어ㅎㅎ간식타임이라 휴게실로 이동], 긍정 텍스트 확률 : 91.11%"
"[보냉기능이 있어서 굿 ], 긍정 텍스트 확률 : 94.68%"
"[ 새 가방과 함께 즐거운 간식타임갖는 하여닝ㅎㅎ가방에 많이 들어가니 간식 더 없나 계속 요구하는 중ㅋㅋ이상 포노피노 로이첼 기저귀가방추천 후기였어요지금까지 일반 백팩을 가지고 다녔던게 아까울 정도로 만족스럽네요 수납력이 짱짱하고 보온보냉기능에 무엇보다 디자인이 깔끔하고 세련되서 마음에 들어요ㅎ기저귀가방은 아무래도 엄마빠 둘다 자주 메게되는데 천연소가죽으로 고급스러움까지 더해져 아빠가방으로 손색없어요ㅎ], 긍정 텍스트 확률 : 100.00%"
"[ 기저귀가방 알아보신다면 포노피노 기저귀가방 추천해드려요 ], 긍정 텍스트 확률 : 79.58%"
"[.?기저귀가방기저귀가방.?국민기저귀가방국민기저귀가방.?기저귀가방추천기저귀가방추천.?포노피노포노피노.?출산선물출산선물.?엄마가방엄마가방.?아빠가방아빠가방.?명품기저귀가방명품기저귀가방.?포노피노가방포노피노가방.?로이첼로이첼. 업체로부터 제품을 제공받아 주관적으로 작성한 후기입니다], 긍정 텍스트 확률 : 55.93%"
"[안녕하세요 달콤아쥼입니다신생아때부터 쭉 사용하고 있는 팸퍼스 기저귀인데요발진도 없고 특히 흡수력이 좋아 낮은 물론 밤기저귀로도 유명하죠이번에 팸퍼스 스와들러가 새로 나왔다고 해서바로 주문 고고], 긍정 텍스트 확률 : 99.91%"
"[단계가 새로와졌다고 하는데요저희 아들램은 개월이지만 토실토실베이비라벌써 단계 사용중이에요더욱 새로와진 팸퍼스 스와들러 단계 만나볼께요 팸퍼스 스와들러 ], 긍정 텍스트 확률 : 99.86%"
"[ 절취선 부분을 뜯으면 이대로 놓고 기저귀를 하나씩 바로 꺼내쓸수 있도록 바뀌었네요쉽게 뜯을 수 있어서 좋아요기존 팸퍼스도 특유의 파우더향에다 재질이 부드러워 맘에 들었는데배나 더 부드러워졌다니 더욱 기대가되네요 ], 긍정 텍스트 확률 : 98.84%"
"[ 기저귀를 열어보면 이렇게 귀여운 무늬의 밴드 기저귀들을 만날 수 있는데요팸퍼스 특유의 하트로고도 있고 달팽이와 햇님도 귀여워요무형광재질에다 프린트도 은은해서 좋아요 ], 긍정 텍스트 확률 : 92.49%"
"[ 가운데에는 확인하기 편한 소변표시줄이 있어요지금이야 감으로도 기저귀를 확인하고 갈아주는 편이지만 신생아 때는 정말 감이 없다보니 계속 열었다 닫았다 엄청 헤맸는데요그럴 때 꼭 필요한데 소변표시줄이더라구요소변표시줄을 보고 확인하면 되니 번거로움이 줄어든답니다 ㅎㅎ신생아도 편하게 사용할 수 있는 기저귀로 딱이지요 ㅎㅎ년 쥐띠 아가들 출산준비물로도 딱좋을 것 같아요게다가 하트퀼팅으로 더욱 좋아진 통기성과 흡수성으로 얇지만 셀 걱정 없는 기저귀로 너무 좋은데요특유의 파우더향으로 소변냄새까지 없애주니 더욱더 보송보송한 느낌이 들어요 ], 긍정 텍스트 확률 : 80.59%"
"[ 팸퍼스 스와들러의 자랑은 이 쫀쫀한 밴딩이 아닌가 싶어요분명히 기저귀 부분에는 별로 주름이 없는데 이 밴딩이 신축성이 좋아서부드럽고 잘 늘어난답니다 ㅎㅎ뱃살쫄림없이 편안하게 마무리 할 수 있어요기저귀 재질도 부드러워서 연약한 아이들 피부에도 자극없이 부드럽게 감싸준답니다 ], 긍정 텍스트 확률 : 82.56%"
"[ 기저귀 보자마자 기저귀 속 아기에게로 돌진 ㅎㅎ기저귀 길이가 긴편이라 윗쪽까지 올려줄 수 있어서 앞뒤로 길게 잡아주니 앞 뒤로 셀 염려가 없어서 더욱 안심이에요 ], 긍정 텍스트 확률 : 97.74%"
"[ 토실토실 꿀벅지 아가도 편안하게 착용할 수 있어 너무 좋아요간혹 너무 꽉 끼는 기저귀하다보면 쫄려서 자국이 남는데허벅지 부분에도 부드럽게 마감이 되어 있고감싸주다보니 편안해 하는것 같아요부드럽고 얇아서 착용감도 좋은데다뛰어난 흡수력으로 셀 걱정이 없는 기저귀신생아부터 사용가능한 기저귀로 팸퍼스 스와들러 추천드려요 ], 긍정 텍스트 확률 : 89.89%"
"[ 업체로부터 제품을 제공받아 작성한 후기입니다 .?팸퍼스기저귀팸퍼스기저귀.?기저귀추천기저귀추천.?신생아기저귀신생아기저귀.?밤기저귀밤기저귀.?팸퍼스스와들러팸퍼스스와들러.?쥐띠쥐띠.?출산준비물출산준비물 ], 긍정 텍스트 확률 : 82.81%"
"[안녕하세요 태양맘입니다 오늘은 밤 기저귀 추천을 드리려고 합니다밤 기저귀는 아가들이 통잠을 잘 때밤 기저귀를 차고 자면은 푹 잘 수 있어요 ], 긍정 텍스트 확률 : 91.67%"
"[ 통잠을 잤을 시기부터 밤 기저귀를 찾아봤어요 여러 가지들많지만 ㅎ 저는 하기스를 쓰고 있어그쪽 라인으로 찾아봤어요 ], 긍정 텍스트 확률 : 94.12%"
"[ 하기스 맥스 드라이 밴드형입니다 쓰는 걸로 나와있지만태양이는때부터 쓴 거 같아요 ㅎㅎ혹시나 세거나 기저귀 발진이 있으면바꿀 요량하고 썼는데 ㅎㅎ아주 잘 맞았어요 ], 긍정 텍스트 확률 : 87.97%"
"[ 맥스 드라이는 최대 배 강력한 고성능 순간 흡수 구조로빠르고 보송보송하고 최대 시간 지속되는최대 흡수력으로 많은 양을 흡수해도 오랜 시간 안심해요아기가 자는 동안 안심하고 통 잠잘 수 있는 기저귀 ], 긍정 텍스트 확률 : 85.55%"
"[ 무늬도 엄청 귀엽죠? ㅎ밤 기저귀도 소변 알림 줄이 있어요저녁에 자기 전에 차고 아침에 일어나서갈아주는 거라서 소변 알림 줄을 딱히볼 필요는 없지만 ㅎ 그래도 있으면 좋죠 ], 긍정 텍스트 확률 : 91.51%"
"[ 밴드 부분도 더 넓고 길어진 흡수 패드로더 많이 흡수하고 높아진 샘 방지 다리 밴드로 더 넓게감싸주어 앞뒤 양옆 더욱 안심돼요 태양이는 지금까지 쭈욱 쓰는 있는데아직까지 이불빨래 안 해봤네요자고 일어나서 기저귀 갈려고 보면은 묵직한데아직까지는 셈 없이 잘 쓰고 있어요 ], 긍정 텍스트 확률 : 62.76%"
