"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[ 원단 쵸이스부터 제조까지 오로지 대한민국에서이루어진 프리미엄.?여름이불여름이불 는아이의 피부에 직접 닿는 제품인만큼안전하고 꼼꼼하게 만들어 믿을 수있죠. ], 긍정 텍스트 확률 : 86.03%"
"[ 제가 초이스한 디자인은 눈코입 이란 그림인데동물들의 눈코입이 아기자기하게 그려져있어요.언뜻보면 단순히 기하학적 무늬같기도하고 ㅋㅋ독특하고 귀여운데], 긍정 텍스트 확률 : 97.79%"
"[전혀 튀거나 유치하지않아꼭 유아가 사용하지않고 성인이 써도 저도 개시첫날 세탁전에 회사에서 잠깐제가 써보려고 챙겨갔었는데아무도 아기꺼인지 모르더라구요 ㅎㅎㅎ덕분에 에어컨바람 막으려고 하루종일 뒤집어쓰고있었던ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 82.59%"
"[원단 일러스트에도 라는 단어를 찾아볼 수 있었죠], 긍정 텍스트 확률 : 69.44%"
"[ 참 시원한 거즈원단인데요], 긍정 텍스트 확률 : 59.83%"
"[제가 거즈원단을선호하는편이라 정말.?거즈이불거즈이불 을 다양하게갖고있습니다만 ㅎㅎㅎ 이렇게 시원하면서부드러운 느낌], 긍정 텍스트 확률 : 51.07%"
"[깔끔한 마감까지 겸비한건몇 되지 않았어요. 역시 국내생산이라 좋구나랄까. ], 긍정 텍스트 확률 : 72.58%"
"[ 시원하다 싶으면 거칠거칠하고 빳빳하고...?같은 거즈여도 얼마나 좋은 원단으로정성들여 제조하느냐에 따라 느낌이 다르더라구요 ], 긍정 텍스트 확률 : 92.93%"
"[ 요 제품의 경우], 긍정 텍스트 확률 : 78.81%"
"[통풍 그 무엇하나 빠지지않아제 마음에 쏙 들었네요], 긍정 텍스트 확률 : 95.42%"
"[ 촉감이 좋은지 샤샤도 자꾸 부비적], 긍정 텍스트 확률 : 84.42%"
"[ 샤샤가 제일 좋아하는 이불뒤집어쓰고 까꿍놀이 ], 긍정 텍스트 확률 : 84.50%"
"[ 워낙 공기순환이 좋아 통풍이 우수해서요], 긍정 텍스트 확률 : 66.03%"
"[ 사이즈 또한로 일반유아.?거즈블랭킷거즈블랭킷 보다는 큰편이라서덕분에 위 사진처럼 성인이 덮어도 넉넉하답니다덥다고 잠 설치는 친정엄마도 요고에 반해낮잠잘때 덮고 주무셨다네요 ㅎㅎㅎ온가족이 함께 쓸수있는 참 착한 아이템이에요 ], 긍정 텍스트 확률 : 90.40%"
"[효부리입니다😚 ], 긍정 텍스트 확률 : 69.76%"
"[년넘게 숏단발 유지하다가 아줌마스럽게 파마를 하고싶어서 ㅋㅋ그리고 이제 좀 길러보자 하고 머리 길러보고있었죠어느날 남동생이 파마를 했는데 너무이쁘더라구요 남동생한테 추천받은 헤어샵다녀왔는데 너무괜찮아서 리뷰하러왔어요😊 ], 긍정 텍스트 확률 : 90.71%"
"[ 지하주차장완비 층에 보시면 스텔라헤어바다키즈카페 입니다 스텔라헤어샵만 하다가 공간이 넓어 이번에키즈카페도같이 오픈했어요사실 이렇게 고급스러운 미용실은 첨이에요..하핫 ], 긍정 텍스트 확률 : 63.90%"
"[ 사실 입구에서부터 여기가 미용실이맞는지..... 헤맸어요 원장님이 나오셔서 인사먼저 해주셔서 미용실인걸 알게되었고 ㅋㅋㅋㅋ 내부로 들어가서도 왜 거울과 의자가 없나 어디있나 찾았는데 없어요...ㅋㅋㅋㅋ부원장님께서 직접 소개시켜주셨는데 먼저 같이 운영하고 오픈예정인 키즈카페를 소개해주셨어요아직 아이는 없지만 블로그를 운영하고있으니 사진 찰칵찰칵신상키즈카페 소개해드릴게요], 긍정 텍스트 확률 : 80.59%"
"[그리고 기저귀를 갈 수 있는 공간까지그리고 카페도 마련되어져있고 엄마들 쉴 수 있는 테이블공간 또 한 있어요 이쁜 테이블이었는데 못찍었따테마가 엄마는 머리할테니 너는 놀고있어 ㅋㅋㅋㅋㅋㅋ엄마들 편히 머리할 수 있는 공간이 될 것 같아요], 긍정 텍스트 확률 : 59.11%"
"[ 저와 엄마가 이용할 공간패밀리룸 이에요인실도 있어요 ], 긍정 텍스트 확률 : 91.73%"
"[ 바로 뒤에는 이렇게 머리감을 수 있게 따로 되어져있어요 세상 프라이빗하다 진짜 마음에 들어요 ㅠㅠ 사실 다른손님들과 마주칠일없고 이렇게 가족과 혹은 혼자서 이용할 수 있다니 더욱 대접받는 기분이고 고급스러운 느낌을 많이받았어요], 긍정 텍스트 확률 : 100.00%"
"[ 첫방문 체험권 정액권도 판매하고 있고요 ], 긍정 텍스트 확률 : 63.40%"
"[ 왜 미용실 거울에만 앉으면 세상못난이가 되는거죠?저만 그런거 아니죠?세상못난이 ..... .하 그새 머리가 많이 길었더라구요 어깨에 닿아서 매번 뻗치더라구요 ㅠㅠ제가 원하는 펌을하려면 머리를 잘라야한다해서 거의 는 잘라냈어요 어케기른 내머리인데 ㅠㅠ프리미엄라인이라 정말 좋은 것 많이해주셨는데 나 메모에 부원장님이 해주신거 다 적어놨는데 어디갓어????? ], 긍정 텍스트 확률 : 99.95%"
"[ 이제 엄마도 마무리하고 나도 마무리하는중에 부원장님께서 핸드케어도 해주셨어요 아 그나저나 저 언니 샴푸 엄청 잘하심 그리고 엄청 이쁘셨지요], 긍정 텍스트 확률 : 97.93%"
"[ 저는 머리도 그냥 대충 말리고싶어서 자연스럽게 요청했더니 정말 자연스러웠어요 진심 마음에 들어서 이제 여기로 다닐려고요 ㅋㅋㅋㅋ 머리도 마음에 들었지만 헤어샵분위기가 너무좋아서 다음엔 가족들 다같이 머리하러 가도 너무 편할것같아요스텔라헤어샵 네이버에서도 예약가능하시니 참고하세요], 긍정 텍스트 확률 : 84.51%"
"[ 사이즈도 딱 좋아요♡ ], 긍정 텍스트 확률 : 81.33%"
"[ 아기 첫팬티 .?믿고쓰는무냐무냐믿고쓰는무냐무냐 로 입혀주세요♡ ...?...? ], 긍정 텍스트 확률 : 69.83%"
"[여름옷을 꺼내놨어요 근데 여름옷도 다 입을 수 있을란가 모르겠네], 긍정 텍스트 확률 : 58.37%"
"[ 부디 마법같이 찐 살이 슝슝 빠지길 바라며 ㅠㅠㅠㅠ옷도 많이 버리고], 긍정 텍스트 확률 : 89.97%"
"[정리하다보니까 진짜 뭔가 옷장이 휑해진 느낌.아 쇼핑하고 싶어라 ㅜㅜ봄이라 살랑살랑 예쁜 옷들 정말 많이 나오는데사지 못하는 만삭 임산부는 그저 슬프네욤 ], 긍정 텍스트 확률 : 98.38%"
"[ 컨디션이 괜찮길래 하나씩 출산준비 먼저 아기세탁기를 들일 수 없으니깐 ], 긍정 텍스트 확률 : 80.90%"
"[ 또다시 나갔다온 산책저렇게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ눈부셔서 눈도 잘 못뜨고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ분동안 저렇게 얼음된거 실화냐진짜 산책을 넘 무서워하는 쫄보 설이그래도 매일매일 나가니깐 이제 쪼끔씩 걷긴 하는데진짜 한 발자국 걷기까지가 너무 많은 시간 소요가 되는 설이그리고 지치면 안아달라고 땡깡부리구염....?이제 그래도 안겼다 걸었다대략 한시간정도 나갔다 오는데외부 배변을 도 안하는 쫄보탱이라 늘 설이가 화장실 가고싶어하는지 살펴보게 된다는 게다가 얘는 아직 보폭 맞춰서 걷는걸 못해서내가 죽을 것 같음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ누가 누구를 산책시키는건지....언니 임산부라 빨리 못걸어 ㅜㅜ. ], 긍정 텍스트 확률 : 66.59%"
"[조산기], 긍정 텍스트 확률 : 50.83%"
"[ 카페 규정에 어긋나는 부분이 있어서 수정후 다시 올립니다 조리원 퇴소하고 오늘이 아기가 딱 일 되는 날이에요 일까진 푹풍우가 몰아치는것 같더니 이젠 좀 사람답게 살만하네요 ㅎ 조리원 후기 쓸 여유도 생겼구요 월에 조리원 있었는데 정신차려보니 월 ㅠ 후기 쓸려고 예전 조리원에서 찍은 사진들을 다시 찬찬히 보는데 왜 입은 웃고 있지만 눈에선 눈물이 나죠...ㅠ하...호시절 이었다....ㅡ.ㅠ 산후조리원 선정에 작은 도움 노노 크은 도움이 되었으면 하는 맘에 글 올려요 조리원에서 생활했던 사진을 많이 올렸어요 사진 밑에 조리원에 관한 내용 정리했구요], 긍정 텍스트 확률 : 99.98%"
"[계약도 전인데 작은 상자에 예쁘게 포장된 속싸개를 선물로 주셨어요 지금 넘 잘쓰고 있고 무엇보다 속싸개면서 시크한 차콜색이라 쏙 맘에 드네요 ㅋ산모 한분한분 진심을 다하는 맘이 전해져서 선물도 선물이지만 돌아가는길에 맘이 넘 좋았어요 지금은 어떤지 모르겠어요 여쭤보진 않았지만 오픈 기념 투어 선물 같기도 했구... ........ ..?...... 본문 이미지........ ..?...... 본문 이미지집은 용인수지 남편회사는 오금역평소 출퇴근 시간만 시간 걸렸는데 조리원 에선 분이면 퇴근 ㅠㅜ 하...우리가 꿈꾸던 저녁있는삶이란.......요런맛이구나ㅎㅎ...그래서], 긍정 텍스트 확률 : 95.89%"
"[아침 저녁 두번의 모자동실시간 항상남편과 함께 했어요 오빠도 아기 실컷 보고 만질수 있어서 넘 행복해 했구요 ㅋ........ ..?...... 본문 이미지........ ..?...... 본문 이미지엘의 마스코트 문패? 도 너무 이쁘죠 ㅠ 사실 문 색깔에 제일 먼저 반하긴 했지만요 산모이름], 긍정 텍스트 확률 : 99.91%"
"[소품에 초 관심이 많아서 이런 디테일에 또 눈이 절로 가네요 ........ ..?...... 본문 이미지........ ..?...... 본문 이미지남편 출근전 토스트 조식 타임 ㅋ 남편 퇴근후 차한잔 하며 책읽고 수다떨고 아기 이름 짓느라 골머리 터지구요ㅎ로비에서 남편이랑 느긋하게 보낸 이 시간이 유독 기억에 남아요 ........ ..?...... 본문 이미지........ ..?...... 본문 이미지엘카페토스트 모유촉진차 커피머신 등등 물대신 자주 마신 모유촉진차남편이 그렇게 들락날락 했던 ㅋ토스트 맡겨놨니?........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지아침 시면 눈이 떠진다는 못말리는 남편과 나 ...토스트 사랑이 어마무시 했다는 ㅋ이런걸 천생연분 이라 하나요 ㅡ.ㅡㅎㅎ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지첫날 점심은 남편 식사를 무료로 제공해요이후 주문시 원무려 갈비탕 조리원에선 미역국이 자주 나오는데 갈비탕이 걸렸어요 ㅋ 럭키럭키 신이난 남편], 긍정 텍스트 확률 : 53.71%"
"[눈은 슬퍼 보이네요 첨이자 마지막 호사스런 조리원 식사 였기 때무네에 팁 조리원 바로 옆 건물 층에 김선생이 남편 식당 이었다는 ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지입소 첫날 방마다 구비된 팜플렛을 보며 프로그램], 긍정 텍스트 확률 : 96.01%"
"[주일후 한번], 긍정 텍스트 확률 : 70.47%"
"[마지막날 최종결산 한번], 긍정 텍스트 확률 : 92.26%"
"[이렇게 번 측정해서 몸의 변화를 체크 했어요 출산후 몸무게가 쭉쭉 빠지는데 신기합디다 ㅋ 인체의 신뷔설문조사지도 비치되어있어요 개선할 점이라....어려운 질문이네요 ㅋ........ ..?...... 본문 이미지........ ..?...... 본문 이미지모유수유는 각자 방에서 해요 콜이오면 신생아 선생님이 아기를 방으로 데리고 오세요 신생아실 문 앞에 수유 후 몸무게 변화를 기록하는 곳이있어요 아기가 엄마 쭈쭈를 얼마나 먹었나 미세저울로 알수있어요 ...참으로 좋은 세상이다........... ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지탯줄이 떨어지면 이렇게 이쁜 박스에 넣어서 주십니다♡ 새벽에 유축한거 드리러 갔더니 탯줄 방금 떨어졌다고 하시면서 주셨어요 서프라이즈 선물 받은 기분새벽에 자는 남편을 깨워서 두근두근 언박싱 ㅋ ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지밥번 간식번조리원 생활의 할이 밥 아니겠습니꽈 ㅎ밥때문에 입소날만 손꼽아 기다렸던...ㅋ엄마 생각만 해서 미안하다아아고급스러운 호텔식 한정식 이라면 맞는 표현 일까요? 담음새도 정말끼야야앜 매끼 돌고래 소리 내면서 흥분 상태로 식사. 감사하게도 침대에 누워있으면 마스터키로 들어오셔서 바퀴달린 카트 방안까지 넣어 주세요밥한톨 깨하나 안남기고 매끼 설거지 하듯 먹고 식기 반납 했더니 조리실장님이 언젠가 저에게 이뻐죽게써어 라고...ㅎㅎㅎ 욕심은 또 많아서 ㅋ 반찬 마니 주세요 했더니 ㅋㅋㅋㅋ 메인요리에 국에 반찬 가짓수도 많아서 먹고나면 진짜 배터지더라구요 일주일후 원상복귀 ㅋ 반찬 원래 양만큼만 주세효...제가 욕심이 과했뜸니다 ㅋㅋㅋ살면서 언제 또 이런 대접을 받아 볼까요눈물ㅠㅜ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지신생아 촬영깔끔 러블리으앙 내스타일이야어디서는 폰으로 못찍게 한다고 들었는데엄마폰으로도 맘껏 찍을수 있게 배려해주시더라구요 작가님보다 제 폰에 사진이 더 많을걸요 ㅎ ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지팁.이라면 방 한쪽 벽면이 차암 예쁘더라구요 스튜디오 배경지 삼아 사진 많이 찍었어요깔끔한 결과물을 받아보실수 있습니돠아잊지말자 남는건 사진뿐 ㅋ........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지팁. 집에있는 인형 몇개 가져가서 놓고 찍었더니 사진이 심심하지 않고 괜찮으네요 ㅋ 잘갖고 왔따아 ㅎ조리실장님 청소실장님 신생아실쌤 보시는 분마다 인형 집에서 갖고 왔냐고 넘 귀엽다고 해주셨어요 홍홍........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지........ ..?...... 본문 이미지제가 하루중 젤 좋아했던 아침시간 입니다정남향 단독건물에 뒷쪽엔 작은 산이 있고 상업지역이 아니라 하루종일 조용하고 고즈넉했던 자곡동 동네상쾌한 찬 아침공기], 긍정 텍스트 확률 : 99.76%"
"[따뜻한 햇볕], 긍정 텍스트 확률 : 95.65%"
"[조리원에서 산후조리 중임을 잊게 만드는 환경그래서 매일매일 이 따뜻한 느낌을 사진으로 남겼던거 같아요 ], 긍정 텍스트 확률 : 90.04%"
"[ ㅋㅋㅋㅋㅋ쌩뚱맞지만 너무 조은 리프팅팩인데요 제가 사용해보고 진짜 넘 조아서 공구까지 하게 됐거덩요안알려 드려도 되는건데 조은건 같이 써야 기분이 좋은오지라퍼랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ알려드리니 관심 있으신 분들은 말씀해주세용 여자든 남자든 모두 사용 가능해서저는 신랑도 해줍니닼ㅋㅋㅋㅋㅋㅋㅋ아기 낳기전에는 피부관리도받으러 다니고 했는데 육아하면서는시간이 잘 안나서도 못가자나요괜히 돈도 좀 아껴야 할 것 같구요 ㅠ ㅋㅋㅋ그래서 좋은 가성비로 홈케어 한번 열심히 해보자해서접하게 된건데 정말 넘 조은거에요 ㅋㅋㅋㅋㅋㅋ진짜 한번 사용으로도 효과가 넘 조아요다들 막 얼굴 완전 조아졌다고 하고 셀카도완전 잘나오니 기분 좋드라구요 저는 피부도 완전 민감성인데 트러블 하나없이탄력이면 탄력 보습이면 보습 하물며 뾰루지 난것도가라 앉혀 주더라구요 신라면세점에도 입점 되어있구요피부과에서는 홈케어용으로 처방도 되고 있어요그래서 제품은 정말 믿고 사용할 수 있어서 좋아요물론 성분도 올그린등급이구요 이제 곧 마흔 되니까ㅠ ㅋㅋㅋㅋ리프팅 신경쓰이더라구요근데 가격도 중요하자나요 공식홈페이지랑 네이버쇼핑에서한팩에 원인데 완전 대박 초특가로 드리는데프로모션으로 완전 좋은 구성 데리고 왔어요 ㅋㅋㅋ이러니 소문을 안낼 수가 없죠ㅎ 팩사면 팩 더 드리고 팩사면 팩 더 드리는 추가구성품으로요추가구성품은 본품과 동일한데보습에 더 특화된 제품이에요이걸 만원대에 가져왔으니 가격 장난아니죵한팩에 주사기팩개 앰플 개 이렇게 구성되어 있어요 혹시라도 부담되면 낱개로 구매해서먼저 사용해 보시고 세트상품 사시라고낱개 구성도 옵션에 데리고 왔어요대신 이런 초특가 프로모션은 앞으로 오랫동안없을 것 같아서요육아하는 맘님들조은 가격에 퀄리티 좋은 리프팅팩 원하시면 한번 경험해 보시라고 알려드려요혹시라도 링크같은거 올리면 문제될까 싶어서댓글 주시면 제가 직접 사용해본거랑 상품 보실 수 있게 알려드릴게용ㅋㅋㅋㅋㅋ참고로 공구제안도 정말 마니 받고 많은팩 제품 사용해봤지만 너무 조아서 제가 이렇게공구 진행하는건 첨이에요. 나가서 관리 받기 힘들고 홈케어 하면서육아스트레스 풀고 예뻐지는 얼굴보면 기분 좋고프로모션 구성으로 치면 한번 팩 하는데 원 꼴이니 효과 좋은거 치고 너무 좋지 않나요 근데 구매하는 갯수가 늘어날수록할인은 더 마니 되는데옵션당 세트씩 한정이라한정 수량 끝나면 기본 구성으로만구매가능해서 스피드가 생명이에욬ㅋㅋㅋㅋㅋ저는 꼭 이번 구성으로 쟁일려고 본사에이미 예약 해뒀어요 히히 관심있으신분 편하게 댓글 주세용 ㅋ아 글구 혹시 팸퍼스기저귀 쓰시는 맘님들위메프에서 오늘 완전 특가 떴어요 박스에 팩 인데 박스 구매하면 쿠폰 적용해서만원대더라구요 ㅋㅋㅋㅋ아직 뜯지 않은 박스도 있는데 오늘 또 쟁였어요 다 써봐도 팸퍼스가 젤 좋더라구요 ㅋㅋㅋ계산해보니 한장당 는 원 꼴이더라구요원도 안되는 ㅋㅋㅋㅋㅋㅋㅋ정가로 사면팸퍼스 비싼 편이자나용 필요하신분들 꼭 쟁이셔용 ㅋ아 또 에그 사용하시는 분들 ㅋㅋㅋㅋㅋㅋ저는 신랑이랑 에그 같이 쓰는데고장나서 수리도 안되서 오늘 구매했는데 통신사 사가에그는 요금 다 똑같은거 아시죠 근데 이번에 프로모션 하는게 있어서한달 원에 기가 사용할 수 있는 에그기계값 원에 샀어요 그동안 계속 기가 한달에 원 내며 썼는데오늘 살려고 보니 이런 프로모션이 똭ㅋ바로 샀어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ혹시 사실분 계시면 이것도 알랴드릴게용ㅎ 에스원안심모바일에서 사망 빌려서 쓰는건데 저렴한 가격에 품질은 동일하게 사용할 수 있게해주는거니 개이득이자나용 ㅋㅋㅋㅋㅋㅋ내일 제품 받기로 했는데 후기도 원하시면알려드릴게용 ㅋㅋㅋㅋ베나자에서 여행준비하며 정말 많은 분들께도움 받고 있다보니 저도 막 조은거다 나누고 싶은 맘에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ옆에서 진상 부리는 아들한테 눌려가며 ㅋㅋㅋㅋㅋ손목이 후덜거리게 핸드폰으로 쓰느라손가락이 아작날 것 같네욬ㅋㅋㅋㅋㅋㅋ오늘 신랑 생일에 이래저래 행사가 많아서요즘 베나자타임 마니 못했는데 다시 얼른베나자타임 마니마니 갖어야겠어용 ], 긍정 텍스트 확률 : 100.00%"
