"[...우리 춘삼이는 일 이후부터 밤에 통잠을 잔다..그전에 몇번 시간 자더니], 긍정 텍스트 확률 : 65.96%"
"[저는 사실... 야심찬 계획이 하나 있어요ㅋㅋㅋㅋㅋ바로 일회용 종이 기저귀를 최대한 안써보자 라는 계획인데요... 아직 육아의 도 모르는 임산부의 야망이라고나 할까요? 막상 잘 실천할 수 있을지 모르겠지만], 긍정 텍스트 확률 : 70.79%"
"[일단은 굳게 마음먹고 도전해보려구용ㅎㅎ그래서 다른 임산부들보다도 천기저귀에 참 관심이 많아용아이엠트루 천기저귀를 살펴보니 아기 엉덩이 뽀송함에 넘 좋을 거 같아서 더 믿음이 가용], 긍정 텍스트 확률 : 88.22%"
"[무표백 아이엠트루 천기저귀도 역시 아무런 마크도 표시도 없어요그야말로 뽀송한 밤부 천 그대로랍니다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 62.09%"
"[끝 부분 올이 풀리지 않도록 마찬가지로 마무리 박음질이 잘 되어 있네용ㅎㅎㅎ ], 긍정 텍스트 확률 : 83.66%"
"[오가닉이라고 겁먹지 마세용ㅎㅎㅎ거품을 뺀 파격적인 가격이라 더더더 마음에 드실 거에용ㅎㅎ. . ], 긍정 텍스트 확률 : 83.82%"
"[그럼 다음에 또 좋은 출산용품 소개 포스팅으로 찾아뵐게용. .?가제손수건가제손수건.?바디슈트바디슈트.?아기타올아기타올.?출산용품출산용품.?출산준비물출산준비물.?오가닉손수건오가닉손수건.?천기저귀천기저귀], 긍정 텍스트 확률 : 95.26%"
"[ 밤부 천기저귀추천], 긍정 텍스트 확률 : 79.58%"
"[거품빠진가격 아이엠트루 ], 긍정 텍스트 확률 : 60.48%"
"[아기엉덩이발진났을때], 긍정 텍스트 확률 : 55.74%"
"[아기목욕타올로 사용하기 너무좋은 밤부 천기저귀 ], 긍정 텍스트 확률 : 90.27%"
"[밤부기저귀 가격이 조금 부담스러운데요 ], 긍정 텍스트 확률 : 59.05%"
"[대나무섬유로 만들어서 통풍도 잘되고 흡수성이 좋은데요그래서 아기 엉덩이발진났을때 밤부천기저귀를 사용하면 특히나 좋아요], 긍정 텍스트 확률 : 97.09%"
"[면 대나무로 만들어진아이엠트루 밤부 천기저귀뿐만아니라 얇고 잘 말라서 아기타올로도 사용하기 딱이네요 ], 긍정 텍스트 확률 : 73.22%"
"[부들부들한게 너무 좋네요 ], 긍정 텍스트 확률 : 93.81%"
"[ 아이엠트루에서 밤부천기저귀를 제공받아 객관적인 입장에서 작성한 컨텐츠입니다 ], 긍정 텍스트 확률 : 62.51%"
"[아이엠트루 밤부 천기저귀 ♥ ], 긍정 텍스트 확률 : 99.57%"
"[구매 목적과 다르게 사용하고 있지만], 긍정 텍스트 확률 : 69.83%"
"[ 현재 가장 활용도가 높은 아이템 중 하나인 천기저귀.가지고 있는 천기저귀 중에서 가장 가격이 저렴하면서도 품질은 다른 제품들과 차이가 거의 없는], 긍정 텍스트 확률 : 95.90%"
"[종이기저귀를 사용하는 사람들에게도 천기저귀는 베개], 긍정 텍스트 확률 : 61.52%"
"[마음에 안들면 이유불문 환불까지. 품질에 대한 자부심이 있는 듯. ], 긍정 텍스트 확률 : 60.69%"
"[아이엠트루 천기저귀의 경우 대나무 섬유 와 면 로 만들어져 다른 대나무섬유 천기저귀 제품들 보다 너무 얇지도 두껍지도 않아 더 활용도가 높은 것 같다. ], 긍정 텍스트 확률 : 91.54%"
"[이 밖에도 아이엠트루에서는 거즈손수건], 긍정 텍스트 확률 : 78.11%"
"[바스타월 등을 판매하고 있는데], 긍정 텍스트 확률 : 59.20%"
"[순면 거즈엠보 수건의 경우 장당 원], 긍정 텍스트 확률 : 52.07%"
"[가장 비싼 바스타올도 ], 긍정 텍스트 확률 : 73.68%"
"[ 원에 판매하고 있으니 다른 업체들에비해 얼마나 저렴한지 알 수있다. 그렇다고 품질면에서 떨어지는지를 묻는다면 천기저귀 외에 용도로 사용해본 결과만 봐서는 판단을 잘 못하겠다. 아이엠트루에서 강조하는가성비라는 걸 기억하면서], 긍정 텍스트 확률 : 54.55%"
"[이번 포스팅은 아이엠트루에서 제품을 지원받아 개인적인], 긍정 텍스트 확률 : 57.03%"
"[ 의견으로 작성한 글입니다. ], 긍정 텍스트 확률 : 64.26%"
"[ 에서 신생아 내의와 오가닉 짱구베개까지 ], 긍정 텍스트 확률 : 62.35%"
"[ 색감이며 성별상관없이 입히기에 딱 좋은 ], 긍정 텍스트 확률 : 63.87%"
"[입힐수있어 경제적♥ ], 긍정 텍스트 확률 : 99.50%"
"[ 급성장하고 있는 아이엠트루 원단은 의심의], 긍정 텍스트 확률 : 58.71%"
"[ 여지없이 안심하고 입힐 수 있어요 ], 긍정 텍스트 확률 : 68.69%"
"[ 제조과정에서 염소표백제], 긍정 텍스트 확률 : 63.93%"
"[ 진짜 오가닉 섬유 ], 긍정 텍스트 확률 : 54.06%"
"[ 단추부분에 곡선 처리되어 더 예쁘고], 긍정 텍스트 확률 : 93.09%"
"[ 원단은 정말 더없이 보드랍고 좋아요. ], 긍정 텍스트 확률 : 79.36%"
"[ 추석때 올라오신 어머님이 원단 정말 좋다며 . ], 긍정 텍스트 확률 : 90.24%"
"[ 아이가 개월간 사이즈 넉넉하게 입을수 있는 ], 긍정 텍스트 확률 : 71.40%"
"[고무줄로된 바지에요. ], 긍정 텍스트 확률 : 67.31%"
"[ 활동성 대단할듯], 긍정 텍스트 확률 : 82.26%"
"[ 이런 좋은 원단으로는 ], 긍정 텍스트 확률 : 93.38%"
"[ 아이엠트루 손싸개 발싸개도 꼭 챙겨야했어용 ], 긍정 텍스트 확률 : 86.13%"
"[ 아기가 가장 입으로 쉽게 가져가기 때문에 ㅜㅜ ], 긍정 텍스트 확률 : 58.31%"
"[ 국내생산 제품이라 역시 봉제선 꼼꼼하고 ], 긍정 텍스트 확률 : 92.12%"
"[친환경 공정이라], 긍정 텍스트 확률 : 50.47%"
"[ 그리고 대망의 에코오가닉 짱구베개 ], 긍정 텍스트 확률 : 77.80%"
"[기능이 있어 ], 긍정 텍스트 확률 : 58.25%"
"[ 맞춤 베개 역할도 한다고 해요. ], 긍정 텍스트 확률 : 80.26%"
"[ 편하도록 받쳐줌주는 만능 베개에요], 긍정 텍스트 확률 : 76.76%"
"[ 오코텍스 인증받은 ], 긍정 텍스트 확률 : 50.43%"
"[구름솜으로 제작했기에 솜까지 안심 또 안심 ㅋㅋ ], 긍정 텍스트 확률 : 53.76%"
"[ 열많고 땀 많은 아기들이 사용하기에도 좋아요. ], 긍정 텍스트 확률 : 75.04%"
"[ 마지막으로 아이엠트루의 꿈꾸는 고래 로고 ], 긍정 텍스트 확률 : 86.47%"
"[ 신나게 고래 꿈 꿨으면 좋겠어요 ], 긍정 텍스트 확률 : 94.43%"
"[그리고 짱구베개는 충전재때문에 울코스], 긍정 텍스트 확률 : 85.52%"
"[ 그리고.. ], 긍정 텍스트 확률 : 73.63%"
"[ 아이엠트루이니 한번 주문해보세용], 긍정 텍스트 확률 : 54.18%"
"[요즘 물티슈도 기저귀도 자꾸 사건이 터져나와서 진짜.?아기용품아기용품믿고 쓸수 있는게 없는데요그런데 요기 믿고 사용할수 있고 꼭 필요한.?출산준비물출산준비물중 하나인.?아기타올아기타올아이엠트루 아기타올은 자연항균된 제품이라 항취성], 긍정 텍스트 확률 : 99.46%"
"[부드러운 촉감등의 특징이 있어서 출산준비물 머스트템 이기도 해요 ], 긍정 텍스트 확률 : 71.22%"
"[사진상에도 아기타올의 부드러움이 느껴지시지요? ], 긍정 텍스트 확률 : 77.94%"
"[잼잼이도 아이엠트루 아기타올이 좋치?], 긍정 텍스트 확률 : 98.67%"
"[바스타올의 기장감은 요로코롬 길어서잼잼이 지금 개월이거든요신생아때부터 오랫동안 사용할수 있답니다저도 미리 알았으면 아이엠트루 아기타올로 출산준비물을 장만하였을텐데지금이라도 알게되서 넘 좋아요 ㅎ ], 긍정 텍스트 확률 : 96.25%"
"[바둥바둥잼잼이도 촉감이 좋은지 씻기고 바스타올로 감싸주었더니 넘나 좋아하네용 아니엠트루 아기타올 출산준비물로 강추합니당 ♥ .... ], 긍정 텍스트 확률 : 99.66%"
"[아이엠트루 밤부손수건 매를 받을 수 있는 기회 ], 긍정 텍스트 확률 : 62.00%"
"[ 아이엠트루 라는 브랜드에요.손수건], 긍정 텍스트 확률 : 68.23%"
"[세탁망 등 육아용품을 판매하고있어요그 중 회원가입하고 신청만 하면 밤부손수건 매씩 증정해주는 이벤트를 하길래 공유하려구요밤부손수건이니 소재도 괜찮고무엇보다 손수건은 많으면 많을수록 좋다는거그러니 요런거 하나가 작을 수 있지만 은근 쏠쏠해요 ], 긍정 텍스트 확률 : 77.52%"
"[ 아이엠트루 소프트 밤부 거즈손수건무늬없는 거즈손수건인데 재질이 부들부들하니 너무 좋더라구요.다시 한번 강조하지만육아하는 친구들말로는손수건은 많으면 많을수록 좋대요 전 이미 튼이손수건 장정도 구매했지요이렇게 우리 튼이 손수건이추가됐습니닷ㅋㅋㅋ다들 쏠쏠하게 하나씩 챙겨요♥ ], 긍정 텍스트 확률 : 99.99%"
"[울 둘째드디어 산후조리원에서집으로 돌아왔지용그간 출산준비물 많이 올렸었는데퀄리티와 진실된 가격을 동시에 갖춘아이엠트루에서 준비한 출산준비물 신생아용품도 올려볼까해용 대나무 가제], 긍정 텍스트 확률 : 97.31%"
"[미니방수요 등등다양한 신생아용품을 한번에준비할 수 있는 아이엠트루], 긍정 텍스트 확률 : 53.29%"
"[엄격한 안전인증을 통한품질관리로 믿고 사용할 수 있는아이엠트루 신생아용품 출산준비물포장도 하나씩되어있어깔끔하고 퀄리티있답니당 ㅎ ], 긍정 텍스트 확률 : 93.67%"
"[아기띠침받이], 긍정 텍스트 확률 : 50.43%"
"[직접 만져보니 원단이 보송보송그리고 통풍이 잘되는 재질인데오가닉과 대나무 원단을 사용했다네요땀 많은 우리 아기 쾌적하게 ㅎ ], 긍정 텍스트 확률 : 94.36%"
"[울아기 산후조리원에서 퇴원하기 전에미리미리 빨아놓구 사용할 준비 마친출산준비물 신생아용품..ㅎㅎ침받이들은 도톰하게 양면이라서둘다 사용할 수 있답니다대나무원단과 오가닉원단마음에 드는 아이엠트루], 긍정 텍스트 확률 : 91.16%"
"[요렇게 독특하면서도 깔끔한 디자인 ㅎ부드러워서 사용감이 좋아요 ], 긍정 텍스트 확률 : 98.66%"
"[아기타올은 정말 촉감이 좋아요부들부들이거 빨아도 보풀 하나도 안일어나더라구요인정인정 ㅎ아이엠트루의 예쁜 자수 로고와 마감도 굿굿 ], 긍정 텍스트 확률 : 76.29%"
"[목욕할때 미리 준비해뒀다가 아이엠트루 아기타올로 샤샤삭 닦아줘용 ㅎ보들보들 촉감도 좋고크기도 커서 아기을 감싸기에 딱좋아요], 긍정 텍스트 확률 : 95.85%"
"[기저귀 갈 때 꼭 필요한출산준비물 신생아용품인 방수요 ㅎ 요건 실용성이 높은미니방수요랍니다 ㅎ ], 긍정 텍스트 확률 : 98.65%"
"[가제손수건은 물론방수요까지 가격도 착하고 원단도 믿을 수 있는아이엠트루이렇게 쌓아두니 마음이 든든 ㅋㅋ아이엠트루 앱이 출시되어서 할인혜택도 있다고 하니 참고하세용 ], 긍정 텍스트 확률 : 96.01%"
"[ .?출산준비물출산준비물 중에서도 필수 준비물이라고 하는 바로 그.?가제손수건가제손수건 은 어느 한 곳의 제품을 고르기가 너무 힘든 것같아요. 그래서.?예비맘예비맘.?임산부임산부 였을 때 좋다고 하는 여러 업체들의 샘플을 가능한 많이 받아보고], 긍정 텍스트 확률 : 99.34%"
"[느껴보는 게 좋은 것같아요 ], 긍정 텍스트 확률 : 70.28%"
"[오늘 포스팅에서 알려드릴.?무료샘플링이벤트무료샘플링이벤트 는], 긍정 텍스트 확률 : 68.91%"
"[.?예비맘예비맘.?육아맘육아맘 사이에서 이미 유명한 아기용품 업체인.?아이엠트루아이엠트루 예요. ...?...? ], 긍정 텍스트 확률 : 88.65%"
"[ 이더라구요 ], 긍정 텍스트 확률 : 57.95%"
"[매주 수요일에 일반우편으로 발송되요.우편함 잘 보세요 ㅎㅎ밤부손수건 무료증정 이벤트때문에 아이엠트루에 가입해서 받는 것도 좋지만], 긍정 텍스트 확률 : 88.41%"
"[회원가입 적립금 천원앱다운 적립금 천원으로 적립금도 두둑하게 챙기면 우리 아가 출산 준비물도 더 저렴하게 잘 준비할 수 있겠죠? ㅇ ], 긍정 텍스트 확률 : 83.45%"
"[소재대비 가격 불만족시 이유를 불문하고환불해준대요. 우왕정말 아이엠트루의 자기 제품에 대한 자신감이 뿜뿜 대단한 회사예요], 긍정 텍스트 확률 : 74.14%"
"[예비맘], 긍정 텍스트 확률 : 73.88%"
"[임산부분들하루쯤 조금 늦게 자고], 긍정 텍스트 확률 : 67.10%"
"[아기수면조끼 아이엠트루 오가닉원단 밤부소재 소중한 우리 아가에게 ], 긍정 텍스트 확률 : 72.07%"
"[아이엠트루 오가닉종수면조끼 내의 그리고 페이스타올제품이 좋기로 유명한 아기를 위해서 좋은 것을 준비하고 싶은엄마의 마음을 담았더라구요 ], 긍정 텍스트 확률 : 90.56%"
"[요즘 밤에는 날씨가 쌀쌀해졌지만], 긍정 텍스트 확률 : 74.84%"
"[예쁜 디자인과 더불어], 긍정 텍스트 확률 : 89.43%"
"[ 한쪽면이 오픈되어있고 똑딱이로 되어있어입히거나 벗길때도 아주 편해요 ], 긍정 텍스트 확률 : 94.14%"
"[개월 키로 살짝 넘는 우리 금복이가 입어도살짝 낙낙하게 여유있는게예쁘게 잘 맞죠??? ], 긍정 텍스트 확률 : 80.97%"
"[디자인도 알록달록 하지 않고깔끔해서 더 마음에 들고 입으면 귀여워요ㅋㅋ가랑이 사이에 똑딱이 단추가 있어기저귀 갈때도 불편한 점이 없어 너무 좋구요 ], 긍정 텍스트 확률 : 63.41%"
"[ 아쉬워요ㅠㅠ 날씨가 추워져서 흑흑ㅋ당연 오가닉 역시 아기옷은 순면이죠 ], 긍정 텍스트 확률 : 97.10%"
"[아기 내의 입으신 우리 금복이나름 잘 어울리는데], 긍정 텍스트 확률 : 98.51%"
"[목욕할 때], 긍정 텍스트 확률 : 54.50%"
"[ 자꾸 자꾸 이걸로만 닦아주고 싶은 타올이에요 ], 긍정 텍스트 확률 : 91.67%"
"[소프트 타올에도 예쁜 아이엠트루 로고가그리고 자세히 보시면 원단의 실이 살아있는게 보이죠? ], 긍정 텍스트 확률 : 89.67%"
"[정말 보들보들 부드러워서연약한 우리 아기의 몸은 물론 얼굴을 닦아주는 데], 긍정 텍스트 확률 : 67.06%"
"[정말 하나의 모자람도 없는 제품이에요 ], 긍정 텍스트 확률 : 92.33%"
"[ 출산선물로도 좋겠더라구요 ], 긍정 텍스트 확률 : 82.79%"
"[수면조끼 소프트페이스타올 아기내의모두 아기에게 꼭 필요하고], 긍정 텍스트 확률 : 90.43%"
"[벌써 가을이라 쌀쌀해져서], 긍정 텍스트 확률 : 50.47%"
"[출산용품 또는 육아용품등 준비하려면 적지 않은 금액들 때문에 부담이 항상 많아요.그래서 현명한 엄마들은 가성비 좋은 제품들을 찾게 되는데], 긍정 텍스트 확률 : 61.93%"
"[수면조끼 보여드릴께요저는 만족스러워서 가을 제품들과 딱동이 베냇도 구입하려고 하고 있거든요어짜피 뜯으면 버려질 고가의 제품포장은 오히려 제품단가 상승만 유발시키고그 부담은 온전히 우리 부담인데요.포장에서 부터 원가 절감으로 저렴한 가격에 구입할수 있답니다. ], 긍정 텍스트 확률 : 59.92%"
"[피부트러블을 유발할 수 있는 화학적 항균처리가 아닌 대나무 섬유의 자연적인 자연항균과 항취성으로 아기피부는 보호하고쾌적하고 청결하게 해줘요.원단의 흡수성과 통풍성까지 좋아 땀이 많은 아이들의 피부를 늘 시원하게 해줄 수 있어요. ], 긍정 텍스트 확률 : 73.00%"
"[소프트 밤부 세면타월가로 목욕후 또는 세안 후 남아 있는 몸에 물기로 인해자칫 감기 걸릴수 있는데 흡수력이 너무 좋아서 금새 몸에 물기가 없어져 안심이 되더라고요.세면타월 사용해보고 너무 만족스러워서 목욕타올 구입하려고요 ], 긍정 텍스트 확률 : 74.06%"
"[ 여분의 단추와 바지 밑단도 여유가 있어서 아이가 활동하는데 불편함이 없었어요. ], 긍정 텍스트 확률 : 73.35%"
