"[안녕하세요 아인맘이에요날씨가 ...정말 쌀쌀해졌어요저도 두꺼운 가디건과 코트를꺼냈답니다 ㅎㅎ내일부터는 서울억새축제가 있는날 신났어요 벌써부터빨간단풍잎도 간간히 보이는걸보니], 긍정 텍스트 확률 : 99.26%"
"[여러가지를 비교해보면서 상담받는게 좋더라구요처음 세를 기준으로 설.계를 받은 내용들은주로 어린이 위주의 내용이였지만], 긍정 텍스트 확률 : 50.87%"
"[세 만기 등제가 원하는대로 만.기를 설정할 수 있다는 복층설계라는 점이큰 메리트였죠물론 저는 보.험.설.계.사도 아니고 전문가도 아니기 때문에무조건 제가 하는말이 정답이라는건 아니에요.저도 상.담을 통해 생각이 많이 바뀐케이스고바뀐 생각은 또 언제든 바뀔 수 있는거니지금 제가 알아보고 느꼇던 점들을 설명하는거니최종 결정하는데 참고만 하셨으면 좋겠어요 ㅎㅎ ], 긍정 텍스트 확률 : 83.71%"
"[ 저는 뭐 첨에 보험의 보자도 모르는 상태에서 알아보려고 하니지인이 있는 것도 아니고 그냥 인터넷으로 좀 검색해보다가 다이렉트몰에 상.담.신.청을 한뒤 설.계를 받았는데요이후에 카페에서 카시트랑 유모차를 많이 받았다는 분들의 후기들이 많이 보이더라구요.그래서 그 쪽으로도 상.담을 받아보니 맘에 들었던 내용에서 좀더 가성비좋고 알차게 가입하면서상담선물], 긍정 텍스트 확률 : 97.63%"
"[가입선물도 푸짐하게 챙기니까 너무 좋더라구요.아기모자], 긍정 텍스트 확률 : 97.38%"
"[ 턱받이], 긍정 텍스트 확률 : 50.43%"
"[ 물티슈 등도 챙겨주시고고가의 유아용품도 모두 챙겨받을 수 있어서아주 만족만족 대만족이였어요ㅎㅎ큰 차이도 없는데 같은 돈내는데 선물을 못받는다니 억울한 감이생길 수 밖에 없잖아요?다이렉트몰 참고를 하셨더라도 한 번 더 사은품을 많이 주는 곳이 있는지 다시 상.담을 받아보는 것도 권해드리고 싶네요 ㅎㅎ ], 긍정 텍스트 확률 : 64.93%"
"[ 물론 선물은 납부하는 금액에 따라 조금씩 달라질 수 있다고 하던데그럼에도 아주 좋은건 다 챙겨주는 것 같더라구요개인적으로 다이치카시트와 아기띠 너무 끌렸는데..이거에 대해선 다시 후기 남겨보도록 할게요 ㅎㅎ사실 오프라인으로 알아봐도 이정도의 선물을 주는게 기본인지까진알아보진 않았지만..저는이정도만 줘도 너무 크고 감사하다고 생각해요. ], 긍정 텍스트 확률 : 94.98%"
"[ 더군다가 다이치카시트는소비자고발에서 순성산업과 함께안전성에서 위를 차지한제품이라해요국내], 긍정 텍스트 확률 : 59.60%"
"[국외제품 모두 합쳐서요그만큼 인지도높고 안전한제품이라더 좋았습니다 ], 긍정 텍스트 확률 : 97.35%"
"[ 여기서 끝난줄 알았죠?ㅎㅎㅎ기저귀가방에 물티슈 그리고 체중계까지든든하게 가득받았어요약관도 그리고 청구대행까지 관리해주니 별 차이가 없게 느껴지더라구요.하지만 청구는 요즘 다 어플로 다 신청하니솔직히 설계사분 만나서 전해드리는게 더 번거로운거같기도 하고..ㅎㅎ암튼 지금까지 제가 알아본 태.아.보.험에 대해 설명해 드렸는데요제가 받은 사은품 다 챙기구 보장내역은 알차게 챙겨보고 싶으신 분들은아래 링크를 통해 상담받아보시길 바래요상담만 받아도 푸짐한 사은품이 함께한답니다 ], 긍정 텍스트 확률 : 99.19%"
"[그리고 귀까지 구별할 수 있다고해요또 외부생식기가 발달하는 시기이다보니아직 성별을 구별할수는 없지만 지금부터 생식기가 발달하면서약 주뒤면 남녀생식기가 뚜렷하게 구별이 간다고해요그리고 두개골도 점점 단단해져가고신체비율도 점점 사람처럼 변해간다하네요이제는 배아가 아닌 태아기이기도 하죠또 애기가 성장하면서 저도 몸무게가 많이 늘었는데물론.. 입덧때문에 체중이 주춤하고 빠진 적이 있지만입덧이 잠잠해지니 완전 꾸준히 늘어만 가고 있답니다. ], 긍정 텍스트 확률 : 88.31%"
"[ 혈액량은 점점 증가하면서정맥류 증상도 나타나구요코피도 자주 쏟고 있는데요아무래도 임.신.중에는 혈액량이 늘어나면서혈관도 뚜렷해지고 모세혈관에 압박을 줘서코피 쏟을일도 잦다고 하더라구요호르몬의 영향인지 피부에 기미도 많이 생기는거 같기도하고..한 번 생기는 없어지지도 않는다고 하던데 ㅠㅠ더 심해지면 빨간머리앤처럼 기미가 덕지덕지 끼겠죠?ㅎㅎ아 그리고 이건 정말 잠깐이였지만제가 초기에 입덧이 적었던 대신먹덧이 심한편이였는데신랑도 따라서 먹덧을 하더라구요?제가 요즘 돼지토끼라고 놀리고 있어요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 87.92%"
"[ 무튼 임신주주 사이쯤에 차 기형아검사인 목투명대검사를 받으러산부인과에 방문했어요초음파를 보니 이제 제법 사람스러워졌더라구요 ㅎㅎ누가봐도 머리와 몸통이 구분이 될 만큼 커졌구요팔다리가 꼬물꼬물 움직이는걸 보니 완전 신기 ㅠㅠ선생님 말로는 아직 엄마가 태동을 느낄 순 없지만아기는 활발하게 움직이며 놀고 있다고 하더라구요그말을 들으니 넘 귀엽기도 하고그 비좁은데서 놀려니 정말 갑갑하겠단 생각도 들었어요 ㅎㅎ실제 주 수는 임신주 차였지만 우리 아이는 .로 보통 이 시기의 태.아보다 아주 조금 큰 편이라고 하더라구요 ㅎㅎ그래도 쑥쑥 잘 크고 있구나 우리아가 대견하다 하면서신랑이랑 어찌나 좋아했나 몰라요 ㅎㅎ초기에 조심하라고 해서 그간 너무 먹고 눕고 자고만 반복해서 그런가?뒷목덜미랑 목투명대 두께도 평균치정도였는데요이 두께가 두꺼울 경우 다운증후군 같은 기형 발생 확률이 높다고 하더라구요꼼꼼한 초음파 타임 후 차 기형아검사를 위해 피롤 뽑았어요요즘 피를 참 자주 뽑는 기분 ㅎㅎ그리고 검사하면서 혹시 목투명대검사에서 고위험군 판정을얼마나 받나요? 하고 물었더니대략 명중 명꼴로 고.위.험.군.판.정을 받는다고 하더라구요..생각보다 높은 비율이라 너무 놀랐어요 고위험군으로 정밀검사를 할 경우 대부분은 정상판정을 받으니미리부터 걱정하지 말라고 하시지만..어떻게 걱정을 안할까요 선생님 ㅠㅠ우리 아이 일인데저도 주변에 목투명대검사에서 고위험 판정을 받아정밀검사를 받게 되었다는 경우가 있었는데 확진은 받은 경우가 있었는데확진은 받은 경우가 없긴했어요..그래도 불안한건 어쩔 수 없어요 ㅠㅠ정상이라는 판정이 이 불안감을 잠재울 수 밖에 없을듯결과는 다음 검진 때 알게될 예정인데일단 보는 내내 큰 문제는 없어보였고보험도 든든하게 들어두니 안심이 되더라구요 ], 긍정 텍스트 확률 : 99.68%"
"[ 병원에 다녀오면서 느낀게다른 예비맘들은 산모수첩이나 주수기록을 정성껏 예쁘게 작성하고 그러던데 ㅎㅎ나는 왜이렇게 귀찮은걸까요..그나마 아인이때는 꾸민다고 꾸몄는데또 꾸미는 재주가 없어서 시작하려니....둘째 베이비다이어리를어떻게해야할지 모르겠어요ㅜㅜ그래도 나름 블로그에 일기처럼 이렇게 포스팅을 남겨놓았으니이것도 나름 추억이 되지 않을까요..ㅎㅎ낭만없는 엄마라 미안하당...ㅎㅎ그리고 요즘 변비탈출을 해보고자 물도 많이마시고 하는데이게 참.. ㅎㅎ힘드네요 ], 긍정 텍스트 확률 : 96.73%"
"[ 개인적으로 가장 힘든 시기가 임신주 이때가 아닐까 싶긴한데..아직 중기도 겪지 않은 산모ㅎㅎㅎ일단 현재까지는 소변이 너무 자주마려운게 여간 불편한게 아니더라구요자다가 깨니 불면증도 덩달아 생기는 것 같고..다시 자려니 잠이안와서 밤새는 경우가 많았어요그리고 허리나 골반통증도 임신주주 증상부터 생겼는데이것은 물어보니까 자궁이 커지면서 인대나 근육을 압박해어쩔 수 없이 생기는 증상이라고 하더라구요바른 자세를 유지하고 너무 심하면남편에게 마사지를 부탁하는 것도 하나의 방법인 것 같아요. ], 긍정 텍스트 확률 : 85.37%"
"[ 저는 임신주에 목투명대검사를 끝내고나서 산부인과 원장님이차기형아검사 종류가 몇가지 있는데오늘 선택하고 가야 된다고 하셨거든요쿼드검사는 정확도정도구인터그레이티드 검사는 정확도가 에 달한데요.둘 중 하나를 선택해야 하는데쿼드검사가 보통 가장 보편적인 검사라하셨어요.쿼드검사에 검사항목을 추가해 정확도를 높인 검사가인터그레이티드 검사라고 하는데요인터그레이티드 검사를 받을 경우 차 기.형.아.검.사를 받을 때도차기형아검사를 위한 채혈이 필요할 수 있어 검사 방법에 대한 결정은주이전에 목둘레검사 전에 해야한다고 해요.무튼 이래저래 보.험을 미리챙겨논건 정말 신의 한수저는 암튼 쿼드검사로 예약해놨답니다 ], 긍정 텍스트 확률 : 92.82%"
"[ 어제는 또 갑자기 치킨이 생각나서 저도 좋아하고 신랑도 완전 사랑하는 치토스 치킨을 시켰어요 ㅎㅎ저번에 먹었는데.......너무 맛있어서 깜짝놀랬다니깐요치킨오기전에 얼른 포스팅 마무리해야지했는데 ㅋㅋㅋ 역시 오늘이나 되서 올리네요아무튼 저와 비슷한 주수의 예비맘들은 초기증상들 때문에도 걱정이고다가올 기.형.아.검.사도 부담이고이것저것 챙길것들이 많을텐데요.저도 태아보험까지 고민하려니 정말 머리뽀개지는 시기를 보내긴 했는데초기부터 신경쓸꺼 고민할꺼 정말 많잖아요..다른 분들은 저처럼 크게 스트레스 받지 마시고현명하게 준비하시길 바라는 마음으로 정보공유차 포스팅 남겨본거니 혹 고민하고 계셨다면제가 이용했던 곳에서 이용해보세요 ㅎㅎ설.계도 설.계이지만사은품도 푸짐하게 챙겨주셔서 정말 만족하실 수 있을거에요우리 아가를 위한 보장내용 든든하게 챙기고비싼육아용품도 가득챙겨보세요 ], 긍정 텍스트 확률 : 99.86%"
"[인건비와 부동산 보유세 상승 등 지극히 상식적인 원인일 것입니다. 하지만 빠르게 바뀌는 인구조를 잘 들여다봐야합니다. ], 긍정 텍스트 확률 : 97.24%"
"[ 우리나라는 노령화시대에 접어 들고 경제인구가 줄어들고 있다고 하는데요 반면 인가구는 증가세를 보이면서 인구구조가 바뀌고 있습니다 인가구는 젋은 세대뿐만아니라 인가구의 노인인구도 늘어나고 있는 상황으로전 연령층 고르게 분포되고 있는데요 이런 인구 연령대별 인가구의 증가로 주택시장도 변화에 발맞춰 변하고 있습니다. 과거와 달리 현재는 젊은 세대만이 커리어를 가지고 소비를 하며 경제활동을 하는 시대가 아닌 수명이 연장이 되고 노령화시대인 만큼 나이가 든 노령인구도 경제활동을 하는시대이며 인가구 또는 소형가구를 이루고 있는데요 젊은 소비층과 노령층의 경제활동을 함에 있어서 가장 중요한 것이 무엇이라고 생각을 하시나요? ], 긍정 텍스트 확률 : 99.22%"
"[ 최근 수영구의 트랜드에 맞는 세미 투룸타임의 오피스텔의 분양소식이 들려 왔는데요 과거 원룸타입이 주를 이뤘다면 소비자들의 선호가 바뀜에 따른 생활에 있어서 생활방식 등의 가치가 높아졌기 때문에 이에 따른 투룸 타입 등 원룸보다 조금 더 크기가 큰 타입을 소비자 들이 찾고 있습니다 원룸보다 월세 등 가격적인 측면에서 시세가 더 높기 때문에 재정적으로 부담스러울 수도 있지만 소비패턴이 자기중심적으로 돌아가고 생활에 있어서 만족감을 중요시 하기 때문에 기존 비용보다 더 부담을 해서라도 자기가 원하는 생각했던 주거 문화를 찾고 있는 추세 입니다 사실 반려동물을 가족같이 생활하는 늘어나고 일반화 되어 있는데요 반려동물에게도 적지 않게 투자를 하고 비용이 들어가는 만큼 자신의 생활에 투자를 하는것은 크게 부담이 아닐 수도 있는 부분입니다. ], 긍정 텍스트 확률 : 99.28%"
"[ 그럼 수영에 세미투룸 타입의 오피스텔 분양소식을 알려드리기에 앞서 왜 투룸타입의 오피스텔이 수영역 인근에 생기는지 생각해보시길 바라며 인가구이거나 소형가구이신분들은 주의깊게 읽어주시기 바랍니다.사업개요를 보시면 위치나 규모 등을 보시면서 대략적으로 머릿속에 그려보시길 바랍니다. 위치는 부산광역시 수영구 관안동 번지 외 필지이며 대지면적으로는 약], 긍정 텍스트 확률 : 92.14%"
