"[.안녕하세요. 메바입니다..어느덧 날씨가 아침저녁으로 제법 선선해졌네요..이제는 자고 일어나면 저도 깨비도 팔 다리가 차갑더라고요...깨비는 지금 여름기저귀를 사용 중인데요], 긍정 텍스트 확률 : 84.04%"
"[생후 개월 아들한참 배변 훈련 중인데요], 긍정 텍스트 확률 : 53.86%"
"[ 신생아 시절부터 한 기저귀에 정착하지 못하고 두 돌까지 계속해서 기저귀를 바꿔 왔었어요.내년 초에 태어날 둘째에게는 정말 마음에 드는 기저귀를 찾아서 정착하고 싶어미리 첫째에게 체험해 보았는데요], 긍정 텍스트 확률 : 63.41%"
"[ 이번에 체험해 보게 된 기저귀는 바로 오로라 스킨 핏 밴드 기저귀에요우선 포장지부터 너무 마음에들더라고요 마치 아이들 미술작품을 보는 듯한], 긍정 텍스트 확률 : 98.66%"
"[ . 우리 아들이 착용한 제품은대형 사이즈예요.사이즈 마다 기저귀 패턴이 다른 것 같더라고요.소형은 포도], 긍정 텍스트 확률 : 80.61%"
"[특대형은 수박이에요], 긍정 텍스트 확률 : 75.48%"
"[ 바나나 패턴이 아기자기 너무 예쁜 오로라 기저귀아이도 기저귀를 보자마자 바나나라며 좋아하더라고요 ], 긍정 텍스트 확률 : 97.26%"
"[ 공기가 구석구석 가볍게 순환되는 에어스루 기술로부드러운 아기 피부를 닮은 베어스킨 원단이라고 해요 .정말 보송보송하고 슬림한 스킨핏이라 여름기저귀로도 추천 해요.본 보스팅은 오로라로부터 제품을 무상으로 지원받아 작성된 후기입니다. ], 긍정 텍스트 확률 : 88.76%"
"[다시 둘째 육아를 하면서 몇년만에 기저귀를 사용하는지 모르겠네요초보엄마일때는 기저귀 가는것도 어려웠는데요 아이와 하루에도 번씩은 기저귀를 갈다보니 기저귀 가는건 자연스럽게 숙달되더라구요 아이가 제일 많이 사용하는 만큼 제품도 다양한데요 이번에 새로 나온오로라 기저귀 를 만나보았답니다 ], 긍정 텍스트 확률 : 95.97%"
"[ 소형 중형 대형 특대형에 따라 과일 모양으로 디자인되어있는데요 우리 애기는 .으로 소형을 사용합니다 ], 긍정 텍스트 확률 : 61.73%"
"[ 오로라 기저귀의의 기원이 되는 는 라틴어로 새벽을 뜻인데요감성기저귀 답게감성적인 문구가 육아하면서 힘든 엄마의 눈에 들어오네요], 긍정 텍스트 확률 : 76.96%"
"[ 제품 위쪽에 커팅 표시가 되어있어서 쉽게 커팅 할 수 있답니다 ], 긍정 텍스트 확률 : 70.84%"
"[ 태어나자마자 입는 기저귀 우리 이쁜 둘째의 피부에 제일 먼저 닿는 기저귀오로라 스킨핏 밴드형 기저귀사용해 보았어요 ], 긍정 텍스트 확률 : 95.81%"
"[ 오로라 기저귀는 기저귀에 앞과 뒤가 표시 되어있답니다와이 표시 되어서 처음 기저귀를 접하는 분들도 헷갈리지 않아요 우리야 익숙한 육아맘이라서 기저귀의 앞뒤를 아는데어른들께서 아이 봐주시다가 기저귀를 갈때 앞뒤가 어디인지 잘 모르시는 경우가 많거든요], 긍정 텍스트 확률 : 97.25%"
"[ 배 부분에 닿는 밴드 부분도 넓고아이 살에 닿을때 부드럽게 닿게 되어있답니다 ], 긍정 텍스트 확률 : 98.00%"
"[ 제일 민감한 기저귀 착용부분엉덩이에 닿고 계속 습한 곳인데요파도를 닮은 물결무늬의 웨이브 흡수패드와물방울 모양의 흡수코어가 밤새 뒤척이고 움직여도 새지 않게 도와주고 빠르게 흡수되도록 도와줘요 ], 긍정 텍스트 확률 : 95.85%"
"[ 하루에도 몇번씩 갈아주는 기저귀컬러밴드 위에 밸크로를 맞춰서 붙여주면 오래오래 착용할 수 있어요], 긍정 텍스트 확률 : 89.60%"
"[ 너무 살살 배부분을 넉넉하게 해주면움직이다가 기저귀가 내려가는 경우가 있어요 저는 꽉 해주는 편인데요유연성이 뛰어나서 조이지 않으면서 새지 않도록 완벽하게 밀착되네요], 긍정 텍스트 확률 : 75.36%"
"[ 꽉 쪼여줘도 넉넉하게 공간이 남으니깐 괜찮아요], 긍정 텍스트 확률 : 89.43%"
"[ 요즘에 모빌보면서 얼마나 움직이는지 몰라요기저귀를 차고 움직여도 핏이 좋아서 그런지새지않고 편하게 활동한답니다 ], 긍정 텍스트 확률 : 87.64%"
"[ 그리고 기저귀에서 피카푸 소변알리미 ], 긍정 텍스트 확률 : 73.15%"
"[ 알림줄에소변이 닿으면 녹색으로 변해서기저귀를 갈아야 하는지를 한눈에 알아볼 수 있답니다 ], 긍정 텍스트 확률 : 52.02%"
"[ 이번엔 응가를 담고있는 오로라기저귀], 긍정 텍스트 확률 : 50.12%"
"[ 에코프렌들리 친환경잉크이용 접착제 사용의 최소화로 환경과 안전에 더욱 꼼꼼한 오로라 스킨핏 밴드형 기저귀우리 왕자님 잘 부탁해 ], 긍정 텍스트 확률 : 95.29%"
"[.?오로라기저귀오로라기저귀.?외출기저귀외출기저귀.?밴드기저귀밴드기저귀.?기저귀추천기저귀추천.?감성기저귀감성기저귀본 포스팅은 오로라기저귀로부터 제품을 무상으로 지원받아 작성한 후기입니다 ], 긍정 텍스트 확률 : 88.15%"
"[.기저귀 유목민인 딱풀맘..정말 많은 기저귀를 사용해보았고 .괜찮게 쓰다가도 기저귀 발진도 나는 경험을 하기도 했습니다 .아기가 요로감염이 자주 왔어서 기저귀를 오래 채워놓치도 않고 .좀 더 기저귀를 고를때 신중한 편인데요 .이번에 새로운 기저귀를 발견했어요 ], 긍정 텍스트 확률 : 50.99%"
"[ .기저귀를 꼼꼼히 살피고 있는 울 아기 ㅎㅎ.무엇보다 가벼움과 얇음에 놀랐습니다 .밤기저귀로 사용해도 새지않아요 .. ], 긍정 텍스트 확률 : 73.64%"
"[ .이런 깜찍한 수박디자인이라니....팬티형보다 밴드형을 좋아하는데 아기가 클수록 밴드형은 많지 않은 것 같았는데 이런 귀여운 기저귀를 만나게되었네요], 긍정 텍스트 확률 : 57.07%"
"[ .기저귀가 얇으니 바지입혀놔도 엉덩이가 툭 튀어나와 보이지않아서 .개인적으로 전 맘에 들더라구요 .오로라기저귀 만의 공기가 구석구석 가볍게 순환되는 .에어스루 기술로 끝까지 보송보송한 아기 엉덩이가 유지됩니다 ..아기가 땀이 많아서 ㅠ 가을인데도 저는 걱정이거든욮.여름에 이 기저귀를 만났다면 더 좋았겠다 생각도 들어요 .무엇보다 얇아서 얇아서 마음에 듭니다], 긍정 텍스트 확률 : 58.72%"
"[안녕하세요 잇님들 오랫만에 인사드리는 유정입니당오늘은 유정이가 좋아서 쓰는 후기 아기 기저귀 추천기를 써보려고 하는데요 시중에 다양한 브랜드 중 개인적으로 사용후 만족도가 가장 높았던 제품이라 출산앞두신 잇님들이나 맘님들과 정보 공유겸 도움을 드리고자 몇글자 조금 적어보려고 해용 ], 긍정 텍스트 확률 : 99.83%"
"[ 오로라 기저귀는 총 단계로 이루어져 있어 아이의 개월수와 몸무게에 따라 크기를 결정하면 되는데요 일돌이는 이때정도 나가고 있어 대형사이즈인 라지 사이즈를 선택하였어요택배가 오면 저보다도 먼저 뽈뽈 거리며 기어오는 일돌이랍니다 ], 긍정 텍스트 확률 : 50.67%"
"[ 짜잔오로라 기저귀를 착용한 일돌이랍니당 요때가 월즈음이라 파마전 일돌이 모습인데요 ㅋㅋ 역시나 파마안한 모습이 더 ...이쁜것 같네요 ㅠ 미안해 일돌 ㅠㅠ ], 긍정 텍스트 확률 : 99.89%"
"[ 활동량이 많은 아이들이나 더운 여름철 또는 진무른 아기 엉덩이 때문에 천기저귀 알아 보시는 맘님들 오로라 슬림핏 기저귀 사용해보심이 어떠실지강력하게 일돌이가 추천해 드립니당 이상 유정이가 좋아서 쓰는 후기. 내돈내산. 아기 기저귀 추천기 여기서 마치겠습니당잇님들 안녕 ], 긍정 텍스트 확률 : 85.56%"
"[ .이름부터 너무 예쁘죠??.디자인도 넘 예뻐서 반해버렸어유 😝 ], 긍정 텍스트 확률 : 80.85%"
"[ .포도 복숭아 바나나 수박 이렇게 나뉘어져 있나봐요 ㅎㅎ.넘 귀엽죠 ㅎㅎㅎ ], 긍정 텍스트 확률 : 99.21%"
"[ .꺅 수박 디자인 넘 귀엽지 않나요.윤서도 기저귀 갈때마다 수박이라고 너무 좋아해요], 긍정 텍스트 확률 : 97.57%"
"[ .출산선물로도 넘 좋을꺼같아요.디자인이 예뻐서 포장한효과까지 ], 긍정 텍스트 확률 : 68.96%"
"[ .윤서가 물을 많이 마셔서 소변량이 많은편인데 외출시에 안세서 편했어요.다른 기저귀는 간혹 세는 경우가 있었거든요 ㅠㅠ ], 긍정 텍스트 확률 : 85.00%"
"[ .얇지만 흡수력은 뛰어나더라구요], 긍정 텍스트 확률 : 55.98%"
"[ .아이가 쓰는거라 감촉도 중요하게생각하는데요.자주갈아주지만 외출해서 계속 해야하는 상황도 오기때문에 아이가 불편해하면 안해저더라구요ㅠㅠ.윤서는 의사표현이 확실한아이라... ㅎㅎ.오로라기저귀는 수박이라 좋아하구 편한지 잘하고있었어요], 긍정 텍스트 확률 : 86.70%"
"[ .예쁘고 편하기까지한 오로라 밴드형 기저귀.흡수력은 좋지만 얇아서 들고다니기도 좋구요.또 소변선이있어서 편해요 ..요즘 변기에 관심이 많고 종종 변기에 쉬를하는데뭔가 뿌듯하면서도 기저귀 끊기가 섭섭하기도 하더라구요ㅎㅎ.자연스럽게 오로라기저귀와함께 기다려줘야겠어요 . .?오로라기저귀오로라기저귀.?밴드기저귀밴드기저귀.?감성기저귀감성기저귀.?감성기저귀감성기저귀.?기저귀추천기저귀추천......오로라 로부터 제품을 무상으로 지원받아 작성된 후기입니다. ], 긍정 텍스트 확률 : 100.00%"
"[오로라 기저귀...???처음 들어보시는 분들도 계실거에요새로 론칭한 미국 프리미엄 아기기저귀브랜드에요포장부터가 남다르죠오로라는 라틴어로 새벽 이라는 뜻이죠오로라 기저귀가 궁금해서 찾아보니굉장히 좋은 문구들이 많더라고요새벽은 아이가 자라나고 쌓여가는 시간입니다. 하루의 처음 빛을 뜻하는 오로라처럼 자신만의 움직임으로 세상을맞이합니다.스스로 깨치고 세상을 접하며다양한 가치를 만나게 하는 브랜드], 긍정 텍스트 확률 : 99.33%"
"[ 오로라와함께 아이는 자라납니다.성장하고 자라나는 소중한 시간의 건강함을지향], 긍정 텍스트 확률 : 60.70%"
"[ 좋은 품질과 최고의 재료로 꼼꼼하게], 긍정 텍스트 확률 : 91.55%"
"[ 무지개의 약속처럼 나의 아이를 생각하며 만들었습니다뭔가 감성적인 문구에 저도 모르게빨져들었네요개월 딸아이는 기저귀만 보면 뜯어서 빼려고 해요 ], 긍정 텍스트 확률 : 58.13%"
"[ 어머낫 너무나 사랑스러운딸기가 있어요ㅋㅋㅋ이뻐서 어찌 입히나요오로라 팬티형기저귀는 세가지사이즈로 되어있어요 라지딸기엑스라지 감 빅사이즈레몬사이즈마다 그림이 다르게 되어있어요 ], 긍정 텍스트 확률 : 99.95%"
"[ 소변줄 있고요피니쉬 테이프도있고요뒷면에란 문구가 있네요이 기저귀...너무 사랑스럽네요 ], 긍정 텍스트 확률 : 99.08%"
"[ 편안하게 움직일 수 있게해주네요 ], 긍정 텍스트 확률 : 76.74%"
"[ 소중한 우리 아기들의 부드러운피부를 닮은 베어스킨 원단 사용 공기가가볍게 순환되는원단을앞면과 뒷면에 아낌없이 사용했다고 해요그래서 부드러움이 두배보송보송이 두배 ], 긍정 텍스트 확률 : 79.39%"
"[ 물방울 모양의 강력한 흡수코어가가볍지만 확실하게 한 방울도 새지 않게꽉 잡아주는 오로라의 작고 촘촘한 이슬 포물러로 안심이에요 ], 긍정 텍스트 확률 : 97.97%"
"[ 오로라 기저귀를 채우면서 드는 느낌이 팬티를 입힌것 같다는거였어요딸기모양의 프린터가 귀엽기도하고 얇고 부드러워서 기저귀란느낌보다 이쁜 팬티를 입은 느낌이였어요 ], 긍정 텍스트 확률 : 95.18%"
"[ 기저귀에 소변이 닿으면 노란색 줄이 녹색으로 변해요한눈에 알아볼 수 있는똑똑한 오로라만의 피카부 소변 알림줄이있어요 ], 긍정 텍스트 확률 : 81.87%"
"[ 피니쉬 테이프로 간편하고 깔끔하게 처리가 가능하답니다시간 이상 밤잠 자는 딸아이의밤기저귀로도 아주 좋아요밤새 뒤척이는데도 전혀 새지가않았답니다 ], 긍정 텍스트 확률 : 86.79%"
"[ 본 리뷰는 해당업체에서 무상으로 제품을 제공받아 직접 사용해보고 솔직하게 작성된 후기 입니다. ], 긍정 텍스트 확률 : 66.32%"
"[.신생아 때부터 개월이 된 지금까지 기저귀 발진은 한번도 없었다. ..특히], 긍정 텍스트 확률 : 95.64%"
"[.바로통풍이 잘 되는 기저귀 로 바꿔주었다.], 긍정 텍스트 확률 : 56.55%"
"[복숭아가 그려진 .디자 인의 기저귀이다. ..샌프란시스코의 감성 을 담은 감성기저귀], 긍정 텍스트 확률 : 57.19%"
"[ .아기 피부에 닿는 부분 역시 부드럽다.], 긍정 텍스트 확률 : 90.34%"
"[ ...밴드도 부드럽게 잘 늘어나서.아기 허리에 졸리지 않고 편안해 보여서 좋았다.], 긍정 텍스트 확률 : 56.02%"
"[ ...통풍이 잘 되는 오로라 기저귀 로사용하고 있어서 .기저귀 발진도 점점 좋아지고 있는 중이라 .다행이다 . ], 긍정 텍스트 확률 : 71.44%"
"[ .. .?오로라기저귀오로라기저귀.?외출기저귀외출기저귀.?밴드기저귀밴드기저귀. .?기저귀추천기저귀추천.?감성기저귀감성기저귀], 긍정 텍스트 확률 : 92.33%"
"[ .?오로라기저귀오로라기저귀.?외출기저귀외출기저귀.?밴드기저귀밴드기저귀.?기저귀추천기저귀추천.?감성기저귀감성기저귀 ], 긍정 텍스트 확률 : 93.97%"
"[ 우리아이 피부에 부드럽게 입힐수 있는 오로라 밴드기저귀소개합니다.저의 사랑을 받고있는 조카가 있어요항상 좋은것만 주고싶은 나머지기저귀도 꼼꼼하게이모사랑♡조카사랑♡선물주기전 세아이맘으로써 성능테스트와 안전성을아주 꼼꼼히 체크하고 쓰게하죠이모가 이래뵈도 눈감고도 아이키우는 다둥이맘이라는 사실 ], 긍정 텍스트 확률 : 98.21%"
"[ 편안하고 유연한 착용감은 물론강력하고 완벽한 흡수력까지 ], 긍정 텍스트 확률 : 95.14%"
"[ 너무 색감도 좋고 귀여워서 소장하고 싶은 욕심이 나는건 무모한 짓인거죠?ㅋㅋ ], 긍정 텍스트 확률 : 98.34%"
"[ 귀여워도 우리 사랑스러운 조카에게 양보하는걸루ㅋㅋ ], 긍정 텍스트 확률 : 99.44%"
"[ 피카부 소변 알리미가있어한눈에 확인가능한 소변알림줄♡ ], 긍정 텍스트 확률 : 56.76%"
"[ 네이버 스토어에 오로라검색하시면스토어에 똭미국 프리미엄 기저귀 오로라 ], 긍정 텍스트 확률 : 53.38%"
"[ 무게감 확실히 가볍습니다.흔들어도 느낌없을 정도의 무게감 ], 긍정 텍스트 확률 : 64.65%"
"[ 인스타에서도 만나볼수 있으니팔로우고고 ], 긍정 텍스트 확률 : 64.31%"
"[ 이모는 오로라 스킨핏 밴드 기저귀 합격우리조카 언제올거니?ㅎ조카오는대로 입혀서 인샷을 찍어올리도록 하겠습니다이모야가기다린단다♡역시 아이는 내리사랑인가봅니다.ㅎ .?오로라오로라.?오로라기저귀오로라기저귀.?오로라스킨핏기저귀오로라스킨핏기저귀.?오로라밴드기저귀오로라밴드기저귀.?기저귀추천기저귀추천.?아트기저귀아트기저귀.?감성기저귀감성기저귀.?이모사랑이모사랑.?조카사랑조카사랑.?내리사랑내리사랑.?부드러운기저귀부드러운기저귀 본 제품은 맘스홀릭에서 제공받아 솔직하게 작성한 후기입니다. ], 긍정 텍스트 확률 : 99.99%"
"[안녕하세요.너나들이 현이찡입니다. ], 긍정 텍스트 확률 : 73.49%"
