"[ 열심히 검색해서 착한성분에 리틀트윅보단 조금 비싸지만 그래도 가격만족도 되는 제품을 바로 구매했습니다.브랜드 인데요 오가닉 제품으로 구성된 베이비 파우더 입니다. ], 긍정 텍스트 확률 : 74.04%"
"[ 좋은 재료 좋은 이유식 년년에 친환경브랜드대상으로 선정되었다고 하니 더욱 믿을만 한 듯배우 유지태가 선택한 팜투베이비 이유식], 긍정 텍스트 확률 : 99.62%"
"[ ..현재 중기이유식 시작한 봄이친환경이유식 팜투베이비 중기 이유식으로], 긍정 텍스트 확률 : 83.10%"
"[ 믿고 배달시켜 먹이고 있는중이다♡ ], 긍정 텍스트 확률 : 58.88%"
"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[ 개월동안 여름에도 기저귀발진없던 우리인데요즘 가끔씩 붉어지는듯 발진증상이 보이곤하더라구요.신생아때보다 많이 컸는데도 갑작스레 발진같은게 생기니까 넘 속상하더라구요 신생아때는 신랑이 회사분께 하기스 네이처메이드를 대량으로 선물받아와서 정말 잘썼었거든요.그때 피부가 약한 신생아인데 발진도 없구 뽀송뽀송하구대만족했던 기저귀인데 이번에 더 업글된 버전이 나왔더라구요.안써볼수 없죠 ], 긍정 텍스트 확률 : 50.35%"
"[ 하기스 기저귀를 쓰면서 느낀 장점은 남아여아 성별 구분이 되어있다는건데요.네이처메이드 오가닉도 신생아 단계를 제외하고는 성별이 구분되어있으니 좋더라구요 남의 딸인데도 이렇게 이쁜데 내딸이면 얼마나 더 이쁠까싶은 아기 모델이 반겨주네요], 긍정 텍스트 확률 : 95.58%"
"[ 아기한테 정말 중요한 기저귀목욕하고 기저귀를 갈아줄 때 빼고 거의 시간 내내 착용하고 있고가장 민감한 부분에 닿는거니까 소재가 중요하잖아요.네이처메이드 오가닉 코튼 커버는 기존의 네이처메이드에 오가닉 를 담은 프리미엄기저귀에요.오가닉 함유로 오가닉 기저귀라고 광고하는게 아니라오가닉을 정말 담고 있는 순면커버에요.확실히 만져보면 정말 부드럽고 언제 발진나고 붉었냐는듯이], 긍정 텍스트 확률 : 98.49%"
"[ 좋은거 다 받은 기저귀독일피부과학연구소 더마테스트 최고등급을 받았구요. 인증 펄프를 사용했어요.그리고 모든 유한캠벌리 하기스 기저귀는 대전에 있는 공장에서 생산된다고 해요 ], 긍정 텍스트 확률 : 62.21%"
"[ 우리는 지금 단계 여아용 밴드형 기저귀를 사용중이에요.단계는 까지 사용가능하구요.우리는 지금 .정도인데 배부분은 여유가 있고허벅지는 워낙 꿀벅지라 딱 맞아요], 긍정 텍스트 확률 : 80.32%"
"[보여드릴게요 ], 긍정 텍스트 확률 : 56.18%"
"[ 손잡이도 있고 따는 선도 있고 뜯이니 고운 기저귀가 보이네요.오가닉이라 그런지 그림도 귀염귀염하고 목화느낌 나는게 살짝 보여요. ], 긍정 텍스트 확률 : 53.86%"
"[ 오가닉을 소량 함유가 기저귀가 아니라 리얼 유기농 순면커버를 사용한 기저귀에요국제공인 인증된 오가닉코튼이니까 믿을 수 있어요.소중한 아기를 위해유럽산 흡수소재를 사용했다는 것도 자랑거리인데요.펄프는 핀란드흡수체는 독일기타 흡수층은 스웨덴과 덴마크산을 사용했어요. ], 긍정 텍스트 확률 : 83.56%"
"[ 기저귀를 펼쳐보면처음 눈에 들어오는게 바로 에어매쉬구조인데요.통기성을 강화해서 바람이 솔솔 통하게 해줘요.그래서 소변이 닿는 면적을 최소화해주고마르는것도 좀 더 빠른 것 같더라구요. ], 긍정 텍스트 확률 : 98.08%"
"[ 안쪽도 펼쳐보니 완벽한 에어매쉬구조에], 긍정 텍스트 확률 : 93.79%"
"[ 요즘에는 중기이유식을 하느라 묽은 변을 거의 안보지만이유식전에는 모유를 먹어서 그런지 개월까지는 묽은 변을 많이 봐서 뒤로 새는 일이 꽤 있었는데요.이 기저귀는 뒤쪽도 샘방지 포켓이 있어서묽은 변도새지않게 도와준다고 해요.그래서 신생아나 이유식하기전 아기들한테 더 강추해요 ], 긍정 텍스트 확률 : 65.10%"
"[ 옆으로 새는것도 넓게 샘방지가 있으니까잘 막아줘요.소변이 샌적은 없어요], 긍정 텍스트 확률 : 63.86%"
"[ 지구도 지키는 일이네요❤그리고 추가적으로], 긍정 텍스트 확률 : 66.66%"
"[ 종이컵 한가득 음료수를 담아서기저귀에 남김없이 다 부어줬어요.실제 소변이면 조금씩 텀이 있겠지만확실히 흡수력을 보기위해 쉬지않고 들이 붓기ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 55.85%"
"[ 음료를 다 부어준 후인데요.한컵 가득을 부어줬는데도 흡수가 쫙쫙 잘되더라구요부어준 곳말고는 다른곳으로 번지지도 않은거보니안에서 번지지않게 잘 잡아주나싶었어요 ], 긍정 텍스트 확률 : 98.41%"
"[ 위에 음료를 부어준 후에 바로 다시 이어서에요.총 초의 동영상인데요.첨에 바로 음료를 부어준지 초정도후에기저귀를 손가락으로 눌러줬을때는조금 묻어났고시간이 초정도 텀이고 길지않은데바로바로 흡수되니까 다시 기저귀를 만져볼 때마다묻어나는 양이 확실히 줄어든게 보였어요. ], 긍정 텍스트 확률 : 99.49%"
"[ 하기스 샘플링 이벤트로 제품을 무상 지원받아 작성된 후기입니다. 무상지원이지만 진짜 대만족❤ 리얼만족❤ ], 긍정 텍스트 확률 : 83.02%"
"[.월 일 오늘부터 주말인 일요일까지 양재센터에서 서울베이비페어인 서울맘아랑베이비페어가 열려요. ], 긍정 텍스트 확률 : 79.30%"
"[ .서울맘아랑베이비페어 서포터즈로 활동중이거든요..아침부터 우리 꼬마 일찍 등원시킨뒤 양재로 달려가서 서포터즈 명찰과 선착순 번호표], 긍정 텍스트 확률 : 69.90%"
"[ .이번에는 입장권주시면서 루솔의 쮸도 주시길래 냉큼 받아왔다지요. ], 긍정 텍스트 확률 : 57.97%"
"[ .층 안내데스크에서는 선착순 선물 교환권과현장이벤트 선물을 받을 수 있고요.행사장은 층이기에 층으로 ㄱㄱ ], 긍정 텍스트 확률 : 74.33%"
"[ .에스컬레이터를 타고 올라가보니 유모차 대여소가 있는 것을 볼 수 있었고요 ], 긍정 텍스트 확률 : 74.11%"
"[ .입구쪽에는 참가업체 리스트가 있어서 원하는 업체의 위치를 쉽게 찾아볼 수 있게 돼 있었어요. ], 긍정 텍스트 확률 : 85.87%"
"[ .역시 서울베이비페어 줄이 제법 길더라고요. ], 긍정 텍스트 확률 : 53.22%"
"[ .약간의 기다림끝에 시가되자 드디어 입장시작.입구쪽에누 리엔케이에서 뽑기 이벤트를 진행하고 있었는데요], 긍정 텍스트 확률 : 53.49%"
"[ .행사장으로 들어가보니 제일먼저 보이는 곳이 밀크엘레팡이었어요. 이곳에는 아기 이불을 판매중이었는데 너무귀엽더라고요. ], 긍정 텍스트 확률 : 93.33%"
"[ .루솔에서는 아이이유식을 판매중이었고요.. ], 긍정 텍스트 확률 : 83.61%"
"[ .브라이텍스에서는 카시트를], 긍정 텍스트 확률 : 54.84%"
"[잉글레시나에서는 유모차를 볼 수 있었다죠. ], 긍정 텍스트 확률 : 80.33%"
"[ .에이블유모카의 모습도 볼 수 있었는데 이 제품은 진짜 개인적으로 강추 ], 긍정 텍스트 확률 : 98.61%"
"[ .우리 꼬마가 타고있는 제품인데 이녀석 유모차는 안타도 이것은 타요.ㅎ ], 긍정 텍스트 확률 : 62.44%"
"[ .현대해상도 들어와 있어서 태아보험상담도 받을 수 있었고요 ], 긍정 텍스트 확률 : 76.35%"
"[ .슈너글 욕조와 페도라 유모차도 볼 수있었는데요], 긍정 텍스트 확률 : 65.98%"
"[ .그리고 페도라유모차는 보기만해도 튼튼 따뜻해보입디다. ], 긍정 텍스트 확률 : 89.51%"
"[ .그리고 친환경 프리미엄 방수패드도 판매하는것을 볼 수 있었고요 ], 긍정 텍스트 확률 : 81.82%"
"[ .아이숲에서는 아기 내의를 판매중이었는데 엄청귀엽더라고요. ], 긍정 텍스트 확률 : 97.72%"
"[ .잉글레시나에서는 디럭스 유모차가 전시돼 있었고], 긍정 텍스트 확률 : 73.05%"
"[ .베베라온오가닉에서는 예쁜 아이 외출복이 잔뜩 진열돼 있었습니다. ], 긍정 텍스트 확률 : 82.51%"
"[ .베이비유에서는 성장앨범 상담을 받을수 있었는데], 긍정 텍스트 확률 : 77.40%"
"[제 경험에 의하면 잘 고르면 베페만큼 성장앨범 저렴한 곳이 없어요. 저는 우리아이 성장앨범을 만삭에서 돌 두돌사진까지 만원대에 계약해서 정말 만족했었거든요. ], 긍정 텍스트 확률 : 97.43%"
"[ .에비씨더마에서는 스킨케어를 판매하고 있었고요], 긍정 텍스트 확률 : 62.31%"
"[폼포라웨건도 들어와 있었는데 그야말로 간지 좔좔 ], 긍정 텍스트 확률 : 70.79%"
"[ .둘다 제가 좋아하는 브랜드라죠. ㅎ ], 긍정 텍스트 확률 : 96.42%"
"[ .뻬그뻬레고에서는 유모차], 긍정 텍스트 확률 : 60.21%"
"[여기 기저귀 저렴하니 괜찮더라고요. ], 긍정 텍스트 확률 : 84.29%"
"[ .메르베베이비에서는 아기옷을 볼수있었는데 하나같이 아가아가한 것이 너무 예뻤습니다.♡ ], 긍정 텍스트 확률 : 56.42%"
"[ .행사장 가운데에는 카페테리아가 있어서 쉴수있게돼 있었고요 ], 긍정 텍스트 확률 : 68.38%"
"[ .블루래빗도 들어와있는데 우리 꼬마 돌쯤 여기 책 많이 가지고 놀았던지라 제품보고 있으니 옛날생각 나더라고요. ㅎㅎ ], 긍정 텍스트 확률 : 98.50%"
"[ .감성더하기도 들어와서 앨범 상담을 받을 수 있게돼있었어요. ], 긍정 텍스트 확률 : 68.09%"
"[ .베이비젠요요에서는 유모차와 리키트라이크가 진열돼있었는데 개인적으로 리키트라이크가 참 탐나더군요. ], 긍정 텍스트 확률 : 82.60%"
"[ .그 밖에도 네이쳐그레인에서는 아기 간식을 판매하는 것을 볼 수 있었고요 ], 긍정 텍스트 확률 : 78.50%"
"[ .나루애드에서는 각종 달다구리들을 ㅎ ], 긍정 텍스트 확률 : 61.13%"
"[ .베베코 매트에서는 매트와 범퍼침대가 진열돼 있더군요. ], 긍정 텍스트 확률 : 71.89%"
"[ .코트니홈도 들어와 있었는데 침구가 알록달록하니 너무 예뻤어요. ], 긍정 텍스트 확률 : 80.55%"
"[ .타이니러브와 훌라 장난감도 있었는데 훌라장난감이 정말 마성의 장난감이에요. 여기 팜트럭세트를 가지고 있는데 우리 꼬마가 장난감 들인지 년이 지난 지금도 좋아합니다. ㅎ ], 긍정 텍스트 확률 : 98.78%"
"[ .유팡도 볼 수있었는데], 긍정 텍스트 확률 : 75.64%"
"[유팡은 사랑이죠..우리 꼬마 분유먹일 때 유팡이 진짜 열일해줬거든요..이외에도 앙블랑부스에서는 부스인증과 인스타팔로우시 기저기샘플과 휴대용 물티슈를 증정하고요], 긍정 텍스트 확률 : 86.07%"
"[에디슨에서는 카톡친추시 우유홀더를 증정하고 있었습니다. ], 긍정 텍스트 확률 : 65.82%"
"[ .이렇게 쇼핑을 마친뒤 시반에 선착순 선물인 물티슈 한박스와 현장인증 이벤트에 참여해 물티슈팩을 받은저.그리고 서포팩까지 받아서 양손가득 무겁게 돌아갔답니다..서포팩과 떼샷은 서포팩포스팅에서 공개할께요..그리고 마지막으로 자차 이용하시는분들은 경차나 저공해차인경우 양재옆 양재시민의숲매헌역공영주차장 이용을 추천드려요. ], 긍정 텍스트 확률 : 72.41%"
"[산모수첩 지참시 물티슈증정 이벤트도 있으니 이벤트도 참여하고 득템도 하세요.. .?서울베이페어서울베이페어.?서울맘아랑베이비페어서울맘아랑베이비페어.?서울베페서울베페. ], 긍정 텍스트 확률 : 96.29%"
"[ 우리 유니도 하기스 모델 언니야처럼 예쁘게 헤어밴드 해보까??ㅋㅋㅋ아이고 예뻐♡신생아 때는 누워만 있으니 매일 천정만 바라보다생후 개월부터 뒤집기를 하니 더 넓은 세상을 보게 된 유니는 눈동자도 또렷해지고 사물을 빤히 쳐다보는 일이 많아졌는데요아기는 하루하루 다르게 부쩍 크는 것 같아요ㅠㅠ천천히 커도 되는데 ], 긍정 텍스트 확률 : 97.92%"
"[ 유니는 생후 개월 . 이기 때문에 최근 소형을 졸업하고 중형으로 갈아탔답니다ㅋㅋ무럭무럭 자라나고 있는 유니 ], 긍정 텍스트 확률 : 72.09%"
"[ 하기스를 사용하는 육아맘육아대디라면맘큐에 회원가입하고 할인쿠폰과 포인트 꼭 챙기셔요ㅎㅎ ], 긍정 텍스트 확률 : 93.48%"
"[ 이제 슈퍼프리미엄기저귀 하기스 네이처메이드 오가닉 코튼 커버 에 대해 자세히 알아볼게요 ], 긍정 텍스트 확률 : 70.51%"
"[ 저는 기저귀를 살펴볼 때허리밴드 와흡수력 을 집중적으로 살펴보는데요위에 큰 아이가 있음 느끼실텐데 아이들은 많이 먹고 나면 배가 뽈록해지지만 소화가 되거나 응가를 하고 나면 홀쭉해지는걸.....저는 보았습니다ㅋㅋㅋ그래서허리밴드가 촥 감기면서 잘 늘어나는지신축성 을 함께 보고 있어요], 긍정 텍스트 확률 : 90.70%"
"[ 끼야오 발가락을 꼼지락꼼지락우리 유니 기저귀 갈고 나니 기부니가 좋아요 ], 긍정 텍스트 확률 : 78.35%"
"[ 해맑게 웃으며 발차기도 하고 탐구생활이 시작되었어요ㅋㅋㅋ ], 긍정 텍스트 확률 : 79.89%"
"[기타 흡수층은 스웨덴과 덴마크산 이래요그리고안 커버에 시어버터 함유 로션처리 가 되어 있어서아기 피부까지 보호해주니 너무너무 좋으네요 ], 긍정 텍스트 확률 : 92.51%"
"[화장솜 개 에요하기스기저귀에 커피 를 부은 후 초 기다렸다고 화장솜으로 슥삭슥삭 해보겠습니다 ], 긍정 텍스트 확률 : 92.37%"
"[ 커피가 흡수가 되면서 화장솜에도 진짜 적은 양만 묻어나왔는데요바로바로 흡수되는걸 확인 해볼 수 있으니 안심하고 믿고 사용할 수 있겠더라고요ㅎ ], 긍정 텍스트 확률 : 98.00%"
"[ 우리 사랑둥이 유니도 기부니가 좋은지 오늘 많이 보채지도 않고 너무 재미나게 놀고 있네요 ], 긍정 텍스트 확률 : 93.05%"
"[ 하기스 샘플링 이벤트로 제품을 무상 지원받아 작성된 후기입니다. ], 긍정 텍스트 확률 : 51.85%"
"[청담동기저귀로 알려진바베파파 벨라베이비해피 기저귀 ♡신생아 때 한번 사용해보고흡수력이 참 좋았던 기억이 있는데], 긍정 텍스트 확률 : 92.39%"
"[ 업그레이드 됐다고 해서 궁금한 마음에얼마나 더 좋아졌을지 기대하며이번에 다시 사용해보게 되었다 ㅎㅎ ], 긍정 텍스트 확률 : 99.01%"
"[ 청담동 유명 산후조리원에서 사용한다는일명 청담동기저귀 벨라베이비해피기저귀는 아기 피부에 하루종일 닿는 것이니 만큼안전하고 믿을 수 있는 제품을 사용하고 싶은데], 긍정 텍스트 확률 : 86.67%"
"[ 기저귀 사이즈는 단계부터 단계까지총 단계로 세분화되어 있어서아기에게 딱 맞는 사이즈를 고를 수 있는 장점다르게 말하면 사이즈를 선택할 때엄청난 고민이 따른다는 말씀 ㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 50.05%"
"[ 옆으로 절취선이 있어한장씩 뽑아 쓰기도 편하게 되어 있다단계 맥시플러스는 한 팩에 매ㅋㅋㅋㅋㅋ 여지껏 사용해본 대형 기저귀 중에가장 많은 양이 아닌가 싶다 ㅋㅋ], 긍정 텍스트 확률 : 91.16%"
"[ 벨라베이비해피 아기기저귀를 꺼내 보면귀여운 코끼리 캐릭터가 보인다 그리고 눈에 띄는 것 소변줄이 없어 ㅋㅋ단계에는 있는 걸로 되어 있는데단계부터는 소변알림줄이 없다 하지만 이제는 눈으로 보고도 알 수 있는 경지라ㅋㅋㅋㅋㅋㅋㅋ 큰 불편함없이 사용할 수 있음 ], 긍정 텍스트 확률 : 73.36%"
