"[땀과 열이 정말 많은 우리 둘째 소다미. 요즘 굉장히 잘먹고 살이 더 포동포동하게 올라오고], 긍정 텍스트 확률 : 99.69%"
"[ 기저귀 발진 걱정을 덜어줘요...... ......? 본문 이미지레그밴딩 높이도 가장 높게 설계되서활동량이 많은 아이가 입어도샘걱정없이 입을 수 있습니다 ...... ......? 본문 이미지너무 얇고 슬림해서 흡수력이 안좋으면 어쩌나 생각했는데피부에 닿기전에 빠르게 흡수되서보송보송한 엉덩이를 유지시켜준다고해요 . ....?흡수력 테스트콜라를 부어줬는데바로바로 흡수하더라구요...... ......? 본문 이미지사용 후엔 후처리 테이프로 깔끔하게뒷처리할 수 있어요 가벼운 슬림함에 부드럽고 흡수력까지 만족시키는슈퍼대디 리얼슬림으로여름을 시원하게 보내세요시크릿데이 공식몰 하트박스에서슈퍼대디 기저귀를만나보실수 있어요...... ..?.... 본문 이미지 슈퍼대디슈퍼대디 리얼소프트 팬티밴드 기저귀 팩 오후 시당일출고 년의 고민이 탄생시킨 세상에 없던 부드러움 ], 긍정 텍스트 확률 : 94.85%"
"[염소화페놀류 외 개 항목이 넘는 유해성분 불검출되었다고 하네요 ], 긍정 텍스트 확률 : 64.37%"
"[ .앙증맞은 펭귄이 아기를 쫓아다니면서 사진을 찍어주고 있는 그림이네요 ㅋㅋㅋ 꼭 엄마들과 똑같은게 찔리네요 특히 몸매가... ㅋㅋㅋㅋㅋ. .?팬티기저귀팬티기저귀], 긍정 텍스트 확률 : 56.24%"
"[ .?기저귀추천기저귀추천], 긍정 텍스트 확률 : 87.93%"
"[ .?미스터펭미스터펭.?미스터펭매직슬림미스터펭매직슬림.?미스터펭기저귀미스터펭기저귀.?여름기저귀여름기저귀.?여름기저귀추천여름기저귀추천], 긍정 텍스트 확률 : 87.93%"
"[ .윗부분을 지퍼열듯이 뜯어주면 촘촘하게 기저귀가 잘 들어있습니다국내 인체 피부 평가 전문기관에 피부 자극 테스트를 의뢰하여 피부 반응이 관찰되지 않아 안전한 제품으로 판정받은 미스터펭 기저귀입니다 ], 긍정 텍스트 확률 : 91.73%"
"[ .꺼내보니 기저귀에도 귀요미 펭귄그림이 있네요 딱꺼내자마자 드는 생각은 얇고 가볍다하는것이었어요 미스터펭 기저귀는 자사 실험실에서 연구원들이 매주 검사를 시행한다고 해요 더 안전한 제품 관리를 위해 끊임없이 노력하는 기본에 충실한 미스터펭의 생각이 참 맘에 듭니다.], 긍정 텍스트 확률 : 70.02%"
"[ .앞면에는 소변 알림선이 있고 뒷면에는 뒤처리테이프 있습니다.], 긍정 텍스트 확률 : 58.37%"
"[ .기존 제품보다 더 촘촘하고 섬세해진 허리밴딩으로 부드럽고 편안함을 줄 수 있을 것 같아요], 긍정 텍스트 확률 : 69.41%"
"[ .원스텝으로 한 번], 긍정 텍스트 확률 : 53.93%"
"[ .화면에 느껴지실지 모르겠는데 우엉차를 붓는 순간부터 싸아 퍼져 나가면서 스며드는게 느껴져요 신기함 ], 긍정 텍스트 확률 : 61.28%"
"[ 저녁에 샤워하고 나서 미스터펭 기저귀로 바꿔줬어요 귀여운 펭귄모양 때문인지 엄청 좋아하네요], 긍정 텍스트 확률 : 91.81%"
"[ 다 꺼내고나니 뭔가 뿌듯한 모양입니다. 짜잔 하고 소리치며 포즈까지 취해줍니다. 더 야무진 포즈였는데 엄마가 깔깔거리느라 셔터가 늦어졌네요 아쉽 ㅠㅠ], 긍정 텍스트 확률 : 82.70%"
"[ 빅사이즈 갤 키로 남아 아주 잘 맞고요 편안해 보입니다.], 긍정 텍스트 확률 : 50.72%"
"[ .허리밴드도 잘 늘어나서 아이스스로 벗고 입을수 있어서 참 편해요. 슈퍼대디 기저귀도 괜찮았는데 이렇게 업그레이드도 하고 더더욱 좋아졌어요 슬림해지고 흡수력도 좋아지고 아이한테 잘 맞는 사이즈도 아주 딱입니다. 새로나온 슈퍼대디 미스터펭 기저귀 추천합니다. ....... ], 긍정 텍스트 확률 : 99.74%"
"[.안녕하세요 민사임당입니다. .개월 아기를 키우다보니 .현재 제일많이 사야하는 제품이.기저귀랑 분유가 아닌가 싶어요..먹는양에 따라서 또 기저귀도 .많이 나가기때문에.두가지 상품은 비례가 되는거 같은데요 ..개월수나 몸무게에 비해.허벅지가 얇은지 샘현상으로 고생하는.저를 위해 또팬티기저귀 추천 받아.가져왔습니다...항상 느끼는거지만 . 는 너무 좋은거같아요..요 제품이 윌리엄과 벤틀리도 입는다더라구요.조카가 슈퍼맨이돌아왔다를.자주 봐서 저도 보게되던데 .보게되니 귀욤귀염한 벤틀리도.프리미엄 기저귀 리얼소프트에.반했다고 하니.울아들도 사용해보는거죠 ㅋㅋ.믿고쓰는 슈퍼대디 ], 긍정 텍스트 확률 : 99.20%"
"[ ..슈퍼대드는 소중한 우리 아이가 .건강하고 행복하게 자랄 수 있도록 .최우선으로 안전을 생각하고 .끊임없이 노력한다고 해서..울아들 기저귀로 잘 사용하는 .육아용품 전문 브랜드에요...진짜 .팬티기저귀 추천 해요.], 긍정 텍스트 확률 : 99.97%"
"[ ..이번에 만난 리얼소프트 슈퍼대디.팬티기저귀 추천 하는 이유는.가지의 장점이 있다고 생각했기때문인데요...기저귀 또한 아이들의 허벅지 싸이즈나.신체구조에 따라 다를 수 있지만.저는 가지가 너무 좋다라구요..우선 첫째로는 흡수력.새지 않아서 좋았어요 ..둘째로는 부드러움..셋째로는 통기성 인데요..하나씩 다시 설명해드리도록할께요 ..], 긍정 텍스트 확률 : 98.32%"
"[ ..제가 말했던 부드러움은.바로 이 시스템 때문인데요 ..리얼 소프트 시스템이랍니다. .이게 뭐냐면 아기의 움직임과 .신체에 따라서 최적 설계가 되어.엉덩이뿐만아니라 피부에 .닿는 모든 면을 부드럽게 감싸주는데.실제로 만져보신분들은 아시겠지만.진짜 부들부들해요.거기다 잘 늘어서.배에 자국같은게 안생겨 너무 좋았어요... ], 긍정 텍스트 확률 : 55.68%"
"[ ..기저귀에도 슈퍼대디 리얼소프트의.특징을 잘 적어놔주셔서 .따로 찾아보지 않아도 확인이 가능해요.아 이런 특징이 있구나 하구요 ㅋㅋ..실제로 저는 미스터팽이랑 다음으로.슈퍼대디 리얼소프트 기저귀도 사용해봤는데요.둘다 너무 좋지만 개인적으로 .사용했을때 울아들한테는 리얼소프트가 .더 잘 맞는거 같더라구요. ... ], 긍정 텍스트 확률 : 80.71%"
"[ ..앞서 말했던 리얼소프트 시스템이에요 .그리고 제가 허리자국도 안난다고 .위에 언급했는데 .그이유가 있었더라구요. .플랫 허리밴딩이라고 .신기술 초음파 가공방식으로 .만들어진거라는데요. .활동적인 울아들한테 딱인게.자국도 안나고.새지도 않아요.간혹 엉덩이골을 타고 새는기저귀도 있었는데..팬티기저귀 추천 하는이유가 또.여기서 나오네요 ㅋㅋ.허리밴딩 너무 좋습니다. ..특히 활동적인 남자아이들한테 최고... ], 긍정 텍스트 확률 : 99.99%"
"[ .소변줄 모양도 노란색으로.세줄되어있죠 ㅋㅋ .가득가득 오줌을 싸게되면.파란색으로 바뀐답니다. ㅋㅋㅋ..그리고 밤이지나 아침이 되면.얼마나 묵직한지 소변을 .많이봤음을 알 수 있는데요 ..슈퍼소닉 드라이기능으로 를 흡수.하고도 뽀송뽀송함을 유지해줘 .아침에도 아들이 칭얼거리진 않아요..간혹 배고프지않은데 찡얼거리면.아래가 축축하니 불편해서 그런거 .같아 기저귀 갈아주면 기분좋게 .웃더라구요 ㅋㅋ..근데 슈퍼대디 리얼소프트는.그런 신호를 보내지 않아.제가 만져보고 묵직하면 갈아준답니다. ... ], 긍정 텍스트 확률 : 83.66%"
"[ ..엉덩이 부분에 곰돌이.너무 귀엽지 않나요?.기저귀 표지에 있는 곰돌이가.팬티기저귀 엉덩이에도 딱 있더라구요 ㅋㅋ... ], 긍정 텍스트 확률 : 87.27%"
"[ ..셔링이 잘잡혀있어서 잘 늘어나고.양쪽 다리 부분이랑 허리밴드부분 둘다.자국이 나지 않아서 좋더라구요..셔링도 잡혀있는데 우선 너무 부드럽고.중샘방지가 있어서.슈퍼소닉 드라이기능으로 흡수력도 좋은데.샘방지도 중이니 ㅋㅋ ..왜 이 기저귀는 샘이 없는지 알겠더라구요.. ], 긍정 텍스트 확률 : 61.80%"
"[ ..중샘방지와 엄청 잘 늘어남을 .보여드리고 싶은데 저의 손이 작은편이라.이쁘게 안나오더라구요 ㅋㅋㅋㅋ... ], 긍정 텍스트 확률 : 90.36%"
"[ ..목욕하고 나오는 아들을 위해.준비해놨답니다 ㅋㅋㅋ..주말은 남편이 아들을 씻기고 기저귀채우고.해주는데요 ㅋㅋㅋㅋㅋ..씻고있는 아들과 씻겨주는 남편.그동안 저는 분유를 타고 이렇게 준비를 .해놓는답니다. ㅋㅋㅋ. ], 긍정 텍스트 확률 : 88.63%"
"[ ..좍좍 늘어나는거 보시죠?.소재도 부드럽고 .통기성도 좋아 팬티기저귀 추천 합니다. ㅋㅋ..안전성 검사에도 모두 적합 판정을 받았기때문에.믿고 갑니다. ㅋㅋ ... ], 긍정 텍스트 확률 : 88.53%"
"[ ..식품의약안전처 국민청원안전검사제 결과.형광증백제], 긍정 텍스트 확률 : 63.85%"
"[염소화페놀류 등 개.항목 모두 적합 판정을 받았어요. .], 긍정 텍스트 확률 : 57.45%"
"[염소화페놀류 등.국가 공인 인증시험에 성분검사를 위뢰해서 .유해성분 불검출 나왔으니 믿어야쥬?..피부 자극 테스트도 오나료되었고.위생과 안전을 위한 자사 실험실도 완비되어있어.항상 좋은 제품을 .기본에 충실하게 만들고 노력하니 ..슈퍼대디 찬양합니다 ... ], 긍정 텍스트 확률 : 79.25%"
"[ ..특히나 고민이었던 샘방지를.해결해줘서 이번 리얼소프트를 .더더더 찬양하는거 같아요 ㅋㅋㅋ..아참], 긍정 텍스트 확률 : 93.22%"
"[ ..기저귀 갈아주는 도중에 자꾸 .탈출하는 아들입니다. .로션발라주고 남편이.기저귀 착용하는데.몸을 뒤집어서 왜이렇게 기어가는지.남자아이들은 역시 체력도 쩔지만.가만히 안있는거같아요..그래서 더더욱 필요하고 .요즘 잘쓰고 있기에 .팬티기저귀 추천 합니다.], 긍정 텍스트 확률 : 96.81%"
"[ ..울아들 앉아있는 모습이네요 .옆에 다리와 닿는 부분에 기저귀 재질이.굉장히 부드럽고 얇아보이죠?.잘 늘어나기도 하지만 새지도 않고.부드러운데 통기성까지 좋아서 .지금 너무 만족하고잇어요 .. ], 긍정 텍스트 확률 : 99.23%"
"[ .. 새지않아서 좋았어요 .슈퍼소닉 드라이중 샘방지 덕분에... 부드러움.앱솔루트 소프트 시트와 리얼소포트 시스템.기저귀가 전체적으로 다 부드러워요... 통기성.시트와 플랫 허리밴딩.특히나 플랫허리밴딩이.신기술인 초음파 가공방식으로 만들어져.부드럽기도 하지만 움직임을 도와주고.재질이 얇고 통기성 또한.놓치지 않았음을 보여주더라구요..실제적으로 통기성이 좋았기에.빨게지지않고 보송함을 유지해준거 같아요.날씨가 서늘해져서 일수도있지만.워낙 움직임이 많고 열이많은아이라.지금의 날씨에도 발진나서 .벗겨놓은적도 있는데 .지금 사용하고 있는 주동안 .그런경우가 없어서 너무 안심하고 .사용중이랍니다], 긍정 텍스트 확률 : 99.59%"
"[ .슈퍼대디 리얼소프트는 .슈퍼대디 공식 하트박스몰에서 .구입이 가능한데요 .하트박스몰은 슈퍼대디뿐만 아니라.다양한 생활용품이 있으니.한번 구경해보세요..중원몰만의 특별한 할인부터 적립혜택 이벤트.까지 가득가득 하트박스몰에서 .만나볼 수 있으니까요..제품 패키지 옆면에 하트포인트 인쇄된거.있는데요 그거 모으면 적립금으로.교환도 가능하다니 ㅋㅋㅋ .한번 모아보도록 해야겠어요.하트포인트 장 장.. ], 긍정 텍스트 확률 : 84.39%"
"[ .매달 첫째주 목요일 하트박스에서.추첨을 통해 명에게 .무료로 시크릿데이 신제품 샘플도 .나눠준다고 하더라구요 ㅋㅋ..▼▼▼. ], 긍정 텍스트 확률 : 50.63%"
"[ . .?팬티기저귀추천팬티기저귀추천.?슈퍼대디슈퍼대디.?슈퍼대디리얼소프트슈퍼대디리얼소프트. .?기저귀기저귀.?기저귀추천기저귀추천.?발진에좋은기저귀발진에좋은기저귀. .?부드러운기저귀부드러운기저귀 ], 긍정 텍스트 확률 : 97.76%"
"[.아기들에게는 더욱 힘든 더위..특히 기저귀를 차고 있다 보니 배부터 다리까지 빨긋빨긋 땀띠가 올라오더라고요. .슬림함을 자랑하는 여름기저귀를 고민하다가 최근 뒹굴뒹굴 굴러다니는 쪼꼬미라 팬티기저귀를 입혀보았네요. ], 긍정 텍스트 확률 : 74.53%"
"[ ..리얼슬림으로 굉장히 가벼운 팬티기저귀로 이번에 출시된 썸머기저귀에요. ......... ], 긍정 텍스트 확률 : 97.14%"
"[ ..베페에서 출산 전 슈퍼대디 기저귀를 샘플링으로 사용해본 적이 있었는데], 긍정 텍스트 확률 : 60.73%"
"[좋았거든요. .쪼꼬미의 첫 팬티기저귀로 낙점......... ], 긍정 텍스트 확률 : 69.46%"
"[.아기용품은 특히 먹고 피부에 직접 닿고 시간 차고 있는 기저귀는 더더욱 엄마들이 민감하게 따져볼 수 밖에 없는 품목이지요. ........ ], 긍정 텍스트 확률 : 53.47%"
"[ ..입힐 때는 팬티처럼 입히고], 긍정 텍스트 확률 : 57.70%"
"[벗을 때는 양 쪽 옆 부분을 뜯을 수 있게 되어 있어요. .요즘 손가락이 마디마디 너무 아파서 힘을 잘 못 주고 일상생활에도 지장이 있을 정도인데], 긍정 텍스트 확률 : 75.05%"
"[ ..가방처럼 얇은 끈이 달려있어서 이 채로 들고 가도 좋을 것 같아요. 자체 무게도 정말 가벼워서 들었는데 든 것 같지 않은 느낌이 들 정도. .무게감 느껴지지 않아서 어디다 두고 잊을 수 있으니 두고 오지 않게 정신차려야 하는 건 옵션입니다 ㅋㅋ.디자인도 깔끔귀욤이라 들고 다녀도 부끄럽지 않겠어요. ........ ], 긍정 텍스트 확률 : 81.26%"
"[ ..웟 면에 점선으로 되어 있어서 리얼슬림 아래 라인 보이시나요? 뜯어줍니다. .. ], 긍정 텍스트 확률 : 71.92%"
"[.가볍고 엠보싱같은 폭신한 두께감이 느껴져요. ...... ], 긍정 텍스트 확률 : 81.42%"
"[ ..그냥 봤을 때는 이게 많이 얇은 건가 싶었어요..정말 가벼웠지만 부피감이 좀 느껴졌거든요. .아기한테 입혀도 뭔가 폭신폭신 엠보가 있는 느낌이라서 처음 입혀보는 팬티기저귀인지라], 긍정 텍스트 확률 : 77.02%"
"[.슈퍼슬림이 조금 더 얇은 것 같죠?... ], 긍정 텍스트 확률 : 56.63%"
"[ ..자면서 요즘 뒤집고 자고 기저귀 갈아줄 때도 자꾸 뒤집는데], 긍정 텍스트 확률 : 94.10%"
"[ ..요 정도. .착용하기 전부터 버릴 때까지 슬림한 슈퍼대디 기저귀로 여름기저귀 준비하셔요. .... ], 긍정 텍스트 확률 : 70.80%"
"[ .. ....에서 하트를 모으면 적립금을 받을 수 있어요. 할인], 긍정 텍스트 확률 : 69.59%"
"[슈퍼맨이 돌아왔다에서 나오는귀요미들], 긍정 텍스트 확률 : 55.31%"
"[ 안전 브랜드 대상 수상 등등그야말로 안전함에 있어서는 최고라는 생각이 들었어요.아기가 사용하는 제품을 선택할 때는가장 우선순위가 얼마나 안전한가인 것 같은데슈퍼대디는 그런점에서기저귀 선택 프리패스감 이 아닐까 싶어요.자], 긍정 텍스트 확률 : 92.34%"
"[염소화페놀류 등등 개 항목이.넘는유해성분이 모두 불.검.출 ..그리고 국내 인체 피부 평가 전문기관에.피부 자극 테스트를 의뢰하여.피부 반응이 관찰되지 않은. 안전한 제품으로 판정된.안전한 팬티 기저귀랍니다. ], 긍정 텍스트 확률 : 54.63%"
"[ 디자인부터 너무 귀여운거 아닌가요?아기들이 좋아할만한 곰돌이 그림에알록달록한 파스텔톤 색감이제 마음에도 쏙 들었어요. ], 긍정 텍스트 확률 : 89.28%"
"[ 샘방지 가드가 이중으로 되어있어옆 샘 차단도 완벽하게 해주지만허벅지가 통통한 아기들에게도잘 맞게 설계되어 있어요특히 중 샘방지 가드 덕분에밤새 뒤척이며 자는동안에도샐 염려가 없어 편하게 사용이 가능했어요. ], 긍정 텍스트 확률 : 92.72%"
