"[.안녕하세요..쩡수연이 쭈누짜누엄마입니다..명의 아이를 키우면서.대 정도의 유모차를 실사용해보면서.나름 자칭 유모차전문가가 된것 같아요.. ], 긍정 텍스트 확률 : 85.12%"
"[ 다이치 앨리 유모차를 두번째로 사용한 곳은 역시 추석연휴에 다녀온 파주의 프리미엄 아울렛이었답니다 연휴이기도 하고 주말이기도 해서 그런지 사람이 엄청 많더라고요 ㅠㅠㅋㅋ 아무래도 디럭스보다는 절충형인 다이치 앨리는 부피가 적기 때문에 많은 인파 속에서 유모차를 끌고 다닐때 좀 수월했던 부분이 있었어요 ], 긍정 텍스트 확률 : 68.90%"
"[그래도 바퀴가 디럭스처럼 만들어져있어서 휴대용보다는 사이즈가 크긴해요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 59.03%"
"[ 역시나 이날도 피곤했는지 다이치 앨리에서 꿀잠을 잔 대람이랍니다 ㅎㅎ 아무리 피곤해도 유모차에서는 쉽게 자는 편이 아니었는데], 긍정 텍스트 확률 : 57.27%"
"[그렇게 하다보니까 필요한 물건 꺼낼 때 한참 시간이 걸려서 남편이 엄청 불만이었거든요 ㅠㅠ 그런데 정리함은 한눈에 물건이 보일 정도로 널찍해서 맘에들어요 ㅎㅎ ], 긍정 텍스트 확률 : 58.29%"
"[갈때마다 새로워서 매번 나들이겸해서 가고 있거든요 ㅎㅎ 특히 이번에는 송도에서 하길래 송도로 드라이브차 가보기로 했어요이번 인천 유교전에도 다이치 부스가 있더라고요 다이치에서 나온 카시트], 긍정 텍스트 확률 : 93.32%"
"[아기띠는 물론 앨리 유모차도 만날 수 있었답니다 ㅋㅋㅋ 지나가면서 앨리 색상에 대해서 오빠랑 이야기하고 있었는데요], 긍정 텍스트 확률 : 85.43%"
"[스텝분이 저희 유모차 보시고 쓰고 계시네요라고 하셔서 뭔가 뿌듯하게 웃으면 왔네요 ㅎㅎ 색상은 개인의 취향이겠지만 사실 네가지 색상이 다 예쁘긴한데], 긍정 텍스트 확률 : 75.70%"
"[악세서리인 유모차 정리함이랑 가방걸이까지 쓰니깐 저희가 사는 물품들은 충분히 들고 이동할 수 있었답니다 ㅎㅎ 덕분에 성공적으로 유교전까지 보고 왔지요 ], 긍정 텍스트 확률 : 96.45%"
"[ ..요즘 우리 둘째 태우고 자주 외출하고 있는.?다이치루이유모차앨리다이치루이유모차앨리.둘째를 낳고 신생아때부터 외출이 잦아져 디럭스유모차 구입할까 싶었는데.어쨋든 디럭스유모차는 사용시기가 한정되어 망설여졌거든요.다이치루이유모차앨리는.?하이엔드절충형유모차하이엔드절충형유모차 지만.디럭스급의 안정감과 핸들링 때문에 사용하며 너무 만족하고 있어요........ ], 긍정 텍스트 확률 : 84.78%"
"[ ...다이치루이유모차앨리에 태우고 외출 준비 끝냈어요.워낙에 승차감이 좋다보니까 등센서 작동중인 우리 둘째도 잘 누워있고.양대면이 가능해서 엄마얼굴 보고 웃느라 외출할때 정말 편하더라구요.......... ], 긍정 텍스트 확률 : 99.26%"
"[단계 높이조절이 가능한 핸들이에요.신랑과 제 키차이가 조금 있다보니까 핸들 높이 조절이 매번 달라지는데.한손으로 쉽게 높이 조절을 할 수 있어서 누가 사용하든 편하게 사용할 수 있어요........ ], 긍정 텍스트 확률 : 93.35%"
"[ ...최대 키로 까지 수납이 가능한 대용량 바스켓은 마트갈때 아주 유용하게 사용됩니다.요즘 어느 마트든 봉지를 주지 않아 매번 불편했는데.바스켓이 많은 짐을 실을 수 있어 정말 좋더라구요......... ], 긍정 텍스트 확률 : 69.84%"
"[ ...보이는 시트의 손잡이를 위로 올려 양대면 변경이 가능해요.양대면이 손쉽기 때문에 때에 따라 외출 했을때 빠르게 바꿔가며 사용할 수 있고.유모차커버를 씌워도 걸림이 없어 전 너무 좋더라구요......... ], 긍정 텍스트 확률 : 82.82%"
"[ ...함께 포함된 신생아이너시트는 양면으로 사용할 수 있어 계절 상관이 없고.뒷면은 매쉬소재라 따로 쿨시트를 구매하지 않아 좋아요.그리고 어느정도의 푹신함을 느낄 수 있기 때문에.신생아를 태워도 안심 할 수 있답니다......... ], 긍정 텍스트 확률 : 86.01%"
"[ ...바람이 약간 불어 우리 둘째 잠바를 입혔는데 바지는 입히지 않아도 걱정없어요.뛰어난 통기성과 보온성의 풋머프가 바람도 막아주거든요.이 풋머프는 온도와 습도 조절기능이 있어 부드럽고.통기성 좋은 안감을 사용하여 아이가 추운날씨에도.따뜻하고 편안하게 이동이 가능해요.사이즈도 넓어서 아이가 어느정도 커도 사용할 수 있겠더라구요........ ], 긍정 텍스트 확률 : 93.94%"
"[ ...쾌적한 외출을 도와주는 단계 풀 캐노피는 아이가 잠들었을때 편하게 사용할 수 있어요.햇빛을 완벽하게 차단시켜주니까 자외선 걱정도 없고.잠들었을때도 최대한 캐노피를 확장시켜 사용하면 아이도 오래 자더라구요........ ], 긍정 텍스트 확률 : 89.94%"
"[ ...그리고 이 캐노피는 생활방수기능이 있기때문에.외출했을때 갑자기 내리는 적은 비는 쉽게 피할 수 있어서 안심이에요.잠깐 첫째 아이 등하원시킬때 갑자기 소나기가 내릴 수도 있는데.캐노피를 내려주면 우리 둘째는 안전하답니다........... ], 긍정 텍스트 확률 : 98.56%"
"[ ...터치 한번으로 양쪽 바퀴를 동시에 걸 수 있는 원터치브레이크.외출시 돌발상황에서도 정확하고 안정적이게 고정해줘서 좋아요........ ], 긍정 텍스트 확률 : 74.53%"
"[ ...눈 말똥말똥그래도 너무 잘 누워 있어요.승차감이 그만큼 좋기 때문에.?신생아유모차신생아유모차 로 정말 추천하고 싶어요.주행자도 부드러워 좋지만 아이까지 편하게 잘 누워 있으니 만족스럽더라구요.......... ], 긍정 텍스트 확률 : 99.73%"
"[ ...아이의 머리와 척추를 안정적으로 받쳐주도록 디자인된 인체공학적 시트로.누워있을때는 침대와 같은 안락함을], 긍정 텍스트 확률 : 68.99%"
"[전방보기 마주보기 상태에서도 폴딩이 가능한점.이게 바로 제가 다이치.?유모차추천유모차추천 을 하는 이유에요.아기와 신랑없이 둘이 외출하는 경우 폴딩할때 어려움이 가장 컸는데.한손으로 버튼을 눌러 쉽게 폴딩이 가능하고.손잡이가 있어 한 손으로 들고 다니기도 편하더라구요.......... ], 긍정 텍스트 확률 : 89.02%"
"[ ...아이를 태우고 내릴때는 도 회전되는 안전바가 있기 때문에.훨씬 더 편하고 빠르게 아이를 승하차 시킬 수 있어요......... ], 긍정 텍스트 확률 : 64.33%"
"[ .?국민유모차국민유모차 라고 하는지 알겠더라구요.부드러운 핸들링부터 대형바퀴까지 따로 디럭스유모차를 구입하지 않아도.안정감 있게 아기를 태울 수 있어서 꼭 추천하고 싶어요......... ], 긍정 텍스트 확률 : 69.89%"
"[아기띠로도 알뜰하게 사용중인 브랜드], 긍정 텍스트 확률 : 55.74%"
"[ 다이치는 국민카시트로 유명한 브랜드죠? 다이치가 카시트에 이어 아기띠를 출시하더니], 긍정 텍스트 확률 : 62.99%"
"[이번에는 유모차까지 출시했네요.사용해보니 유모차도 국민유모차 각 저는 현재 다이치 아기띠 이용 중인데요. 예쁜데다 엄마아빠가 사용하기에도], 긍정 텍스트 확률 : 55.21%"
"[ 박스를 열어 부품을 하나하나 펼쳐봤어요. 벌써부터 관심가지는 우리 아기. 우리집 야옹이들 하니듀이도 이게뭔가 기웃기웃 했구요.색상은 크롬과 샌드 브라운], 긍정 텍스트 확률 : 71.98%"
"[저도 참여할까봐요 ], 긍정 텍스트 확률 : 65.85%"
"[ 우선 메인 부품을 펼쳐 놓았어요. 이제 조립을 시작할까나 ], 긍정 텍스트 확률 : 72.57%"
"[폭신폭신하니 착용감 좋아보여 돌 된 우리아기도 쓰기로 했네요. ], 긍정 텍스트 확률 : 97.65%"
"[ 개로 분리된 벨트라 아기몸을 더욱 탄탄하게 안전하게 지켜주기도 했어요.개인적으로 여러 유모차와 카시트를 쓰며 다양한 벨트를 경험했는데요. 요로코롬 개로 분리된 벨트가 우리 아기에게는 안성맞춤이더라구요.쉽게 풀리지 않고], 긍정 텍스트 확률 : 94.95%"
"[ 안전바도 장착해줬어요. 도 회전할 수 있어 쉽고 빠르게 아이를 승하차 시킬 수 있다고 하네요. ], 긍정 텍스트 확률 : 59.72%"
"[ 마지막으로], 긍정 텍스트 확률 : 85.65%"
"[ 그렇게 모든 조립 완성 울아기 조립 끝난 다이치 유모차에 폭발적인 관심을 보였네요.요거 밖으로 끌고 나가기 전날까지 집안에서 타고 놀기도 했답니다.어찌나 좋아하던지], 긍정 텍스트 확률 : 62.80%"
"[ 핸들 중앙 버튼을 누르면 높이를 조절할 수 있답니다. 한 손으로도 조절 가능해 사용하기 참 편리했네요.단계는 총 단계로 조절할 수 있구요. 덕분에 저랑 신랑은 각각 다른 높이로 각자의 키에 맞게 편안하게 사용 중이에요. ], 긍정 텍스트 확률 : 85.82%"
"[앉아있을 때는 내려줘서 바르고 편한 자세를 유지할 수 있도록 도와주더라구요. ], 긍정 텍스트 확률 : 50.42%"
"[ 리클라이닝도 최대 도까지], 긍정 텍스트 확률 : 54.56%"
"[단계 각도 조절이 가능했답니다.유모차로 산책하다보면 아가가 잠들 때가 있잖아요. 그때 편안하게 잘 수 있도록 등받이를 쭉 내려주면 좋은데], 긍정 텍스트 확률 : 60.81%"
"[ 요건 등받이 내릴 때 걸리는 느낌없이 부드럽게 작동할 수 있어 아기 잠 깨우지 않고도 각도를 조절할 수 있겠더라구요.그리고 신생아인 경우에는 특히], 긍정 텍스트 확률 : 50.70%"
"[반듯하게 눕히는게 중요하잖아요.도까지 단계 조절할 수 있으니 신생아 때부터도 알뜰하게 잘 이용할 수 있을 듯보였어요. ], 긍정 텍스트 확률 : 78.17%"
"[ 원터치 브레이크라 터치 한 번으로 양쪽 바퀴를 동시에 잠글 수 있기도 했네요. ], 긍정 텍스트 확률 : 76.30%"
"[ 그리고], 긍정 텍스트 확률 : 70.21%"
"[개인적으로 아주아주 마음에 들었던 바퀴 요 바퀴 엄청 컸어요.제가 현재 이용중인 디럭스 유모차도 바퀴가 이렇게 크지는 않거든요.뒷바퀴 인치], 긍정 텍스트 확률 : 91.52%"
"[ 적극적으로 관심을 보이던 울 아기. 조립 끝나자마자 바로 쓱 태워줘봤답니다.너무 좋아했고], 긍정 텍스트 확률 : 87.63%"
"[마치 언제나 타왔던 것처럼 아주 편안하게 앉았네요.어찌나 좋아하던지 집에 요거 둔 동안 제 손을 잡고 다이치 유모차 앞으로 걸어가 발 올리며 태워달라고 몇 번이나 조르기도 했어요. 귀엽...그래서 하루동안 밖에 나가지 않고 유모차에 앉히고 놀아줬네요. ], 긍정 텍스트 확률 : 94.27%"
"[ 밖에서 타고 다녔는데 전방보기일 때도], 긍정 텍스트 확률 : 58.40%"
"[ 혹시 아기띠가 필요할 때를 대비해], 긍정 텍스트 확률 : 52.57%"
"[장 볼 때 쏠쏠하게 이용할 수 있을 것 같아요. 또 기저귀가방 엄청 무겁고 크잖아요.써보니 아기띠기저귀가방까지 모두 수납이 가능하더라구요. 덕분에 절충형임에도 넉넉하게 또 가볍게 외출하고 있답니다], 긍정 텍스트 확률 : 96.62%"
"[ 절충형유모차의 미덕], 긍정 텍스트 확률 : 52.07%"
"[쉽게 접고 쉽게 펼친다♥ ], 긍정 텍스트 확률 : 99.77%"
"[이거 국민유모차 될 각 아닌가 싶어요.무엇보다 아기가 편안하게 잘 타줘서 좋고], 긍정 텍스트 확률 : 69.75%"
"[개인적으로 바퀴 부드럽게 돌아가는게 특히 마음에 드네요.절충형이라 디럭스보다 무게감 상당히 가벼운 편이구요.신생아 때부터 살까지 쓸 수 있다고하니 디럭스 살까], 긍정 텍스트 확률 : 99.60%"
"[절충형 살까], 긍정 텍스트 확률 : 72.19%"
"[킨텍스 미베에서 첫선을 보이게 된다고 하는데요.관심있으시다면 한 번 방문하셔서 직접 테스트해보시길 추천드려요바퀴 돌아가는 느낌이 아주아주 좋답니다 ], 긍정 텍스트 확률 : 62.37%"
"[다이치 유모차앨리 평택베이비플러스에서사진. 글 좌충우돌서은맘ⓒ. 서은맘 . ], 긍정 텍스트 확률 : 56.22%"
"[ 안녕하세요. 좌충우돌서은맘입니다. 오늘 소개 해 드릴 육아템은 바로다이치 유모차 로 유명한 하이엔드 절충형 윰차 바로 앨리인데요. 지난 번에 친구네 집들이 갔다가 선물 살겸 방문한 평택베이비플러스에서 만나보고 왔어요. 평소에 절충형 타입의 윰차를 좋아하는 편이라서 관심을 가지고 있었는데], 긍정 텍스트 확률 : 66.11%"
"[직접 눈으로 보고 오니 더 마음에 들어서요. 이웃님들께 정보를 좀 제공 하려고 글을 써 봅니다. ], 긍정 텍스트 확률 : 60.09%"
"[ 여기 매장에 대해 먼저 소개를 살짝쿵 해 볼까요? 평택 인근에 유아용품매장이 많이 있음에도 불구하고 요기는 특히나 단골 손님들이 많이 찾고 한번 찾는 분들이 꾸준히 오게 된다는 그런 곳이랍니다. 옆 동네 천안 아산쪽에서도 많이 찾아온다고 할 정도로 입소문을 타고 있어요.], 긍정 텍스트 확률 : 77.09%"
"[ 인기가 있는 곳은 다 이유가 있다고 보는데 이웃님들은 어떻게 생각 하시나요? 옆동네에서도 올 만큼 여기가 괜찮나], 긍정 텍스트 확률 : 56.83%"
"[퀄리티도 높고], 긍정 텍스트 확률 : 50.45%"
"[ 하이엔드 절충형 윰차 앨리사실 카시트가 떠오르는 브랜드 이긴 한데], 긍정 텍스트 확률 : 77.07%"
"[ 윰차도 진짜 튼튼하고요견고하게 아주 잘 만들었더라고요뛰어난 기술이 만드는놀라운 차이를 느껴볼 수 있었죠부모와 아이 모두가 편안한편의성], 긍정 텍스트 확률 : 99.23%"
"[안전성을두루 갖췄더라고요 글쎄 옴마직접 보니 더 매력쩔], 긍정 텍스트 확률 : 78.40%"
"[ 요게 디럭스처럼 또는 휴대용처럼매력이 아주 철철 넘치더라고요견고하면서도 기동성을 하나에 모두 담아서만들었는데요 모르는 분들은요번에 아시면 아마 관심 많이 가지실거예요 ], 긍정 텍스트 확률 : 83.10%"
"[ 직원분한테 설명 들으면서폰에 간단하게 메모도 했는데요렇게 블로그 포스팅에도움이 될 줄이야 ㅎㅎ ], 긍정 텍스트 확률 : 55.28%"
"[ 윰차 주행에 가장 최적화 되어있다는옵티머 휠 시스템을 갖췄어요어떤 장소에서도 어떠한 상황에서도흔들림 없이 승차감이 아늑해서너무 좋은 거 있죠?아기띠 하고 간 친구가자는 아기 눕혀두고 시승 해 보는데진짜 꿀잠 잘 자더라고요 ㅎ그리고소재 대비 배 이상강력한 내구성을 갖췄고요내마모성을 지닌바퀴를 달아서오랜 사용에도 안전한 편이예요 ], 긍정 텍스트 확률 : 99.52%"
"[직접 보니 더 좋네기능이 진짜 다양하고 편리하게이루어져 있어서 좋더라고요엄마], 긍정 텍스트 확률 : 94.40%"
"[아빠와 눈을 맞추며이동할 수 있는 마주보기 기능도 되고바깥 세상을 바라볼 수 있는전방 보기도 모두 가능해요도 회전이 가능한 안전바이것도 진짜 직접 실생활에서써보면 편리함을 느끼죠 ㅎㅎ단계로 된 풀 캐노피는낮잠 자는 아가들에게 최고의 기능신생아부터이하개월까지 탑승이 가능하더라고요참고 하시면 될 것 같아요 ㅋ우리 서은이는 끝물], 긍정 텍스트 확률 : 99.91%"
