"[휴대용 유모차기내반입 유모차와이업 올뉴지니 ], 부정 텍스트 확률 : 89.07%"
"[ 유모차도 잘 타고 다니고 졸리면 바로 기절하고 휴대용 유모차 일상에서도 완전 뽕뽑고 있지만], 부정 텍스트 확률 : 81.18%"
"[ 갈 때는.?도어투도어도어투도어 서비스로 공항에서 계속 쓰다가 비행기 타기 직전 수화물로 보냈다. 여행 내내 호텔에서도], 부정 텍스트 확률 : 88.42%"
"[밖에서도 잘 타고 다녔다], 부정 텍스트 확률 : 74.47%"
"[짱군에게는 올해 초부터 지금까지 사용했던휴대용유모차가 있어요.두 아들 키우면서 사용해본 유모차 많은데], 부정 텍스트 확률 : 67.38%"
"[나의 아이에게 맞는유모차를 고르는 것도 참 쉬운 일이 아닌데요.만 개월 남아 짱군을 위해 바꾸게 된휴대용유모차 실사용 후기 남겨볼테니휴대용유모차 선택에 도움되심 좋겠어요], 부정 텍스트 확률 : 73.60%"
"[ 이번에 바꾼 휴대용유모차와이업 올뉴지니제가 기존에 사용하던 유모차가안전바가 없던 제품인지라안전바가 형태인 유모차 중에서열심히 골랐답니다. ], 부정 텍스트 확률 : 92.49%"
"[ 지난주 칙칙이모], 부정 텍스트 확률 : 53.29%"
"[찌니모그리고 아들 둘 데리고 경복궁 갈 때처음 올뉴지니 끌고 나갔는데.대애박. 진짜 이거 안가지고 나갔으면어떻게 애 둘 데리고 이동했을지 ㄷㄷㄷ박 일 종일 끌고 다니면서이 휴대용유모차 잘 선택했다고스스로를 을매나 칭찬했는지 몰라요 ㅋㅋ사람마다 좋다 싫다 느끼는 부분은 다르겠지만.저는 세 세 남아], 부정 텍스트 확률 : 97.36%"
"[ 분명히], 부정 텍스트 확률 : 53.29%"
"[휴대용유모차의 메인 사용자는만 개월의 둘째 짱군인데요.외출을 하면.. 이상하게도..개월 동생은 걸어다니고살 엉아야가 유모차에 타네요 ㅠㅠ?사실 휴대용 유모차 사용기간은 보통개월개월 이라고 적혀있기도 하고.이제는 키가가까이 되는 쏜군이라유모차 타면 머리가 캐노피에 닿아서누가 봐도 불편해 보이는 그림 연출했었는데. ], 부정 텍스트 확률 : 92.02%"
"[ 올뉴지니는 살 남아 첫째가 타도불편함이 없이 넉넉해요.와이업 올뉴지니 단점으로 바 사이가 좁아서 남자 아이 타기에불편하다는 얘기들이 있었는데.저는 아들만 둘 태워봤지만 심지어 큰 애는 다섯살 먹은 거구?이지만.불편하다는 느낌 전혀 못받았어요.무엇보다 까탈스러운 다섯살 형님이불편한데 말 안하고 유모차 탈 리가 없어요. ], 부정 텍스트 확률 : 99.67%"
"[ 자기한테 딱 맞는 유모차라며안 내리고 버티는 엉아와뒤늦게 유모차 안 탄 것을 후회하나엉아를 끌어내릴 힘이 없는 동생 ㅋㅋㅋ살 살 형제를 데리고 외출하다보면차라리 가벼운 둘째를 안아주고무거운 첫째를 태워서 이동하고싶은그런 마음 생기는 순간이 분명있는데.올뉴지니 사이즈], 부정 텍스트 확률 : 99.71%"
"[ 엄마이모모두 한복 차려입고아들 둘 데리고 찾았던 경복궁.보관함에 짐을 넣는다고 넣었는데도묵직한 가방 두 개를 챙겨야 했어요.제가 기존에 사용하던 휴대용유모차는폴딩이 정말 컴팩트했던 대신에장바구니에 기저귀가방이 안 들어가서주로 핸들에 가방을 걸어야 했는데.아이가 타고있을 때는 관계 없지만], 부정 텍스트 확률 : 96.22%"
"[ 아이가 내리면 가방의 무게 때문에유모차가 뒤로 넘어지곤 했거든요 ㅠㅠ ], 부정 텍스트 확률 : 58.93%"
"[ 근데 와이업 지니는 탑승자없이 가방 걸어도뒤로 넘어지지 않아서 좋았어요 애들 데리고 외출하면최소한 가방 하나 드는 거 기본인데육아초보일 때는 유모차 구입할 때이런 점 고려할 줄 몰랐었죠 상품상세페이지에 안내되지도 않구요 ㅠ ], 부정 텍스트 확률 : 78.06%"
"[ 넉넉한 사이즈의 기저귀 가방이쏙 들어가는 장바구니. ], 부정 텍스트 확률 : 63.56%"
"[ 상황에 따라 펼쳐서 사용할 수도깔끔하게 접어서 사용할 수도 있는데요. ], 부정 텍스트 확률 : 61.51%"
"[ 짱군이 이만큼 자라기 전까지는휴대용유모차 등받이 각도가크게 중요하지 않았었는데요개월이 된 망아지는이제 자기 눕혀놓으면 싫어하거든요 ㅜㅜ ], 부정 텍스트 확률 : 91.25%"
"[ 까지 세울 수 있는 올뉴지니라앉아 있는 자세가 안정적. ], 부정 텍스트 확률 : 58.52%"
"[ 경복궁에서는 계속 세워서 돌아다녔으니눕힌 각도 사진은 따로 없는데.다음날 아침 한옥에서도 눕힌사진도 한 번 찍어봤어요 ㅋㅋ아래 차양만 소개하며 보여드리겠지만그냥 완전 침대 느낌인 각도 ], 부정 텍스트 확률 : 96.89%"
"[ 참 신기하게 대부분의 유모차들이다들 풀차양막이라는 광고를 해요.그냥 다 그렇다고 생각을 했는데.와이업 올뉴지니를 보고 알았어요.아.. 풀차양막이 이런 거구나...위의 사진 정도 차양막으로도대부분 풀차양막이라는 표현을 사용하는데. ], 부정 텍스트 확률 : 99.89%"
"[ 올뉴지니는 차양막을 한단계더 내리면], 부정 텍스트 확률 : 94.00%"
"[ 정말 핸들까지 와닿는 풀차양막이에요.여기서 진짜진짜 중요한 포인트는이 풀차양만 상태가의자를 세운 각도에서가 아니고의자를 완전 눕힌 각도에서 가능하다는 거.왜냐하면], 부정 텍스트 확률 : 61.28%"
"[풀차양막이라도 표현했던 유모차도세웠을 때는 가림 역할을 충실히 하지만막상 시트를 눕힌 상태에서는차양막도 따라 올라가기 때문에빛 가림이 따로 필요한 경우가 많았거든요.와이업올뉴지니는 도 눕힌 상태에서도안전바까지 다 가리는 풀차양막.이거 외출해서 애들 잘 때 정말 유용해요 ], 부정 텍스트 확률 : 78.37%"
"[ 제가 몇달을 고심하다가더 늦게 전에 휴대용유모차를 바꾸자고결심할 수 밖에 없었던 가장 큰 이유는바로 안전바 문제인데요.짱군이 이제 유모차를 진득하니타고 가만이 있는 개월수가 아니다보니유모차를 탔다 내렸다 하는 일이 많은데그 때마다 안전띠를 하는 게 번거로웠고안전띠에 대한 아이의 거부도 심했어요.안전바가 전혀 없는 유모차는불안해서 그냥 태워놓을 수 없고일자형 안전바가 있는 유모차에 태우면안전바 사이로 애가 몸을 밀어넣어서미끄럼틀 타듯이 유모차를 탈출 ㅠㅠ바를 사용하면 낫지 않을까?그래서 요새 유모차들에는 바가 많이장착된 거 아닐까? 생각이 들었었고. ], 부정 텍스트 확률 : 60.92%"
"[ 실제로 사용해보니 바], 부정 텍스트 확률 : 77.59%"
"[ 저와 아이의 성향에는 딱이에요 딱], 부정 텍스트 확률 : 84.95%"
"[ 안전띠 따위? 하지 않는세 엉아가 앉았을 때도 안정적이고. ], 부정 텍스트 확률 : 77.59%"
"[ 까불이 둘째 호로록 태우기에도 굿.물론 장시간 이동할 때는당연히 안전벨트를 해줘야겠지만타고 내리는 거 여러번 반복할 때는안전벨트 매번 묶으려고 고생 안하고훌쩍 태웠다 훌쩍 내릴 수 있으니 좋더라구요.애도 자기를 묶지 않고?그냥 툭 유모차에 내려놓으니신기하게 거부감이 없었구요. ], 부정 텍스트 확률 : 58.24%"
"[ 안전벨트 하지 않은 상태에서몸을 앞으로 기울여도 안정적이라니 ], 부정 텍스트 확률 : 55.61%"
"[ 아 물론 타고 내릴 때 바에 몸이 걸려서번거롭다는 평들도 있는데요.버튼을 눌러서 티바를 세웠다], 부정 텍스트 확률 : 81.45%"
"[ 눕혔다가능하기 때문에제 개인적으로는 일자형 안전바보다불편하다는 생각 들지 않았아요], 부정 텍스트 확률 : 87.08%"
"[ 보시면 유모차 본체의 프레임이 알루미늄], 부정 텍스트 확률 : 50.17%"
"[ 그것도 통짜?로 쭉 연결되어 있어서.뭔가 단단하다? 안전해 보인다? 이런 인상을 주더라구요. ], 부정 텍스트 확률 : 89.64%"
"[ 핸드폰 넣어놓기 딱 좋은 사이즈. ], 부정 텍스트 확률 : 75.89%"
"[ 소소 장점 . 끌고 다닐 수 있다올뉴지니 와이업은 휴대용유모차지만완전히 초경량 무게는 아니거든요.그래도 접었을 때 이동 걱정 없는 게 ], 부정 텍스트 확률 : 89.24%"
"[ 평소에야 그럴 일 별로 없겠지만.비행기 탈 일 있을 때 가방에 집어 넣고이렇게 질질 끌고 다니면 좋겠다는 생각이 ㅋㅋ ], 부정 텍스트 확률 : 97.41%"
"[ 첫째가 다섯살], 부정 텍스트 확률 : 61.20%"
"[ 개인적으로 좀 애매한 단점은안전벨트가 독립형 오점식이라는 거. ], 부정 텍스트 확률 : 78.35%"
"[ 무슨 말이냐면], 부정 텍스트 확률 : 99.09%"
"[ 객관적인 단점이다 다가왔던 부분은셀프스탠딩할 때 차양막이 땅에 닿는다는 거. ], 부정 텍스트 확률 : 80.94%"
"[ 셀프스탠딩 가능한 건 분명 장점인데], 부정 텍스트 확률 : 79.30%"
"[ 차양막이 땅에 닿을 걸 생각하면 아쉬움.저같이 주로 차에 싣고 다니시거나집앞에는 펼친 상태로 세워두시는 분들에겐단점으로 느껴지지 않는 요소겠네요 ], 부정 텍스트 확률 : 76.81%"
"[ 앞의 두가지 단점이], 부정 텍스트 확률 : 66.68%"
"[뭔가 단점이긴한데제 일상과는 관련이 전혀 없어서단점으로 와닿지 않았던 것이라면.폴딩할 때 시트를 눕혀야 한다는 것은선택할 때 좀 고민하게 만들었던 단점.근데 뭐 사람은 적응의 동물이라고 ㅋㅋ몇 주 사용하니 바로 익숙해지긴 했어요. ], 부정 텍스트 확률 : 95.90%"
"[ 언폴딩 하는 건아주 간단한 편이거든요 어쨌든], 부정 텍스트 확률 : 66.90%"
"[ 저희집 세 세 남아 두 명이 ㅎㅎㅎ너무 만족스럽게 사용하는 유모차라.폴딩이나 셀프스탠딩 등엄마아빠가 살짝 번거로운 단점은크게 와닿지가 않았고.아주 만족스럽게 사용하고 있답니다 ], 부정 텍스트 확률 : 64.46%"
"[유모차 사왔어욤...회도 안쓰고 정품등록도 안했던 새거나 다름없던 리안솔로 중고로 팔아버리고], 부정 텍스트 확률 : 95.53%"
"[결국 휴대용유모차 와이업지니 로 구매왜 처음부터 휴대용유모차를 안샀을까.....??????나도 그랬지만 첫유모차로는 디럭스], 부정 텍스트 확률 : 97.10%"
"[절충형 많이들 사고 그래야만 하는 분위기인데], 부정 텍스트 확률 : 87.94%"
"[ 휴대용유모차는 디럭스나 절충형에서 보이는 튼튼함과 견고함과는 거리가 멀긴함..아마 이 탓이 제일 크겠지어차피 갓난애기들 병원 갈 때 말고 데리고 나갈일 거의 없잖아.... 특히 신생아는 처음에 다 겉싸개 해서 안고 다니잖아...갓난 애기 데리고 울퉁불퉁한 데 갈 일 없잖아.....이건 어디까지나 내 기준이고케이뚜리에 잘들어가는 절충형이었다면이렇게빨리 팔고 다른걸 사지 않았을 수도 있겠당 ], 부정 텍스트 확률 : 96.06%"
"[혹시라도 시크롤리팝 구매하고 싶으신 분들은 쿠팡에서 자주자주 행사해요. ], 부정 텍스트 확률 : 53.13%"
"[ 틈틈이 들어가보세요⚠️⚠️ .. ], 부정 텍스트 확률 : 67.07%"
"[아 물론 박스에는 갤갤이라고 써있긴하다.그래서 그런가 우래기를 태웠더니], 부정 텍스트 확률 : 92.00%"
"[ 약간 미끄덩 거리는 거 같아서 유모차라이너 깔아놓음. 유모차라이너 깔아놔도 폴딩 잘되여양대면이 안되는건 단점이지만], 부정 텍스트 확률 : 92.49%"
"[ 폴딩쉽고], 부정 텍스트 확률 : 57.19%"
"[ 장바구니와 바퀴가 리안솔로보단 크지 않지만휴대용유모차잖아. 괜차나...좀 더 써보고 와이업지니 실사용후기도 작성해볼게용ㅋㅋㅋㅋ⚠️⚠️⚠️⚠️실사용후기 추가해욤⚠️⚠️⚠️⚠️실사용후기가 궁금하다는 댓글이 달려서 부랴부랴 실사용후기를 작성해볼까 합니당투머치토커 주의❗️❗️❗️먼저], 부정 텍스트 확률 : 97.01%"
"[장점 일단 가벼워요. 휴대용유모차니께 당연한 얘기겠지만], 부정 텍스트 확률 : 75.50%"
"[절충형 타다 와이업지니로 바꾸니 혼자서 아기 데리고 병원가는게 두렵지 않아효왜 병원이고 대형마트고], 부정 텍스트 확률 : 93.25%"
"[주차 자리 잘 잡으면 유모차 아무리 커도 거뜬히 나올 수 있잖아요. 개이득근데 그럴일이 잘 없거든요..그럴땐 유모차 번쩍 들어야 하는데], 부정 텍스트 확률 : 90.80%"
"[스아실 휴대용 유모차 아니고서야 유모차 하늘높이 번쩍 드는거 엄청 힘들죠.와이업지니는 여자 혼자서도 번쩍 들 수도 있어요 참고로 전 팔힘이 좀 센편 ㅎㅎ 컴팩트합니다.제 차 기준으로 트렁크에 실어도가량만 차지해서 유모차 싣고도 이것저것 트렁크에 넣을 수 있어요. 현관에 폴딩해도 자리 차지 많이 안하구요가벼워도 핸들링 좋고], 부정 텍스트 확률 : 90.72%"
"[다른 휴대용 유모차랑 비교해보시면 아시겠지만 아기가 앉는 자리가 넓은 편이에요햇빛따위는 다 막아주겠어 배꼽까지 내려오는 차양막.오바 조금 보태서 차양막이 아기 배꼽까지 내려오는 것 같아요. 그만큼 햇빛을 어설프게 가려주는 게 아니라 좀 확실히 가려주는 기분이에요 ㅋㅋ 좋습니다.장점이 이것밖에 없나?..... ], 부정 텍스트 확률 : 98.68%"
"[ 단점으로 넘어가면 양대면이 안되는 것은 흠저희 아기는 이제 막 개월 된 뽀시래기라서 얼굴을 보고 싶을 때가 있거든요. 그럴때 솔직히 양대면 안되는건 아쉽더라구여.... 바 너 어떻게 좀 안되겠니?와이업지니 안전바는 자 형식인데요], 부정 텍스트 확률 : 87.39%"
"[좀 더 크면 꽉 끼지 않을까 싶기도 하고안전바가 자가 아니었음 더 좋았을 것 같아요. 장바구니와 의자 사이 높이가 낮아서 가방걸이는 필수아기 데리고 외출 나가려면], 부정 텍스트 확률 : 91.69%"
"[기저귀 등등 가방이 생각보다 커지더라고요.장바구니에 가방을 눕혀서 넣으면 충분히 들어가는데 이게 세로로 세우기가 힘들힘들.장바구니가 크지 않은게 좀 아쉽와이업지니 실사용후기인데요], 부정 텍스트 확률 : 50.42%"
"[ 생각나는게 이정도라 이만큼 쓰고 나중에 생각나는 거 있으면 추가해볼게요 ㅋㅋ저는 만족도 정도구요. 양대면 안되는 게 답답하긴 한데], 부정 텍스트 확률 : 88.87%"
"[감수할 만하다고 생각됩니다그럼 이만 ], 부정 텍스트 확률 : 84.66%"
