"[지난번 개봉기에 이어서 오늘은 한달정도 충분히 사용해 본 후 쓰는 실사용후기 우리딸 백일선물로 준비한 디럭스유모차 마마스앤파파스 오카로이야기다.♥ ], 긍정 텍스트 확률 : 99.90%"
"[육아는 아이템빨이야라며 노래하는 언니ㅋㅋㅋ쑥쑥 커서 제법 무거워진 우주를 케어하다보니 손목이 점점 시리다고 하더라구요 ㅠㅠ흑흑이전 유모차는 튼튼하지만 점점 무거워져서 고민하던 중에 조금 더 가벼운 디럭스 어보를 좋은 기회가 생겨 만나보게 되었어요♥ ], 긍정 텍스트 확률 : 99.94%"
"[초폴딩 이라고 하는 이유를 알겠더라구요 아기가 울 때 당황스러운데 ], 긍정 텍스트 확률 : 61.70%"
"[아이구 사장님 편하십니까ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 57.69%"
"[섬세한 우주도 새로 만난 디럭스유모차 어보가 마음에 든 모양입니다빠라빠라바라밤 잘도 탑니다아구 귀여운 거♥ ], 긍정 텍스트 확률 : 99.98%"
"[안정감있고 편했는지쿨쿨 잠도 잘잡니다귀여운 우주], 긍정 텍스트 확률 : 93.79%"
"[귀요미 우주도 새로운 유모차 타고 가족데이트 중♡ ], 긍정 텍스트 확률 : 87.45%"
"[가볍고 폴딩이 좋은 어보 요즘 외출필수품이네용ㅋㅋ우주네와 앞으로 쭉 함께 합니당업체에서 지원받아서 쓴 솔직후기입니다 ], 긍정 텍스트 확률 : 69.63%"
"[점점 추워지네요 늘 건강건강 또 건강유의하시고 늘 응원할게요 화이팅 ], 긍정 텍스트 확률 : 85.14%"
"[요즘 육아맘 사이에 핫한 유모차마마스앤파파스 모르는분들이 안계실듯해요러블리수도 휴대용 유모차 사용하다가친한 친구에게 물려주었는데요], 긍정 텍스트 확률 : 79.88%"
"[넘나 편하다며 강추 또 강추제가 사용하던 절충형 보다도 더더더 편하고 가붓하고 외출하기 편해서때로는 더더더 탐나기도 하더라구요.ㅎㅎ ], 긍정 텍스트 확률 : 98.84%"
"[마마스앤파파스 유모차 중 가장 인기있는 어보실버프레임에 가죽이 덧데어있어 고급짐은 물론 심플해서 매력있어요. ], 긍정 텍스트 확률 : 93.11%"
"[마크도 고급지고 프레임 마저도 넘나 맘에 든다는..ㅎㅎ ], 긍정 텍스트 확률 : 96.47%"
"[이곳저곳 동영상으로 살펴보아요 ], 긍정 텍스트 확률 : 91.51%"
"[직원분이 친절이 엄지척갈때마다 완전 칭찬해드리고 싶을 정도로 넘나 친절하고설명도 잘해주셔서 구입시 비교가 많이 되더라구요또한 안좋으점은 바로바로 지적해주시니구입할때 많이 도움되요 ], 긍정 텍스트 확률 : 66.04%"
"[손잡이를 잡아 쑥 올려주면반으로 폴딩된답니다.디럭스 유모차가 이렇게 작게 접히는거 보셨어요?진심 보고는 안 살 수 없게 하는.....ㅠㅠ ], 긍정 텍스트 확률 : 62.00%"
"[펼치는건 반대로ㅎㅎ마마스앤파파스 유모차 진심 넘나 좋죠? ], 긍정 텍스트 확률 : 97.02%"
"[차양막도 풀차양으로 사용할 수 있고], 긍정 텍스트 확률 : 64.18%"
"[마마스앤파파스 유모차 전라인 볼수있는 매장이곳에 오면 절충형 유모차도 직접 볼 수 있는데요], 긍정 텍스트 확률 : 87.83%"
"[졸려서 엄마찾던 울 아들...탑승하자마자 울음터졌.....ㅠㅠ ], 긍정 텍스트 확률 : 98.96%"
"[이리밀고 저리밀고재우려 애써보아도....낯선 환경에 자지않으려 떼쓰는..ㅠㅠ ], 긍정 텍스트 확률 : 63.12%"
"[달래주시고진심 넘 편하게 이것저것 둘러볼 수 있었던 곳이였답니다 ], 긍정 텍스트 확률 : 92.04%"
"[악세사리도 볼 수 있고 ], 긍정 텍스트 확률 : 84.29%"
"[절충형이지만 디럭스유모차 못지 않은 세심한 디테일에 감동감동 ], 긍정 텍스트 확률 : 89.71%"
"[폴딩방법도 다시 한번 ], 긍정 텍스트 확률 : 83.01%"
"[작고 아담하게셀프스탠딩되어 있으니 어디든 쏙쏙 보관하기 편해요. ], 긍정 텍스트 확률 : 93.88%"
"[휴대용 거기에 쌍둥이유모차까지제가 본 곳 중 가장 종류도 많고], 긍정 텍스트 확률 : 93.23%"
"[비교해볼 수 있어 좋아요.거기에 가격도 착하고 선물도 빵빵 ], 긍정 텍스트 확률 : 85.27%"
"[종류가 많아져육아맘 입장에서 더더더 환영이랍니다마마스앤파파스 유모차 전라인 볼수있는 매장찾으신다면 베이비플러스 양주점 고고고 하세요 ], 긍정 텍스트 확률 : 77.44%"
"[마마스앤파파스 어보의 클랙식한 디자인과 넘나 잘어울리는 리버티 손잡이 커버 소개해요마마스앤파파스가 영국브랜드잖아요 유모차에서도 영국냄새가 나는거같죠?? 그래서인지 리버티 패턴과 더 더 잘어울리는 거 같아요 ], 긍정 텍스트 확률 : 66.65%"
"[아기가 만지기도하고 입에 넣기도하는 안전바세탁도 가능한데다가믿을 수 있는 알러지 제로 리버티 정품원단으로 아기에게 유해하지 않아요 ], 긍정 텍스트 확률 : 87.53%"
"[리버시블로 제작해서 양면으로 사용가능한 손잡이커버반대쪽면은 아델라이다골드예요그레이시한 느낌에 반짝이는 골드별이 들어있어 인기만점 원단클래식하고 다크한 칼라감의 어보 유모차 모든칼라에 두루두루 다 잘어울려요 ], 긍정 텍스트 확률 : 98.26%"
"[벳시그레이와 아델라이다 골드 자세히보세요넘나 예뻐서 자신있는 리버티 원단밸크로부분도 날카롭지않게 둥글려서 안전하게 마감했구요 ], 긍정 텍스트 확률 : 62.62%"
"[ 휴대용 유모차 답게 제법 가볍다 무게감이 확실히 다르다고 느껴짐ㅎㅎ. 되는 휴대용 유모차 차양막도 제법 아래쪽으로 내려와 좋다뒷쪽으로 차양막을 걷을 수 있게 되어있었는데], 긍정 텍스트 확률 : 98.14%"
"[휴대용 유모차도 물론이다 부드러운 주행 굿 핸들 각도와 시트각도는 조절 가능하고점식 벨트도 되어있다], 긍정 텍스트 확률 : 96.06%"
"[아이가 답답해할 경우 점식으로도 됨 ㅎㅎ 안전바는 탈부착식으로 안전하게 아이를 태울 수 있다 ㅎㅎ], 긍정 텍스트 확률 : 50.33%"
"[ 날 좋았던 어느날은 운동이라 말하지만 겨우 산책 정도했던 뚱뚱이 임산부 제법 열심히 걸었지만 가진통 따위 크게 오지 않는 ... 슬픈 이야기이때까지만해도 크게 절망적이진 않았는데 말이지 ㅎㅎ 최근 미세먼지 너무 심해 나가기까지도 힘들다는 ㅜㅜ], 긍정 텍스트 확률 : 99.25%"
"[ 매콤한거 먹고싶다는 딸을위해 비빔국수 해준다던 엄마 .... 응?? 소면이 없단다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ급하게 라면으로 후르륵 만들어 먹었던 맛있었던 비빔국수 ㅎㅎ매운게 왜 이렇게 좋은지 모르겠는 요즘출산 후에는 못먹을까봐 그런가보당이제 임산부딱지도 얼마 남지 않았고], 긍정 텍스트 확률 : 89.73%"
"[이제울 아이들은 사용할 것과 거리가 멀지만 주변에 아가들이 많이 태어나고있거든요.그러다보니 자꾸 보게되는게 육아용품들인것 같아요.아이들 학교 간 사이 여유가 있어지니 저더러 같이 보러 다니자는 요청이 제법 되거든요...덕분에 아직도 육아용품들에 대해 신상까지도 파악하게되는마마스앤파파스에서 이번에 나온 신상 프리미엄디럭스유모차 오카로예요크 이걸 직접 보다니 아웅... ], 긍정 텍스트 확률 : 95.38%"
"[유모차를 태우면서 편안함을 우선으로 하다보니 휠을 먼저 보게되거든요.야간 주행시를 위한 반사라인이 장착된 하이그로시 인치 휠은 노면의 충격을 흡수하고 부드러운 주행과 승차감을 제공하고 있다네요.역시 마마스앤파파스 오카로 입니다 ], 긍정 텍스트 확률 : 90.37%"
"[그리고 아가를 데리고 다니다보면 짐이 하나가득이 되기 쉽상인데 도맡아 줄 바구니가 참 넉넉해서 보기에도 든든합니다 ], 긍정 텍스트 확률 : 52.39%"
"[로버스트 프레임 구조는 단단함을 강조해주지요.특히 유모차가 노면에 의해 뒤틀리는걸 막아주어 오래 사용하여도 부드러운 주행을 보장해주더라구요게다가 크롬사용으로 고급스러움과 내구성으로 보기에도 멋스러워보여요 ], 긍정 텍스트 확률 : 75.62%"
"[마마스앤파파스 오카로에는 아가가 편하게 누울 수 있도록 되어있는 헤드쿠션그리고 점식밸트로 승차한 아가가 안전하고 편한하게 있을 수 있겠어요. ], 긍정 텍스트 확률 : 73.06%"
"[물론 캐노피에는 아이확인창이 있기에 같은 방향으로 되어있어도], 긍정 텍스트 확률 : 73.66%"
"[ 캐노피로 덮여서 아이가 가려져있을 때에도 마마스앤파파스 오카로는아이의 상태를 눈으로 직접 확인할 수 있답니다 ], 긍정 텍스트 확률 : 84.91%"
"[신상을 보고있으려니 사실 다른 유모차가 보이지않으니 어째요...ㅎㅎ신상 프리미엄 디럭스 유모차를 원한다면 당연히 추천하게되는데요이걸 양주베이비플러스에서 만날 수 있었어요.물론 카시트], 긍정 텍스트 확률 : 91.35%"
"[ 웨건등도 비교하며 살펴볼 수 있어요 ], 긍정 텍스트 확률 : 73.88%"
"[마마스앤파파스 오카로 이외에도 다른 유모차들도 볼 수 있었구요.유모차들마다의 장점과 단점을 잘 말씀해주시는 사장님 덕분에 유모차 고르는데 쉽게 선택할 수 있을거랍니다. ], 긍정 텍스트 확률 : 94.73%"
"[제법 고가에 들어가기에 쉽게 선택 할 수 있는게 아니더라구요.무조건적으로 좋다고 이야기하는걸 듣기보다는 각각의 특장점을 들으면서나에게 맞는], 긍정 텍스트 확률 : 58.42%"
"[내가 생각하는 유모차를 선택하는것도 좋다고 생각듭니다.그러기에는 유모차를 많이 보긴해야겠지요양주 베이비플러스에서 신상 프리미엄 디럭스 유모차들을 빠르게 만나볼 수 있으니 추천추천. ], 긍정 텍스트 확률 : 97.06%"
"[애가 크니 꼿꼿하게 앉으려 할때가 있더라.근데 유모차 각이 더이상 꼿꼿하게 안되니매달려 앉게 되더라.그리고 어보에 앉은 아기와부모사이의 거리도 아이컨텍하기에가깝지만은 않다.이런게 스토케 생각나게 하는 부분이였다. ], 긍정 텍스트 확률 : 88.66%"
"[앞바퀴와 뒷바퀴에 쿠션이 있다는데쿠션감은 별로 느낄 수 없다. 이상의 아이가 타고큰 충격 받으려면 느껴질랑가 모르겠다. ], 긍정 텍스트 확률 : 97.28%"
"[마마스앤파파스 어보는접는 방법은 비교적 쉽고 간편하다.차에 싣기도 무난한 크기가 나온다.무게가 키로라 하는데가볍게만 느껴지진 않다.여성분이 차 트렁크에 올렸다 내렸다하면차에 기스 꽤나 낼 것 같다. ], 긍정 텍스트 확률 : 68.50%"
"[요즘에는 유모차 라이더와 사용중이다. ], 긍정 텍스트 확률 : 88.82%"
"[조그마한 놈이 많이도 컸네맘에드는건 아니지만마마스앤파파스 어보나름 잘 사용했다.연년생을 키우다 보니 쌍둥이 유모차가자꾸 눈에 들어온다곧 팔아버릴지 모르겠다ㅋ ], 긍정 텍스트 확률 : 55.02%"
"[차에 쏙들어가는가벼운 휴대용유모차 를 찾고있는 중인데요 뭐 워낙 마마스앤파파스 유모차는 유명하잖아요현대백화점에서 빌려줘서 태워 봤는데 오우 좋더라구요그래서 휴대용은 마마스앤파파스 구매해야겠다 생각하고 이번에 신상에 나와서 관심있게 봤어요], 긍정 텍스트 확률 : 97.74%"
"[.의 가벼움과 컴팩트한 폴딩으로], 긍정 텍스트 확률 : 68.07%"
"[그리고 제가 두번째로 중요하게 생각하는], 긍정 텍스트 확률 : 58.32%"
"[서스펜션 기능서스펜션은 자동차의 구조장치로서 노면의 충격이 차체나 탑승자에게 전달되지 않게 충격을 흡수하는 장치 인데요 휴대용 유모차에도 적용이 되어 아이들이 직접적으로노면의 충격을 최대한 줄일 수 있다니느므 기대되는거 있죠?ㅎㅎㅎ아 그리고 ], 긍정 텍스트 확률 : 90.29%"
"[ 회 이상의 공기의 저항력과 바퀴의 서스펜션 테스트울퉁불퉁한 노면에서의 성능까지 시험을 한다고 하니 믿고 구매 할 수 있을 것같아요.], 긍정 텍스트 확률 : 77.06%"
"[마지막으로 중요하게 보는], 긍정 텍스트 확률 : 83.34%"
"[이번에 첫 조카를 보게 된 미자댁 뽀뽀를 한 번 키워봤던지라], 긍정 텍스트 확률 : 84.60%"
"[신생아유모차 같은 경우엔 양대면 기능을 빼놓을 수 없어요 특히나], 긍정 텍스트 확률 : 90.52%"
"[저희 아이는 걷기 이전까진 윰차를 타 있는 동안엔 꼭 엄마와 마주 보고 있어야 안정감을 취하고 잘 앉아있었거든요.어린 개월 수 아기들일수록 해당 기능은 꼭 필수 체크해보셔야 하는데요 ], 긍정 텍스트 확률 : 96.63%"
"[마마스앤파파스 어보는 시트 옆쪽 양쪽 부분을 눌러주면가볍게 들어 올릴 수 있어 언제든지 필요한 상황에서는 양대면 기능을 실현시킬 수 있어요 특히나], 긍정 텍스트 확률 : 98.60%"
"[윰차 거부하는 아이들에겐 이만큼 좋은 기능이 없겠죠 ], 긍정 텍스트 확률 : 73.45%"
"[요즘 주말마다 날씨가 너무 좋아], 긍정 텍스트 확률 : 95.95%"
"[특히나], 긍정 텍스트 확률 : 87.44%"
"[어보 브리타니아에 사용된 시트는퀼팅 쿠션으로 쿠션감과 함께 생활방수 기능이 함께 들어 있어 한 여름에도 아이들이 쾌적한 상태로 이용할 수 있어요 ], 긍정 텍스트 확률 : 54.40%"
"[안전바에 사용된 가죽 핸들은 아기가 한층 더 안정감 있게 잡을 수 있는 높이며가죽 소재로 만들어져 오염물을 쉽게 제거할 수 있어 오랫동안 사용하기에도 제격 ], 긍정 텍스트 확률 : 85.36%"
"[어보 브리타니아의 차양막은차단 수면창 덕분에주행하는 동안에도 눈부심 없이 편안하게 주행할 수 있으며당연히.. ㅋㅋㅋ 자외선으로부터 보호해주니 뽀얀 얼굴 유지할 수 있겠죠풀 차양막을 해놨을 때에도 아이 관찰 창의 따로 있어 수시로 아이의 상태를 체크해볼 수 있어요 ], 긍정 텍스트 확률 : 97.78%"
"[폴딩 후에도 정말 스마트한 크기를 자랑하죠?신생아유모차로 손색이 없는 해당 제품은 의 가벼운 무게로성인 남성이 한 손으로도 충분히 들 수 있다는 것 ], 긍정 텍스트 확률 : 87.34%"
"[우리 뽀뽀에게 꼭 태워주고 싶었던 신생아유모차 어보 열심히 깨끗하게 타구], 긍정 텍스트 확률 : 85.44%"
"[우리 둘째한테 처음 태어나서부터 남다른 승차감 경험하게 해주자 내 새끼들은 소중하니깐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 55.59%"
"[바디는 밝은 카키빛브라운이에요 .흔하지 않은 칼라에요 . 개인적으론 체스트넛 칼라도다크초콜렛 핸들과 안전바였다면 더 매치가 잘되었을텐데 .. 좀 아쉬움이 들더라고요 .], 긍정 텍스트 확률 : 97.31%"
"[ 바퀴는 단단한 고무재질로부드럽게 잘 굴러가고디럭스처럼 부담스럽게 크지 않아서 좋은거같아요 . ], 긍정 텍스트 확률 : 53.05%"
"[ 그리고 바디 아랫부분숨겨진 지퍼를 열면 모기장이 짜잔펼쳐져요 . 정말 세심한 부분까지 신경쓴마마스앤파파스 유모차에 안반할수가 없더라고요 . 완전 굿초이스], 긍정 텍스트 확률 : 55.88%"
"[ 그리고 더더더 좋았던건인터넷최저가와 베페 전시품보다도 저렴한 가격에사은품으로 풋머프 ], 긍정 텍스트 확률 : 61.71%"
"[실제 사용 후기], 긍정 텍스트 확률 : 65.82%"
"[. 사용자 후기 더 보기본 포스팅은 쿠팡에게 수수료를 제공받고 있습니다.제품의 구입], 긍정 텍스트 확률 : 61.31%"
"[오카로 유모차는 두 가지 색상 있어요 ], 긍정 텍스트 확률 : 66.81%"
"[왼쪽이], 긍정 텍스트 확률 : 51.21%"
"[양대면 전환 가능한 것도 장점이지만], 긍정 텍스트 확률 : 64.87%"
"[피고 접는 영상이에요아직 외출할 일이 없어서아이 태워보지는 못했어요.곧 외출 예정이니 그때는 이용후기도 올릴게요유모차는 육아대장에서 온라인보다 만원정도 싸게 구입했어요육아대장 정보 ▼ ], 긍정 텍스트 확률 : 88.06%"
"[역시 엄청 가볍고 예쁘고 작다♡나의 선택은 슈퍼 그뤠잇 ], 긍정 텍스트 확률 : 93.17%"
"[전용백까지 있어 아주 조아조아기내용 케리어 사이즈 정도?가격은 만원에 득템기본만원 함색도 민트], 긍정 텍스트 확률 : 52.98%"
"[얼마나 가벼울까?.이랬지만 캐노피하고 가방까지 있으니 는 넘는거 아닌가 불안했지만혹시 서방님 어깨 빠질까봐..ㄷㄷㄷ ], 긍정 텍스트 확률 : 87.37%"
"[마지막으로 제품에 견고함♡완전 쵝오 ], 긍정 텍스트 확률 : 86.86%"
"[사실 타사 유모차 검색하면서 후기가 싼게 비지떡이라고 돈값 한다는 둥 해서 걱정이 많았는데.. 마마스엔파파스 어보 아크로는 최고에 선택♡핸들링 너무 좋구애들도 너무 좋아하구단점이라면.앉는 부분이 좀 짧고하지만 ° 뒤로 누일수 있음 다리부분을 올릴 수 없고.. 고정 되어 있는점 정도?ㅎㅎ 이제 애들 태우고 베트남으로 날아 갈 날만 기다림 되겠당그럼 담에 만나요뿅☆ ], 긍정 텍스트 확률 : 89.77%"
"[ 이 포스팅은 기준으로 작성되었습니다. ], 긍정 텍스트 확률 : 78.76%"
"[ 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 62.64%"
"[번개장터에서 판매중이에요번개장터로 연락주세요 ...? ...], 긍정 텍스트 확률 : 89.62%"
"[ 원포장], 긍정 텍스트 확률 : 52.23%"
"[맘노코 방풍커버 착용안녕하세요마음놓고 육아하기], 긍정 텍스트 확률 : 70.31%"
"[맘노코 써니입니다추운 겨울이 지나가서 외출해볼까 했더니 봄의 불청객 미세먼지의 계절이네요 ...봄철 미세먼지 시 아기와 외출하기 위하여 맘노코 사계절커버 문의도 증가하고 있어요 이젠... 정말... 사계절 커버...ㅎㅎㅎ 오늘 포스팅의 주인공은마마스앤파파스 절충형 유모차로 사랑받는어보 유모차입니당 어보 유모차에 맘노코 프리미엄 커버를 착용한 모습은 어떨지 궁금하시쥬?먼저고객님께서 인스타그램을 통해 공유해주신 사진이에요 아기와의 첫 외출시 사용해주셨다고 인스타그램을 통해 포스팅 남겨주셨어요 맘노코 커버 특유의 크고 둥근 시력보호창은 유모차 속 아이에게 보다 넓은 내부 공간을 제공함으로 우리 아이 답답함 없는 커버에요 엄마], 긍정 텍스트 확률 : 100.00%"
"[ 이번에는고객님께서 인스타그램에 올려주신 포토 후기랍니다마마스앤파파스 어보 유모차 사용중이신데 아기와 함께 오키나와 가족여행을 다녀오셨대요 오키나와에서 바람불 때 정말 유용유용하게 사용하셔서 너무 좋았다고 말씀해주셨어요ㅎㅎ ], 긍정 텍스트 확률 : 98.47%"
"[ 그 외에도 어보 유모차에 맘노코 프리미엄 커버 착용 포토 후기들은 꾸준히 올라오고 있답니다이번에는 아이와 함께 성벽 나들이를 갔는데 아이가 추운 날씨에도 유모차 커버 안에서 쌔근쌔근 정말 잘 잤다는 후기도 있었어요 ], 긍정 텍스트 확률 : 96.60%"
"[ 또 다른 사진도 공개공개], 긍정 텍스트 확률 : 79.48%"
"[ 더 많은 후기가 궁금하시다면맘노코 공식 스토어팜을 방문해주세요 네이버에서 맘노코 검색하면 됩니다그럼], 긍정 텍스트 확률 : 58.33%"
"[미세먼지 가득한 봄날 맘노코 커버와 함께 안심외출하세요고맙습니다], 긍정 텍스트 확률 : 55.44%"
"[에 판매되고 있습니다. ], 긍정 텍스트 확률 : 64.98%"
"[ ..?구매한 고객님들의 소중한 상품평 입니다. ], 긍정 텍스트 확률 : 79.65%"
"[ ..?상품 잘받았구요 접고펴기가 너무 좋아요 어보썼다가 절충형쓰려니 무지 가볍고좋아요 조립도 의외로 쉬웠구요 ㅋ 바퀴만 달면 끝 핸들링도 너무좋네요 ㅎㅎ 앞바퀴 고정만플어주면 ㅋㅋ 되더라구요 우선 저랑 우리딸이 색감이 튀는걸좋아해서 ㅋ 맘에들어하는것같아요 먼저 다가가서 만져도보고 ㅋ 좋아해요 프레임도 센스있게 색감이 너무이고 매우 튼튼하네요 근데.박스 뜯었던 흔적이있는데 그거빼곤 물건은 맘에듭니다. 교환받으려다 상품엔 이상없는것같아 그냥써요 ], 긍정 텍스트 확률 : 99.23%"
"[너무잘쓰고있어요바퀴가 좀 요즘 잘안돌아가요 오래써서.. 어디서 받을숭ㄱㅆ나요? ], 긍정 텍스트 확률 : 88.58%"
"[아주좋아요 핸들링도 최고 넓어서 아이가 편안해했어요 ], 긍정 텍스트 확률 : 98.74%"
"[가격은 변동될 수 있으므로 아래 쿠팡 방문으로 확인바랍니다. ], 긍정 텍스트 확률 : 74.97%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[가격이 수시로 변동될 수 있으므로 쿠팡 방문으로 확인하시기 바랍니다. ], 긍정 텍스트 확률 : 50.21%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[번개장터에서 판매중이에요번개장터로 연락주세요 ...? ...], 긍정 텍스트 확률 : 89.62%"
"[번개장터에서 판매중이에요번개장터로 연락주세요 ...? ...], 긍정 텍스트 확률 : 89.62%"
"[ 폴딩 핸들링 좋고 장바구니가 진짜 넓어서 좋아요], 긍정 텍스트 확률 : 93.08%"
"[ 차양막은 어떤 유모차든 조금씩 아쉬워요ㅠㅠ요건 폴딩이랑 핸들링 장점에 가려져요ㅎㅎ], 긍정 텍스트 확률 : 94.96%"
"[ㅎㅎ울딸이 너무좋아하는 유모차에요], 긍정 텍스트 확률 : 98.19%"
"[사용하는데 핸들링좋고 애기도 편한하게 잘 타서 만족해요], 긍정 텍스트 확률 : 90.70%"
"[ 정말 좋은것같더라구요], 긍정 텍스트 확률 : 81.38%"
"[ 역시 좋아요♡], 긍정 텍스트 확률 : 95.48%"
"[ㅎㅎ정말 저도 너무 만족하며 쓰구잇는 유모차에요], 긍정 텍스트 확률 : 99.13%"
"[진짜 탐나는 유모차에요], 긍정 텍스트 확률 : 65.39%"
"[진짜 좋은 유모차 같아요], 긍정 텍스트 확률 : 82.73%"
"[ 점식 벨트가 안전하죠 핸들링 좋아서 저도 매일끌다녀요], 긍정 텍스트 확률 : 62.26%"
"[좋아보여요], 긍정 텍스트 확률 : 57.56%"
"[ 저 요거쓰는데 강추입니다 절충형인데 디럭스만큼이나 탄탄해요], 긍정 텍스트 확률 : 99.55%"
"[저두 실물봤는데 너무 괜찮더라구요 혹시 가격문의해도 될까용?], 긍정 텍스트 확률 : 61.29%"
"[쪽지보내드렸어요], 긍정 텍스트 확률 : 86.49%"
"[쪽지보내드렸어요], 긍정 텍스트 확률 : 86.49%"
"[쪽지 보내드렸어요], 긍정 텍스트 확률 : 86.49%"
"[쪽지보내드렸어요], 긍정 텍스트 확률 : 86.49%"
"[가격 정보 부탁드려요.사은품있다면 같이 부탁드려도 될까요?], 긍정 텍스트 확률 : 72.22%"
"[쪽지보내드렸어요], 긍정 텍스트 확률 : 86.49%"
"[ 닉네임의 뒤는 무거동 으로 수정 부탁드리겠습니다], 긍정 텍스트 확률 : 50.49%"
"[무거동은 중복이라 수정이 안되네요ㅠ 예비맘으로 바꿨습니다ㅎ], 긍정 텍스트 확률 : 72.83%"
"[ 안녕하세요 혹시 이거 언제까지 쓸 수 있는건가요?? 몇살까지 쓰나 궁금해서요.. ㅎㅎ], 긍정 텍스트 확률 : 55.38%"
"[글에보시다시피 월말 출산해서 지금 신생아 겨우벗어난 일 좀넘은 아기라서요.저는 집에서부터 쓰고있고 최대한 쓰려고요. 솔직히 디럭스가 가장 튼튼하고 안전한건데 휴대하긴 무겁고 너무비싸기도해서 안사는듯요. 사신분들은 애가 탈수있는한 태우는거같애요근데 오카로는 접으니 작아져서 트렁크에 쏙 들어가니 휴대하기도 괜찮아요], 긍정 텍스트 확률 : 61.60%"
"[ 저도 감이 안잡혀서 ㅠㅠ 사면 살까지 쓸 수 있는건지.. 궁금해서요애기 사이즈를 모르겠네요 살이면 얼마나 클지 ㅋㅋ.. 오래 쓴다면 사고싶네요 ㅎㅎㅎ좋아보여요], 긍정 텍스트 확률 : 87.05%"
"[ 월 두달살고 바로 내년에 살된대요 ㅎㅎ두달아기 나이가 두살이라니 .이런경우라면 세살까지도 디럭스 쓸듯요 ㅎㅎ], 긍정 텍스트 확률 : 77.29%"
"[글에 써있는데 ㅎㅎ남편직장에서 선물준거라서요.결제를 어디서했냐 물어보기가 애매해요.베페는 제가 갔다가 우연히 본거예요.페도라부스는 항상 입구에 제일큰데 마마스는 구석진데 작게 있더라고요. 베페구매가격은 그때 알았는데 지금 기억이안나요], 긍정 텍스트 확률 : 77.92%"
"[오 색도 고급지네요ㅎㅎ], 긍정 텍스트 확률 : 73.91%"
"[고급스럽고 예뻐요ㅠ], 긍정 텍스트 확률 : 93.80%"
"[저도 만족도가 높은 유모차에요 ], 긍정 텍스트 확률 : 65.11%"
"[쪽지보냈어용ㅎㅎ], 긍정 텍스트 확률 : 86.32%"
"[쪽지 보냇슴다 ㅎㅎ], 긍정 텍스트 확률 : 71.12%"
"[쪽지보냇어용ㅎ], 긍정 텍스트 확률 : 57.61%"
"[쪽지 보냈습니다 ㅎㅎ], 긍정 텍스트 확률 : 86.32%"
"[쪽지 보냈어요 ㅎㅎ], 긍정 텍스트 확률 : 86.32%"
"[ 가격 알수 있을까요?], 긍정 텍스트 확률 : 64.64%"
"[쪽지드렸어요], 긍정 텍스트 확률 : 66.13%"
"[저도 살까말까고민중인데 가격좀 알려주세요ㅎ ㅎㅅ], 긍정 텍스트 확률 : 94.06%"
"[쪽지드렷어요], 긍정 텍스트 확률 : 63.12%"
"[저도 가격문의요], 긍정 텍스트 확률 : 52.93%"
"[쪽지드렸어요], 긍정 텍스트 확률 : 66.13%"
"[ 후기잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[쓰는분있는데 볼때마다 멋지더라구요 ㅎㅎ], 긍정 텍스트 확률 : 99.35%"
"[ 디럭스 유모차가 폴딩좋기 쉽지 않지요ㅎㅎ고급스럽고 멋진 유모차에요], 긍정 텍스트 확률 : 98.90%"
"[오카로는 진짜 고급스러워요 ㅎ], 긍정 텍스트 확률 : 92.26%"
"[폴딩이 너무 좋은 디럭스유모차에요], 긍정 텍스트 확률 : 98.27%"
"[든든해보여요], 긍정 텍스트 확률 : 51.44%"
"[역시 이쁘네욤], 긍정 텍스트 확률 : 95.41%"
"[오카로 엄청 좋죠저도 완전 좋더라구요], 긍정 텍스트 확률 : 98.28%"
"[ 저희 아들 만세 막 지났는데 아가 때 잘 썼어요. 튼튼하고 좋아요 스토케 보러 갔다가 어보에 빠져서 어보로 샀더랬죠ㅋㅋ 판교 현대백화점에선 어보로 대여해준데요. 백화점에서 선택한 이유가 있겠쥬], 긍정 텍스트 확률 : 98.46%"
"[댓글 감사합니다❤ 판교 현백 클라쓰 믿고 사렵니다 헤헤], 긍정 텍스트 확률 : 76.92%"
"[혹시 카페규정에 어긎날까봐ㅡ쪽지드릴게욥], 긍정 텍스트 확률 : 57.32%"
