"[에그 유모차 구매와 개월 사용 후기육아템], 긍정 텍스트 확률 : 62.66%"
"[오전 시 분쯤이었고다 먹고 나설때가 시 좀 넘었는데], 긍정 텍스트 확률 : 71.15%"
"[ 바쁜 주방 모습도 찰칵 ㅎㅎ ], 긍정 텍스트 확률 : 90.46%"
"[ 메이플시럽 코코넛시럽등.. 준비되어 있어서에그엔띵스 메뉴에 함께 곁들어 먹을 수 있어요. ], 긍정 텍스트 확률 : 89.56%"
"[ 괌 에그엔띵스에서 아마도 많이들 시켜먹는 메뉴 중 하나일테죠.오믈렛과 팬케이크.두 가지 모두 양이 많은데요.팬케이는 특히나], 긍정 텍스트 확률 : 94.38%"
"[양에 매우 놀라울ㅎㅎ그리고 먹다보면], 긍정 텍스트 확률 : 83.52%"
"[다 먹을 수 있을 것 같기도 하면서... 느끼해서 다 못먹는 그런 양입니다.그냥 남기고 나온다 생각하면 되는 ㅠㅠ ], 긍정 텍스트 확률 : 95.34%"
"[괌에서 사용처가 많아 참 좋았어요.], 긍정 텍스트 확률 : 68.76%"
"[ 하와이처럼 괌 에그엔띵스도 기념품 소스 커피 등등 판매하더라구요.컵을 사올까말까 고민하다가 안샀어요...ㅎㅎ ], 긍정 텍스트 확률 : 73.18%"
"[ 카바나에 누워서 교대로 쉬어가며 아이와 놀아주다가바다수영도 하고깊이도 많이 깊지 않으니까 아이 튜브 잡고 함께 놀기 좋았던 괌입니다. ], 긍정 텍스트 확률 : 98.64%"
"[ 바다에서 놀면서 사진 찍고 놀고캔맥도 마셔가며... 너무 행복한 휴양이었어요 아이가 좀 크니까 휴양지도 제대로 즐길 수 있어 좋네요.아 그리고 리프 인피니티 비치클럽에서 캔맥주 주문해 마시게 되면가지고 비치로 나갈 순 없으니 참고하세요.온리 그 안에서만 마셔야 합니다...ㅎㅎ], 긍정 텍스트 확률 : 89.10%"
"[.아침 일찍 배달이 왔다..드디어 기다리고 기다리던 소파. ], 긍정 텍스트 확률 : 85.89%"
"[ .오늘 서방 따라 같이 부산 가는 날이라.설치하는 거 보고 대충 정리해서 부랴부랴 집을 나섬. ], 긍정 텍스트 확률 : 68.92%"
"[ .날씨 너어무 좋아. ], 긍정 텍스트 확률 : 87.07%"
"[ .식품관 돌다가 새로 생긴 시노베 와플.궁금해서 맛보기루. ], 긍정 텍스트 확률 : 88.51%"
"[ .과자처럼 바삭하게 구워낸 와플 두 장 사이에.생크림이 발려있고 메이플시럽을 뿌려주는. ], 긍정 텍스트 확률 : 60.42%"
"[ .요즘 제주도 매장 인테리어 공사 중인 서방..업무 볼 때 종종 데리고 다녀주는데], 긍정 텍스트 확률 : 86.12%"
"[ .매번 그랬지만 완성돼가는 모습 보고 있으면 너무 대견하고 자랑스러운.. ], 긍정 텍스트 확률 : 78.38%"
"[ .그냥 너무 좋았던 시간. ], 긍정 텍스트 확률 : 53.07%"
"[ .항상 소고기 코너에서 발길을 멈추는 서방..좋아 보이는 부채살이 있어 한 팩 사고. ], 긍정 텍스트 확률 : 74.00%"
"[ .맛있게 구워준다고 밥만 준비해서 대기하고 있으래..고기를 기다리는 자세. ], 긍정 텍스트 확률 : 54.64%"
"[근데 진짜 맛있다..고기 굽기 칭찬해. ], 긍정 텍스트 확률 : 53.26%"
"[ .따뜻한 밥 위에 고기 올리고 파김치 얹어서 .이렇게 무한 반복], 긍정 텍스트 확률 : 97.96%"
"[오아시스마켓 조합..아침으로 과일이랑간단하게 먹고 오늘은 또 대구로 출발. ], 긍정 텍스트 확률 : 53.87%"
"[ .미팅 장소 근처 맛집 검색하다가 고른 곳인데.생대패삼겹살이 진짜 맛있었다..대패 올려먹으라고 같이 나오는 초밥도 좋았고], 긍정 텍스트 확률 : 97.59%"
"[ .마지막으로 볶음밥도 짱맛..또 가고 싶은데 이쪽은 갈 일이 없어.. ], 긍정 텍스트 확률 : 75.95%"
"[ .그리고 디저트 먹으러 .예전부터 넘 궁금했던 곳에 왔다. ], 긍정 텍스트 확률 : 85.44%"
"[ .당근케이크 주문..이상하게 다른 케이크는 몰라도 당근케이크가 유명하다는 곳이 있으면 꼭 한 번은 먹어보고 싶은..서울에 세시셀라도 언젠간 꼭. ], 긍정 텍스트 확률 : 93.15%"
"[ .엄청 커. ], 긍정 텍스트 확률 : 51.42%"
"[ 알아서 이런 거 주문한 게 너무 웃겨서.에그 유모차 보러 갔다가 알게 된알마몰에서 주문했대.여기 유모차에 다는 인형도 예쁜 거 많던데.호두 태어나면 다시 구경하기루. ], 긍정 텍스트 확률 : 91.23%"
"[ .침대 뒤에서 잡고 있을 테니까 나보고 밑에 누워보라고.ㅋㅋㅋ ], 긍정 텍스트 확률 : 53.25%"
"[ 엄마가 챙겨준 군고구마.이게 마지막. ], 긍정 텍스트 확률 : 92.33%"
"[ 서방이 먹는다고 산 킨더 초콜릿.요거 맛있어서 왔다갔다하면서 잘 주워 먹는 중. ], 긍정 텍스트 확률 : 77.77%"
"[ .제주도에서 귤을보내주셨다. ], 긍정 텍스트 확률 : 65.75%"
"[ .이만큼이나.ㅠㅠ ], 긍정 텍스트 확률 : 83.50%"
"[ 드디어 서방이 이케아에서 주문한 아기침대랑 기저귀 갈이대가 택배로 왔는데], 긍정 텍스트 확률 : 52.28%"
"[ 이런 것도 같이 주문한... ], 긍정 텍스트 확률 : 64.48%"
"[서방이 호두랑 정말 잘 놀아줄 것 같네. ], 긍정 텍스트 확률 : 76.75%"
"[ 오늘은 한 달 만에 호두 보러 또 부산 가는 길.수시로 배고픈 임산부는 차 안에서도 야무지게 챙겨 먹고. ], 긍정 텍스트 확률 : 50.91%"
"[ 엄마가 점심 해놓는다고 집부터 갔는데낙지볶음이랑 꽃게탕이..ㅠㅠ ], 긍정 텍스트 확률 : 66.08%"
"[ 그리고 활꽃게로 만든 꽃게탕 ㅠㅠ집에서는 엄두 못 내는 메뉴.폭풍 흡입. ], 긍정 텍스트 확률 : 93.09%"
"[ 점심 빵빵하게 먹고 병원 갔더니 호두는 잘 크고 있어.근데 머리가 위에 있어.양수도 충분하고 아직 주까지는 자기 마음대로 움직인다고 걱정 말라는 쌤.그리고 호두는 오늘도 손으로 얼굴을 가리고 안 보여줘서 주 뒤에 다시 초음파 보기루. ], 긍정 텍스트 확률 : 97.52%"
"[ 바로 집에 가기 아쉬우니까 엄마랑 신세계.백화점 층에 멤버스바가 오늘 새로 오픈했대서 총총. ], 긍정 텍스트 확률 : 87.86%"
"[ 다 같이 먹으면 더 맛있어. ], 긍정 텍스트 확률 : 77.35%"
"[ 아침에 또 상 펴서 다 같이 떡국 먹고], 긍정 텍스트 확률 : 62.63%"
"[나 한 팩.ㅋㅋㅋ고마워 잘 먹을게 ], 긍정 텍스트 확률 : 71.31%"
"[ 바로 가려고 했는데같이 백화점 가고 싶다는 동생.ㅋㅋㅋ아기 이불 사준다는 거 필요 없다고 했더니 에뜨와에서 또 이것저것 사주는. ], 긍정 텍스트 확률 : 55.65%"
"[ 속싸개랑 천 기저귀], 긍정 텍스트 확률 : 51.44%"
"[손수건 등등.호두 사랑 듬뿍 받네.남은 두 달 쑥쑥 커서 건강하게 나오자 ], 긍정 텍스트 확률 : 81.39%"
"[안녕하세용아이꾸입니댱 ], 긍정 텍스트 확률 : 75.32%"
"[ 이건 스토케 트레일즈입니다스토케 익스플로리 모델과 다른점은발판과 손잡이 정도? 더있을수도ㅋㅋㅋ제가 좀 차 브라운시트에 집착을 하는데요이것도 브라운색상이라 조금 집착 했었어요 ], 긍정 텍스트 확률 : 58.51%"
"[ 미마자리 유모차는 브라운색상 아니면화이트가 진리지요맨 위에 미마자리는 제가 첨 본 색상인데은색?같은거라 본적이 없어서마음을 좀 뺏겼었지만해외구매를 했어야했고 아무튼 결론은가죽이라 패스... ], 긍정 텍스트 확률 : 66.72%"
"[ 하얀색은 넘 이쁜데내가 가지고 다니면 분명히너덜너덜 지저분해질것이뻔하기 때문에 패스 ㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 61.61%"
"[ 그리고 마지막까지 고민했던오르빗아 ㅠㅠ 이건 진짜 아직도 사고싶어요 ㅋㅋㅋㅋㅋㅋㅋ유모차 있는데도 탐남ㅋㅋㅋ왜냐면 도 회전하는게 정말너무 좋은 기능 같았고 로즈골드프레임 진짜예쁘고 가격이 진짜 대박이거든요디럭스치고 저렴한데 저기다가풀옵션으로 뽑아도 저렴해요 ㅋㅋㅋ신생아용 유람?도 같이 구매하면카시트로도 사용 가능한데 그걸 또 유모차에꽂을 수 있어서 애기 잠들면 안깨우고바로 카시트뽑아서 유모차에 꼽고 집으로 가면됨근데 왜 이걸 안샀는가바로 눈높이 때문 ㅠㅠ 흑..암튼 그래서 저는 .가장 안질릴것 같고.아기와 눈높이도 맞출 수 있고.튼튼하고.한정판 색상을 가지고있는스토케 익스플로리 로 골랐습니다내돈내산 아니지요찰고돈고산입니다찰떡이 고모가 고모돈 주고 사준 선물ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 73.33%"
"[ 스토케 익스플로리 애슬레저 그린색상 도차꾸일단 층 엄마집에 갖다놨어요ㅋㅋㅋㅋㅋ층에 놔둬야 왔다갔다하기 편해서용 ], 긍정 텍스트 확률 : 81.08%"
"[ 이것좀 보세요 ㅠㅠ애슬레저 그린색상ㅠㅠ 넘예쁘..취향저격스토케 익스플로리 애슬레저 그린색깔모르는사람 없게해주세요.. ], 긍정 텍스트 확률 : 93.28%"
"[ 브라운색상의 가죽은날 설레게하지 ], 긍정 텍스트 확률 : 73.03%"
"[ 겨울에 쓰는스토케 익스플로리 전용 방한커버는 만원ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 엄청 예쁨.. ], 긍정 텍스트 확률 : 84.38%"
"[ 스토케 익스플로리에 맞는방한커버도 구입 ㅋㅋㅋㅋㅋㅋ한겨울인데 애기 땀흘림 부럽..나는 추운데그래도 유모차 손잡이에 다는장갑도 사서 내손만큼은 따뜻함 ㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 92.47%"
"[ 일때부터 태우고 외출해서 그런지이거 타면 나가는줄 알고 좋아해요넘나 귀여운것..내일 또 어야가자 ], 긍정 텍스트 확률 : 95.86%"
"[싸이벡스미오스로즈골드 우리아기 첫유모차 베페 전시상품 할인으로득템하고 돌아온 후기 남겨요 ], 긍정 텍스트 확률 : 57.84%"
"[ 저번 베페부터 눈독을 들였던싸이벡스 미오스 로즈골드 신상이 너무 예쁘더라고요겨울아가라 디럭스 오래 안탈 것 같아서 중고 구매후휴대용으로 빨리 넘어갈 계획이었거든요아니면 합리적인 가격대의 절충형으로 오래가자이런 생각으로 베이비페어에 놀러간건데...전시상품 할인이 매력적이에요지금 인터넷 최저가로 만원 정도인데한 만원 저렴하게 팔고있더라고요전시상품이지만 어제 꺼낸 제품이고바로 들고갈 수 있다는 점도 괜찮았어요아예 비싼 스토케], 긍정 텍스트 확률 : 99.24%"
"[미마자리 아니라면실속있는걸 사자 라는 생각이었는데..남편이 뜬금없이 싸이벡스 미오스에 빠져서오늘 당장 사갈거라고 계속 주장하는 바람에ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전 사실 처음에 반대했는데집에서 계속 보다보니 빠져드는로즈골드 프레임 볼수록 마음에 들어서..계속 자랑중..남편의 안목이 괜찮긴 하다면서 ㅎㅎ ], 긍정 텍스트 확률 : 99.98%"
"[ 택배도 안되고 그냥 가져가라고..그래도 싸게 득템했으니 기분 좋게 귀가택시 타고 와서 바퀴 깨끗하게 닦았어요디자인만 보고 빠진건데핸들링 도 생각보다 너무 좋더라고요유일한 단점은 유모차 바구니? 밑에 짐 두는곳이 다른것에 비해 작다는 점직원에게 작아서 아쉽다고 하니커지면 이 예쁜 디자인을 살릴 수 없다고..오빠랑 저는 바로 수긍하고 결제했습니다카시트는 아기를 위한 제품이고유모차는 끌고 다니는 부모를 위한 것이다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ예쁘고 핸들링 좋으면 된거죠 ], 긍정 텍스트 확률 : 96.38%"
"[ 절충형이라 바퀴는 디럭스에 비해 작아요대신 무게도 그만큼 가볍죠엄마 혼자서도 쉽게폴딩 할 수 있고양대면 으로 변경 가능합니다 ], 긍정 텍스트 확률 : 67.26%"
"[ 가죽 안전바 도 너무 예쁘죠작년 모델과 가격이 많이 차이나길래 뭐지했는데 이런 디테일에서 고급화를 시켰어요작년걸로 살까 했는데 이걸 보고 그걸 보니살짝 저렴해보이더라는..지극히 개인적인 의견입니다], 긍정 텍스트 확률 : 66.73%"
"[ 코베를 보고 나왔더니코엑스에 노브랜드버거가 나왔더라고요오호 버거킹 노브랜드 맥도날드롯데리아이정도 퀄리티인데 가격은 제일 낮으니 인정안에 들어간 야채들이 신선했어요감자튀김도 도톰하니 패스트푸드지고 건강한맛근처에 있다면 한번 가보세요물론 멀리서 찾아갈 맛집은 아니랍니다 ], 긍정 텍스트 확률 : 56.86%"
"[ 우리 지구의 첫유모차싸이벡스 미오스 로즈골드 디자인에 반했다가 핸들링에 감탄하는기특한 육아템이라 구매 후기를 남겨봐요지구가 태어나면 시승후기 또 리뷰할게요❤그럼 모두들 육아용품 즐겁게 쇼핑하세요 ], 긍정 텍스트 확률 : 87.06%"
"[ 혹시나 하는 기대감에 매장안을 들어가보니 많은 분들이 쇼핑하느라 분주한 모습이였어요.베페가 열리는데도 이런 할인매장을 찾는 분들이 따로 계신가 보더라구요우리처럼 빈정상해서 오신 분들인가..?아님], 긍정 텍스트 확률 : 82.36%"
"[ 진짜 베페보다 저렴해서 오신건가...?별 생각을 다 하며 일단 구입하고자 했던 유모차가 진열되어 있는 곳으로 가보았어요. ], 긍정 텍스트 확률 : 81.89%"
"[ 역시 제 안목이 틀리지 않았어요ㅋㅋㅋ영국왕실 유모차 답게 귀티가 줄줄절충형유모차 인데도 양대면 사용이 가능하며 디럭스 못지 않은 안정감까지 두루두루 갖춘 품격있는 유모차 실버크로스스피릿이였어요 ], 긍정 텍스트 확률 : 88.99%"
"[ 명품유모차임에도 가성비가 좋은 제품인데 베이비플러스 파주점에선 초특가 세일 가격으로 판매를 하고 있어서 또 한번 놀랐지 모에요ㅋㅋ백화점이나 인터넷 판매 어디를 둘러봐도 명품유모차는 왠만해선 특가상품으로 잘 나오질 않거든요 ], 긍정 텍스트 확률 : 85.23%"
"[ 아이엔젤], 긍정 텍스트 확률 : 50.77%"
"[ 소르베베 등다양한 브랜드의 아기띠를 하나씩 착용해보고 가격적인 부분도 고려해서 결정한 제품은 포브 도로시출산예정일이 한 겨울이라 워머 세트도 함께 구입을 하였답니다 ], 긍정 텍스트 확률 : 59.54%"
"[ 산모용품 등은 몇일전 인터넷으로 구입을 한 상태였거든요.개인적인 생각으로는 온라인구매가 가장 저렴할 줄 알았어요.근데], 긍정 텍스트 확률 : 54.74%"
