"[ 쌍둥이유모차 즉시할인역대가특가 엄선해 보았습니다 인기상품은 조기 품절되니 유의하시구요.특가 추천 상품중에 득템해 보세요 품 구매리뷰후기는 아래 링크로 들어가세요 ▼.. ], 긍정 텍스트 확률 : 78.15%"
"[ 지하로 오니까 와 진짜 유모차랑 카시트 보는데진짜 입이 떡 벌어질뻔 했어요사실 맘까페에서 추천해서 가보라 해서 온거긴 한데그리 큰 기대를 하지 않고 온거였거든요이렇게 안에 지하까지 들어와본건 처음이에요근데 완전 대박반전. 이렇게 종류가 많고 다양한 브랜드까지많이 갖추어져 있을거라곤 상상도 못했어요진짜 그야말로 반전중에 대반전우리동네 너무 만만하게 본거 급 반성모드.진짜 유명 브랜드 웬만한거 다 있었고요.최신 신상품 까지 다 만나볼 수 있었습니다.그리고 여기 베이비파크 사장님도 실제로베이비페어랑 육아박람회가 열리면 항상 참여 하시는데요], 긍정 텍스트 확률 : 99.99%"
"[ 사장님이 직접 박람회보다도 저렴한 가격대로판매한다고 하면 말 다한거 아니겠어요?베이비페어보다 싸게 해주실수 있다는데마다하실분 계신가요?그리고 사장님이 워낙 이쪽 업계에 오래 몸담으신 분이라그냥 척하면 척이었답니다.물어보면 모르는게 없으시고요또 절대 사람들 부담스럽지 않게 해서 특히 좋았습니다.저는 너무 막 강매하고 어필하고 그런 스타일 안좋아하는데여기 사장님은 물건을 팔려는 사람이 아니라그냥 편하나 동네 학부모 느낌? 같이 편안해서 너무 좋았어요제품 설명도 딱 간략하면서도 임팩트 있게귀에 쏙쏙 들어오게 해주셔서 이해가 너무 잘되었답니다초보엄마들도 여기서 출산관련 육아관련 용품사러 오시면 사장님 한테 도움 많이 얻으실 수 있을 거 같아요여기 옆에 조리원에 있을때 가끔 내려와볼걸 그랬나봐요그래서 앞으로 필요한 출산용품이 뭐있나구경도 하고 정보도 얻고 했으면 좋았을뻔 했어요조리원이 너무 아늑하고 좋아서그리고 제가 집에 티비가 없거든요조리원에 티비가 있어서 그거 보느라 정신이 없었어요방금 낳은 신생아 아기 케어해주시는 선생님드도 계시겠다완전 천국이 따로 없었죠식사 떄 되면 밥도 나오고 마사지 받고조리원 동기들 만들어서 수다떨고 좋은 기억만 있네요그리고 그 조리원이 외출이 금지였어요제가 겨울에 애기를 낳아서밖에서 바람을 쐬야지 이런 생각은 못해봤던거 같아요여기 사장님이 제품에 대해서 너무 장점만 어필하는게 아닌자기도 직접 사용해본것들에 대해서는 단점이나 꼭 짚고넘어가야할 사항들에 대해 솔직하게 말씀해주셔서 감동이었어요그리고 요즘 아기 엄마아빠들이 좋아하고 많이 사용하는 물품인기있는 물품들을 많이 알고 계시더라구요 ], 긍정 텍스트 확률 : 73.36%"
"[ 그리고 두둥 드디어 만난 저의 유모차 후보 번을 만났습니다바로리안 솔로 절충형유모차차.뜨끈한 완전 최신형이예요.다행히 여기 전시되어 있었어요그동안 인터넷으로만 내도록 보고], 긍정 텍스트 확률 : 95.62%"
"[후기사진들 보고 하다가이렇게 실물을 보고 있으니 괜히 내가 더 떨리더라고요저기 타고 있을 사람은 내가 아닌 아기인데], 긍정 텍스트 확률 : 58.11%"
"[제가 너무 갖고싶어 했던 제품중 하나라보고만 있어도 저도 모르게 웃음이 새어나왔다는옆에서 보고 있는 남편이 그렇게 좋으냐며어찌된게 너 가방살때보다 유모차 보러 오니까 표정이 더 밝다며신기해하더라고요이게 바로 엄마맴이란거다 남편아. 하하그리고 항상 새거 새물품 살때는 참 기분이 좋네요앞으로 평일에는 혼자 아기를 데리고외출할수 있는데 제가 사용하는 물건이기도 하잖아요예쁜거로 골라야죠제가 직접 차에 접어서 싣고 내리고아기를 태우고 생각만 해도 떨리네요 ], 긍정 텍스트 확률 : 93.49%"
"[ 제가 이날 유모차를 보러 왔다고 하니사장님이 이때부터 본격적으로 저를 로 케어해주셨어요다른건 몰라도 여기서부터는 저도 적극적인 설명과정보가 필요했거든요그런데 제가 친절함과 상냥함에 좀 약한데사장님이 어떻게 아셨는지 참사람이 왜 조금 대접받는 느낌 받으면 기분이 좋잖아요저는 귀가 막 팔랑거리고안사도 되는 물건까지 사는 스타일이거든요이 날도 완전 녹아 내렸죠 뭐컬러도 인터넷에서 보던거랑 실제로 보던거랑차이가 좀 있더라고요세상에나. 우리 아이가 탈 유모차인데워낙 유명한 제품이고 브랜드 탄탄하고 하니까가격만 저렴한데 찾아서 구매를 해볼까.. 했던내 자신이 너무나 죄송스러웠던 순간이었어요이웃님들도 유모차는 무조건직접 이렇게 매장이나 쇼룸 가셔서 다 체험해보고접어도 보고 기능이나 안전성 튼튼한지 다 체크하고구매하시길 바래요저는 이날 직접 보고 더더욱 마음에 들어서 다행이었지만요. 히히컬러도 보시는것처럼 한가지만 있는게 아니라다양하게 더 있었습니다제트블랙], 긍정 텍스트 확률 : 97.37%"
"[수납공간이 상대적으로 적은제품들도 많이 봐왔는데], 긍정 텍스트 확률 : 72.40%"
"[ 여기는 이렇게 장바구니가 아주 넓게 마련되어 있어서완전 짱이었습니다엄마들 아이 데리고 다니다보면 짐이 어마어마하잖아요하단에 저렇게 대형사이즈 장바구니가 있어가방도 툭툭 올려둘수 있고 최고였어요특히 겨울에는 아이 점퍼에 엄마 점퍼에가방도 있지 나중에 이유식 시작하면이유식 가방도 들고 다녀야 한다고 하더라구요짐이 어마어마 하죠대형사이즈 장바구니는 아주 큰도움이 될거 같아요 ], 긍정 텍스트 확률 : 94.99%"
"[햇빛 차단도아주 완벽하게 된답니다발판도 아이 성장에 맞춰서 발을 쭉뻗게도 했다가조절도 가능하더라구요안전바도 있어서 한결 더 마음이 놓여요색상 너무 예쁘지 않나요? ], 긍정 텍스트 확률 : 86.73%"
"[ 아무래도 남편보다는 제가 더 많이 사용할 것 같아훨씬 더 꼼꼼하게 챙겨봤던 것 같아요.장바구니 놓는 공간도 더 자세히 살펴보고요장바구니 크기 넉넉하고 너무 좋네요디럭스 유모차중에 겉보기에는 멋지고높아서 키큰 엄마아빠들 쓰기 좋다는거 있잖아요비싼거 다들 아실거에요그 제품은 장바구니라고 할수도 없는작은 가방이 달려있더라구요아이의 승차감이 좋을지는 모르겠지만아무래도 장바구니 크기까지 신경써준이 유모차가 저는 더 마음에 드네요 ], 긍정 텍스트 확률 : 86.13%"
"[ 그리고 저의 두번째 후보였던리안 그램플러스 휴대용유모차이것도 맘까페에서 실제 사용중인 엄마들이후기가 좋아서 고민이 되었는데요역시 매장와서 직접 보길 잘했어요이제품도 직접 보니 괜찮기는 했으나두제품 동시에 놓고 보니까 비교가 확실히 되더라고요장단점도 보이고], 긍정 텍스트 확률 : 99.85%"
"[ 나한테 더 맞는 제품이 어떤것인지도 알게 되었어요다 각자 상황이나 취향? 그리고 기능에 따라고르시면 될 것 같아요.저는 개인적으로리안 솔로 절충형유모차가더 저한테는 맞아서그걸로 최종결정 했답니다여기 오기전까지는 진짜 고민엄청 했었는데직접 보고 나니 한방에 결정을 내릴 수 있었어요휴대용으 아이가 조금 더 커서 여행을 다닐수 있는떄가 되면 그 때 다시 알아보고 사는게 좋을거 같아요두돌정도 되면 여행 다닐수 있을까요벌써부터 설레네요두돌 되기전에 비행기가 거의 무료나 다름없어서어딘가 여행을 다녀오고 싶은데비행기안에서 다른 여행객들한테 피해를끼치게 되면 어쩌나라는생각이 들어서 좀 망설여 지는거 같아요저도 제주도도 가고 남들 다가는 괌도 가고싶은데 말이죠미세먼지 없는 괌에 가서수영도 하고 모래놀이도 하는 아이의 모습을 보고 싶네요좋아할지는 모르겠지만임신떄부터 여행을 못갔으니까년 반 정도는 정말 마트 집 백화점 집 커피숍이렇게만 다닌거 같아요너무 슬프지 않나요 ], 긍정 텍스트 확률 : 98.21%"
"[ 이 제품 역시도 기능은 엄청 출중했어요수납공간도 충분하고], 긍정 텍스트 확률 : 95.04%"
"[ 핸들링도 좋았지만아주 미세한 차이로 저는 리안 승리 히히 ], 긍정 텍스트 확률 : 91.93%"
"[ 두제품 모두 원터치 퀵폴딩으로 아주 쉽게 접히고또 펴는것도 짱쉬웠어요.여자 혼자서도 접고 피고 다 할 수 있답니다.휴대용은 이런게 참 좋아요차 트렁크에도 자리 많이 안차지하고유모차를 넣고도 다른 무언가를 또 싣는게 가능하지요 ], 긍정 텍스트 확률 : 79.23%"
"[ 계산할려고 층으로 다시 올라왔는데또 막 제 눈에 들어오는 제품들.진짜 여긴 천국이었습니다 여러분 흑흑여기 층에 판매하는 제품들도 온오프라인 통틀어최저가로 판매하는 제품들이 대부분이었어요그래서 온김에 필요한거 몇개 더 샀답니다 ], 긍정 텍스트 확률 : 98.76%"
"[ 외출복과 내복도 이벤트 중이여서여기서도 엄청 득템했어요진짜 가랑비에 옷젖는다고가격이 너무 저렴하니 안살수가 없었답니다. 이날은. ㅠㅠ ], 긍정 텍스트 확률 : 87.42%"
"[ 그리고 여러분.여기 알퐁소 의류도 있어요옷들도 진짜 심쿵할정도로 넘나 예쁘게 디피되어 있었고], 긍정 텍스트 확률 : 92.62%"
"[ 신생아이불 보니 또 우리아이신생아때 생각도 나고요.제 친구도 이제 곧 아이 출산 임박인데], 긍정 텍스트 확률 : 86.30%"
"[ 친구 출산 선물도 여기 와서 사야겠네요.베이비파크를 알게된 것은 넘나 큰 축복 히히이웃님들도 이 근처 살고 계시면베이비파크 꼭 들려보세요 ], 긍정 텍스트 확률 : 72.27%"
"[년 첫 킨텍스베이비페어 맘앤베이비엑스포 방문후기 남겨보아요 아침일찍부터 준비해서 간 뚜벅이 봄이맘은...결론적으로 선착순 선물 실패했어요ㅠ 맘이 아프네요ㅠ], 긍정 텍스트 확률 : 71.29%"
"[ 킨텍스 제전시장 홀 앞쪽에 마련된 부스들.이 곳에서 입장권인 팔찌를 받고 줄을 서면 되요. ], 긍정 텍스트 확률 : 74.81%"
"[ 조기가 유모차 대여 및 반납장소에요], 긍정 텍스트 확률 : 66.59%"
"[ 크라잉베베이벤트와 회원 인증 이벤트가 열리고 있어요], 긍정 텍스트 확률 : 53.12%"
"[ 아이들이 좋아하는 동결건조 과일칩 이치비야를 저렴한가격에 만나실 수 있답니다], 긍정 텍스트 확률 : 78.63%"
"[임산부속옷도 만날 수 있고 아주 귀여운 베베옷들도 만날 수 있어요블링블링했던 이 곳은 아기 옷과 머리장식], 긍정 텍스트 확률 : 88.31%"
"[예쁜 보넷과 핀도 함께 있어서 봄이 핀도 사왔지요 그 외에 아이옷들도 많아요 전 봄이 사이즈 맞는 곳 찾기는 좀 어렵네요 ㅋㅋ], 긍정 텍스트 확률 : 94.72%"
"[ 요즘 핫한 몽슈레 태열베게.시원한건 기본 두상도 예쁘게세탁도 간편해서 요즘 인기만점이네요], 긍정 텍스트 확률 : 99.87%"
"[ 내이브로 퓨어잇.엄마들이 항상 찾는 부스죠.오늘도 저 씨리얼 엄청 팔리드라구요 저도 ㅋㅋ], 긍정 텍스트 확률 : 96.85%"
"[ 편안한 아기띠와 따뜻한 워머를 갖춘 구스켓디자인과 실용성을 갖추고 있는 곳이에요], 긍정 텍스트 확률 : 99.21%"
"[ 역시 베이비페어 답게 육아필수품 매트가 빠지지 않았는데요.전 가볍게 알집], 긍정 텍스트 확률 : 96.56%"
"[디자인 만 살펴보고 왔어요 박람회 가격이라 확실히 싸기는 하더라구요 아이들이 보면 넘나 좋아할 디자인과 엄마들이 봤을 땐 실용적인 면까지 한 눈에 비교해보시면 될 듯해요], 긍정 텍스트 확률 : 96.93%"
"[ 디자인이 예뻐서 저도 좋아하는 코트니홈.색감이 예쁜 뿌니토 애착인형.면으로 만든 다양한 디자인과 색상의 인형.안에는 숯이 들어가 있어서 더 좋은 애착인형이에요 ], 긍정 텍스트 확률 : 73.60%"
"[ 기저귀도 저렴하게 득템하실 수있어요게다가 요즘은 게저귀 업체에서 생리대도 만들고 있더라구요.저도 특템했어요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.62%"
"[튼튼 등이 있어서 간단히 상담하기 좋아요], 긍정 텍스트 확률 : 66.37%"
"[ 키즈 실내승마체험이 있었어요.제가 갔을 때는 아직 준비중이었어요 봄이 같이 갔으면 좋아했을텐데말이죠], 긍정 텍스트 확률 : 94.20%"
"[ 그 외에도 무료로 아이들이 놀 수 있는 곳들이 몇 군데 있어서 아이와 함께 오신 분들이 조금 더 편할 듯해요 지난번 매드매터 모래놀이는 봄이도 한동안 푹 빠져살았던 놀잇감이네요 ㅎㅎ], 긍정 텍스트 확률 : 98.11%"
"[장난감등이 있는 곳이에요. 봄이가 좀 더 어렸다면 바로 구매했을 듯한 비쥬얼 넘나 예뻐요], 긍정 텍스트 확률 : 99.19%"
"[ 수납최고 기저귀가방 블레싱포유디자인도 감각적이고 안에 내부도 최고 트랜드에 맞는 감성까지 모두 갖추고 있어요], 긍정 텍스트 확률 : 99.77%"
"[ 신기한 아리부바. 자외선이 비춰지면 색이 변하는 블럭이에요 전용테이블도 있어서 아이들이 직접 체험해볼 수 있어요], 긍정 텍스트 확률 : 51.14%"
"[아이 간식 등등 외국 오가닉 제품도 만나볼 수 있어요], 긍정 텍스트 확률 : 73.65%"
"[ 무료시음회를 진행했던 가배공상.저도 정말 시원하고 맛있게 한 잔 마셨어요역시 카페인이 필요한 인], 긍정 텍스트 확률 : 50.14%"
"[유모차도 정말 많은 업체가 있어서 비교하기 좋더라구요.필요하신 분들 꼼꼼히 따져보시고 할인], 긍정 텍스트 확률 : 93.24%"
"[ 가운데 준비되어있는 휴식처.핸드폰 충전도 가능해요], 긍정 텍스트 확률 : 58.28%"
"[ 전 이곳에서 서포터즈팩 ], 긍정 텍스트 확률 : 76.99%"
"[ 헤헤... 하나씩 살펴볼께요], 긍정 텍스트 확률 : 62.16%"
"[ 루솔 배도라지즙바로 열어서 마시는 봄이. ], 긍정 텍스트 확률 : 69.40%"
"[ 요건이벤트 당첨으로 받은 타요홍삼 봄이가 가장 좋아하는 선물이었네요 ㅋㅋㅋ], 긍정 텍스트 확률 : 77.20%"
"[ 약간의 팁을 드리자면.첫 날 시 정도 도착하시면 선착순 선물 번 안에 들 수 있었어요.시 분 도착하신 분이 번이었데요 명 한정이니 참고하세요 그리고 선착순 선물이나 이벤트는 홈페이지 브랜드 이벤트에서 살펴보시고 가면 더 많은 선물을 받으실 수 있어요 미리 살펴보시길 바래요 언제나 활기찬 베이비페어. 킨텍스베이비페어 맘앤베이비엑스포와 함께 해서 넘나 즐거웠어요], 긍정 텍스트 확률 : 99.26%"
"[ 월 말쯤에 다녀온 밀양.우리 호의 어린이집 방학이라서 즐거운 시간을 보내기 위해서 꽉꽉 채운 일정 중 하나가 삼랑진에 있는 트윈터널이었거든요.거기에서 원래 다른 카페를 가려고 했는데 사람들이 너무 많이 몰린다는 이야기를 듣기도 했고], 긍정 텍스트 확률 : 87.31%"
