"[ 접고 펴기 매우 쉬운 구조], 긍정 텍스트 확률 : 63.96%"
"[유모차의 전체적인 사진입니다. 우리가 고른 색상은 콜블랙 색상으로 상당히 고급스럽습니다.휙휙 돌려봐도 손목이 상당히 편합니다. 와이프가 다른 브랜드 유모차보다 이놈이 가장 부드럽다고 하네요. 자주 끌고 다녀야 하는데 일단 끄는게 편해야겠죠.그리고 높이가 상당히 높습니다. 높이 조절 어댑터가 있어 키가 인 제가 끌기에 상당히 편합니다.아이랑 눈높이 맞추기에도 상당히 좋아 보입니다. ], 긍정 텍스트 확률 : 96.86%"
"[밑에 장바구니의 깊고 넓은 공간을 확인할 수 있습니다.봄이나 되야 우리 애기를 요놈에 탑승 시켜볼텐데요.봄에 다시 돌아오겠습니다. ], 긍정 텍스트 확률 : 96.58%"
"[ 아기띠하고 아기댈꾸다닐려면 정말 더워미치죠 ㅠㅠㅠ이지워커버기는 앞에서도 포스팅했지만 가볍고 스펙쩌는 윰차라 지금껏사용하면서 단점하나발견못했어요 ], 긍정 텍스트 확률 : 79.98%"
"[꼭 꼭 원했떤 기능들만 요약해보자면 ?], 긍정 텍스트 확률 : 60.74%"
"[여자혼자충분히들수있어야하고], 긍정 텍스트 확률 : 73.53%"
"[수납이 편리할것 ], 긍정 텍스트 확률 : 51.21%"
"[· 모든차에 실릴것 ], 긍정 텍스트 확률 : 63.29%"
"[이지워커유모차에 애정이있는건지 혼자서도잘자유..혼자서도잘타고잘내려오고 ㅋㅋㅋ여튼], 긍정 텍스트 확률 : 71.56%"
"[일단.. 디자인부터너무이쁜 유모차유모차에서 젤 중요한], 긍정 텍스트 확률 : 83.73%"
"[안전을책임지는 프레임이 일체형이라타 유모차와다르게 안전성이 보장된윰차라죠딱봐도 힘있어보이는 유오차ㅋㅋ유모차끌고 사람붐비는 쇼핑센터나], 긍정 텍스트 확률 : 80.88%"
"[휴양지방문하면 꼭 한번쯤듣는소리가], 긍정 텍스트 확률 : 69.68%"
"[ 이 유모차는뭐예요????????????꼭한번씩 묻곤하더라구요 센스있는엄마들이 선택할 만한 절충형유모차 맞죠? ㅎㅎ], 긍정 텍스트 확률 : 75.54%"
"[요즘같은 더운날엔 밖에외출하면 유모차를 깝깝해하는경우도많은데], 긍정 텍스트 확률 : 87.67%"
"[그리고 손잡이약간 굴곡진손잡이], 긍정 텍스트 확률 : 89.75%"
"[저 손잡이덕에 유모차가방걸이가 따로필요없구요손잡이에 물건을걸어둘수있어 넘만족글구 키가 가량되는 신랑이 유모차를끌어도 불편하지않는 손잡이높이라 만족 ], 긍정 텍스트 확률 : 59.75%"
"[유모차장바구니도커서 수납하기넘좋더라구요절충형이나 휴대용유모차는 수납하기가 넘힘들기도했는데생각보다 많이들어가는 장바구니라 물건가지고다니기 넘만족스러웠어요], 긍정 텍스트 확률 : 77.89%"
"[위험하지않는 쇼핑센터같은곳에선 벨트안채우고 저리다녔어요 ㅠㅠ ㅋㅋㅋㅋ저리댕기다가 잠시 내리고싶으면 손가락질하면서 내려달라하더라구요ㅋㅋㅋㅋ그리고 저 발판발받침덕에 아들이 편하게 잘앉아잇더라구요 ], 긍정 텍스트 확률 : 67.25%"
"[벨트를 원래대로 메줘도되지만 깝깝해하는아기들은 요렇게 허리춤에 매줘도 괜찮더라구요위험하고 활동적인곳에선 꼭원래대로 어깨선맞춰 벨트를매어주는게좋겟죠? ㅋ], 긍정 텍스트 확률 : 81.08%"
"[ㅋㅋㅋㅋ 요즘은 유모차만펴면 혼자쪼르르달려가서 유모차탈라고하는아들이예요ㅋㅋㅋ저 만족스런 얼굴좀보소ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 58.02%"
"[이번 휴가동안 늘 함께하는 이지워커버기유모차], 긍정 텍스트 확률 : 96.18%"
"[추천합니당 ], 긍정 텍스트 확률 : 80.29%"
"[아빠는 정말 많은 생각과많은 것들을 예상하며 준비하는 것 같다.그래도 뱃속에 있을 때는아기의 건강과 내 건강을 가장 많이 생각하고일단은 뱃속에 품고 있으니내가 건강하게 잘 다니면아기도 건강한 것이니 몸은 좀 무거워도어딜 가는것에 있어 큰 어려움은없었는데], 긍정 텍스트 확률 : 87.68%"
"[그래서 육아 용품중 가장 많이 고민한 것이유모차와 카시트.정말 엄청 엄청 고민하고 알아보고정보의 소용돌이 속에서헤맸던 우리 부부.이건머], 긍정 텍스트 확률 : 87.61%"
"[에 대해서 포스팅 해보려한담 ], 긍정 텍스트 확률 : 78.97%"
"[일단 측면사진이담아기와 좀더 가까이 볼수있게 아답터를 설치한 상태로], 긍정 텍스트 확률 : 66.84%"
"[ 지퍼가 달려있고 깔끔하게 처리되어 있다.처음 사진은 이 부분을모두 오픈해서 편상태이고지퍼를 잠그면 아래와 같이 사용할 수있다. ], 긍정 텍스트 확률 : 68.94%"
"[여름엔 바람이나 공기가 통하면 좋은데겨울엔 아기가 추울테니이 부분을 잠궈주면 된다.유모차 옆모습 너무 마음에 드는 것. ], 긍정 텍스트 확률 : 62.47%"
"[요건 정말 넓은 바구니.나는 기저귀 가방을 넣어다니기도 하는데특대형인 가방이 들어가고도 남는다.그리고 저 큰 바퀴가 포인트저 크기에 안정감있는데핸들링이 좋아서 너무 부드럽다.그리고 오른쪽 바퀴쪽에브레이크 페달이 있다.저것도 가볍게 잠궜다 풀수있어서 너무 좋은 것], 긍정 텍스트 확률 : 78.06%"
"[마지막 모습은 신랑이랑 산책할 때], 긍정 텍스트 확률 : 81.32%"
"[ 성공적 하비 이지워커 유모차 구매 후기 ♥ ], 긍정 텍스트 확률 : 99.72%"
"[ 성공적인 “ ], 긍정 텍스트 확률 : 68.11%"
"[저는 저번달에 남편 휴가를 맞이하여 맛집 탐방도 하고 곧 태어날 아기를 위해 유아용품들을 사러 갔어용 ㅎㅎ 유모차 구입하라고 용돈을 주신 친정어머니 덕에 저희는 유모차를 사러 베페로 갔답니당 ㅎㅎ], 긍정 텍스트 확률 : 87.63%"
"[ . 안전성 부드러운 핸들링 아이의 흔들림 최소화], 긍정 텍스트 확률 : 53.64%"
"[. 편의성 ⊙평균 디럭스 무게인보다 가벼운 의 무게⊙절충형 원터치 폴딩 ], 긍정 텍스트 확률 : 87.67%"
"[ . 가성비 가격대비 성능 최고인 유모차젋은 엄마들에게 중요한 요소 ], 긍정 텍스트 확률 : 91.06%"
"[ . 디자인스타일의 유럽식 유모차 깔끔하고 유행을 타지 않는 스타일 ], 긍정 텍스트 확률 : 61.81%"
"[ 이러한 장점들이 하비 이지워커를 최종 구입하는 결정적 요인이 되었답니다 ♥♥♥♥ ], 긍정 텍스트 확률 : 81.71%"
"[강추입니다 직접 핸들링 해보시면 정말 반하실꺼에요 ㅎㅎ ], 긍정 텍스트 확률 : 98.61%"
"[휴대형으로 나눠져 있는지], 긍정 텍스트 확률 : 67.21%"
"[신생아때는 디럭스가 흔들림이 없어서 확실히 쓰긴 편할꺼라고.. 조언을 받았어요. 퇴근 후 각종 카페를 뒤지기 시작하면서 디럭스급 중에서 인기가 제법 많이 보이는게 하비 이지워커라는 걸 알게되었습니다.나란 여자], 긍정 텍스트 확률 : 70.41%"
"[이것저것 따져보고 구매하는 걸 좋아하는 성격이라 넘 피곤하다..ㅠㅠㅠㅠ 출산용품을 준비하면서 이것저것 필요한게 많은데], 긍정 텍스트 확률 : 56.70%"
"[뺄 떄 좀 더 수월할꺼 같았다. 그리고 아기와 양대면 시 눈높이가 맞아서 아기를 잘 볼 수 있을꺼 같았다.], 긍정 텍스트 확률 : 59.63%"
"[저는 여름에는 더울꺼 같아서 올리브색으로 샀어요. 근데 밖에서 갖고 나가면 올리브색이긴 보다는 연한 회색같아 보이기도 하답니다. 암튼 제 기준에는 하비가 꽤 경량디럭스로 핸들링도 부드럽고 흔들림이 덜하다고 생각되는데월 출산하고], 긍정 텍스트 확률 : 55.38%"
"[장점이 뭐가 있는지 더 와 닿을꺼 같네요.ㅎㅎ 제 돈 주고 산], 긍정 텍스트 확률 : 51.79%"
"[후기입니다.], 긍정 텍스트 확률 : 75.73%"
"[생후 달이 넘어가서 슬슬...유모차가 필요하여알아보는데 이게 왠걸...유모차 브랜드도 많고], 긍정 텍스트 확률 : 57.44%"
"[종류도 많고디럭스], 긍정 텍스트 확률 : 70.78%"
"[뚜둥처음 받아봤을때 와 엄청 컸습니다..기본 구성품과 함께추가로 신생아 패드와], 긍정 텍스트 확률 : 89.07%"
"[아이를 유모차에 태우고안전띠를 채워줄때 저희는 처음에 하단 띠가 ㅠ 다리 밑으로 가야 하는줄 알고 착용했으나잘못된 착용 방법 입니다.저 사진과 같이 하시면 안됩니다 ], 긍정 텍스트 확률 : 67.04%"
"[뒷바퀴는 브레이크가 있습니다사진에서 보시면 우측 바퀴옆에 발판 모양이 브레이크 인데차량으로 치면 사이드 브레이크 라고 보시면 됩니다.앞바퀴 또한 브레이크 라기 보다 좌우로 움직이지 않게고정 시킬수가 있습니다. ], 긍정 텍스트 확률 : 60.46%"
"[핸들링 또한 좋았고], 긍정 텍스트 확률 : 95.77%"
"[폴딩도 괜찮았고 현 차량 적재에도 큰 문제가 없었다.. 핸들링또한 손목과 손에 힘을 많이 가하지 않아도 잘돌아가서 만족 와이프도 동의 . 경사로가 있는 곳에 브레이크 걸어놨을때도 뒤로 밀리지 않음 앞바퀴도 고정 . 약간의 턱을 지나갈때도 괜찮았음 ], 긍정 텍스트 확률 : 94.85%"
"[저의 블로그에 오셔서 ], 긍정 텍스트 확률 : 55.33%"
"[장문의 긁을 읽어 주신 분들 모두 감사드립니다. ], 긍정 텍스트 확률 : 90.26%"
"[ 카메라소니시그마. 삼식이 ], 긍정 텍스트 확률 : 64.04%"
"[ 하비 이지워커 유모차 구매 후기입니다 ], 긍정 텍스트 확률 : 68.03%"
"[어렵게 얻은 우리 귀한 아기를 위해서 유모차를 알아보고 있었어요.내년 월 출산을 앞두고 지난 월부터 고민해 왔는데 베이비 페어도 가보고 여러 백화점이나 집 근처의 육아몰도 다녀 보면서 여러 제품들을 만져 보았답니다.그 중에서도 저희 부부의 마음을 제일 끌었던 것이 하비 이지워커 제품이었던 것 같아요.일단 손에 잡기가 매우 편하고 핸들링도 좋았고요손잡이 높낮이 조정이 꽤나 길게 되다 보니 아기랑 눈높이 맞추기도 정말 좋아 보였고요체구가 크지 않은 우리 부부가 다루기에 적당한 크기에 가격이나 크기 대비 바퀴는 제법 크고 튼실하답니다.아기의 승차감도 꽤나 좋아 보여요. 우리 아가가 좋아하겠지요? ], 긍정 텍스트 확률 : 99.78%"
"[배송 온 것을 열면 위처럼 되어 있고 기본적인 바퀴들과 프레임을 조립하게 되어 있는데 이미 많은 부분이 조립되어 있어서 몇가지만 끼우면 되는지라 간단했고 좋았습니다.], 긍정 텍스트 확률 : 52.94%"
"[완성한 모습이에요. 약간 위에서 찍은 모습이구요 ], 긍정 텍스트 확률 : 98.60%"
"[저 아래에 설명서가 있네요. 설명서보다 조립이 더 간단해서 놀랐습니다. 설명서에는 완전 바닥부터 조립하는 모양들이 있어서 조금 긴장했었어요.], 긍정 텍스트 확률 : 99.67%"
"[에구에구 ㅎㅎㅎ신랑도 좋아하고 저도 마음이 너무너무 좋네요.하비 이지워커 강추입니다], 긍정 텍스트 확률 : 99.99%"
"[딱지가 일도 넘었고저도 집에만 있으려니 좀이쑤셔서이제 외출을 해볼라하니유모차가 필요했어요유모차 검색을 합니다 종류가 엄청 많고요......초보엄마는 뭘 사야할지 혼란에 빠집니다ㅋㅋㅋㅋ사실 잉글레시나 트릴로지 사려고 했어요아니샀어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥저냥 많이들 쓰는거 같고해서질렀는데 색상이나 디자인 부분에서 아쉬웠거든요디자인이 뭔가 투박하다고 해야하나암튼 그래서 질러놓고서도계속 유모차 검색을 합니다ㅋㅋㅋㅋㅋㅋㅋ그러던중에 알게된게 하비 유모차에요일단 생상부터 합격프레임부터 시트까지 시크한 올블랙디자인도 넘 맘에들고후기 찾아서 다 읽어보니핸들링 대박이라고 하더라고여폴딩도 쉽고심지어 가격도 잉글레시나보다 저렴당장 잉글레시나 취소하고하비 이지워커 구매했어요 온라인으로 그냥 샀다가 오프라인매장 하이베베청담에서 구입하면더 싸길래 또 취소하고ㅋㅋ전화해서 유선상으로 샀...ㅋㅋㅋㅋㅋ가격도 더 싸고 심지어사은품도 더 주시길래ㅋㅋㅋ배송와서 조립 뚝딱하고 끌어보니진짜 핸들링 죽이고요한손으로 가능하고요유모차 시크간지 줄줄입니다고민중이시라면사세요 사 이제 주말마다 나갈꺼에요 꺄 ], 긍정 텍스트 확률 : 99.70%"
"[ 양대면은 당연히 가능하고 높이 조절 어댑터가 있어서 키큰 맘이나 아빠에게도 딱무엇보다 핸들링 좋고 디자인까지 이쁘니 완전 맘에 쏙 드네요 안샀으면 어쩔ㅠㅠ백만원 넘는 유모차들 제치고 요고 선택하는데는 다 이유가 있죠 가성비 짱입니다ㅋ저희 아가도 맘에 드는지 유모차타고 나가면 아주 안락한 표정이랍니다ㅋㅋ하비 이지워커 디럭스 유모차로 추천합니다 ], 긍정 텍스트 확률 : 99.93%"
"[아기가 태어난지 일이 되었는데 유모차를 미리 구매하지 않아 이번에 송도에서 열리는 베이비페어에 가서 유모차를 구입했어요시기가 애매해서 원래는 휴대용을 사려고 갔는데 아무래도 아직 휴대용은 너무 어린것 같아 결국엔 세미디럭스 형으로 질렀답니다. ], 긍정 텍스트 확률 : 51.60%"
"[하비 이지워커를 첨 봤을땐 일단 디자인이 너무 예뻤구요세미디럭스라 안정감이 있었어요.디럭스 치고는 가격도 엄청 맘에 들었구요ㅋㅋ다른제품과 엄청 고민하다가 결국엔 하비로 샀어요어댑터장착을 해서 아이와의 눈높이가 가까워지는 것도 맘에 들었고 무게도 약 키로정도 되는데 여자 혼자 들만하더라구요폴딩도 쉬운 편이구요ㅋㅋ그리고 정말 젤젤 맘에 든건 핸들링이였어요.이제품 끌어보고 다른제품들 끌어보니 핸들링이 정말 부드러운게 느껴졌어요핸들링 갑인거 같아요 ㅋㅋㅋ오늘 도착해서 부랴부랴 조립하고 후기 올리네요. 그만큼 넘 맘에드는 유모차에요.앞으로 봄이되면 열심히 끌고 다니렵니다 ], 긍정 텍스트 확률 : 99.99%"
"[안녕하세요곧 재이맘이 될 예비맘이에요출산일이 월 일이라 출산준비물 사느라정신없이 지내는 요즘입니다.그 중 하나가 유모차를 뭘루 사야할지가가장 큰 고민이었는데...검색 또 검색 끝에 남편과 평택에 있는베이비플러에 방문하여네덜란드 감성유모차인하비이지워커를 만나게 되었어요♥ ], 긍정 텍스트 확률 : 99.99%"
"[소프트 카라멜이 있다고 해요.출산전이라 토끼애착인형 눕혀놓고거실에서 끌고 다녀봤답니다.핸들링 또한 쥑입니다 ], 긍정 텍스트 확률 : 55.16%"
"[와이드한 바구니 또한 너무나 마음에 들어요.무엇보다 시트분리없이 이지폴딩이가능한것이 제일 마음에 들었어요 ], 긍정 텍스트 확률 : 99.34%"
"[신생아부터 개월까지 사용가능한하비 이지워커 유모차는하이 어댑터로더 높여하이체어로도 활용가능하구요원터치양대면시스템으로 시트의방향을자유롭게 전환할 수 있어아이와 엄마와의 유대감을높여줄 수 있어요요거요거 요물이네요 ], 긍정 텍스트 확률 : 87.91%"
"[마침 베페에 갔다가 제가 구입한하비 이지워커를 본 순간 왜케 반갑던지...요건 스틸그레이 색상이라사진한장 남겨왔어요지나가는 분들에게 마구마구 추천해주고픈하비이지워커였어요♥쌍둥이 또는 둘째아이 출산시트랜스폼을 별도 구매하면단 유모차로 변신가능해두아이를 한꺼번에 태울 수 있다고해요.유모차 구입시 참고하시면 좋을듯해요 ], 긍정 텍스트 확률 : 99.95%"
"[❤할인중인 상품 ❤ 하비 ★유럽 소비자만족도 위★ 이지워커 디럭스 유모차스틸 그레이 실버 스타일], 긍정 텍스트 확률 : 77.71%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[하비 ★유럽 소비자만족도 위★ 이지워커 디럭스 유모차스틸 그레이 실버 스타일], 긍정 텍스트 확률 : 52.71%"
"[상세 설명 참조 💚세일정보 ❤ ], 긍정 텍스트 확률 : 82.04%"
"[할인중인 상품 디럭스유모차 ], 긍정 텍스트 확률 : 64.69%"
"[확인된 제품은 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 57.25%"
"[ .?참조참조.?설명설명 .?선물선물.?이지워커이지워커 ], 긍정 텍스트 확률 : 58.89%"
"[ .?스타일스타일.?상세상세 ], 긍정 텍스트 확률 : 64.34%"
"[해당 글은 제휴마케팅 해당 포함되며 광고로 이에 따른 수수료를 제공받습니다. ], 긍정 텍스트 확률 : 57.35%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[세일상품 디럭스유모차 ], 긍정 텍스트 확률 : 61.39%"
"[확인된 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 57.25%"
"[보고 계시는 이 글은 일정 커미션 광고를 지급받는 제휴 마케팅 광고로 이루어집니다. ], 긍정 텍스트 확률 : 63.23%"
"[출산전부터 계속 고민해오던 유모차인데], 긍정 텍스트 확률 : 57.94%"
"[드디어 장만했어요ㅎㅎ 디럭스와 절충형 중 고민하다가 병원과 가까운 화곡 베비플스 방문해서 이리저리 끌어보고는 이지워커 하비의 부드러운 핸들링에 끌려서 찜해두고 왔었는데], 긍정 텍스트 확률 : 80.29%"
"[이지워커 홈페이지에서 새롭게 출시된 찰리에 대해 알게됐어요ㅎ 그리고 드디어 출산 후 아기 접종하고 오는길에 다시 화곡], 긍정 텍스트 확률 : 99.43%"
"[찰리를 비교해보고 찰리로 구매했어요ㅎ 물론 하비가 디럭스라서 더 안정적이고], 긍정 텍스트 확률 : 65.45%"
"[핸들링이 좋았지만 찰리가 기내반입도 되고 하비못지않은 장점들이 많아서 찰리로 최종선택했어요ㅎ 매장에 전시되어있던 핑크색이 참 맘에 들었는데 남자아기라서 깔끔한 블랙으로 샀는데], 긍정 텍스트 확률 : 98.80%"
"[맘에 들어요ㅎ 아직 아기가 너무 어려서 오래 태우진 못했지만 집 근처 가까이 마실다녀올때마다 편안하게 잘 자네요 좀 더 사용해봐야알겠지만 아직까지는 만족하고있어요 ], 긍정 텍스트 확률 : 68.35%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[보신 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 63.68%"
"[ 제조국 상품 상세설명 참조 품명 및 모델명찰리 절충형 유모차나이트블랙 최대무게양대면 여부 시트전환 취급방법 및 취급시 주의사항], 긍정 텍스트 확률 : 71.28%"
"[안전표시 아이를 혼자 두고 자리를 비울 경우 위험할 수 있습니다...], 긍정 텍스트 확률 : 55.26%"
"[ .?참조참조.?설명설명 ], 긍정 텍스트 확률 : 71.42%"
"[보고 계시는 이 글은 일정 커미션 광고를 지급받는 제휴 마케팅 광고로 이루어집니다. ], 긍정 텍스트 확률 : 63.23%"
"[아가 유모차 베이비플러스 고양점에서 구입했어요이것저것보다 핸들링도 좋고], 긍정 텍스트 확률 : 55.58%"
"[등센서있어서 무조건 안고만 있어야하는데이지워커 유모차는 얌전히 잘 타고 다닙니다 ], 긍정 텍스트 확률 : 73.34%"
"[ 해외여행 갈 때 따로 유모차를 준비하지 않게끔기내 반입도 됐음 좋겠고....이 세가지를 모두 충족하는 유모차를 찾기가진짜 어려웠다.특히나 양대면이 되면서 기내용이 되는유모차는 거의 찾을 수 없었....백화점이고 수입매장이고 요기조기다 둘러본 끝에드디어 찾은 이지워커 찰리첨 들어본 브랜드이긴하지만판매자분들 설명도 듣고], 긍정 텍스트 확률 : 99.97%"
"[핑크요렇게 종류도 많았지만둘째까지 낙낙하게 살 생각에 블랙으로 결정남편이랑 집에 배송받은 후에만지작만지작해보니 기계치인 나도잘해낼 수 있을 것 같은 느낌아직 아가가 태어나지 않아 태어보진 못했지만아가도 안전하게 잘 탈것 같다.태어나면 태우고서 다시 후기쓸 예정. ], 긍정 텍스트 확률 : 77.16%"
"[유모차 사기 전에 어떤걸 살까 엄청 고민 또 고민을 했었는데요], 긍정 텍스트 확률 : 82.10%"
"[절충형을 사자니 아직 어린 아기에게 흔들림증후군이 생길까봐 걱정이 되고], 긍정 텍스트 확률 : 74.55%"
"[오늘 처음으로 끌고 나가봤는데요], 긍정 텍스트 확률 : 53.00%"
"[아기도 쿨쿨 너무 잘 자고요], 긍정 텍스트 확률 : 72.35%"
"[핸들링도 좋고], 긍정 텍스트 확률 : 92.18%"
"[무엇보다 디럭스의 안정감은 있지만 가벼워서 좋더라고요], 긍정 텍스트 확률 : 93.70%"
"[ .?하이베베청담점하이베베청담점.?하비유모차하비유모차.?이지워커하비이지워커하비.?디럭스유모차디럭스유모차.?유모차추천유모차추천.?하비경량디럭스유모차하비경량디럭스유모차 ], 긍정 텍스트 확률 : 80.83%"
"[하비 이지워커 유모차 드디어 장만유모차 하나 사기까지 몇달을 고민만 하다가스무스한 핸들링과허리가 안좋은 날 위한 높은 시트큰 장바구니를 원하다보니하비로결정인터넷에 후기란 후기는 다 찾아보고 사야겠다 맘먹고 실물도 안보고 결제 ㅎㅎ힘도 안줬는데 요리조리 스무스하게 잘 밀리고 어댑터 끼우니 시트가 높아 너무좋고장바구니는 카트없어도 장볼수있을거같은 크기라 매우만족중이제 아가만 나와서 잘 타주면], 긍정 텍스트 확률 : 81.35%"
"[위 상품은 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 64.98%"
"[보고 계시는 이 글은 제휴마케팅이 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 74.44%"
"[베페가기전에 유투버 동영상으로 유모차 뭘살까 엄청고민했어요 겨울아기라서 디럭스 살 필요없이 바로 휴대용으로 넘어가도 된다는 주변 반응도있었지만아기데리고 많이 다니고 싶었어서 디럭스유모차에 대한 욕심이 꽤있었어요그래서 양대면이되고 폴딩이 쉬운 디럭스 유모차를 찾고있었는데 리안 유모차는 좀 가볍긴한데 좀 덜튼튼해보이고 잉글레시를 보고왔는데 꽤 맘에들었어요 근데 이지워커 하비 높이가 올라가서 아기 눈높이 더 맞춰서 볼수있고 쉬운 폴딩 그리고 튼튼한게 느껴지고 장바구니도 커서 사야겠다 생각하고베이비페어갔는데 너무 이쁘기도 하고 거기에 전시상품 할인판매 찬스가있어서 바로 구입했어요 ], 긍정 텍스트 확률 : 99.97%"
"[일 이제 된 아기랑 베이비페어랑 아울렛이랑 카페갔다왔는데 아기가 꿀잠 자줘서 수월하게 잘갔다왔어요 베이비페어에서 여러유모차봐도이지워커 하비가 너무 만족스러워서 남이끈 유모차 눈에도 안들어오더라구요아기가 편허지 베이비페어 시간동안 한번도 안깨고 잘자주었고 아울렛가서는 장바구니도 크고 손잡이에 쇼핑가방 다걸어도 안정적이라 편하게 쇼핑 할 수있었어요또 수유실이 너무 작아 못들어갔는데 높이올린상태로 분유손쉽게 먹여서 편했어요 어딜가나 아기가 유모자서 편하게 자주워서 센트 만족합니다 강추에요친구한테도 강력추전했어요 ], 긍정 텍스트 확률 : 99.84%"
"[하비 ★유럽 소비자만족도 위★ 이지워커 디럭스 유모차콜 블랙 실버 스타일], 긍정 텍스트 확률 : 52.71%"
"[상세 설명 참조 디럭스유모차 할인중인 제품], 긍정 텍스트 확률 : 76.78%"
"[할인중인 제품 디럭스유모차 ], 긍정 텍스트 확률 : 64.69%"
"[ 할인중 ], 긍정 텍스트 확률 : 67.40%"
"[하비 ★유럽 소비자만족도 위★ 이지워커 디럭스 유모차콜 블랙 실버 스타일], 긍정 텍스트 확률 : 52.71%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[찾아보신 제품은 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 56.24%"
"[더보기▷ 색상콜블랙▷ 제조국상품 상세설명 참조▷ 동일모델의 출시년월 ], 긍정 텍스트 확률 : 70.33%"
"[ .?하비하비.?스타일스타일 ], 긍정 텍스트 확률 : 64.34%"
"[보고 계시는 글은 제휴마케팅 해당 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 84.95%"
"[아가야안녕감사합니다], 긍정 텍스트 확률 : 81.08%"
"[ 저두 하비 디럭스쓰구있는데 핸들링진짜 좋아요 이것드 나왓는데 넘 사고싶었어요..ㅎㅎㅎㅎ], 긍정 텍스트 확률 : 96.04%"
"[ 죄송하지만 혹시 컵홀더 어디껀지 알 수 있을까욥?? 튼튼해보야요], 긍정 텍스트 확률 : 83.55%"
"[ 한손으로 커피마시고 한손으로 핸들링이 되서 좋아요ㅋㅋ], 긍정 텍스트 확률 : 84.39%"
"[ 후기 잘봤어요], 긍정 텍스트 확률 : 76.83%"
"[좋은 후기네요], 긍정 텍스트 확률 : 91.43%"
"[저도윰차사고픈데후기잘봣어요ㅎㅎ], 긍정 텍스트 확률 : 85.89%"
"[후기 잘보고갑니다], 긍정 텍스트 확률 : 75.92%"
"[후기잘봤습니다 감사합니다❤❤❤], 긍정 텍스트 확률 : 88.43%"
"[후기잘봤습니당♡], 긍정 텍스트 확률 : 76.83%"
"[좋은 후기 감사합니당], 긍정 텍스트 확률 : 95.26%"
"[ 저도 계속 이래 저래 보니 이지워커만 눈에 들어 와요있다가 병원 간김에 바로 앞에 백화점 있어서 한번 직접 보고 오려구요아 근데 세탁이 어렵다는 글 봐서요 맘님 봤을땐 어떠신가요?], 긍정 텍스트 확률 : 98.36%"
"[쪽지드렸어요 실사용 개월이상맘이에요 ㅎㅎ], 긍정 텍스트 확률 : 99.83%"
"[리첼리저도 알려주심 감사하겠습니다], 긍정 텍스트 확률 : 91.23%"
"[리첼리저도요 부탁드립다 ㅎㅎ 이참에 세탁후기 써주세용 ㅎㅎ], 긍정 텍스트 확률 : 95.23%"
"[리첼리마음편히 세탁하셔도 괜찮아요 전 자주 세탁기 돌렸어요ㅎㅎ 다만 짙은색이고 불안해서 냉수로 하고 세탁망 씌웠어요 구매전인 분께는 장단점알려드린다고 쪽지보낸거에여 ], 긍정 텍스트 확률 : 99.66%"
"[ 저도 하비 썻는데 괜찮아용 핸들링 진짜 좋아요 ㅎ ㅎㅎ], 긍정 텍스트 확률 : 99.74%"
"[ 어머 하비유모차에 예쁜 모빌도 달아놓으셨네요저도 하비쓰는데 진짜 다른 유모차 못쓰게써요 ㅎㅎ 키큰맘들에게는 특히나 장점이 많은 유모차 같아용], 긍정 텍스트 확률 : 99.10%"
"[네보니숑이예요], 긍정 텍스트 확률 : 53.93%"
"[ 이쁘네요], 긍정 텍스트 확률 : 74.79%"
"[ 저도 스토케 친구가 준거 안하고... 하비로 구매해서 잘 썼어요 애가 벌써 살이요특히 키 큰 엄마들한테 정말 좋은 유모차인듯해요.. 핸들링 예술이구요], 긍정 텍스트 확률 : 99.05%"
"[ 영상 너무 이쁘게 잘 만드셨네용? 아기도 넘 귀여워용 가족나들이 넘 이쁘고 행복해보이네요저도 이지워커 하비 쓰고있어서 더 관심있게 봤어요ㅎㅎ 장점이 많은 유모차죠 핸들링이 진짜 예술이라고 끌어보더니 제 친구는 집에 유모차 다 팔고 새로 산대요 ㅋㅋ], 긍정 텍스트 확률 : 99.97%"
"[네 ㅎㅎ], 긍정 텍스트 확률 : 76.14%"
"[저도 언능 태우고 싶어요 ㅎㅎ], 긍정 텍스트 확률 : 91.54%"
"[유니츄베베저는 오프라인이 싸서 매장가서 샀어요], 긍정 텍스트 확률 : 65.81%"
