"[ 편리성은 포기해야 되는 단점이 있어요절충형은 디럭스와 휴대용의 중간단계로 양쪽 장점을 반영했고휴대용은 무게가 가벼워 외출할 때나 보관이 용이한 반면], 긍정 텍스트 확률 : 54.69%"
"[ 개월인 소희가 탔을땐 대략 저런 모습이에요ㅎㅎ소희는 키 에 몸무게 .에요미마지기는 최대 까지 태울 수 있기 때문에 더이상 유모차를 타기 싫어하는 나이까지 충분히 커버 가능해요ㅎㅎ지금은 시트 길이도 최대로 줄여놓은건데], 긍정 텍스트 확률 : 99.92%"
"[전 오히려 무게감이 있어서 흔들림도 거의 없고 핸들링도 뛰어난 부분이 마음에 들어서 구입하게 됐어요.가벼운 유모차들은 그만큼 흔들림과 유격이 심해서 믿음직스럽지 못하게 느껴졌거든요.직접 끌어보니 요요보다 핸들링 훨씬 좋구요?ㅎㅎㅎ비싸게 주고 산만큼 오래오래 잘타자 소희야 ʕ•ᴥ•ʔ ], 긍정 텍스트 확률 : 85.01%"
"[아 정말 휴대용유모차 때문에 어엄청 서칭많이 했었다... 쥬니 재우고 새벽두시까지 광클 ㅋㅋㅋ처음엔 누구나 다 산다는 요요를 마음에 두고 있다가 와씨 폴딩 왜케 어려워...? 남편이 옆에서 일대일과외식으로 계속 알려줘도 아이르케 하고 말로만 성공백번.... ㅋㅋ그르다가 해밀턴도 좀 관심생기다가 와이입 에르고 기타등등 모두 관심생기다가 에라이 다 그게그거같애 ㅋㅋㅋㅋ오빠가 아무거나 사고 후회하지말래서결국엔 미마지기 휴대용유모차로 구입완료 ㅋㅋ 사고서도 무게가 좀 있다길래 다시 블로그 까페후기 엄청봤는데 다들 대만족한다는 후기로인해 다시 마음토닥토닥 ㅋㅋ드디어 배송받고 결론은 너무나 대만족 ㅠㅠ 나 진짜 디럭스끌면서 맨날 오빠한테 손목어프다고 괜히 샀다고 욕백번했는데핸들링 짱 ㅠㅠ 턱도 더 잘넘어가 ㅠㅠ요즘 쮸니 걷겠다고 난리라 길가다가 안기를 백번인데 한손으로 애안고 한손으로 핸들링... 미끄러지는 이기분 무엇....? 마치 피겨스케이팅 느낌..... ㅋㅋ이건 쮸니 뽕뺄때까지 타고 모셔놨다가 밍끼줘여지 밍끼 겨론할수이찌....? ...... ], 긍정 텍스트 확률 : 99.90%"
"[받자마자 문센을 다녀오고 서우랑 커피도 한잔 먹으러 혼자 다녀왔었어요핸들링이 너무너무 좋아서 혼자 유모차외출에 짐도 많았지만 아주 편했어요 ], 긍정 텍스트 확률 : 78.78%"
"[ 이에요], 긍정 텍스트 확률 : 95.06%"
"[ 손잡이를 올리면 바로 접혀요 ], 긍정 텍스트 확률 : 76.78%"
"[ 휴대용 유모차로 최고 앞으로 오래오래 잘 쓰려구요], 긍정 텍스트 확률 : 90.84%"
"[얼마 전 고심끝에 휴대용 유모차를 구입했어요ㅋ 지금까지 디럭스 유모차 사용하다가 외출할 일이 많다보니 아무래도 휴대용 유모차가 필요하더라구요ㅠ 근데 아직 갤아가라서 엄마 편하자고 불안정한 유모차 쓰기 불안했는데 미마 지기 휴대용 유모차 후기 보니 핸들링도 좋고 안정적이라는 글들이 많아서 아 이거다하고 구입했어요ㅋ 색상은 아들이다보니 미드나잇 블루로 결정했어요ㅋㅋ 차양막도 사진 보시면 아시겠지만 굉장히 아래까지 내려와서 넘나 맘에 들어요ㅋ 직접 해보니 폴딩도 생각보다 쉽더라구요ㅋ사길 잘했단 생각이 드네요ㅋ적극 추천합니다 ], 긍정 텍스트 확률 : 99.76%"
"[이런 분위기여서 육아용품을 잘 알지못한 던 때], 긍정 텍스트 확률 : 82.31%"
"[디럭스는 부가부 폭스 사용중인데], 긍정 텍스트 확률 : 61.14%"
"[디자인은 제 주관적인 의견으로 요요가 압승이에요.], 긍정 텍스트 확률 : 79.75%"
"[캐노피 색상을 변경할 수 있다는 점도 매우 좋았고], 긍정 텍스트 확률 : 74.95%"
"[캐노피 색상도 이쁘구요.], 긍정 텍스트 확률 : 56.70%"
"[가격은 베페가격으로 요요가 만원 이상 저렴했습니다.], 긍정 텍스트 확률 : 61.43%"
"[핸들링 요요가 압도적으로 좋다고 표현할 순 없지만], 긍정 텍스트 확률 : 50.75%"
"[확실이 미끈하게 나가요.], 긍정 텍스트 확률 : 51.44%"
"[둘 다 기본 무게가 있기에 묵직해요.], 긍정 텍스트 확률 : 63.45%"
"[만약 두 요모차가 집에 있다면 어떤 제품에 손이 먼저 갈까를 생각했을 때 미마지기 였어요.], 긍정 텍스트 확률 : 68.06%"
"[등받이를 내릴 때도 뒤에 잡아당기면서 내릴 수 있게끔 편하구요], 긍정 텍스트 확률 : 78.58%"
"[다시 올릴 떈 그냥 올리면 됩니다.], 긍정 텍스트 확률 : 83.04%"
"[꼭 구매하시기 전에 베페에 가셔서 두 유모차를 꼭 접어보고 밀어보고 해보시길 권장드려요], 긍정 텍스트 확률 : 78.81%"
"[월에 구입해서 후기글 올렸는데 지워져서 다시 올리네요], 긍정 텍스트 확률 : 93.80%"
"[미마지기 구입했어요 폴딩도 쉽고 디자인도 깔끔해서 마음에 드네요 보관시 커버도있어서 편리한것같아요빨리 유모차태우고 나들이가고싶네요 ], 긍정 텍스트 확률 : 81.95%"
"[이날은 우리 하루위한 택배가 현관을가득 채운ㅋㅋ키큰박스 개가 미마 유모차 박스랍니다 ], 긍정 텍스트 확률 : 76.91%"
"[프레임 펼쳐보니묵직한게 참 안전한 느낌♡디럭스유모차니까무게 따윈 보지 않았어요안전함이 최고 ], 긍정 텍스트 확률 : 95.59%"
"[설명서 한번보고빠르게 조립 가능했어요어렵지 않아요♡어렵다면 동봉된보면아주 친절하게 조립하는영상 볼수있어요 ], 긍정 텍스트 확률 : 91.30%"
"[신생아부터사용가능한유모차미마자리플레어♡요람형유모차 라서신생아부터 사용 가능하거든요.근데 마술부리듯 ㅋㅋ지퍼만 열고 닫으면요람에서 일반형으로 변경도 되는신통방통한 미마자리유모차❤우리하루가 미마자리 요람에서진짜 잘잤었어요집에서 일부러 미마태워서재우는분들도 여럿 보았답니다ㅋ ], 긍정 텍스트 확률 : 59.95%"
"[요즘은 개월되써요. 단계로ㅋㅋ거의 세워서 다님ㅎ여기저기 손가락 가르켜 방향 정해주심얼마전 신랑이랑 쇼핑갔는데외국인임산부가ㅋ 유모차 너무이쁘다고 이름 물어봤음진짜 가죽이냐고도 물어보고ㅋㅋ나 완전 또박또박 미마자리라고 대답정말 잘샀다생각하는 아기용품ㅋ이뻐서ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.78%"
"[저희 아이를 위해서 이번에 미마자리 디럭스 유모차를 구입했어요디럭스유모차 알아보면 꼭 리스트에 있었던 미마자리직접 사용해보고 후기 남겨봅니다 ], 긍정 텍스트 확률 : 92.01%"
"[미마자리 내 아이가 타고 다니는건데 아무거나 구입할 수 없잖아요알아보니깐 미마자리는 승차감이 좋다고 이미 정평이 나있었어요ㅋㅋ디러스유모차 중에서는 디자인도 가장 이쁘고 독특했어요유럽피언 럭셔리세단이라고 하는데 정말 유럽풍 느낌이 났어요 ], 긍정 텍스트 확률 : 99.93%"
"[미마 브랜드는 세계 최대 규모의 유아용품 전시회 에서 전문가들이 선정한 가장 뛰어난 디자인이라고 해요또 안전성], 긍정 텍스트 확률 : 83.91%"
"[편리성 및 우수성을 겸비한 혁신적인 제품에 부여되는유모차 부문에서수상한 세계 최고의 프리미엄 유아 유모차 브랜드라고 해요세계적으로 인정을 받은 유모차인만큼 믿고 구입할 수 있었어요 ], 긍정 텍스트 확률 : 91.19%"
"[미마자리 유모차 색상은 카멜], 긍정 텍스트 확률 : 58.10%"
"[블랙 이렇게 가지가 있어요시트 색깔은 블랙], 긍정 텍스트 확률 : 54.03%"
"[미마자리 유모차 특장점을 정리해보자면 시스템캐리콧이 내장되어 있음 시트 높낮이 및 각도조절 가능 양대면 전환 핸들바 높이조절 가능 원터치 브레이크 시스템 차별화된 시트재질 다양한 색상의 유모차 간편한 폴딩방식 안전하고 편안한 주행능력이렇게 정리를 해볼 수 있어요제가 사용하면서 좋았던 점을 위주로 후기를 적어볼게요 ], 긍정 텍스트 확률 : 88.81%"
"[여러가지 기능부터 부드러운 핸들링까지..뭐이리 완벽한지첫 디럭스 유모차로 미마자리 대성공이예요 ], 긍정 텍스트 확률 : 84.46%"
"[오늘은 디럭스유모차미마자리 사용후기 적어볼려구 해용요즘 출산용품 필수템이라고 할 정도로 많은 인기를 받고있는 미마자리 유모차 저도 구입해봤어요ㅎㅎ디럭스유모차 알아보면서 스토케], 긍정 텍스트 확률 : 96.97%"
"[ 저희 아가는 일 조금 지나고 바꿔 주었어요. 아가들 성장속도나 성격에 따라 변경하는게 좋을 것 같아요미마 하면 빼놓을 수 없는게 디자인인데요..수많은 제품들이 비슷한 디자인을 하고 있지만미마자리 유모차는 멀리서만 봐도 이건 딱 미마자리이네라고 생각할 정도로 독특하기도 하더라구요그래서 더 세련되어보이고 고급스러워보였어요시트재질도 가죽느낌의 시트라서 더 고급스러워보이고패브릭보다 청소하기도 쉬웠구요ㅎㅎ시트쿠션도 분리하기 쉬워서 세탁도 자주할 수 있더라구요 ], 긍정 텍스트 확률 : 98.69%"
"[캐노피 디자인도 다른 유모차보다 독특했어요우아하면서도 튼튼해보인다고 해야될까용제 마음에 쏙들었어요시트가 작아 아이 머리가 캐노피에 닿으면 어떡하지 했는데캐노피는 분리가 가능해서 캐노피를탈착 후 유모차를 사용할 수 있더라구요. ], 긍정 텍스트 확률 : 97.99%"
"[수납공간도 잘되어 있어요유모차 끌고 다니면서 가방매고 다니면 더 힘들잖아요ㅠ그렇다고 유모차에 걸고 다니자니 걸리적거리구..하지만 이 유모차는 수납 바스켓이 두개나 있어서 좋았어요스트링을 이용한 주머니가 뒷바스켓 안에 부착되어 있어서깔끔하고 넉넉한 수납이 가능했어요 ㅎㅎ바스켓마다 까지 수납이 가능하다구 해요 ], 긍정 텍스트 확률 : 69.68%"
"[서스펜션기능이라구 충격완화해주는 기능도 있어서아이도 편한지 유모차 안에서 잘자네요ㅎㅎ ], 긍정 텍스트 확률 : 99.23%"
"[앞바퀴 고정버튼이 있어요오르막길이나 고르지 못한 길 갈때는요 버튼 하나만 눌러주면 수월하게 주행할 수 있어요 ], 긍정 텍스트 확률 : 60.79%"
"[각도는 단계까지 가능해요핸들바 높이조절도 가능하니깐 엄마아빠 키에 맞춰서 사용하면 되요ㅎㅎ저는 쪼꼬미고 남편은 키가 커서 이 기능 잘 활용하고 있네요양대면전환도 가능한 유모차라서 시트 분리해서 방향만 바꿔주면 되요ㅎㅎ분리할때도 단한번의 조작으로 간단히 분리되고 조립할 수 있어서어렵지 않았어요핸들링], 긍정 텍스트 확률 : 98.60%"
"[승차감 느낌 좋구 조작방법 쉬운 디럭스유모차미마자리유모차 찾고계시면 꼭 추천해드리고 싶네요ㅎㅎ ], 긍정 텍스트 확률 : 98.93%"
"[ 소중한 내 아기의 안전과 편안함을 최우선적으로 생각하며], 긍정 텍스트 확률 : 75.09%"
"[ 인체공학적으로 설계되어 보다 너무 맘에 들었던 ], 긍정 텍스트 확률 : 94.36%"
"[ ♥ ], 긍정 텍스트 확률 : 99.57%"
"[ 매장에서 보고 오자마자], 긍정 텍스트 확률 : 61.44%"
"[ 너무 맘에 들어서 명품백처럼 아른아른거렸답니다. ], 긍정 텍스트 확률 : 82.34%"
"[ 미마자리 유모차는 총 가지 색깔이 있는데], 긍정 텍스트 확률 : 50.85%"
"[카멜 이렇게 세가지 ], 긍정 텍스트 확률 : 55.30%"
"[ 세가지 색상 모두 너무 예쁘지만], 긍정 텍스트 확률 : 93.99%"
"[ 가볍지않은 고급스러움과 오염에 강한], 긍정 텍스트 확률 : 91.47%"
"[ 제 인생의 첫 유모차이자], 긍정 텍스트 확률 : 74.77%"
"[우리아들 첫 붕붕이 ], 긍정 텍스트 확률 : 71.53%"
"[ ♥ ], 긍정 텍스트 확률 : 99.57%"
"[신랑이 뚝딱뚝딱 조립 중☞☜ ], 긍정 텍스트 확률 : 55.74%"
"[ 마음에 쏙 들었네요 ], 긍정 텍스트 확률 : 80.37%"
"[ ㅎㅎ ], 긍정 텍스트 확률 : 76.14%"
"[ ㅎ 아이들의 안전을 위한 점식 벨트까지.. ], 긍정 텍스트 확률 : 54.95%"
"[ 윗사진이 신생아때는 요람형으로ㅎㅎ ], 긍정 텍스트 확률 : 78.99%"
"[ 모든 조작이 쉽고 간편하고 안전하게 잘되어있다는 점 입니다], 긍정 텍스트 확률 : 91.19%"
"[ 핸들링도 너무 좋고], 긍정 텍스트 확률 : 97.31%"
"[예쁘고], 긍정 텍스트 확률 : 88.10%"
"[생각보다 저는 괜찮았어요 ], 긍정 텍스트 확률 : 76.07%"
"[이정도면 괜찮겠더라구요 ], 긍정 텍스트 확률 : 91.34%"
"[ 시트 위치가 높기때문에 넓은시야확보는 안 비밀ㅎㅎㅎ ], 긍정 텍스트 확률 : 81.34%"
"[ 아직 우리 아들이 태어나기전이라 시승한 사진이 없네요], 긍정 텍스트 확률 : 83.56%"
"[ 태어나면 유모차에 항상 태워서 다닐꺼예요 ], 긍정 텍스트 확률 : 65.97%"
"[ 혼자 다닐때 이용해도 무리없이 조립과 탈착이 가능하고], 긍정 텍스트 확률 : 55.26%"
"[ 무엇보다 예쁜 유모차라서 마음에 쏙], 긍정 텍스트 확률 : 98.10%"
"[ ♥ ], 긍정 텍스트 확률 : 99.57%"
"[ 미마자리 유모차 강추합니다.♥ ], 긍정 텍스트 확률 : 99.51%"
"[디럭스유모차추천미마자리 블랙앤화이트 스페셜에디션 ], 긍정 텍스트 확률 : 64.10%"
"[주변에서는 무조건 절충형사라고 디럭스 오래못탄다고 그리고 월생이면 더욱더 못탄다고 극구 말렸지만..], 긍정 텍스트 확률 : 56.88%"
"[처음 만나는 붕붕이인데다 나의 처음이자 마지막 디럭스유모차가 될지도 모르겠다는 생각에 무조건 디럭스하자 ], 긍정 텍스트 확률 : 61.29%"
"[미마자리냐 등 다양한 고민이있었는데.. 부가부는 일단 디자인에서 탈락 ], 긍정 텍스트 확률 : 57.65%"
"[이미 미마자리를 찜한 이상 다른 유모차는 보이지 않기에.. ], 긍정 텍스트 확률 : 68.36%"
"[ 화이트 등 기본라인들도 인기가 많고 고급스럽긴 하지만사는 김에 만원정도 추가하여 블랙앤화이트 스페셜에디션 으로 선택하였다 블랙앤화이트 시트가 너무 예뻤는데 화이트나 블랙 ], 긍정 텍스트 확률 : 92.43%"
"[카멜들을 사면 블랙앤화이트 시트를 따로 구하거나 살 수는 없도록 되어있다고하니쿄쿄], 긍정 텍스트 확률 : 68.01%"
"[현재 미마자리 홈페이지에서는 미마자리스페셜에디션 블랙화이트 이렇게 판매하고 있다고하네요], 긍정 텍스트 확률 : 61.59%"
"[설명을 끝내고 가신 뒤에 오빠랑 연습해보기 여기 버튼을 누르면 시트가 쏙 빠져요그럼 시트를 들고 식당이나 실내에서 눕혀놓으면 된다고해요], 긍정 텍스트 확률 : 56.67%"
"[그리고 미마자리유모차가 가장 마음에 들었던 것이 바로 이 폴딩 높이를 총 단계로 조절할 수 있는 핸들바인데이 핸들바를 한번 접고 두번정도 더 눌러주기만 하면 바로 접혀요 지금은 요람형으로 되어있어서 시트를 탈착 후에 폴딩해야하지만 ], 긍정 텍스트 확률 : 76.21%"
"[으힛 우리집 너무 더러움 ㅇㅅㅇ..이렇게 접어서 차 트렁크에 실으면 되니까 정말 굳굳캐리어보다 가벼워요], 긍정 텍스트 확률 : 99.99%"
"[버튼은 원터치아래로만 눌러야해요 그래야 고장없이 사용할 수 있다고하며 매우 부드러워서 구두신고도 잘 사용할 수 있을 듯 해요], 긍정 텍스트 확률 : 95.75%"
"[볼 때마다 느끼는데 넘넘 예뿜.. 프레임과 뒷바퀴에는 서스펜션 기능으로주행중 오는 충격을 완화해주니까 아기에게 흔들림이 없어 정말 좋을 것 같구요볼베어링 시스템으로 주행 시 핸들링이 매우 부드러워서 초보맘들도 편하게 운전할 수 있어요 ], 긍정 텍스트 확률 : 96.96%"
"[미마자리 캐노피 넘 멋쥠.. 캐노피는 한칸씩 드르륵 열어주어야해요], 긍정 텍스트 확률 : 51.55%"
"[내가 제일 마음에 들었던 부분인 이 시트패드 안전바 앞의 저 블랙앤화이트 부분을 세우면 바람막이도 가능해서 아가들 맞바람 예방도 해줄 수 있답니다], 긍정 텍스트 확률 : 90.89%"
"[그리고 대박 사은품으로 받아 온 것이 요 풋머프 원래 풋머프가 포함되어 있던 것이 아닌데 쪼르고 쫄랐어요.. 헤헤 사진은 다른 곳에서 퍼왔는데 카멜이 아니라 블랙 화이트 중에 받는 것인데 아직 안열어봤네요요게 바로 간지작살이라고 하는데 엄마가 간지 다죽었대요디럭스에 부정적인 울엄마], 긍정 텍스트 확률 : 65.71%"
"[짜잔이렇게 만나본 상큼이의 첫 빠방이 미마자리디럭스유모차에 나는 비록 국산차를 타지만.. 넌 외제차를 타렴 이라고 썼더니 오빠가 마음 아프다며년 뒤에외제차로 선물하겠대요 역시 사람은 말을 잘해야하나봐요♪최대 까지 탈 수 있는 미마자리유모차중고시장에서도 만원에 거래하고있으면 말 다했쥬? 고급스러움은 물론 소중한 아기의 안전과 편안함을 위해서 이 정도 투자는 아깝지않죠 얼른 빠방이를 태우고싶지만 육아헬을 벗어나고싶은 예비맘의 미마자리후기 끝정품등록하러가잣 ], 긍정 텍스트 확률 : 71.94%"
"[같은데서는잘밀리지도않구ㅠㅠ 가벼워서들고다니긴좋지만역시바퀴가큰 ], 긍정 텍스트 확률 : 88.12%"
"[디럭스유모차가있어야겠다는생각이들더라구요 그래서이번에“미미자리”디럭스유모차 ], 긍정 텍스트 확률 : 71.19%"
"[구입했습니당 우선이쁘구], 긍정 텍스트 확률 : 65.15%"
"[ 넘넘이쁘구], 긍정 텍스트 확률 : 88.20%"
"[ 이쁩니다 디자인에꽂혔지만요녀석기능도장난없더라구요ㅋㅋ ], 긍정 텍스트 확률 : 76.72%"
"[ 미마자리유모차는전혀그럴필요가없어요 왜냐하면원폴딩이가능한유모차이기때문이죠ㅋㅋ 이기능진짜넘편해요ㅠㅠ 디럭스유모차후기보면시트분리해서 ], 긍정 텍스트 확률 : 95.73%"
"[필요가없어요 캐리콧신생아때만사용할수 ], 긍정 텍스트 확률 : 73.74%"
"[있을텐뎅..굳이이거까지사야되나이런생각이 ], 긍정 텍스트 확률 : 97.51%"
"[돈주고또구입하지않아도되서좋았어요 둘째때도잘사용할수있겠네요 ], 긍정 텍스트 확률 : 83.95%"
"[제가가장마음에들어했던디자인 미마자리디자인너무이쁘지않나요?ㅜㅜ 완전고급스러운게딱제스타일ㅋㅋ 가죽느낌의재질이라서고급스러워보이기도 ], 긍정 텍스트 확률 : 94.08%"
"[있어요], 긍정 텍스트 확률 : 68.32%"
"[진짜그렇더라구요ㅋㅋ 그리구시드패드가탈착이가능해서더러워지면 ], 긍정 텍스트 확률 : 75.12%"
"[뒷바퀴에서스펜션기능이들어가있어서 충격완화를해줘서그충격이아이한테가지], 긍정 텍스트 확률 : 65.58%"
"[못하도록해줘요. 서스펜션기능이있어서아이가], 긍정 텍스트 확률 : 51.65%"
"[유모차안에서안정적으로있을수있네요ㅎㅎ], 긍정 텍스트 확률 : 80.24%"
"[방향을바꿔주면되요], 긍정 텍스트 확률 : 72.91%"
"[혼자서도쉽게할수있었어요ㅎㅎ], 긍정 텍스트 확률 : 88.69%"
"[맞게조절해주면되요ㅎㅎ], 긍정 텍스트 확률 : 92.71%"
"[안전바개폐기능도쉽게할수있더라구요 한쪽또는양쪽으로개폐가가능해서손쉽게], 긍정 텍스트 확률 : 56.10%"
"[브레이크조작법도쉬웠어요 원터치브레이크시스템이라서버튼한번만밟으면], 긍정 텍스트 확률 : 76.09%"
"[만족하면서사용중이에요 완전튼튼해서진짜오래사용할수있을것같아요 미마자리명품유모차로인정 ], 긍정 텍스트 확률 : 93.48%"
"[장바구니수납함은 좀 오염되어 있습니다. ], 긍정 텍스트 확률 : 58.88%"
"[깨끗해진 하얀색 미마자리유모차 이쁘네요. ], 긍정 텍스트 확률 : 55.70%"
"[ .?콩코드네오유모차세탁콩코드네오유모차세탁 ], 긍정 텍스트 확률 : 52.02%"
"[ 포항 입니다.까페가입시에는 할인이 되고 이벤트도 혜택 보실 수 있습니다. ], 긍정 텍스트 확률 : 68.13%"
"[그리고 가장 중요한 디자인... 투명바퀴가 특히 마음에 들어용디자인은 역시 미마ㅠㅠ ], 긍정 텍스트 확률 : 98.96%"
"[넘 나 이쁜 투명 바퀴. 하단 수납 공단도 미마자리랑 비슷하게 생겼답니다수납공간도 넓진 않은게 비슷한것 같아요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 84.95%"
"[요즘 차콜색상은 월 중순까지 기다려야 한다던데 미리사길 너무 잘한 것 같아요 ㅎㅎ괜히 이뿌듯함은 뭘까요...? 헤헷미마의 휴대용 윰차 미마지기 꼭 사세요.. 두번 사세용...♥이상 까꿍맘의 제돈주고 제가사서 쓴 후기 였습니다 ], 긍정 텍스트 확률 : 99.95%"
"[ 디럭스유모차 추천 미마자리플레어 풀패키지 사용후기], 긍정 텍스트 확률 : 64.10%"
"[안녕하세요 안미미블로그에요 오늘은 저희 아론이 붕붕이 미마자리 유모차를 포스팅하려고 해요 아론이 낳기 전에 유모차 뭘로 살까 고민을 많이 했었어요아기 생기기전에는 유모차의 유 자도 몰랐는데뱃속에서 아론이가 자라다 보니깐 자연스레 유모차도 알게 되더라구요], 긍정 텍스트 확률 : 57.91%"
"[일단 유모차 후보중에스토케 ], 긍정 텍스트 확률 : 82.59%"
"[부가부], 긍정 텍스트 확률 : 56.44%"
"[미마자리 유모차가 있었는데디럭스를 보고 있었고], 긍정 텍스트 확률 : 54.57%"
"[휴대용은 아니에요 솔직히 가격대는 다 비슷비슷한 것 같아요 스토케는 버전도 많고 하도 유명하고 핸들링도 좋고 짐칸도 편해서편리성과 효율성 두가지 모두 괜찮다고 하더라고요알겠어], 긍정 텍스트 확률 : 80.58%"
"[ 만원 조금 안 되게 주고 산 것 같아요아론아.......백번넘게 타야된다엄마마음은 쓰라린다요내가타고싶다 엄마가 타고 다니면 안되니?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ풀패키지에서 지금까지 사용한 것은쿨시트], 긍정 텍스트 확률 : 98.55%"
"[레인커버 만 사용해본 것 같아요 나머지들은 아직 포장 그대로 있다는], 긍정 텍스트 확률 : 54.03%"
"[인스타용샷.인스타에서 다들 이렇게 찍으시길래오자마자 저도 찍어 봤습니다 일단 캐리콧요람으로 할수있어서 신생아 때 부터 태울 수 있는게 편해요아론이가 혹여나 유모차를 거부하면 어쩌지 했는데 처음부터 잘 탔어요], 긍정 텍스트 확률 : 59.06%"
"[봐도봐도 유모차 정말 이쁜 것 같아요], 긍정 텍스트 확률 : 84.65%"
"[ 무엇보다도 디자인이 너무 이뻐서거의 디자인만 보고 고름ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 58.53%"
"[아론이도 잘 타고 다닙니다요 아론아 엄마가 말했지 백번은 더 타고 다니자], 긍정 텍스트 확률 : 62.43%"
"[아기를 낳기도 전에정말 구매하고 싶었던 유모차언니가 육아용품에 관심이 많아많이 물려주었는데요유모차만은 내가 갖고싶은게 있었어요바로 미마자리 ㅎㅎ임신 개월쯤?킨텍스 베이비페어 가서 구입했답니다베이피페어 가격이 괜찮은거 같아요 ], 긍정 텍스트 확률 : 95.84%"
"[본체입니다 ], 긍정 텍스트 확률 : 70.45%"
"[미마자리의 장점은 요람형과 앉아서 탈 수 있는두가지 형식이 따로 있다는 것이겠죠? ], 긍정 텍스트 확률 : 56.89%"
"[파라솔 넘나 이쁜것 ], 긍정 텍스트 확률 : 88.62%"
"[이게 요람형 침대에요조립 어렵지 않았어요 ], 긍정 텍스트 확률 : 88.03%"
"[애기가 어릴 때 집에서 태워봤는데울더라구요ㅠㅠ ], 긍정 텍스트 확률 : 91.40%"
"[좀 크고나서 베개도 받혀주니생글생글 웃기시작 ], 긍정 텍스트 확률 : 61.20%"
"[맘에들지 쭈니? ], 긍정 텍스트 확률 : 76.87%"
"[그리고 일 지나서처음으로 유모차끌고 외출 시작 ], 긍정 텍스트 확률 : 84.59%"
"[계속 곤히 자고있는ㅋㅋ ], 긍정 텍스트 확률 : 93.70%"
"[유모차 예쁘다고지나가시는 분들이 많이말씀해주시더라구요 ], 긍정 텍스트 확률 : 64.21%"
"[넘나 이쁜 것 ], 긍정 텍스트 확률 : 59.36%"
"[앞으로도 계속 애용할거같은 미마자리핵만족 ], 긍정 텍스트 확률 : 78.52%"
"[ 저도 미마사용해요.카멜로요 ㅎ미마너무 이뻐요잘사셨어요 ㅎㅎ], 긍정 텍스트 확률 : 99.70%"
"[진짜 보면볼수록 잘 샀단 생각들어여 예뻐서ㅎㅎ], 긍정 텍스트 확률 : 92.24%"
"[휴대용은 가볍고 작아서 좋네요ㅎㅎ], 긍정 텍스트 확률 : 95.20%"
"[ 가격대가 궁금합니다 구입처두요], 긍정 텍스트 확률 : 69.27%"
"[유세븐샵에서 구매했어요 저는핫딜가로 구입했는데 지금은 더 가볍게 나온 만 판매하는 것 같아요], 긍정 텍스트 확률 : 55.45%"
"[ 얼마에요??어디서샀나요???사이트좀], 긍정 텍스트 확률 : 52.12%"
"[지금 할인행사 끝낫더라구요 ㅠ], 긍정 텍스트 확률 : 80.49%"
"[고급져보이네요 저는 절충형 샀다가 아기가 유모차 거부중이라 처박아두고있어요..ㅠㅠㅠㅠ], 긍정 텍스트 확률 : 91.63%"
"[아직 결혼전이지만 미리 알아두면 좋은 정보네요감사해용], 긍정 텍스트 확률 : 98.09%"
"[저도 임신전이지만 유모차 종류가 많아서 ㅎㅎ정보얻고가요], 긍정 텍스트 확률 : 87.64%"
"[다리부분은 올라오는거죠??요즘은 진짜 제 물건보다 애기 물건에 훨씬더 관심을 가지게되더라구요], 긍정 텍스트 확률 : 71.88%"
"[우와 유모차 넘이쁘네요 저는 절충형저렴한거 중고로삿는데 지인꺼 밀어보니 확실히 비싼게 좋더라고요 ㅎㅎ], 긍정 텍스트 확률 : 93.45%"
"[디럭스 유모차 계속 알아보고 있는데 가격정보도 같이 덧글에 남겨주셔서 감사합니다 출산 일 남았는데 아직도 못 샀네요ㅠㅠ], 긍정 텍스트 확률 : 99.83%"
"[김조조오호 감사합니당 미마자리도 이쁜데 이것도 너무이뿌네여ㅜ.ㅜ], 긍정 텍스트 확률 : 98.59%"
"[ 미마자리.가격 정말 좋네요], 긍정 텍스트 확률 : 91.06%"
"[네네 워낙 고가라 ㅎㅎ 핫딜이라 기다리셨던 분들은 가격 좋은 것 같아요], 긍정 텍스트 확률 : 88.25%"
"[ 후기잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[ 개월인데 미마자리를 편해하네요 휴대용도 타긴하는데 미마타면 자요 ㅋ 근데 다리가 삐져나오네요 ㅋ], 긍정 텍스트 확률 : 83.65%"
"[갤이면 다리가 삐져나오는군요ㅎㅎ 사용시기가 짧다는데 오래는못쓰겠네요], 긍정 텍스트 확률 : 83.35%"
"[감사해요.], 긍정 텍스트 확률 : 83.19%"
"[넹 지기도 예쁘고 튼튼해요 😍], 긍정 텍스트 확률 : 86.71%"
"[이거 어떤가요? 휴대용이라 많이 안무거우면 흔들림은 괜찮을까요??], 긍정 텍스트 확률 : 68.44%"
"[디럭스보단 가벼운데요 근데 제가 끌어본 휴대용 중에 흔들림은 덜하구 무게감이 있어요. 글구 핸들링이 좋아요ㅋㅋ 짱짱], 긍정 텍스트 확률 : 98.23%"
