"[특히나.유모차는 실용성이 최고거든요. ], 긍정 텍스트 확률 : 95.38%"
"[ 요렇게 딱 열립니다엄청 편해요 제가 지금 카메라 잡고 한손신공인거 감안해주세요 혼자서도 척척이지요 실제로 외출해서 사용해보니 요게참 유용하더라구요그래서 주변 신생아맘님들께도 제이해밀턴유모차정리함 을 추천드리고 싶었어요 신생아때가 젤 바쁘죠 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 99.74%"
"[ 이제 내부를 열어봤어요 안에는 설명서랑 물병홀더 휴대폰홀더유모차걸이가 모두 개별포장 되어 있네요 ], 긍정 텍스트 확률 : 86.45%"
"[ 요 한장으로도 모두 설명이 가능한데요 필요한대로 또한 필요없는대로 모두 뗐다 붙였다 할수 있다는 점에서 아주 스마트한 유모차정리함이라고 할수 있을거 같아요], 긍정 텍스트 확률 : 99.95%"
"[ 이번엔 구성품에 대해 좀더 살펴볼께요], 긍정 텍스트 확률 : 76.17%"
"[ 비닐을 모두 벗겨봤어요], 긍정 텍스트 확률 : 53.43%"
"[요게 물병홀더인데요 옆쪽으론 벨크로가 길게 달려안전하게 유모차정리함에 붙였다 뗐다 할수 있구요], 긍정 텍스트 확률 : 59.45%"
"[ 물론 벨크로 뿐만 아니라 상단에 안전고리 가 있답니다], 긍정 텍스트 확률 : 77.22%"
"[ 실제 사용하실때 안전고리 먼저 거시고 그 다음 벨크로 부착 하면 튼튼하고 안전하게 사용할 수 있어요 걸고 나면 오른쪽과 같은 모습입니다], 긍정 텍스트 확률 : 96.16%"
"[ 다음은 네모난게 아주 귀요미한 핸드폰홀더예요], 긍정 텍스트 확률 : 63.71%"
"[ 전부 펼쳐지기도 해요 비행기같네요 ㅋㅋㅋㅋ 소재가 딱딱한 플라스틱도 아니고 이렇게 분해가 되니무게도 적고 부피를 줄여 보관해야할 상황에도 좋을거 같아요], 긍정 텍스트 확률 : 94.15%"
"[..이네요], 긍정 텍스트 확률 : 60.76%"
"[요런 모습입니다], 긍정 텍스트 확률 : 69.47%"
"[ 아무것도 없을때 가장 심플하겠지만 그래도 필요에 의해필요할때 달고 쓰고 또한 필요없을때는 뗄수 있다는 점이 아주큰 매력이네요], 긍정 텍스트 확률 : 98.73%"
"[ 요건 실제로 제가 외출했을때 사용했던 모습이예요 제가 핸드폰 성애자? 라 계속 붙잡고 있거든요 주머니에 넣었다 가방에 넣었다하다보면 요즘 제유행어가 핸드폰 없어졌어인데요 ㅋㅋㅋㅋㅋㅋㅋ 맨날 잃어버리네요 집이나 가방이나 주머니 속에 두고 말이죠 저같은 분들], 긍정 텍스트 확률 : 61.46%"
"[많으시죠 ? 설마 나만 이런가요...출산 탓이라 애써 변명해봅니다 ㅋㅋㅋㅋ 암튼 그런 저 같은 사람은 이 제이해밀턴유모차정리함 써보면 아시겠지만정말 유용해요 핸드폰 하나 쏘옥 거치해 둬도 예쁘구요 물론 혹시 사람 많은데서는 분실 위험 있으니 빼놓도록 합시다], 긍정 텍스트 확률 : 82.08%"
"[ 예쁘다심플하다 블랙 색상이나 소재자체가 고급지다 모양도 디자인도 예쁘다], 긍정 텍스트 확률 : 65.57%"
"[ 덮개를 완전히 덮고 쓸수도 열고 쓸수도 있으며 핸드폰홀더 물병홀더 등은 필요할때는 쓰고 필요없을시엔 빼면 되니 몹시 스마트한 유모차정리함이다], 긍정 텍스트 확률 : 79.16%"
"[ 가격이 조금만 더 착하면 좋겠다 집에서 사용하는 유모차가 빨강이라 둘다 하고 싶지만 무리데스 ㅋㅋㅋ], 긍정 텍스트 확률 : 72.78%"
"[ 갑자기 생긴 둘찌덕분에 또 다시 유모차를 사게되었어요첫찌때 디럭스 사용해봤지만 사용기간이 얼마안되는걸 알기에 좋은 휴대용으로 아예 장만 할까싶어서요며칠전 시흥 육아★장 갔더니 해밀턴 제품을 권하더라구요혹시 사용중이신 맘님있으시면 후기좀 알려주세요덧붙이자면], 긍정 텍스트 확률 : 77.88%"
"[전 타보 이노스핀을 염두해두고 갔으나 어딜가든 권하지않는 분위기였어요ㅜ 잔고잔 및 흔들림 때문에 그런것 같더라구요이노스핀 사용중이신분 있으심 함께 부탁드려요], 긍정 텍스트 확률 : 81.51%"
"[...오늘은 국민기저귀가방.제이해밀턴를 소개해드리려고해요...디자인도 너무 예쁘구요.수납력이 좋아 실용성 면에 있어서도.당연히 최고랍니다. ], 긍정 텍스트 확률 : 56.60%"
"[ .제이해밀턴 기저귀가방..출산을 앞둔 지인이 있다면.선물해주기에도 너무 좋아요...사실 아이낳기전에], 긍정 텍스트 확률 : 96.21%"
"[제이해밀턴 같이.실용적인 기저귀가방을 선물한다면.진짜 최고의 선물이 될것 같아요 ], 긍정 텍스트 확률 : 91.95%"
"[ .백팩이지만 이렇게 손으로 들수 있도록.손잡이가 있어요...백팩으로도 토드백처럼도 활용가능해요.. ], 긍정 텍스트 확률 : 74.56%"
"[ .아빠가 착용해도 충분한 길이였어요... ], 긍정 텍스트 확률 : 87.79%"
"[ 빨대컵.이 세가지는 필수로 가지고 다녀야하니까요..이렇게 분리수납되니 물건찾기도 더 편리하답니다... ], 긍정 텍스트 확률 : 73.48%"
"[ .그리고 뚜껑 안쪽은 매쉬로 된 수납공간이 있어서.여기 아기마스크나..여분의 비닐을 넣어다니면 좋겠더라구요..비닐의 용도는 응가기저귀 버리는 용도임돠ㅋㅋㅋ ], 긍정 텍스트 확률 : 54.43%"
"[ .그리고 제이해밀턴 기저귀 가방.그 자체로 보온.보냉이 가능한데요.따로 이렇게 보온], 긍정 텍스트 확률 : 61.46%"
"[ .요기 앞쪽 공간은 아기손수건 넣어 다니면 빼기도 쉽고 딱 좋겠더라구요..요즘 어금니가 나려는지.침을 너무흘려서ㅜㅜ.손수건 장이상은 필수품으로 챙겨다닙니다... ], 긍정 텍스트 확률 : 64.58%"
"[ .동영상으로 각각의 공간들을 자세히 보여드렸구요...유모차걸이까지 장착했어요... ], 긍정 텍스트 확률 : 53.53%"
"[ .하나씩 보여드렸구요..아기간식], 긍정 텍스트 확률 : 72.10%"
"[ .그리고 작은보냉백에는.아기밥이랑 반찬..김 두개.고구마말랭이까지 넣어답니다..윗부분 자석이있어 개폐가 손쉬워서 좋더라구요...요즘 날씨가 너무 추워서.얼음팩까지는 따로 챙겨넣지 않았어요...수납력 대박이네요... ], 긍정 텍스트 확률 : 54.88%"
"[ .색상이 예쁘니까.기저귀가방 하나 달았뿐인데.유모차가 왜 이렇게 화사해요?..진짜 컬러감 짱 예뻐요. ], 긍정 텍스트 확률 : 71.06%"
"[ .어떤옷에도 찰떡같이 잘 어울리는.기저귀가방 제이해밀턴 백팩 ], 긍정 텍스트 확률 : 91.55%"
"[ .손잡고 같이 걷기도 하고.그러다 넘어지면 잡아줘야하고.또], 긍정 텍스트 확률 : 56.75%"
"[ 이렇게 손에 들고다녀도 너무 예뻐요.원피스랑 함께 코디해도 찰떡.어떤옷에도 다 잘어울린답니다 ], 긍정 텍스트 확률 : 98.75%"
"[ 남이섬 갈때 가지고 갔는데너무 편했어요.사실 섬 들어간다고 생각하니 아기밥부터 여벌옷.물 등등챙길게 너무 많더라구요그래도 넉넉하게 다 들어가고도 남더라구요.역시는 역시 ], 긍정 텍스트 확률 : 96.88%"
"[ 이날 날씨도 따뜻하고 좋아서저도 덩달아 신났다리요.ㅋㅋㅋㅋ오랜만에 모델놀이 하고팠는데어색열매를 한바가지 먹은듯.잘 안되더라구요ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.66%"
"[ 역시 이제는 아들과 함께하는 사진이 제일자연스럽네요. ], 긍정 텍스트 확률 : 74.35%"
"[ 카메라 한번 쳐다봐주고], 긍정 텍스트 확률 : 60.75%"
"[ ㅋ ], 긍정 텍스트 확률 : 56.49%"
"[ 그랬더니 아들.따라하는것좀 봐귀여워라ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 76.29%"
"[ 등에 매고있으니 손이 자유로워서이날도 걷고싶은 아들과 함께잘 돌아다녔어요ㅋㅋㅋ ], 긍정 텍스트 확률 : 78.67%"
"[안녕하세요 오늘도 즐겁게 인사드리는 윤양입니다육아도 하면서 이렇게 육아템 공유드리는 게 너무 재밌어요저도 딸 키우면서 이거저거 필요한 것들있으면 에서 우선 찾아보고], 긍정 텍스트 확률 : 99.99%"
"[실물 사진도 보고 구매하면실패할 확률이 확 적어지니까요 앞으로도 이렇게 육아템], 긍정 텍스트 확률 : 85.22%"
"[국민아이템들 많이많이 공유해요 여러분그 중에서도 오늘은 기저귀가방을 한 번 포스팅해보려고 하는데요집에만 있으면 답답하고], 긍정 텍스트 확률 : 64.39%"
"[또 가끔은 아기랑 같이 나갈 일도 종종 생기다보니까그러면 한 번 외출하려고 해도 챙겨야 할 아이템들이 하나도 아닌데 그럴 때마다 정말 너무 잘 애용하고 있는 제이해밀턴백팩이에요디자인도 예뻐서 들고다니기에도 좋고 수납력도 좋은데다 직접 들어도], 긍정 텍스트 확률 : 91.19%"
"[예쁘고 영상보시면 확인가능한 것처럼 안에 들어간 물건들도 쉽게 꺼낼 수있지요한 번 사용하고 나니 편해서잠깐 외출 나갈 때에도], 긍정 텍스트 확률 : 85.62%"
"[멀리 나갈 때에도 꼭 제이해밀턴백팩에 챙기게 되더라구요 ], 긍정 텍스트 확률 : 88.74%"
"[ 아줌마 되고 나서 예쁜 건 포기할 때도 많았는데], 긍정 텍스트 확률 : 73.65%"
"[하나는 레드 컬러고 하나는 블랙컬러거든요제가 고른 제이해밀턴 가 브라운 컬러라 블랙 유모차랑 참 잘 어울려요옷이랑도 고급스럽게 잘 어울리는 심플한 디자인을 자랑하구요 막 애엄마 티나는 그런 조금은 촌스런 그런 가방이 절대 아니랍니다 굉장히 모던한 디자인이에요 엄마들도 기저귀가방을 스타일리쉬하게 멜 수 있다는 걸 보여주죠저는 요새 마음도 가을가을해서 그런가ㅋㅋ 브라운이 특히 예뻐보여서요 컬러로 골랐는데 컬러도 블랙], 긍정 텍스트 확률 : 73.16%"
"[블루 등 굉장히 다양하니취향에 맞게 코디하기 좋은 컬러로 선택하시면 좋을 것 같아요 어떤 코디], 긍정 텍스트 확률 : 78.46%"
"[어떤 스타일에도 잘 어울리는 백팩 어느 색상을 선택해도 후회없을 넘나 스타일리쉬한 기저귀가방이에요 ], 긍정 텍스트 확률 : 99.78%"
"[어쨌든 제 양 손이 두손 모두 자유로우니까 좋더라구요], 긍정 텍스트 확률 : 98.45%"
"[ 안에 수납공간은 또 어찌나 잘 되어 있는지 제가 괜히 실용적이란 말을 한 게 아니랍니당 원래 갖고 있던 기저귀가방들과 다르게 수납공간이 다 섹션별로 나눠져있으니까 훨씬 더 사용하기가 좋더라구요 애기 키우다보면 갑자기 가재수건을 꺼내야할 일도 있고], 긍정 텍스트 확률 : 63.15%"
"[텀블러 등등 외출시에 꼭 필요한 육아템들을 수납할 수 있어요그래서 훨씬 더 빠른 시간 안에 물건 찾기도 굉장히 쉽구요 꺼내기도 쉬워요 ], 긍정 텍스트 확률 : 94.96%"
"[외출 한 번 할 때에도 챙겨야할 게 진짜 많잖아요하지만 기저귀가방 제이해밀턴백팩이라면 웬만한 아이템들은 다 들어간다는 거가끔 예쁜 우리 아기가 울 때에는 달래줄 수 있게 요렇게 조그만 장난감도 넣어주구요 가방 안쪽에는 제가 자세히 찍지는 못했지만 개의 수납공간으로 나눠져있다고 해요살짝 측면을 보시면 폭도 꽤 넓어서 두껍거나 큰 아이템들도 넣기 좋지요 다양한 물품을 사이즈에 맞게 분리수납할 수 있다는 게 포인트인 것 같아요 그리고 사진은 찍지 못했지만 제이해밀턴백팩에는 기저귀파우치도 함께 들어가있어서기저귀도 깔끔하게 잘 챙겨 넣을 수 있답니다정말 육아하면서 외출할 때 필요한 부분들을 엄마의 마음 콕 집어 이렇게 만들어 준 것 같더라구요], 긍정 텍스트 확률 : 90.94%"
"[ 이렇게 꼭 유모차를 갖고 외출할 때가 아니더라도 요 제이해밀턴백팩 기저귀가방만 있으면 엄마아빠집에 갈때에도 편하고가볍게 외출할 때에도 아주 편해요안에 안그래도 넣어야할 물건들이 많은데], 긍정 텍스트 확률 : 52.91%"
"[가방 자체도 무거우면 아마 잘 안들고 다녔을 것 같은데가방 자체 무게가 굉장히 가벼워요 원래도 그냥 가방을 구매할 때에는 가벼워야지 살 정도로 무게를 굉장히 중요시 여겼었는데 요것도 의 초경량 제품으로 매우 가볍다는 점 꼭 말씀드리고 싶었어요고급스럽고 무게감있는 디자인인데도 불구하고 가벼우니 참 좋아요], 긍정 텍스트 확률 : 99.65%"
"[ 백팩으로 메도 이건 뭐 말해뭐해 더 편하구요ㅋㅋㅋㅋ제가 직접 사용해보니 가장 좋은 건 유모차에 걸어서 사용하는 거그 다음이 이렇게 백팩으로 메는 거 마지막이 들고다니는 거인 것 같아요하지만 이렇게 세가지로 다양하게 활용할 수 있다는 것도 장점이라는 아 그리고 앞서 디자인도 말씀드렸는데ㅋㅋㅋㅋ제가 이 날 가볍게 청바지에 블라우스], 긍정 텍스트 확률 : 57.20%"
"[자켓 이렇게 입고 나갔거든요 혹시나 코디하기 어려우실 거라 생각하시는 분들이 계시다면 노노치마와 바지를 가리지 않고 어떤 스타일에도 잘 어울리는 백팩이에요], 긍정 텍스트 확률 : 59.78%"
"[ 다양한 코디에도 잘 어울린다는 걸 보여드리고 싶어서동생이 백팩으로 멘 모습도 한 번 찍어보았는데요 이제 곧 내년 월이 되면 엄마가 되는 우리 예비맘 동생도예쁘다고 탐내했던 제이해밀턴백팩이랍니다ㅋㅋ동생은 원피스에], 긍정 텍스트 확률 : 96.63%"
"[요렇게 들어도 참 잘 어울리죠? 의도치 않게 양말과 가방이 꼭 세트같이 컬러가 맞았다는ㅋㅋㅋ ], 긍정 텍스트 확률 : 83.67%"
"[어이구 엄청 스타일리쉬한 엄마네 라고 하시더라구요ㅋㅋㅋ엄마가 되서 너무나 행복하지만], 긍정 텍스트 확률 : 98.50%"
"[이게 또 이상한 심리인게가끔은 애엄마 안같다는 말도 기분 좋잖아요 솔직히ㅋㅋㅋ 스타일리쉬한 제이해밀턴백팩이라면 애엄마 같지 않은 애엄마 가능합니다 여러분ㅋㅋㅋ ], 긍정 텍스트 확률 : 56.96%"
"[ 그리고 또 저는 요 시크릿 스트링이 인상적이였어요가방 양쪽에 시크릿 스트링이 있어서 양쪽으로 다 넣기 어려운 제품들을 쉽게 보관할 수 있었답니다요즘 날씨가 너무 쌀쌀해졌는데 아기 블랭킷이라든가 겉옷], 긍정 텍스트 확률 : 97.06%"
"[모자 같은 것들을 걸어서 사용할 수도 있고실내실외 기온차가 너무 큰에 엄마 가디건 같은것도 걸어놓고 하기에넘나 좋더라구요기저귀가방이지만 스타일은 살리고 두 손은 자유롭게 사용하고 수납력도 훌륭하고너무 예뻐서 아무도 기저귀가방인지 모를 것만 같은 백팩ㅋㅋㅋㅋ마구마구 관심이 생기신 육아동지 여러분들께서는 아래 링크 클릭해서 더 자세히 살펴보세요감사합니다 ], 긍정 텍스트 확률 : 99.67%"
"[기저귀가방은 엄마들의 필수템이다.때문에 아기가 외출이 가능한 시기 그 전부터찾아보면서 비교하고 고민하기 시작하다.나 또한 신생아때부터 고민하기 시작했다.특히나 백팩이 하나도 없었기 때문에..기저귀가방을 구매할때 보통무조건 큰 백팩이면 된다고 생각하는 엄마들혹은 나처럼 수납이 나눠져 있길 바라는 엄마들두가지 분류로 나눠지는 듯하다.엄마들마다 취향이 있을테니 맞춰서 구매하고개인적으로 수납을 나눠진게 좋아서 제이해밀턴 기저귀가방 처음보자마자마음에 들어서 장바구니에 넣었다. ], 긍정 텍스트 확률 : 98.48%"
"[ 택배는 생각보다 오래 걸렸다.그래도 미안하다고 사탕을 귀엽게 넣어서마음이 상하지 않고 제품을 개봉했다.선물 포장이 가능하도록 쇼핑백도 함께 보내줘서센스가 있는 브랜드라고 생각이 든다. ], 긍정 텍스트 확률 : 83.23%"
