"[ 바구니확장업그레이드되서 너무 좋은듯 ], 긍정 텍스트 확률 : 82.23%"
"[잘자고있어요 차양까지 덮어두면 자는 공간이 완벽하게 만들어 진답니다시간타임에 맞춰서 입장이라 사람들이 자리 잡고 한다고 좀 소란스러웠는데도 잘 자고있더라구요 ], 긍정 텍스트 확률 : 52.68%"
"[사진으로 봐도 그렇죠? ㅎㅎ 아이만의 안락한 공간이 생긴 덕분에 이날 마음놓고 왔다갔다 할 수 있었답니다 ], 긍정 텍스트 확률 : 89.37%"
"[덕분에 저는 맘놓고 음식을 가져다 먹었지요 ㅋㅋㅋ육회에 디저트로 마카롱까지엄청 배부르게 먹은 하루였어요이날 동생네 가족들까지 총 출동이었는데 다들 잘잔다며 유모차를 탐내하더라구요 ], 긍정 텍스트 확률 : 89.69%"
"[너무 잘자죠?소음차단도 어느정도 되고 시트도 편안해서 그런지 ], 긍정 텍스트 확률 : 58.59%"
"[접시 먹는동안 계속 자더라구요엄마아빠가 유모차가 효자다며 칭찬까지 해주셨어요깼을땐 또 유모차를 슥 밀고 음식을 가지러 가니 또 가만히 잘 앉아있고 했거든요한손으로 밀어도 잘 밀리는지라 음식을 가지러갈때 꼭 페도라 유모차를 끌고갔어요 ], 긍정 텍스트 확률 : 98.63%"
"[큰아이가 탈땐 발판을 내려서 태워주면 되요그리고 발판 끝쪽엔 고급가죽소재로 되어있어 아이신발이 닿아도 물티슈로 슥 닦아주고 보물이를 태우면 되니 타고 싶다고 하면 아무 제지없이 태워주게 되더라구요페도라 유모차를 사용해본 총평장점. 가볍고 디자인과 색상도 세련되어 예쁘다. 핸들링이 좋다. 이너시트 탈부착이 되니 세탁도 편리하다. 원터치 폴딩과 브레이크로 사용하기 편하다단점. 보조주머니가 없다. 차양이 적당하다고 느껴지긴 하지만 가끔 해가 넘어갈때 길어지는 햇볕을 가려주지 못해 아쉽다 시트를 눕혀뒀을때이상 제가 사용해본 솔직한 후기예요제일 큰 장점은 가벼운반면 핸들링이 좋다는거 신랑 없이도 혼자서 너무 잘 끌고 나가거든요덕분에 큰아이도 집에서만 지루하게 보내지 않아도 되니 아이둘 모두에게 도움이 되고 있어요보물이가 좀 더 커서 휴대용으로 바꿀때도 전 페도라로 결정했답니다페도라 유모차를 만나게 되서 참 다행이네요참 이런 페도라가영유아 브랜드 선호도조사에서 카시트 부문 위수상한거 아시죠?세계 개국에 진출한 대한민국 대표 유모차], 긍정 텍스트 확률 : 86.49%"
"[ 디럭스 유모차 페도라 신생아때 부터 개월간 사용 후기], 긍정 텍스트 확률 : 62.15%"
"[디럭스 유모차 페도라 신생아때 부터개월간 사용 후기 ], 긍정 텍스트 확률 : 67.52%"
"[둑흔둑흔 작년 월달에 받은 디럭스 유모차페도라이고요유알못이라 베이비페어에서야무지게 구경하며직접 끌어보고결정을 했어효.폴딩이 쉽다는 타 제품을사고 싶었눈데제 키에 좀 낮은 거 같더라고요 ㅠ ㅠ제 키 고민하며 다른 부스를 기웃기웃 거리고 있눈데페도라가높이도 괜찮고 양대면도 가능하고밀었을 때도 부드럽게 밀려서 결정하게 되었어효], 긍정 텍스트 확률 : 69.65%"
"[오구오구 제 베프 완전 상애기 시절구입했을 때 받은 구성품으로이너시트가 있었는데 야무지게 이용을 해 봤고요 .이때 이너시트], 긍정 텍스트 확률 : 56.20%"
"[겨울이지맨 외출하고 싶을 땐이렇게 방풍커버를 이용해 외출을 했고요ㅋㅋㅋ시트 전체를 감싸주니깐바람도 거의 안들어 가고 좋더라고요 구입처는 쁘레베베샵잘 때나 햇볕이 조금 강할 땐 위에 있는 커버를 내려가려주면 되어효], 긍정 텍스트 확률 : 54.12%"
"[실내에선 커버를 올려 주면 갑갑하지 않고베프의 상태도확인할 수 있어서 좋고예ㅋㅋㅋ ], 긍정 텍스트 확률 : 91.30%"
"[또 지퍼를 열어 주면 베프를 태우기도 쉬워요일 지난 제 베프 ♥실내라 답답한 거 같아 벨트를 풀어 준 모습이에요. ], 긍정 텍스트 확률 : 99.92%"
"[셋이 산책할 땐 주로 남표니가 밀고요남표니 키에도낮지 않은 하이체어에요ㅋㅋㅋ 참고로], 긍정 텍스트 확률 : 91.41%"
"[아에 숙면을 취하고 잘 땐 플랫으로쭉 펴서 재웠어요ㅋㅋㅋ ], 긍정 텍스트 확률 : 66.80%"
"[그리고 일이 넘은 지금은완전히 세운모드로 해줘야지 좋아하더라고요열이 많은 베프를 위해구입한 유모차 선풍기 이고요ㅋㅋㅋ쿠팡 애용 ], 긍정 텍스트 확률 : 76.05%"
"[차양막을 다 내린 모습인데다 내리면 안전바까지 내려오긴 하지만위에 망사가 또르르...저기 위로 햇볕이 다 들어오더라고요 ㅠㅠ근데 저부분은 지퍼로열고 닫을 수 있어서 다시 닫고 블랭킷의 도움을... ], 긍정 텍스트 확률 : 87.00%"
"[장바구니도 넓어서 좋아요ㅋㅋㅋ이날 올팍으로 산책나온 날인데 햄버거와 프레즐개뱅까지 수용가능 했던디럭스 유모차 페도라에효ㅋㅋㅋ ], 긍정 텍스트 확률 : 68.25%"
"[디럭스라 그런지 안정감도 있고부드럽게 잘 밀리고 양대면도 가능하고 하이체어라늠 마음에 들었던 .폴딩도 나쁘지 않고예ㅋㅋㅋ ], 긍정 텍스트 확률 : 70.87%"
"[남표니 펴고 있을 때 찍어 보았고요ㅋㅋㅋ ], 긍정 텍스트 확률 : 64.70%"
"[넓은 장바구니 나름 개월 동안 만족하며 사용했고요.앞으로도 몇 달 간더 사용할 거 같은 디럭스 유모차 페도라에요], 긍정 텍스트 확률 : 98.84%"
"[ 장점. 높낮이 조절되는 발판 발판조절이 되니 아기가 정말 편하겠더라. 쉴 땐 다 올려주면바닥에 앉아있듯 편안함을 느낀다. ], 긍정 텍스트 확률 : 66.55%"
"[ 근데 물티슈로 쓱쓱 닦아주면], 긍정 텍스트 확률 : 52.43%"
"[ 딱지 옷 사면서 선물로 받은 킨더 오늘 학습욕구 불타올라서 권이나 산 딱지의 스티커북 ㅎㅎㅎ 딱지 오늘부터 열공해야겠네 ], 긍정 텍스트 확률 : 62.55%"
"[ 장점. 예쁜 디자인과 하이시트 요즘 대세는 블랙과 그레이인가보더란 친구도 페도라 블랙으로 샀는데 넘나 예쁜 것 거기다가 시트가 확실히 높다. ], 긍정 텍스트 확률 : 82.10%"
"[ 유모차 내리자마자 신났어요? 귀여운 녀석 ], 긍정 텍스트 확률 : 60.47%"
"[ 컵홀더의 위치를 옮기고 싶을 때가 있는데위치가 고정 되어 있어서 아쉽다.그리고 같은 부분인 손잡이손잡이도 각도나 길이가 조절되지 않는다.손잡이 각도가 조절되면 편한 부분이 있는데 말이다.근데 이러한 단점을 인식한 것인지이번에 새로 나온 는 손잡이가 조절되더란 ㅎㅎㅎ이 두가지 말곤 없는 것 같은 페도라유모차의 단점], 긍정 텍스트 확률 : 87.42%"
"[ 그래서 유모차추천하기도 좋다는유모차도 역시나 개인의 취향이지만자꾸 쓰다보니 분명히 장단점이란건 존재한다는 것엄마와 아이의 취향에 맞춰서 잘 사용하면정말 좋은 유모차로 사용할 수 있을 듯 하다. ], 긍정 텍스트 확률 : 99.67%"
"[우와 블로그랑 카페에서 후기보니베이비페어나 인터넷보다저렴한것도 많다고하더라구요세일세일 ], 긍정 텍스트 확률 : 60.91%"
"[사장님이 부담스럽지않게 설명도 완전 잘해주심그러다 빨려들어가서벌써 유모차 구매합니다ㅋㅋㅋ사실 페도라 모델좀 눈여겨 보고잇엇엇는데가격도 인터넷보다 훨씬싸구사실 한정수량 사은품구성에둘다 혹해서ㅋㅋㄱㅋㄱㄱ지름신 ], 긍정 텍스트 확률 : 98.87%"
"[주세여 사쟝님ㅋㅋ ], 긍정 텍스트 확률 : 71.80%"
"[울 신랑하나씩 하라니까쓸떼없이 힘자랑ㅋ나는 떨어질까 조마조마...ㅋㅋ ], 긍정 텍스트 확률 : 67.63%"
"[사용후기와 장단점은두둥이 태어나구 첫 유모차타는 날돌아오겟습니당언제일까요ㅋㄱㅋㅋ언제부터 타는거죠?아무것도 모르는 초보예비맘이건사은품들 ], 긍정 텍스트 확률 : 83.48%"
"[어서 태울 날이 오기를❤ ], 긍정 텍스트 확률 : 59.09%"
"[에 판매되고 있습니다. ], 긍정 텍스트 확률 : 64.98%"
"[ ..?구매한 고객님들의 소중한 상품평 입니다. ], 긍정 텍스트 확률 : 79.65%"
"[ ..?개월된 베이비를 둔 초보맘이에요 그동안 병원이나 시댁], 긍정 텍스트 확률 : 90.22%"
"[친정 갈때 빼고는 집에만 있었던터라 디럭스형 유모차도 굳이 필요없어서 안샀었는데 개월이 되니 베이비도 이제 많이 커서 아기띠도 한계가 있더라구요ㅜㅜ ], 긍정 텍스트 확률 : 50.17%"
"[넘나 좋습니다 ㅋ ㅋ ㅋ 더좋은건 한손으로 펴고 접을수 있어서 너무 좋더라구요 가볍기두 하구요한손으로도 번쩍번쩍 들리더라구요진작에 유모차을 살껄 그랬나봐요 ㅜㅜ 여지껏 애기 안고다니면서 팔은팔대로 아프고 알베기고 ㅜㅜ그리고 트레이는 있어서 좋은데 애기 앉을때 안아서 뺄때가 약간 걸리더라구요 그래서 정말 필요할때 애기가 무언가를 먹을때 말고는 장착하지 않을 생각이예요 그리고 등받이 부분이 엄청 뻑뻑하더라구요 ], 긍정 텍스트 확률 : 99.93%"
"[ . 완전 있는 힘껏 땅기구 밀어야 조절이 되더라구요새거라 그런건지 아니면 애기 등받이 부분이라 뻑뻑하게 한건지는 몰라도 ㅎ ㅎ 다른분들은 뭔가 문제점이 있으신거 같은뎅 저는 대만족입니다ㅎㅎ 사길 잘한거 같아용 잘쓰겠습니다 어릴때부터 페도라 쓰다가 아이가 크니까 놀러다닐곳은 많고], 긍정 텍스트 확률 : 95.56%"
"[펴기도 간편해서.. 임산부가 혼자 펴고 아이 태우고 갈수있어 좋았어요. 접을때도 혼자 휙 접어서 현관에 세워두니 걸그적거리지도않고 잘 서있어요. 약간 물건조립하는거에 똥손인 제가 스스로 접었다폈다 했다는건..ㅋㅋ 다른분들은 아주 손쉽게 사용하실수 있다는거에요ㅋㅋㅋㅋ 방한커버는 따로 없으나.. 검색해보시면 다른브랜드 맞는제품 나와요.쿠팡에서도 판매하고 있어서방한커버도 여기서 함께 구매했네요올초부터살까고민하다 아기개월되니 휴가때도그렇고 마트갈때도 힙시트안고있는게힘들어 구매했네요 디럭스 유모차가개라서 스토케 부가부 대있구여 국민유모차타보랑고민하다 전디자인이 이 예전부테예쁘다생각했거든요 ㅋ 색감도 핑크그레이 너무맘에들고여 앞보기되는모델이라 더선택하게됐어요 실제로봐도 너무 맘에드네요 타보도실제로 보고 끌어봤는데 휴대용유모차핸들링은 다비슷해요 ㅋ 은 앞보기에 핸들링은당연안좋지요 유모차접고펴기 너무쉽고여 전앞보기하면서 아이패드며 잠깐보여주기너무좋아요 간식바가있어서 아기간식주고하니 아기도 너무좋아하네요♡ 출고가격이아니라 가격면에서도 이가격에 품질 정말 만족스럽스니다 배송도 쿠팡배송이라 전날밤시에 주문했는데 일요일 오후에배송해주시고 정말만족스럽네요 ㅎㅎ ], 긍정 텍스트 확률 : 99.99%"
"[확인하신 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 56.70%"
"[보고 계시는 글은 제휴마케팅 해당 포함되며 광고로 이에 따른 수수료를 제공받습니다. ], 긍정 텍스트 확률 : 70.60%"
"[스피아민트쿠팡 할인중 ], 긍정 텍스트 확률 : 67.40%"
"[보셨던 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 65.59%"
"[🌟🌟🌟🌟🌟아하가격대비 좋아요 매번 유모차얻어쓰다 고장나고 튿어지고난리도 아니어서 살려고 보다가페도라 브랜드 믿고 샀는데둘째녀석 클동안에는 충분히.... . ], 긍정 텍스트 확률 : 96.04%"
"[해당 포스팅은 제휴가 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 75.26%"
"[단일 색상세일중 ], 긍정 텍스트 확률 : 66.41%"
"[찾아보신 제품은 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 56.24%"
"[ .?양대면유모차양대면유모차.?요요유모차요요유모차 ], 긍정 텍스트 확률 : 62.08%"
"[보고 계시는 이 글은 제휴마케팅이 포함되며 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 74.44%"
"[ 디럭스유모차 🖤세일 🖤 ], 긍정 텍스트 확률 : 58.40%"
"[보신 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[ .?요요유모차요요유모차.?아기유모차아기유모차 ], 긍정 텍스트 확률 : 62.08%"
"[이 포스팅은 제휴 파트너 광고로써 일정 커미션 지급을 받을 수 있습니다. ], 긍정 텍스트 확률 : 77.25%"
"[ 쿠팡 세일중 ], 긍정 텍스트 확률 : 66.41%"
"[찾아보신 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 56.24%"
"[안전표시상세페이지참조◆책임자와 전화번호상세 페이지를 참조 하세요◆ 제조자수입자상세페이지참조◆ 크기상세페이지참조◆ 사용연령 또는 체중범위상세페이지참조◆ 동일모델의 출시년월상세페이지참조◆ 제조국상세페이지참조◆ 재질상세페이지참조 ], 긍정 텍스트 확률 : 79.34%"
"[ .?요요유모차요요유모차.?신생아유모차신생아유모차 .?단일단일.? ], 긍정 텍스트 확률 : 62.08%"
"[저도 가격과 장단점 알 수 있을까요?], 긍정 텍스트 확률 : 68.70%"
"[저도 가격 궁금해요 ㅠㅠ], 긍정 텍스트 확률 : 84.32%"
"[지금 페도라크래들 절충형 쓰고 있는데 휴대용도 페도라 구입할려고 하거든요 가격이 어케 되나요??], 긍정 텍스트 확률 : 62.08%"
"[구매가격 알수 있을까요??], 긍정 텍스트 확률 : 53.75%"
"[ 페도라 랑 리안 트윈 중에 고르라면 리안이요ㅎㅎ사진으로 봤을땐 이뻤는데 실물보니..ㅎㅎㅎㅎ], 긍정 텍스트 확률 : 96.58%"
"[실제보면 리안이 더 나은건가요ㅎㅎ], 긍정 텍스트 확률 : 56.90%"
"[리안사셨군요 만족사용중이신가요], 긍정 텍스트 확률 : 67.40%"
"[그래그래 성남아직요ㅋㅋㅋ내년에 쓸꺼 미리삿어요ㅎ 갖구 싶어서오늘 배송온데서 큰애라도 태워보게요ㅋㅋ], 긍정 텍스트 확률 : 97.80%"
"[봄열매맘 충남앗 내년걸 벌써 ㅋㅋ베페에서 얼마에 사셨어요 혹시.가격 알려주실수 있나요??], 긍정 텍스트 확률 : 79.44%"
"[봄열매맘 충남아 감사합니다 저도 핫딜뜨고 하면 지금 필요없어도 사놓게 되더라구요ㅋㅋ], 긍정 텍스트 확률 : 99.75%"
"[전 페도라쓰는데잘 쓰고 있어요], 긍정 텍스트 확률 : 55.41%"
"[리안이랑 고민되네요ㅎㅎ 답변 감사해요], 긍정 텍스트 확률 : 91.42%"
"[ 우와 아가가 넘 이뻐요유모차보다 아가가 먼저 보이네요], 긍정 텍스트 확률 : 60.23%"
"[♥감사합니당 ㅎㅎ], 긍정 텍스트 확률 : 99.91%"
"[아가 진짜 똘망한 표정에 예뻐요유모차 부피가 적어서 좋네요], 긍정 텍스트 확률 : 94.76%"
"[ 저 내일 갈 수 있는데 괜찮을까요? 월 회에여], 긍정 텍스트 확률 : 86.61%"
"[아 네네 쪽지드릴게요], 긍정 텍스트 확률 : 60.28%"
"[불발되면 저도 줄서볼게요 월회], 긍정 텍스트 확률 : 64.53%"
"[강아지쿨쿨저희아가 다섯살도 탈수잇더라고요 길어가지고ㅋ], 긍정 텍스트 확률 : 77.71%"
"[저도 이거 쓰는데 진짜 좋아용 ㅎㅎ], 긍정 텍스트 확률 : 98.97%"
"[아기가 정말 편안하게 잠들어 있네요 저는 물려받은 유모차가 있어 사용하다가 이번에 페도라 로 바꿨는데], 긍정 텍스트 확률 : 74.66%"
"[따로 물려받지 않았더라면 신생아 때부터 쭈욱 사용하고 싶은 유모차예요 특히 핸들링이 정말 좋은 것 같아요.], 긍정 텍스트 확률 : 63.19%"
"[ 우와즐거워보입니다], 긍정 텍스트 확률 : 83.85%"
"[담에 정모 오시면 요 즐거움을 같이 느낄수 있으세요], 긍정 텍스트 확률 : 88.82%"
"[오늘 더욱 상큼하셨어용♡교복찰떡잘어울리셨어욥후기두 잘쓰시고용 역시크흐], 긍정 텍스트 확률 : 99.72%"
"[아...잼있었겠다..팔씨름..음주...완전 내스탈인디♡], 긍정 텍스트 확률 : 86.69%"
"[언니 내가 얼마나 언니야랑 찍고팠는데 ㅠㅠ 언니는 이따시만한 카메라 들고 댕기는디 ㅠㅠ 힘들까봐 말도 못하공 ㅠㅠㅠㅠㅠㅠㅠㅠ 우리 담에 꼭 같이찍기요 약속 도장 쾅입니다], 긍정 텍스트 확률 : 97.38%"
"[출산졸업 ㅋㅋ], 긍정 텍스트 확률 : 55.95%"
"[리안 지금 중고로 사서 쓰고잇는데 일단...신생아라 나갈일없어서 요람 한번썻어요 그리고 일만 지나도 목들고 앉아잇을려해서 요람으로 많이못쓰구요 ㅠ 윗분말대로 스핀이라 흔들려요.......ㅎ... 요람말고 살짝 비스듬히해서 앉혀서다녀요], 긍정 텍스트 확률 : 85.88%"
"[전시장이나..매장에서 한번 보구 결정하세요 전 요람형이 맘에들고], 긍정 텍스트 확률 : 59.12%"
"[... ...인스타 아이소픽스 가능개월 딸아이를 키우는 육아블로거예요 너무나 탐나는 체험단 페도라캠페인 곧 태어날 둘째와 외출을 늘 함께하는 첫째를 위해 신청해요 대용량 장바구니부터 풀차양까지 하나 하나 모두 만족스러운 디자인기능이네오 가이드라인과 홧수 마감기한일 철저히 지키며 정상스러운 리뷰 약속드려여 ], 긍정 텍스트 확률 : 75.41%"
"[좋아보여용], 긍정 텍스트 확률 : 57.56%"
"[ ... ... .. .. .. ..일개월아이소픽스 가능네이버 카스.위젯 항상완료이제 둘째가 일이 되었네요 요즘 한창 구경할게 많은가을이라죠 갈대며 코스모스 세상에 태어난지 얼마안된ㅎ우리 아이에게 많은 것을 보여주고싶네요ㅎㅎ엄마랑 함께그리고 형아랑.아빠랑 많이 편안하게 나들이다니게 해주고싶네요 꼼꼼하게 후기작성가능합니다], 긍정 텍스트 확률 : 99.99%"
"[. 개월아이소픽스 가능... ... 사랑하는 나의 아가. 벌써 너랑 만난게 개월이 넘었구나.처음에 너의 존재를 알게되었을 때 많이 기뻐해주지 못해서 미안해.그래도 지금은 누구보다도 널 사랑하고 앞으로도 가장 많이 사랑해줄게아직 많이 부족하고 못난 엄마지만 우리 아가를 위해서 더욱 노력하는 엄마가 될게우리 아들도 항상 건강하고 씩씩하게 자라주렴사랑한다네이버 아이디소중한 체험 기회를 주신다면 다양한 사진과 동영상], 긍정 텍스트 확률 : 99.99%"
"[가능. ... .... 벌써 다음주면 둘째 너까지 돌이 되는구나. 그동안 크느라 고생 많았어. 사랑하고 앞으로 누나랑 우리 더 잘 해 보자♡♡. 둘째가 월일 임산부의 날에 태어났어요. 둘째를 위한 큰 선물이 되길요♡♡ 간단히 등하원 때도 디럭스 쓰니 넘 힘드네요. 신세계 경험하고파요. 후기작성은 의리죠♡♡ 놀러가는 곳마다 사진 찍어 올릴게요], 긍정 텍스트 확률 : 99.71%"
"[🔸️개월🔸️ ... ...🔸️유모차 나들이 좋아하는 둘째 유모차타면 기분좋아서 엉덩이 들썩거리며 춤까지추는데], 긍정 텍스트 확률 : 78.17%"
"[요즘 가을 햇빛때문에 눈부셔서 인상 찡그리고....풀차양막이 아닌 유모차 태워서 미안해좋은 유모차 체험단당첨되면 풀차양막으로 햇빛도 가려줄테니 좋은곳 놀러 가자꾸나🔸️네이버아이디 ], 긍정 텍스트 확률 : 90.35%"
"[기적처럼 엄마에게 와준 너♡ 너를 알게된 이후로 엄마는 행복하지 않은 날이 단 하루도 없었어. 처음에 우리딸 심장에 이상이 있는 것 같다는 말에 하늘이 무너지는 것 같았는데.. 씩씩하게 잘 자라고 있는 모습에 한없이 감사해. 좋아질 수 있다는 희망이 있으니 엄마 너무 걱정하지 않을게 행운이 덕분에 엄마가 좀 더 강해져야겠다는 생각이 들어. 엄마는 항상 행운이에게 안전하고 좋은 것만 해주고 싶단다.♡ 사랑해.], 긍정 텍스트 확률 : 99.99%"
"[ 우와 좋아보이네요 ㅎ 이러니 페도라를 사랑할수밖에 ㅎㅎ], 긍정 텍스트 확률 : 98.27%"
"[ 크래들 신형인가보네요. 전 구형 사용하는데. 저희 아기는 요람모드로 그 안에서 뒤집기하고 엎드려 다니기도 했어요 ㅎㅎ], 긍정 텍스트 확률 : 84.10%"
"[요람모드는 아직 안해봤는데 유모차에 앉기 힘들어하는 저희 아들한테 좋을 것 같아 기대중이에요 ㅎㅎ], 긍정 텍스트 확률 : 93.52%"
"[지금 최저가가 만원으로 알고 있어요], 긍정 텍스트 확률 : 84.98%"
"[오동통한콤토리답변 감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 요즘 다이치 많이 쓰시더라구요], 긍정 텍스트 확률 : 55.83%"
"[아가 너무 귀여워용ㅋㅋㅋㅋㅋ 가격 많이 저렴한가요? 저두 카시트 아직 준비 못했눈데ㅠㅠ], 긍정 텍스트 확률 : 85.66%"
"[후기잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[후기잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[후기잘봐뚀요ㅎ], 긍정 텍스트 확률 : 97.58%"
"[후기 잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[안녕하세요 혹시 페도라요가 등받이 어떻게 조절하는지 알수있을까요ㅠ 물려받았는데 방법을 몰라서요ㅠ], 긍정 텍스트 확률 : 51.87%"
"[우리금술이잊고잇었어요ㅠㅠ 해결하셨나요 죄송하네요], 긍정 텍스트 확률 : 88.80%"
"[우리금술이아니예요 아 답변 너무 감사드려요 아직 등받이 뒤로 사용했어요 덕분에 참고해서 이용할게요 너무 감사합니다. 좋은하루되셔요], 긍정 텍스트 확률 : 95.39%"
"[안녕하세용 ㅜㅠ 페도라 요가 사서 조립하고 있는데..핸들이 안장시트보다 낮아서요..이걸 어케해야할지 모르겠어요ㅠㅠㅠ], 긍정 텍스트 확률 : 94.13%"
"[절충형인거같아요.휴대용으로사용합니다 ㅋ], 긍정 텍스트 확률 : 63.14%"
"[쳇 드렸어요], 긍정 텍스트 확률 : 66.13%"
"[네오늘 갑니다], 긍정 텍스트 확률 : 55.59%"
"[순성 오가닉쇼콜라 카시트 세탁가격 문의드려요], 긍정 텍스트 확률 : 66.13%"
"[쳇 드렸어요], 긍정 텍스트 확률 : 66.13%"
"[쳇 드렸어요], 긍정 텍스트 확률 : 66.13%"
"[네ㅜㅜ 마주보는건 안되요ㅠㅠ], 긍정 텍스트 확률 : 59.75%"
"[ 가격 문의드려용], 긍정 텍스트 확률 : 66.13%"
"[몇갤부터 탈수있나용?], 긍정 텍스트 확률 : 74.15%"
"[저희아이 개월이예요 인터넷에 찾아보니깐 개월이라고 적혀있긴 하네용 ㅋㅋ], 긍정 텍스트 확률 : 69.61%"
"[아 그런경우도있겠어요ㅠ 웨건도 제한이있다해서 ㅠ 엄청고민이예요 ㅠ 좋은 후기 감사합니다 잘참고하겠습니다], 긍정 텍스트 확률 : 99.26%"
"[웨건이 넓고 여러가지로 좋긴하겠어요 여자혼자 끌고다니기도 힘들까봐도있고 크다보니 제한도 받을꺼같기도하고 엄청 고민중이예효 ㅋ좋은 후기 감사합니다], 긍정 텍스트 확률 : 99.94%"
"[월향오호 정말 좋은후기예효 ㅋㅋ 정말정말 도움 많이되겠어요감사합니다], 긍정 텍스트 확률 : 98.92%"
"[ 페도라 튼튼하고 좋아요], 긍정 텍스트 확률 : 88.39%"
"[정보 감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[ 저희껀 타보인데. 기내용 되었었어요], 긍정 텍스트 확률 : 66.99%"
"[저는 에르고 기내용 유모차 쓰고 있는데], 긍정 텍스트 확률 : 74.17%"
"[이번에 제주랑 다낭갔다왔을때 너무 유용했어요 ], 긍정 텍스트 확률 : 85.51%"
"[ 저 페도라 회전형 카시트 사용하는데어깨끈조절이 좀 버벅한거빼고는괜찮아요아이도 잘앉아있구요], 긍정 텍스트 확률 : 91.81%"
"[전사고팟는데 ㅠㅜ 아이소픽스가 아니라 샀는데 만족합니당], 긍정 텍스트 확률 : 56.26%"
"[엔쉬스주성동아 그럼 차에 아이소픽스가 설치 되는지를 먼저 봐야돠눈균요???], 긍정 텍스트 확률 : 68.30%"
"[ 드릴께요], 긍정 텍스트 확률 : 66.13%"
"[서윤파파죄송합니다 거리상 다른분께 양보할게요드림 응원드려요], 긍정 텍스트 확률 : 61.44%"
"[혹시 불발되면 라이더 줄서볼께요 ], 긍정 텍스트 확률 : 77.61%"
"[반여동인데 라이더 불발되면 줄서볼께요ㅎㅎ], 긍정 텍스트 확률 : 96.12%"
"[ 아직있나용?], 긍정 텍스트 확률 : 65.68%"
"[네 있어요], 긍정 텍스트 확률 : 68.32%"
"[둥둥 단지이런건데지금 밖이라 인터넷에찾아서 올려요], 긍정 텍스트 확률 : 94.06%"
"[남매사랑맘 단지아아 넵 언제시간되세영], 긍정 텍스트 확률 : 72.05%"
"[둥둥 단지내일오후시이후괜찮아요], 긍정 텍스트 확률 : 82.73%"
"[남매사랑맘 단지아 오늘은 어려우실까용 ㅠㅠ 내일 어디가는데 쓰고싶어서요..ㅠ], 긍정 텍스트 확률 : 64.98%"
