"[우리아기 어떤 분유를 먹일지 알아보는 것도 엄마의 큰 고민중에 고민나는 일단 밴쿠버에 있기때문에임신 기간 중 여기서 먹는 분유들을 알아보게 되었다.대표적으으로 시밀락], 긍정 텍스트 확률 : 94.92%"
"[ 우린 일단 독일에서 직구중.수입대행 카페를 통해 늘 주문하다보니], 긍정 텍스트 확률 : 59.44%"
"[ 영국 압타밀은 위의 이미지처럼 모든 단계의 분유가 액상으로 출시되고 있다. 그래서 영국 압타밀 액상을 선호하는 맘들도 많음...하지만 난 한동안은 계속해서 독일에서 압타밀 액상을 주문할 것 같다.왜냐하면], 긍정 텍스트 확률 : 97.33%"
"[ 일회용이 아니잖아. ㅎㅎ일회용이 아니라는 점은 밖에 마실 나가서 아가가 분유를 두 번 먹어야 한다면], 긍정 텍스트 확률 : 64.54%"
"[뜨거운 물로 열탕소독도 쉽지 않을 것이고], 긍정 텍스트 확률 : 79.79%"
"[ 여하간 일회용이 아니라는 건 액상분유의 편의성을 반으로 떨어뜨리는 것 같다. 아가들이 좀 더 크면 칠리핍이 유용할 것 같긴하나], 긍정 텍스트 확률 : 53.82%"
"[ 미리 액상 압타밀을 먹일 때는 두 개를 먹인다. .압타밀 의 ], 긍정 텍스트 확률 : 72.96%"
"[. 일회용 젖꼭지 호환이 좋다.. 혼자? 먹을 수 있다.], 긍정 텍스트 확률 : 72.01%"
"[ 개월 압타밀 액상을 어떻게 혼자 먹느냐구요?? ], 긍정 텍스트 확률 : 63.64%"
"[젖병이 워낙 작고 가벼워서 아가를 눕혀놓고 이불 등으로 살짝만 고정시켜 두어도 잘 떨어지지 않고 잘 먹는다.유모차], 긍정 텍스트 확률 : 67.93%"
"[카시트에서 특히 요렇게 유용히 먹이고 있음....ㅎㅎ압타밀 액상에 호환되는 젖꼭지는 미국 아마존에서 직구하고 있다.압타밀은 직구카페에서 손쉽게 구매하는 반면], 긍정 텍스트 확률 : 96.00%"
"[ 그것보단 젖꼭지 직구가 좀 더 번거롭다.한국으로 직접 배송하는 경우가 드물어], 긍정 텍스트 확률 : 57.74%"
"[구매해둔 것 다 쓰고 다시 구매할 땐 엔파밀과 씨밀락을 섞어 구매하였다.놀러가가는 빈도가 많으니 젖꼭지도 엄청 씀..아가들은 지금 사용중. ], 긍정 텍스트 확률 : 97.15%"
"[그 이후로는.외출빈도가 적으신 분들은 아예 처음에 살 때부터 조금], 긍정 텍스트 확률 : 71.91%"
"[조금 섞어 사세요압타밀 액상 호환 젖꼭지를 써 본 지극히 개인적이고 주관적인 후기. ], 긍정 텍스트 확률 : 59.27%"
"[뭔가 씨밀락이 더 디테일이 살아있고 괜찮아 보인다. ㅎㅎㅎ일단 일회용 젖꼭지는 대체적으로두 제품 모두 통기구멍이 따로 없기 때문에아가들이 쪽쪽 빨면 고무부분이 들러붙어 우유가 잘 안나오게 되는 경우가 있다.빠삐 아이스크림 쪽쪽 빨면 껍데기가 촥 들러붙듯이...ㅋㅋ 쪽쪽 빨다가 입떼고 가끔식 숨 불어넣고 다시 드시쥬??그럼 엄마맘에서는 아가들이 우유가 안나와 답답할 것 같아 입에서 잠깐 빼주고 다시 넣어줌.하지만 사실 그렇게 하지 않아도 아가들은 그닥 불평없이 마지막 한 방울까지 쪽쪽 잘 빠는 걸 보니 그렇게 불편하진 않은가보다. ㅎ ], 긍정 텍스트 확률 : 74.04%"
"[ 아가들이 좀 더 크고 나서는 씨밀락이 낫지 않을까 싶음.지금도 아가들이 배고파 할 때는 우유가 좀 더 빨리 나왔음 하는 바램에서 씨밀락에 손이..ㅎㅎ여하간], 긍정 텍스트 확률 : 90.22%"
"[써보면 씨밀락이 딱히 좋지 않다는 게 참 함정아닌 함정이다. ㅎㅎ일회용 젖꼭지를 찾으시는 분들], 긍정 텍스트 확률 : 75.43%"
"[ 영원히함께해 .?엔파밀엔파밀 분유디스펜서를 고를때 나의기준은. 부피가크지않을것. 칸칸이 나눠져있을것. 세척용이할것그렇게찾다가칸칸이 탑처럼 쌓는 그런디스펜서도 봤지만 세척할것도 많고 부피도 커서 다른거보다가 이걸 골랐어요. ], 긍정 텍스트 확률 : 72.26%"
"[ 블루 있고요 ], 긍정 텍스트 확률 : 68.32%"
"[ 이런모양새입니다 ], 긍정 텍스트 확률 : 63.24%"
"[ 열면 이렇게 세등분되어 나누어져있습니다. ], 긍정 텍스트 확률 : 78.65%"
"[ 이제 아이 먹을건 꼭챙겨야하니까저. 디스펜서와 젖병만 있음번은 먹일수있다 생각하니 마음이 편해집니다사용 달], 긍정 텍스트 확률 : 95.73%"
"[ 지금도 길게 한칸씩 쌓아가지고다니는 것보다 이거사길 잘했다 생각하며], 긍정 텍스트 확률 : 77.68%"
"[이제 너의 철분 보충은폴리바이졸로 채워보자나중에 이유식으로도 채워줄게 ], 긍정 텍스트 확률 : 53.59%"
"[엔파밀 폴리바이졸이다.], 긍정 텍스트 확률 : 59.37%"
"[있는데], 긍정 텍스트 확률 : 68.32%"
"[일 회 먹이라고 하셨다.미숙아 분유와 함께.국내에서는 미판매중이라직구로 사야한다. ], 긍정 텍스트 확률 : 81.74%"
"[눈금이 표시되어 있는], 긍정 텍스트 확률 : 72.69%"
"[철분제 특유의 냄새가], 긍정 텍스트 확률 : 74.49%"
"[거부하는 아이들도], 긍정 텍스트 확률 : 61.18%"
"[다행이 우리애들은], 긍정 텍스트 확률 : 67.63%"
"[잘 먹고 있다.], 긍정 텍스트 확률 : 80.77%"
"[또한 철분제로 인해], 긍정 텍스트 확률 : 87.51%"
"[아가들의 변 색깔이], 긍정 텍스트 확률 : 54.42%"
"[변비도 올 수 있다.], 긍정 텍스트 확률 : 64.78%"
"[우리 둥이들은], 긍정 텍스트 확률 : 72.44%"
"[잘 싸고 있다.], 긍정 텍스트 확률 : 57.64%"
"[ .?뉴욕베이비쇼뉴욕베이비쇼 패밀리 티켓어른아이 반값 할인받아구매 ], 긍정 텍스트 확률 : 65.46%"
"[ .?캐논캐논티켓 받아서 입장하고캐논 포토부스에서 인증샷도 남겼다. ], 긍정 텍스트 확률 : 58.94%"
"[ 캐논부스 선물 받는 곳에 줄을 서면사진에 보이는 작은 테디베어나테디베어가 입고 있는 빨간색의 신생아 를 나눠줬는데줄이 너무 길어서 선물은 포기하고카메라 구경만 했다. ], 긍정 텍스트 확률 : 53.60%"
"[접을 수 있어서 맘에 드는 스토케 욕조 ], 긍정 텍스트 확률 : 83.24%"
"[.?누비박스누비박스인기 있었던 임산부 키트. ], 긍정 텍스트 확률 : 63.34%"
"[여기서 받지 않아도온라인으로 무료 신청할 수 있는데 미국 동부에만 배송된다고 한다.아마존 웰컴박스와 비슷한 구성 ↓↓ ], 긍정 텍스트 확률 : 81.09%"
"[ .?엔파밀엔파밀엔파밀 선물이 가장 맘에 들었다. 작은 가방 안에 엔파밀 액상분유 샘플과기저귀 갈이 매트가 들어있다.온라인으로 무료샘플 신청가능 ↓↓ ], 긍정 텍스트 확률 : 74.23%"
"[귀여운 랑 젖병 득템 ], 긍정 텍스트 확률 : 84.14%"
"[ .?베이비뵨베이비뵨청청으로 깔맞춤한 아기띠 체험중인샤인이 아버님. ], 긍정 텍스트 확률 : 59.96%"
"[인형이 너무 리얼해서 진짜 아기 같았다.이건 살까말까], 긍정 텍스트 확률 : 53.15%"
"[산다면 어떤걸로 살까 고민중. ], 긍정 텍스트 확률 : 86.24%"
"[ .?어파베이비어파베이비유모차 부스에서 가지고 나와서이렇게 테스트할 수 있는데 ], 긍정 텍스트 확률 : 52.19%"
"[특히 우리 동네에선 흔한 어파베이비 비스타로 결정했다. ], 긍정 텍스트 확률 : 93.27%"
"[처음이고 별로 기대 없이 가서 그런지생각보다 괜찮았던 뉴욕 베이비쇼.찜해 두었던 것도 한자리에서 직접 보고 바로 할인받아 사거나 쿠폰 코드를 받아서 온라인으로 구매해서 좋았고육아용품 도 몰랐던 우리 부부에겐즐거운 경험이었다. ], 긍정 텍스트 확률 : 99.81%"
"[다들 가본다는 산후조리원 대신에 아기 퇴원에 맞춰서 급하게 산후도우미를 구해서 주 동안 서비스 받고 주 더 추가해서 총 주를 도우미 분과 함께 했다. 첫날 오셔서 자격증도 보여주시고 소개도 해주시고 공식 호칭은 신생아 관리사님이라고 했다. 벌써 주가 지나서 오늘이 그 마지막 날이었다.이모님 눈시울을 붉히고 가셔서 나도 한동안 눈물을 멈추기 힘들었다. 주 동안 정도 많이 들고 이것저것 신경도 많이 써주시고 무엇보다 아기를 이뻐해 주셔서 감사했다. ], 긍정 텍스트 확률 : 96.52%"
"[아직도 호르몬 영향이 있는지 한동안 롤러코스터 같은 기분을 주체하기 힘들었다. 친정엄마가 알면 섭섭해할 듯 ㅎㅎㅎ . 업체 선정네이버 검색해서 동네에 큰 산후도우미 업체들 리스트 업을 하고 하나씩 전화를 해서 가능한 곳을 문의했다. 주도 안 남은 시점에서 가능하다는 곳은 곳 중에 한 곳밖에 없었다. 불가능하다는 곳들은 일정 없다고 차갑게 끊거나 월 말에 가능할 거 같다고 하며 바로 예약금 입금하라는데 월 말이면 너무 늦음... ㅠ 일정도 늦으면서 바로 입금하라는 압박은 별로 맘에 안 든다.그래서 마지막 한 곳에 전화하니까 의외로 나의 상황을 잘 이해해주시고 이른둥이라고 잘 케어해주실 분으로 찾고 있다고 하니까 엄청 걱정스러운 목소리로 산모와 아기는 괜찮냐고 물어봐 주시기도 하고 꼭 찾아서 도와드리겠다고 하고 일정을 조율하고는 주 동안 가능하다고 해서 이곳으로 정했다. 물론 아기를 돌보는 일은 산후도우미 분이 . 하는 것이지만 전화 응대하는 분의 친절함에 긴장된 마음이 약간 풀렸다. 워낙 산후도우미 분들에 대한 안 좋은 이야기를 많이 들어서 걱정을 했지만 아기만 잘 봐주시면 된다는 생각에 큰 기대는 하지 않았다.. 제공받은 서비스집에서 일주일에 한두 번씩 가슴 마사지와 족욕 등을 받았다. 사실 받는 것도 좋았지만 나중에는 잠이 너무 부족해서 잠자느라 바빴다는... 산모를 위한 국이랑 반찬 등을 해주셨고 장을 봐두면 알뜰하게 반찬을 만들어주셔서 좋았다. 밤 수유 때문에 피곤한 나를 위해서 낮에는 아기 수유를 챙겨주시고 잘 수 있게 해주셨다. 어차피 초반에는 엔파밀 등을 타야 해서 젖병 수유를 해야 했기 때문에 가능한 부분이었고 나중에는 유축해놓은 모유로 아기 맘마를 챙겨주시면 그 사이에 난 기절하듯이 부족한 잠을 잘 수 있었다. 산모 방과 마루를 청소해주시고 빨래를 해주셨는데 어찌나 손이 빠르시던지 부지런하게 빨리 일을 끝내시곤 하시고 빨래도 매일 깔끔하게 해주시고 접어놔주셔서 서랍에 쏙쏙 넣는 것만 내가 했다.아기 외래 갈 때마다 함께 동반해주셔서 아기를 안고 계셨고 그중에 나는 수납하고 접수하고 하는데 이리저리 뛰어다녔다. 대학병원이라 정신도 없고 챙길 것도 많아서 혼자 갔으면 엄두도 나지 않았을 텐데 동반해주셔서 좋았다. 병원 다녀오면 둘 다 기진맥진이지만 간단한 청소와 아기 케어해주셔서 나는 좀 쉴 수도 있었다.. 좋았던 점 무엇보다 아기를 이뻐해 주셨다. 언제나 아기에게 좋은 기운을 주고 대화도 해주라고 조언도 해주시고 어떻게 케어할지도 많은 조언을 해주셨다.우울증에 빠질 수 있는 산모를 배려하셔서 즐거운 이야기로 하루를 시작하도록 대화도 해주시고 부족한 잠을 중간중간 잘 수 있어서 우울증 올뻔한 산모 숨통을 좀 틔어주셨다.엄청 깔끔하셔서 행주부터 삶아주시고 부엌 마무리도 깔끔하게 해주신다.하루에 두 번씩 젖병 열탕 소독해주셨다.밤 수유는 분유로 하는데 분유 탈 수 있게 보온병에 끓인 물도 담아놔주셔서 쓸 수 있게 준비해주신다.모유 수유를 할 수 있도록 도와주셨다. 유축할 시간과 수유 시간 조율도 노트에 적으면서 체크를 하도록 해주시고 모유가 잘 나올 수 있게 두유나 과일 많이 먹으라고 해주시고 식단도 든든하게 챙겨주시고정말 친정엄마처럼 잘 챙겨주시고는 마지막 날이라고 하니까 믿을 수가 없다.큰 기대 없이 했는데 주 연장까지 할 줄은 몰랐다.산후 조리 할 때 썼던 분당파출부에서 쓴 도우미분과는 차원이 달랐다. 그땐 정말 아니었어 ㅠㅠ 가입비 만원 아까워 죽겠다는 다음 주부터는 정말 나 혼자 아기랑 있어야 하는데 등에 땀이 나려고 하네 ㅋㅋㅋ잘 할 수 있겠지...엄마가 주일 해보고 친정으로 오라는데 갈 때 짐을 생각하면 머리가 띵해진다. 암튼 화이팅해보자구 추가 소개해달라고 하신 분이 계셔서 한줄 추가하면 용인 수지구 근방에서 산후도우미가 필요하신 분은 댓글 남겨주시면 소개해드릴께요. ], 긍정 텍스트 확률 : 100.00%"
"[안녕하세요.유들이 엄마 지니입니다.유들이는 캐나다에 사시는 고모님께서유산균과 비타민을 챙겨 주셔서생후 한달 부터지금까지 줄곧 먹고 있습니다.그 덕인지 별탈 없이 잘 지내고 있고요. ], 긍정 텍스트 확률 : 86.78%"
"[비타민은 생후 처음에는 폴리바이졸이라고 부르던데이거 먹였어요.폴리바이졸은 액상 비타민이예요.아기부터 어린이까지 먹이는 어린이 비타민이고요.엔파밀이라는 회사의 제품으로다양한 비타민 종류가 있는데이 중 폴리바이졸은비타민 ], 긍정 텍스트 확률 : 77.11%"
"[ 등의 비타민 군과티아민 리보플라빈 니아신 등이 함유되어있어요.주사기처럼 생긴 플라스틱으로하루 씩 한번아기 입에 직접 넣어줘도 되고이유식이나 분유에 섞어주어도 되는데저희는 줄곧 직접 먹이고 있습니다.인공 감미료는 없다는데 달달한 맛이 나서아기들도 잘 먹어요.요즘은트리바이졸을 먹이고 있는데세가지 비타민 ], 긍정 텍스트 확률 : 89.39%"
"[ 아직 사다주신게 많이 남아있는데비타민은 유통기한이 좀 짧아서이번에 직구에 도전해보려해요.먼저 아마존으로 갑니다... .. ], 긍정 텍스트 확률 : 87.64%"
"[검색창에 치면비싼거부터 나오더라고요.오른쪽 상단에서가격 낮은 것 부터 정렬해주세요. ], 긍정 텍스트 확률 : 71.61%"
"[직수의 꿈 ], 긍정 텍스트 확률 : 87.81%"
"[ 이 말에 백퍼], 긍정 텍스트 확률 : 66.95%"
"[ 유두보호크림 을 갖다줬다.], 긍정 텍스트 확률 : 54.10%"
"[생각보다 나름 잘 짜져서 처음 일주일 간 모유량을 늘리는데 많은 도움이 되었다.그러나 우리 선우가 회 먹는 분량인 를 짜내려면], 긍정 텍스트 확률 : 98.23%"
