"[안녕하세욥쩡수연이 짜누엄마에요♡ ], 긍정 텍스트 확률 : 76.24%"
"[유아식 재료까지 아이들의 건강한 먹거리를 책임지고 있는 일동 후디스에서 좋은 제품을 체험해보고 다른 육아맘대디들과 공유할 수 있는 서포터즈를 모집하고 있어요 일동후디스의 서포터즈인 후디스타즈에서는 세를 위한 프리미엄 어린이 식품 브랜드인 키요 와 세 미만의 건강한 아이 식품인아이밀두 종류로 나누어 모집을 하고 있어 우리 아이의 연령에 따라 다르게 지원할 수 있어요], 긍정 텍스트 확률 : 98.01%"
"[ 후디스타즈 기 모집 내용 모집 기간월 일월월 일일선정 발표월 일 수활동 기간년 월월까지 개월간 활동 모집인원키요스타즈 세세 명 아이밀스타즈 세미만 명 키요아이밀 제품을 아이와 함께 체험해보고 블로그나 에 생생한 후기를 공유하고 소통할 수 있는 엄마], 긍정 텍스트 확률 : 74.71%"
"[ 후디스타즈 기 활동 혜택이 정말 너무 좋아요], 긍정 텍스트 확률 : 92.63%"
"[ 사실 기본만해도 혜택이 충분히 많지만 기왕 하는거 조금 더 욕심을 내 매월 우수 활동자 더 나아가 기 최종 우수까지도 되어보고 싶으네요 먼저 뽑아줘야말이지만요 ㅋㅋㅋㅋ게다가 개월 활동 완료시 전원 프레스티지 멤버쉽에무료 가입이 된다고하니 정말 욕심이 나요 저희 아이는 간식으로 후디스 곡물바], 긍정 텍스트 확률 : 99.81%"
"[ 요거볼을 먹거든요 매번 어디가 조금이라도 더 저렴한지 비교하고 사는데 프레스티지 멤버쉽이 되면 상시 할인을 받을 수 있으니 정말 꼭 해보고 싶은 서포터즈에요], 긍정 텍스트 확률 : 93.98%"
"[.일동후디스에서 나온 키즈 육포를 소개해보려해요..정통 싱가포르 방식으로 만든 맛있는 어린이 육포..육포라고 하면 어른만 먹는 것이라 생각했었는데 어린이들도 먹을 수 있는 육포가 있나 봐요 .택배를 뜯자마자 서현이가 너무 좋아하더라구요...일동후디스라고 하면 분유가 떠올랐는데], 긍정 텍스트 확률 : 80.93%"
"[ .일동후디스의 제품들이 제가 아는 것 보다 상당히 많이 있더라구요..그 중 하나인키즈육포........ ], 긍정 텍스트 확률 : 74.29%"
"[ .예쁘게 사진 찍고 싶었으나 마음 급한 서현이 진정 시키면서 찍느라 사진이 ㅠㅠ.육포가 어떻게 포장 되어있을지 궁금했었는데 요로코롬 개별 진공 포장이 되어 있어요..육아를 하다보면 외출 시 개별포장 된 제품만큼 편한게 없더라구요..외출 시 요기나게 챙길 것 같은 육포 포장이였어요........ ], 긍정 텍스트 확률 : 71.49%"
"[멸치액젓. 일반 육포에 비해 나트륨 함량도 적은 것 같아요. ], 긍정 텍스트 확률 : 53.09%"
"[ .개봉은 살인 저희 딸도 쉽게 할 수 있어요.근데 신랑이 더 많이 먹는다는 ........ ], 긍정 텍스트 확률 : 76.85%"
"[ .성장기 아이들 단백질 보충해주기 좋은 간식이예요..사탕], 긍정 텍스트 확률 : 92.84%"
"[ .마음 급한 딸이 다 뜯어버린 육포.....영양가 있는 간식을 찾으신다면 일동후디스 육포키즈를 추천드립니다 .........제품구매처 ], 긍정 텍스트 확률 : 68.92%"
"[준서의 험난한 분유갈아타기의 종착점결국은 산양분유예요. 지난 포스팅에서는 남양 아이엠마더로 교환에 대해 적었는데 이번에 일동후디스 산양분유로의 교환입니다.], 긍정 텍스트 확률 : 84.65%"
"[ 결국아이엠마더캔 이 남고야말았습니다. 중고나라카페에서 팔까하다가 일동후디스 분유교환 서비스를 받기로 생각하고 전화를 했어요. 일동후디스 샘플문의 전화를 하니 은서 때 산양분유 먹였어서 조리원에서 회원가입 되어있었는지 제 번호와 주소 등등 정보가 저장되어있더라구요. 조심스럽게 혹시 산양분유로 교환 되냐고 여쭤보니 가격차이로 인해산양분유캔], 긍정 텍스트 확률 : 65.70%"
"[유통기한 년 이후 라는걸 확인하시더라구요. 참고해주세요. 그리고 남양처럼 바로 맞교환이 아니고먼저 분유를 보낸 뒤에 후에 교환한 분유로 와서 넉넉하게 일잡으라고 하시더라구요. 그래서 어차피 지금 또 사서 통 먹고 있어서 괜찮다고 말씀 드리고 진행했네요.], 긍정 텍스트 확률 : 83.92%"
"[ 조리원에서 산양분유 잘 먹었는데], 긍정 텍스트 확률 : 53.44%"
"[ 집에 돌아와서 트루맘 사서 먹였다 안맞고 남양 아이엠마더 교환해서 잘먹어서 샀는데 또 안맞아서 돌아온 게 결국 처음 먹었던 산양분유네요. 육아서에도 소아과 의사가 산양분유는 비싸기만 하고 추천 안한다 이런거 다 소용없는 것 같아요. 그냥 우리아가 잘 먹고 잘 싸고 체중 불면 그만인게 분유인 듯 해요. 그리고 계속 먹어야하니까 산양분유 주문했네요. 아이배냇은 정가를 내렸던데 일동후디스는 계획에 없을까요?? 일주일도 못되서 한 통 다 먹는 아드님이네요. 다행히 요즘 세일을 하고 있어서 은서 먹였을 때보다는 싸더라구요.], 긍정 텍스트 확률 : 95.78%"
"[ 우리 아기는 유산균과 비타민를 함께 먹이고 있었기에 뭔가를 더 할 방법이 딱히 없었다. ], 긍정 텍스트 확률 : 56.49%"
"[ 분유를 자꾸 바꾸지 말래서 고민하다 결국 통을 다 먹고 분유를 갈아타게 되었다. 애기가 계속 왈칵 토하니까 마음 아파서 분유를 바꾸는 게 낫겠다 싶었다ㅠㅠ ], 긍정 텍스트 확률 : 99.21%"
"[ 맘카페를 찾아보니 변비가 잘온다는 얘기들이 있다. 울아기랑 비슷하게 녹변에 단단한 응가를 본다는 얘기도 있고.. ], 긍정 텍스트 확률 : 92.04%"
"[ 소화가 잘된다뉴질랜드에서 방목한 산양에서 나온 분유. 단백질과 지방의 구성이 모유와 가까워 소화가 잘된다고 하는데 우리 애기는 게워냄 횟수가 증가했다ㅠㅠ ], 긍정 텍스트 확률 : 85.35%"
"[ 아무리 비싸고 좋은 분유라도 울아기에게 맞지 않는다면 말짱도로묵ㅠㅠ이번에 아이배냇이 수입·판매하는 순 산양유아식 단계 제품에서 식중독균이 검출되어 식약처에서 판매중단 및 회수조치하는 사건사고가 나면서 진짜 맘 편히 분유먹이기 넘나 힘들구나 싶다ㅠㅠ▼ 함께 보면 좋은 포스팅▼ ], 긍정 텍스트 확률 : 94.29%"
"[ 일동후디스☆트루맘 뉴클래스 ☆프리미엄액상조제식액상분유단계 울 개월접어드는 꼬맹이동 냠냠 해보았습니댱... ...? 본문 이미지택배받구자기껀줄 오찌알구선ㅋ냉큼 달려와서능 좋아라하는 울 꼬맹이.... ...? 본문 이미지☆소화흡수를 돕는 영양설계☆튼튼한 장을 생각한 과학설계☆균형잡힌 성장발달을 고려한 맞춤설계우리꼬맹이 은근변비쟁이라 편안한 장과 배변을 도움 이라는 문구가 눈에 들어오더군용ㅎ... ...? 본문 이미지개봉짜쟌액상분유 개.멸균니플 단계 개.디자인듀 심플하긍 눈금표시가되어있어성 울 꼬맹이 수유량도 체크할수 있어서 좋았다능... ...? 본문 이미지단계개월이상안심무균 충전방식그리고 무엇보댜 백가능 니플이 넘 맘에들었어요. 멸균처리가되어 바루쓸수있다는점... ...? 본문 이미지오늘 부산시민공원 나들이가서 개봉했답니댜.액상분유다보닝 유지방층이나 침전물이 있을수있으니 흔들흔들해준뒤 냠냠해주깅♡... ...? 본문 이미지빠른단계 단계니플멸균포장된 니플이라 바룽 끼워먹였어요ㅎ완죤 편행... ...? 본문 이미지신생아부터 액상분유랑 함께해온 꼬맹이.액상분유는 그냥 먹여도 상관없지만 울 꼬맹이는 살짝 데워줘야 먹는아이랍니댜.공원나들이라 데울때두없긍 그냥 줘봤는댕 다행히 잘 먹더라그용♡... ...? 본문 이미지신나게 뛰어다니궁 쭉쭉 드링크ㅎㅎ다행히입맛에 맛는지 거부없이 잘 먹더라규용.분유완킬빈통은 분리수거함으로 쏘옥집에가서 젖병세척도안해듀되궁 짐도 줄긍 ♡... ...? 본문 이미지집에와선 저녁밥은 안먹구ㅜㅜ 밥만 쪼물딱 거리게 빨대컵에 트루맘액상분유줬더니 야무지게 드링크하네요.울꼬맹이는 아직 밥 보다는 우유가좋은가봐요...그리구 구수한향기풍기며황금색 응가해주셨지요ㅎ신기방기... ...? 본문 이미지이상 개월공쥬를 모시고사는 어설픈초보맘ㅋ백가의 뤼얼 후기였습니댱.♡트루맘뉴클래스♡ 야무지게 설계된 프리미엄액상분유세척없이 바로 쓸쑤있는 멸균니플 너무 좋았어요엄지척♡무상지원해주신 일동후디스♡ 감사인사드립니댜], 긍정 텍스트 확률 : 100.00%"
"[.조리원에서는 남양 임페리얼먹였는데 이물질 사건이 많은 남양이라 퇴소하고는 첫째가 먹었던 위드맘으로 교체......일만에 빠른 교제를 함에도 예민하지않게 무던히 넘어가서 일정도 먹였는데 방귀냄새가 넘 지독해ㅜㅜ..변도 녹변이라 다른 분유 알아보다 일동후디스 트루맘 평이 좋아 샘플의뢰차 고객센터 전화했다..트루맘 뉴클래스퀸 새제품을 반값에 주문하여 한달기간동안 먹여보고 안맞으면 전액 환불해준다해서 정가₩], 긍정 텍스트 확률 : 73.85%"
"[..범우아가가 먹고 있는 .일동후디스 산양 분유에 대해서 얘기해보려고 해요 .주의.똥사진이 있어요..우선 애미는 아이를 출산하면 당연히 모유가 잘 나올 거라고 생각했어요. 모유 나오는 것도 유전이라는 말이 있는대], 긍정 텍스트 확률 : 57.40%"
"[범우 할미는 모유가 아쥬아쥬 많이 나왔다고 하니 저도 당연할 줄 알았지만... 현실은...모유가 잘 안 나오더라고요 😭.. 조리원에서부터 모유를 먹이고], 긍정 텍스트 확률 : 79.17%"
"[모유는 간식이 되어버린 상황입니다🤤..분유는 조리원에서는 명작을 먹였어요 .명작을 잘 먹다 보니 집에 와서도 명작을 계속 먹였는데 명작이 황금 변을 보기는 하는데], 긍정 텍스트 확률 : 98.15%"
"[.일 무렵부터 명작 분유를 먹이면 분수 토를 하고 트림을 안 하거나 하더라도 분이 지나야 하는 경우가 많아 분유를 바꿔야겠다고 생각했죠. ..이후에 선택한 분유는 일동후디스 산양 분유에요], 긍정 텍스트 확률 : 95.58%"
"[단순하게 범우 할미의 추천으로 먹이게 되었다는요😬.그리고 산양분유하면 국내 최초로 도입된 일동이 가장 유명하기에 선택..범우 아가는 한 달 넘게 일동후디스 산양 분유를 먹고 있어요.한 달가량 먹어본 결과], 긍정 텍스트 확률 : 96.08%"
"[ .우선 장점이 많아요. 특히 토하지 않는 것만으로는 정말 만족하는데], 긍정 텍스트 확률 : 74.38%"
"[ ..그리고 또 다른 유산균비오타민. .후디스에서 나온 유산균 비오타민과 함께 먹으면 변비에 좋다는 말이 있어서 비오타민샘플도 받아서 먹어보았는데], 긍정 텍스트 확률 : 97.01%"
"[ .추가 후기 내용 ..현재 일동후디스 산양분유 한달 반가량 먹고 있는 상태인대요], 긍정 텍스트 확률 : 63.96%"
"[....저번에 예고했듯이.오늘은 분유 포스팅을 할건데요..아니 요즘 세상이 넘나 좋아져서.액상분유 나온거 아셨나요?? ], 긍정 텍스트 확률 : 88.82%"
"[ .저는 전혀 모르고 있었는데.일동 후디스 트루맘 액상분유를.한박스 선물받고서야 알게되었다면.엄마 자격... 없는걸까요? ㅠㅠ........... ], 긍정 텍스트 확률 : 80.75%"
"[ ..무튼 일동 후디스 트루맘도.산양분유뉴클래스 퀸프리미엄.이렇게 있는 것 같던데.제가 선물받은 트루맘 분유는.프리미엄 액상분유랍니다............... ], 긍정 텍스트 확률 : 85.16%"
"[ .다른 분유와 마찬가지로.일동 후디스 트루맘 액상분유도.단계단계단계로 나눠지며.긍정이가 받은 분유는.당연히 태어나서 개월까지 먹는.단계 액상분유에요............... ], 긍정 텍스트 확률 : 89.70%"
"[ ....일동 후디스 트루맘 액상분유는.부드러운 변과 장건강을 잡는건 물론.아기의 성장발달을 고려해.꼼꼼하게 설계하고.균형있게 배합한 분유라고 하는데 ], 긍정 텍스트 확률 : 87.11%"
"[ .사실 아무리 좋은 분유라고 한들.내 아이가 먹지않으면.말짱도루묵인 웃픈 사실..ㅋㅋㅋ..다행히도 저희 딸냄 긍정이가.일동 후디스의.트루맘 액상분유도 잘 먹더라구요............... ], 긍정 텍스트 확률 : 98.96%"
"[ .무튼 일동 후디스 트루맘 액상분유.한박스는 총 개입인데.이렇게 액상분유 개씩 한 묶음으로.박스포장으로 되어있구요..액상분유 개당.멸균처리된 니플 개씩.들어있답니당ㅋㅋㅋㅋㅋㅋㅋ.... ], 긍정 텍스트 확률 : 94.46%"
"[ .일동 후디스 트루맘 액상분유는.안심무균 충전방식이라.아가가 배고파할때.젖병에다가 분유 탄다음에.열심히 섞어준다음 식힐필요없이.그냥 바로 먹일 수 있다는게.가장 큰 장점인데.저의 솔직후기를 말씀드리자면요................ ], 긍정 텍스트 확률 : 98.12%"
"[ ....거기에다가 일동 후디스의.트루맘 액상분유 용량이 라.오늘로써 일차 긍정이에겐.회분 양인거 있죠..? ], 긍정 텍스트 확률 : 84.28%"
"[ .이럴땐 먹일 양만큼 젖병에 덜어서.젖병을 먼저 물리고.남은 액상분유는 냉장보관했다가.중탕해서 먹이면 되는데.그럼 결국 젖병이 필요하네요?.ㅋㅋㅋㅋㅋㅋㅋ..아니 외출시에.젖병], 긍정 텍스트 확률 : 89.68%"
"[보온병 없이 짐 가벼우라고.액상분유를 선택하는건데.양이 많아 젖병을 챙겨야한다니... ], 긍정 텍스트 확률 : 87.17%"
"[ .일동 후디스 트루맘 액상분유.유통기한이 년도까지라 넉넉하니.전 그냥 젖병에 분유타서 먹이다가.긍정이가 좀 커서 먹는양이 많아지면.그때 다시 먹여야겠어요........ ], 긍정 텍스트 확률 : 97.55%"
"[.안녕하세오..오늘은 아기 분유에 관한 해프닝인데요], 긍정 텍스트 확률 : 92.53%"
"[ .완분한지 얼마되지 않은 .초보 완분맘의 경험담입니다. ], 긍정 텍스트 확률 : 85.05%"
"[ ..분유를 다 먹어 가는데 토요일 늦게 주문했더니.택배 오려면 이틀은 걸리고ㅠㅠ.당장 분유를 사야하는 상황이 되었어요..그런데 이번주 일요일이 또 대형마트 쉬는날이네요?.ㅋㅋㅋㅋㅋ.이래서 분유을 쟁이는거야....그래야 맘이 편하다는 것을 실감합니다ㅠㅠ..그래서백화점 지하 마트에 가서 사려는데.너보아빠가 이상한 점을 발견합니다..일동 후디스 산양분유가 없고.산양유아식만있다는 거죠?.읭? 엄마미는 산양 유아식 사서 먹였는데?.......알고보니 일동후디스에.산양분유와 산양유아식 두 종류가 있더라고요..저는개월수만 보고 유아식을 사왔던거죠....ㅋㅋㅋㅋㅋㅋ.마트에 개월개월까지 먹는 단계는 없고.개월개월까지 먹는 산양유아식만 있었는데.저는 의심의 여지도 없이.아], 긍정 텍스트 확률 : 99.84%"
