"[ ......성분표시되어있구요 ], 긍정 텍스트 확률 : 60.77%"
"[ 아이허브는 약일정도걸리고 쿠팡은 주문한지 딱일이면 옴그리고 가격비교해보먄 거의 천원정도쌈 배송도 만원이면 무배이고가끔 할인쿠폰뜰때면 진심 엄청싸게사는거임 좋음 ], 긍정 텍스트 확률 : 94.38%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[ 보고있는 상품 더 많은 구매평 보기 ◀ ], 긍정 텍스트 확률 : 66.59%"
"[.?네이쳐스원네이쳐스원.?피디아피디아.?스마트스마트.?어린이어린이.?비타민비타민.?파우더파우더], 긍정 텍스트 확률 : 59.42%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[비타민도 어느정도 들어있어이걸 포정도 먹일때는 비타민는 따로 주지 않았다지금은 다시 줘야하게 생겼지만 ㅎㅎ ], 긍정 텍스트 확률 : 64.32%"
"[한 박스에 열봉지씩 들어있고나 같은 경우는 우유 또는 물에 타서 먹임를 한번에 먹을 수 있는 뱃골 큰 아기가 아니라서씩 소분해서 두번 나눠먹였다 ], 긍정 텍스트 확률 : 68.53%"
"[아직도 끊지 못한 젖병페디아파우더는 적극적으로 먹으려고 하지 않아서젖병으로 줄 수 밖에 없었음 ㅠㅠ ], 긍정 텍스트 확률 : 79.38%"
"[밥 먹을 땐 진짜 가만히 있질 않는다뭐라도 해야한다쫓아다니면서 오바해서 박수노래불러주고 춤춰주고 박수쳐주고밥을 다 먹이고 나면목이 쉬고 땀이 흐른다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 이렇게 해서 다 먹기만 해주면난 백만번도 할 수 있을 것 같다 ㅋㅋ ], 긍정 텍스트 확률 : 85.22%"
"[잘크톤 종류도 많더라 ㅋㅋ암튼 이런거 안먹이게 되는..단아가 삼키는 날이 빨리 왔으면 좋겠다먹는 즐거움을 아는 단아가 됐으면 ], 긍정 텍스트 확률 : 69.30%"
"[저는 요즘 저희 젤리 살찌우기 프로젝트를 혼자 시행하고 있답니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.43%"
"[아프고 난뒤 개월의 젤리는 . 뼈밖에 안남았더라고요 잘 먹지도 많이 먹지도 않는 젤리를 보고 열심히 생각한 결과 적은양을 먹이더라도 고열량을 먹이자 라는 생각을 했고 검색검색을 해본뒤 영양제 가지를 구입했어요 가지 중 지금 가지 영양제를 한달 이상 먹이고 있어요], 긍정 텍스트 확률 : 98.56%"
"[먼저 요렇게 가지 애니멀 퍼레이드 영양제와 차일드 라이프 비타민마지막으로 페디아 파우더 에요], 긍정 텍스트 확률 : 83.37%"
"[페디아 슈어가 있어요], 긍정 텍스트 확률 : 56.29%"
"[페디아파우더 속 영양은 분유보다 확실히 높은거 같더라고요], 긍정 텍스트 확률 : 78.63%"
"[프로바이오스틱 까지 골고루 영양가 높게 잘 들어 있더라고요 그리고 소분해져 있기 때문에 보관도 쉽고 관리하기 편하더라고요 복용은 일 포에서 포 먹으라고 되어 있어요 젤리는 하루 한포만 먹이고 있어요 지금 먹고 있는 분유가 끝나면 아예 페디아 파우더만 먹일까 생각도 하고 있고 아니면 성장강화분유를 찾아서 먹일까아직 고민중이랍니다], 긍정 텍스트 확률 : 91.55%"
"[젤리는 아직도 젖병을 사용해요 젖병으로 페디아 파우더를 주니 아주 거부감 없이 잘 먹었어요 그래서 빨대컵으로도 주면 잘 먹을것 같았는데 안먹더라고요 ㅋㅋ저렇게 빨대컵에 타줬는데 안먹어서 다시 젖병에 부어 줬어요 ㅠ], 긍정 텍스트 확률 : 98.13%"
"[페디아 파우더는 젤리처럼 편식하고], 긍정 텍스트 확률 : 54.32%"
"[조금먹고], 긍정 텍스트 확률 : 73.43%"
"[활동량이 많아 영양을 보충해 줘야 하는 아이들이 먹으면 좋다고 하네요 딱 젤리가 먹어야 하는 ㅠ.ㅜ좀 읽찍 알았으면 읽찍 사줬을 텐데 너무 제가 젤리가 살 안찌는걸 체질이라고만 생각하고 나태했던거 같아요 흠흠 아무튼 요거 먹고 지금 . 키로 랍니다 이히히 밥은 여전히 잘 안먹어요 하루 세끼중에 끼만 잘먹고 나머지 한끼는 먹는둥 마는둥정말 밥잘 안먹고 뱉어 내고 ], 긍정 텍스트 확률 : 99.84%"
"[돌아다니면서 먹고 해서 가끔 화가 치밀어 오르기도 하지만 요즘 서서히 살이 붙고 있어 매우 기쁘답니당페디아파우더가 도움을 주는거 같긴해요 ㅋㅋ ], 긍정 텍스트 확률 : 60.74%"
"[아 그리고 요즘 비타민도 같이 먹이고 있어요 에니멀 퍼레이드 골드 에요 아연이 아이 입맛 돋구는데 좋다고 하는데 아연만 들은건 찾지 못해 아이허브에서 골드로 구입했어요 하루에 한개씩 주고 있어요], 긍정 텍스트 확률 : 93.28%"
"[귀여븐 동물 모양 젤리가 씹어 먹기엔 좀 커서 반으로 자라서 주고 있어용 잘먹고 있습니다 요것도 ㅋㅋ ], 긍정 텍스트 확률 : 87.49%"
"[마지막으로 차일드 라이프 비타민 요건 티 스푼에 한스푼씩 덜어 먹는건데 비타민 이미 에니멀 퍼레이드를 먹고 있어서 다먹고 주려고요], 긍정 텍스트 확률 : 54.45%"
"[제발제발 잘 먹고 잘 커줬으면 좋겠어요 살좀 찌게 좀 덜 움직였으면 좋겠고 살좀 찌게 좀 많이좀 먹어줬으면 좋겠네요 요즘 젤리 영양제랑 고열량파우더 사고 각종 과일 사서 먹이는 통에 집안경제가 휘청거려요 ㅋㅋㅠ.ㅠ혹시 성장강화분유나 살 찌우기 좋은 분유나 영양제 알고 계심 알려주셔요 ㅋㅋ젤리가 어찌 키로를 못넘는지..제발 이번달엔 키로 넘었으면 좋겠네요 ㅋㅋ ], 긍정 텍스트 확률 : 94.30%"
"[이렇게 소량 포장되어 있는게제일 맘에 들었어요. 두돌 까지는 분유 위주로 먹이고 페디아는 보조 역할로 생각하고 있기 때문이었어요.어떤건 일반우유에 섞어 먹여야하고액상형은 소분하기 애매하더라구요. 정해진 음용방법은미지근한 물℃ 에 스틱 포을 넣고 완전히 녹여 로 만들어 먹입니다. 하루에 포까지 먹일 수 있구요. 그러나저는 일반분유와 섞어먹이고 있어요. 처음 물에 타 먹여보니 꽤 달더라구요. 아직 이유식이나 밥을 잘안먹기에단맛부터 알면 안될것 같아서 선택한 방법이에요. 소아과 교수님도 괜찮다고 하심 ], 긍정 텍스트 확률 : 84.89%"
"[분유 스푼을 섞어 를 만들어 먹여요. 이렇게 섞어도 일반분유보다 꽤 달아서 엄청 잘먹는답니다.], 긍정 텍스트 확률 : 99.46%"
"[하루에 포씩 한달에 박스가 드네요. 밥양이 늘고 분유량이 줄면 페디아 용량을 조금씩 올리면서 열량을 맞춰볼 예정이에요.약 한달간 먹인 결과아플때 빠진 키로를 회복할 수 있었어요.], 긍정 텍스트 확률 : 88.89%"
"[저에겐 더 없이 고마운 페디아파우더네요ㅋ ], 긍정 텍스트 확률 : 80.14%"
"[ 쿠팡직구페디아스마트살안찌는아기살찌우기 ], 긍정 텍스트 확률 : 72.19%"
"[그냥 우유만 먹이는것 보단우유에 타서 먹이는게 영양적인면에서더 좋지않을까 싶어서 우유에 타서 주려구요 ], 긍정 텍스트 확률 : 79.42%"
"[입자가 분유라기보단 미숫가루에 더 가까운듯해요색깔도 딱 미숫가루ㅋㅋㅋ ], 긍정 텍스트 확률 : 67.99%"
"[ 우리 둘째 지독하게 먹지 않고마른 아이에요 개월 찌우는데 몇달이걸렸는지 몰라요 ㅜㅠ그마저도 얼마나 자주 아픈지안그래도 안먹는 아이 아프니 더더 안먹어서 빠지고 돌아오고를 반복키로에서 전혀 늘어나질 않았어요자주 아프고 안먹고 밤잠도 자주 깨고너무 너무 힘들더라구요 ], 긍정 텍스트 확률 : 84.97%"
"[소아과가서 하소연 하니의사선생님께서 몸무게부터눌려보자며 추천해주신 제품이 바로], 긍정 텍스트 확률 : 62.65%"
"[ 페디아 파우더 에요 ], 긍정 텍스트 확률 : 81.47%"
"[ 페디아파우더 처음 들어보는 제품이었으나 찾아보니 이미 유명한 아이더라구요페디아 슈어가 효과는더 좋다고 하는데 직구를 해야해서페디아 파우더도 괜찮으니 먹여보라고 추천밑져야 본전이니 살안찌더라도 일단 아이의 영양을위해서 먹여봐야겠다 싶었어요바로 주문 이틀만에 배송와서 바로 한잔타먹여봤어요 바로 원샷 ], 긍정 텍스트 확률 : 88.56%"
"[물론 개인차도 있고 그러다 정체기가 오고 계속 늘진않겠죠몸무게가 원래 그렇잖아요그래도 전 이렇게 키로를안정적으로 넘긴 것 만으로도 너무 만족해요페디아 파우더는 두가지맛이에요바닐라맛 초코맛 있는데우리둘째는 분유 먹던 아이라 바닐라맛 분윤줄 알고 잘먹어요첫째는 모유먹은 아이라 분유맛을 싫어하는데이것도 맛없다며 싫어하네요돌부터 만세까지 섭취가능해요 ], 긍정 텍스트 확률 : 74.73%"
"[가격은 포당 원정도라고 보면되요바닐라맛 기준이요엠디웰 홈페이지 들어가시면페디아 파우더 샘플신청도 가능해요 ], 긍정 텍스트 확률 : 52.58%"
"[저도 샘플신청했어요바닐라는 잘먹는데초코는 어떨지몰라서요 샘플 신청하고 이틀정도 걸린듯 샘플이라 천천히 올줄 알았는데 빠른배송감동 ], 긍정 텍스트 확률 : 71.68%"
"[초코맛도 아주 잘먹어요 ㅎㅎ ], 긍정 텍스트 확률 : 93.02%"
"[이렇게 설명서와 함께 바닐라초코 들어있어요페디아 파우더 바닐라 초코맛 아이 잘먹는걸로선택하셔요살찌우는데 최고 개인차는 있겠죠우리 같이 살안찌는 마른아이 엄마 맘고생 조금이라도 날려보아요 ], 긍정 텍스트 확률 : 100.00%"
"[ 직구좌표 오가닉 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[’오가닉 피디아 스마트 어린이 비타민 파우더상품을 직구로 구매 할 수 있어요], 긍정 텍스트 확률 : 50.43%"
"[쿠팡 직구는 무료배송으로 이용 하실 수 있습니다.], 긍정 텍스트 확률 : 59.58%"
"[개월 아들쌍둥이들 여태 키로 초중반이에요ㅠㅠ 하도 살이 안쪄서 인파트리니 분유부터 좋다는건 다먹여봤지만 인파는 토해서 못먹이고.. 그외엔 잘먹고 평소 먹성도 좋지만 살이너무 안쪄요 페디아슈어는 너무 비싸기도하고 아가들 간식사는김에 비교적 저렴한 페디아스마트 사봤어요우선 일반분유와 비교하면 미니사이즈에요 인파트리니보단 거의 비슷하지만 살짝 작은정도? 뚜껑열면 일반분유캔들의 알루미늄 캡보다 날카로운 참치캔수준의 캡이있어요ㅋㅋㅋㅋㅋ 손가락 절단나지않게 조심하세여 참치캔같은 캡을 열고나면 미숫가루같은 파우더속에 파묻혀 스푼이 나오는데 이 스푼또한 일반분유스푼과는 비교를 거부합니다 성인들 다이어트 쉐이크에 들어있을법한 자이언트스쿱이에요암튼 울애기들 아직 분유 하루번 먹는데 한번은 아예 분유대용으로 이걸 물에타서 먹이고 한번은 분유에 한스푼만 타서 먹여요 물에만 타서 줄때는 미리에 스푼이라 물붓는거 빼면 약미리당 스푼 저는 물미리정도에 수북히 스푼 타서줘요 그냥 물에만 타도 달달한 바닐라향이 맛있을거 같았어요 분유에 타줄때는 혹시나 너무 과하게 영양섭취가 될까봐 한스푼만 타주는데 역시 물보단 분유에 타는게 훨씬 맛있을거 같더라구요 분유에탄건 제가 한모금 먹어봤는데 밀크쉐이크맛이였어요 제입에도 달달하니 존맛탱ㅋㅋㅋ 국내에서 파는 페디아파우더는 안사봐서 모르지만 직구로샀던 페디아슈어 액상이랑 맛은 비슷한거같아요아 유통기한은 바닥에 써있고 특이하게 마킹이아니라 양각으로 볼록하게 새겨져있네요 유통기한 넉넉해요————————— 한통먹여본후 일밖에 안돼서 아직 눈에띄는 체중 변화는없지만 달달해서그런지 애들은 엄청 잘먹어요 근데 이거 스푼이 겁나크다고 미리말했는데 이게 그렇게 불편할수가 없네요ㅜㅜ 액상분유에 섞어 먹임 입구보다 스푼이 더크고 젖병이나 빨대컵에 타주려면 입구랑 크기가 비슷해서 타다가 가루 안흘린적이 진짜 한번도없어요 엄청조심히타도 백퍼 가루흘림 결국 깔때기씀ㅋㅋㅋ 저만그래요? 후기에 아무도 이런내용은 없으셔서.. ], 긍정 텍스트 확률 : 54.51%"
"[ .?파우더파우더.?피디아피디아.?어린이어린이.?비타민비타민.?스마트스마트.?’’.?.?오가닉오가닉], 긍정 텍스트 확률 : 61.11%"
"[그러던중 아는 언니가 페디아슈어를 추천해줬고페디아슈어를 검색해보니 너무 비싸서비슷하다고 하는 하이키드를 사게되었어요 ], 긍정 텍스트 확률 : 66.82%"
"[맛은 프리미엄 밀크 초코 가지 인데.초코는 제가 안주고프리미엄 밀크 둘다 잘마셔요ㅡ 처음 먹기시작할때 우리아이개월이었기때문에 젖병을 먹고있었고 젖병에 담아주니 분유맛이 변했는지 잘안먹더라고요. ], 긍정 텍스트 확률 : 60.54%"
"[영양성분표인데요단백질과 탄수화물 성분이 높은편이여서 마음에 들었었어요철분에 비타민..왠만한 영양제는 안챙겨먹어도 될듯해서..이참에 젖병을 끊으면 밥을 좀먹겠지 싶어서젖병도 끊고 빨대에다 우유를 주기 시작했어요젖병을 끊어도..언제나 그렇듯 밥은 한수저도 안먹고 거부...어른이 먹어도 맛있는음식을 줘도.. 거부과일도 과자도 아무것도 안먹던 아이였어요ㅡ하이키드 탄 우유 미리로만 하루를 하루를 연명하던게....달가량후맛에익숙해졌는지...하이키드탄 우유으로 달정도 버티고... 최근달정도는 하루 하이키드탄 우유 정도마시고 저녁한끼정도 먹어요한 두달전부터 저녁을 먹어주기 시작했어요물론 본인이좋아하는 반찬만 골라먹고다른 아이들에 비해 매우 소량이지만...너무 안먹던 아이라서그거라도 고마울 따름이예요. 지금은 개월 몸무게 킬로 나와요 그정도면 많이 발전한거 같아요 ], 긍정 텍스트 확률 : 99.12%"
"[지금도 여전히 지독하게 안먹고..막 하이키드 먹고 몸무게가 늘었다 이런게 아닌..대 영양소가 들었다니까....아이가 밥을 안먹지만..저도 좀 마음을 느긋하게먹게되더라고요...밥안먹는거만큼 불효가 없고 엄마와 아이와의 관계가 안좋아진다고 하더라고요..ㅠ저도 그랬던거같아요ㅡ달래도 보고 혼내도보고..ㅠ근데 하이키드 먹이고는 그냥..그전보다는...아이에게 스트레스를 안주려고했던거 같아요..지금은 빵먹느니 하이키드 한잔 마시는게 낫겠다..이렇게 생각하고 막 그러네요ㅋㅋㅋ 지금도 우리아이가 밥안먹어서 마음고생하는 어머님들...힘내세요ㅠㅠ때되면...먹겠죠?ㅠㅠ 내돈주고 내가사서 먹여본 후기], 긍정 텍스트 확률 : 99.38%"
"[ 오가닉 피디아 스마트 어린이 비타민 파우더], 긍정 텍스트 확률 : 59.03%"
"[오가닉이라 맘에들어요안에 스푼이 들어있어서 편리해요용량은 가루완전히 녹였을때에 스푼이니 에 한스푼녹이면 얼추 맞아요푹떠서 위를 수평으로 깍은게 한스푼인데국내 제품들처럼 위를 깍을수있게 된게 없으니 첨에 포장 뜯을때 분에정도 남기고 잘라서 쓰면 편리할꺼같아요저희아이는 저녁에 자기전 한번줄때 두스푼해서 주는데 그자리에서 쭉쭉 원샷해요설탕이 들어가 있어서 자기전에 먹어도 될까 싶은데양치 잘시켜주면 되겠죠포장지에는 비타민파괴가 될수있으니 시간안에 먹는걸 추천한다고 하지만일안에 다 먹이려면 밥안먹이고 이것만 먹여야될꺼같구요한통에 일정도 걸리는것 같아요아이허브는 약일정도걸리고 쿠팡은 주문한지 딱일이면 옴그리고 가격비교해보먄 거의 천원정도쌈 배송도 만원이면 무배이고가끔 할인쿠폰뜰때면 진심 엄청싸게사는거임 좋음세 쌍둥이 딸둘다 저체중에 식사량이 적어 영유아검진에서도 프로 정도.후기가좋아 구매.처음이라 어떨지몰라 양은 좀 적게 탔는데 마시긴 마심.살찌게 해주는거라 하니 마심.꾸준히 먹고 살좀 찌면좋겠음.이걸 왜 우유에 타먹이는지모르겠어요. 물에 타서 주는건데우유랑 먹이려면 물에 용량에 맞게 타서 농도맞추고 우유랑 섞여야되요. 안그럼 단백질 과다됩니다. 그램 가루에 물 섞어서 총가 되는거에요.아무튼 우리 아이 살찌우려고 먹이고있습니다. ], 긍정 텍스트 확률 : 77.95%"
"[ ’오가닉 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[저도 첨이라 비교는 안되지만 영양 상담은 괜찮았어요 . 피검사 결과 좋게 잘 나오면 좋겠네요 ㅠㅠ 저도 피검 결과 기다리고 있는데 한약 몇 번 먹인 적 있어서 수치 잘 나왔으면 좋겠어요 .], 긍정 텍스트 확률 : 98.95%"
"[물고기 잡으며 밥 먹여요. 그래도 괜찮겠죠?], 긍정 텍스트 확률 : 88.10%"
"[저도 요즘 동영상 없으면 아예 못먹일 것 같아서 그냥 보여주며 먹여요 ㅠㅠ 조금 더 크고 나서 말 알아듣기 시작하면 타협하면서 먹일 수 있겠죠 ㅠㅠ 일단 키우는데 목적을 두고 있어요 ㅠㅠ], 긍정 텍스트 확률 : 99.65%"
"[킹콩맘지금 개월인데 간단한 의사 표현을 하는데 그게 더 속상할때도 많아요. 오늘도 그닥 먹은게 많지 않은데 밥을 떠서 먹여주려고 하니까], 긍정 텍스트 확률 : 96.34%"
"[엄마 내놔내려놔 엄마 시러], 긍정 텍스트 확률 : 66.93%"
"[안먹어.. 등을 얘기하네요. 그럼 이거동영상끈다 했더니 본인이 직접 끄고 식탁에서 내려왔어요. 밥 먹으면 사탕까줄게 하면서 사탕 손에 쥐어주며 겨우 몇숟갈.. ㅎㅎ 전 살까지 기다릴까 생각중이에요. 동영상도 본인이 보기 싫음 안보니까 보여줄때 먹음 그냥 보여주세요. 저도 일단 키우는게 목표거든요], 긍정 텍스트 확률 : 99.64%"
"[가지양아 어떤 건지 알 것 같아요 ㅠㅠ 요즘 저희 아기도 동영상에 점점 미련이 없어져가요 ㅠㅠ ㅋ 예전에는 보다가 끄면 울고 난리났는데 지금은 동영상 끄면 안먹어도 된다는 걸 알아서 그런지 꺼도 미련 없네요 ㅠㅠ 정말 영상 보며 잘 먹어주면 그나마 잘 먹는 거라는 말이 맞는 것 같아요 ㅠㅠ ㅎㅎ 일단 최대한 먹여봐야겠어요 ], 긍정 텍스트 확률 : 83.23%"
"[킹콩맘진짜 비슷하네요. 전 밥먹을때 진짜 물고기도 접시에 준적 있어요. ㅋㅋㅋ 손으로 잡으면서 먹었어요 ㅎㅎ 뭔가 새로운게 있음 얼떨결에 잘 먹기도 하고요 오늘 밥은 안 먹어도 성공한 메뉴가 생새우 구이], 긍정 텍스트 확률 : 99.90%"
"[ 둘짼갤 젖먹고 완분], 긍정 텍스트 확률 : 66.12%"
"[간식먹어도.키로], 긍정 텍스트 확률 : 63.54%"
"[ 살때 .였는데지금 살인데 키로 넘어요 첫째가 젤 작아요ㅠ크는 시기가 다를수 있으니 잘먹기만 하면 좋겠네요], 긍정 텍스트 확률 : 98.30%"
"[돌 지나면 안큰다고 어른들이 자꾸 그러셔서 더 조바심나 그러는거 같아요 ㅠㅠ 조언 감사합니다..], 긍정 텍스트 확률 : 90.28%"
"[저두 아이가 작아서 걱정인데 선생님들마다 견해가 다른거같아요 어떤데는 분유먹이래서 갤쯤 단유하고 분유먹였어요ㅠ 이유식도 엄청먹는데 살안쪄서 피검도했었거든요ㅠ근데 정상으로 나오니 체질일수도 있다더라구요 울애기는 갤인데 아직 키로도 간당해요 단유는 엄마맘인거같아요... 병원서 분유먹이라고 해서 일고생하면서 단유했는데 여전히 몸무게안느는거보니ㅠ 어떤샘은 키만 잘크고있음 괜찮다고 하시더라구요 오히려 키작고 비만인게 걱정이라고... 같이 화이팅해요 ], 긍정 텍스트 확률 : 99.98%"
"[단유가 일만에 끝나셨다니 부러운데요 아무래도 외갓집 식구들이 다 작아서 애기도 작은것 같긴 하지만.. 체질인거 같아요 ㅜㅜ 저 결국 담주에 단유하기로 결정했어요응원 감사합니다], 긍정 텍스트 확률 : 75.78%"
"[조언 감사드립니다 근데 오늘 샘한테 다시 여쭤보니 우유 두유 섞어 먹이라시네요 둘다 잘 안먹지만요 ㅠㅠ 오늘 두유 도 겨우 먹였어요.. ㅠㅠ], 긍정 텍스트 확률 : 99.49%"
"[오묘올가에 보니 연세대학교에서 나온 아기두유 있더라구요 그거 먹였어요 그리고 잘크톤은 두달 전부터 냉장고에.. ㅠㅠ 이건 죽었다 깨나도 안먹겠대요 발버둥치고 난리도 아니네요 ㅠㅠ], 긍정 텍스트 확률 : 67.36%"
"[네 내일부턴 양을 좀 조절해 보려구요감사합니다 포비수빈님], 긍정 텍스트 확률 : 88.11%"
"[우선 너무 속상하시겠어요 ㅜㅜ 아기도 힘들거같아 마음이 아프네요. 일부러 이유식 먹이시는건지 모르겠지만..개월이면 우유는 아침저녁 혹은 간식으로 먹이시고 완료기 이유식으로 넘어가는데 집중해보심 어떨까요. 우유량이 줄면서 밥량이 늘어 뱃고래도 커지고 아이도 좀 크는것 같더라구요. 곰국같은거에 밥 말아 먹이시면 아이도 쉽게먹고 영양보충에도 좋을것 같아요.아무튼 힘내시고 얼른 아이가 좋아지길 바랍니다], 긍정 텍스트 확률 : 97.91%"
"[도움이라뇨.. 이건 마치 하늘의 계시와 같네요.. 정말 넘넘 감사합니다♡], 긍정 텍스트 확률 : 97.84%"
"[에고.. 얼마나 힘드실 지 짐작이 가요ㅠ 저의 딸도 진짜 안 먹는 아가여서 정말 저 돌 지경이었거든요. 님 아가는 먹는데 토하는 거니 다르긴 하지만 여튼 먹는 것 땜에 무지하게 속썩었어요. 제발 과자라도 먹어다오 할 정도였으니.. 아기가 일부러 토하는 게 아니라 어쩔 수 없어 그러는 것이니 소화기가 성숙할 때까지 기다리는 수 밖에 없을 것 같아요ㅠ 조금씩 자주.. 거의 종일 먹인다 싶을 정도로 조금조금 주면서 빨리 크길 바래야 할 듯 합니다. 힘내세요.. 그렇게 애태우던 제 딸은 지금 초등학생이에요. 저도 지난날 끔찍했었지만 내가 잘 참고 버텨줘서 이렇게 컷구나 하는날 올거에요], 긍정 텍스트 확률 : 98.82%"
"[옆에 붙어있으려는 둥이 여자아기 때문에 남자아기만 케어하기가 쉽지가 않네요..히융.. 이렇게 열씨미 씨름하다 보면 저도 학부모될 날 오겠죠?ㅎ 넘넘 감사해요 꽃분이님], 긍정 텍스트 확률 : 99.65%"
"[저희아가가 돌쯤됐는데 토를원래자주했는데 우유알러지같더라고요 그래서 우유를아예안먹여봤더니 토도안하고 속도편한지 잘놀아요 혹시아기가안맞는 제품이있는지도찾아보세요], 긍정 텍스트 확률 : 59.34%"
"[아하 그럴수도 있겠네요 우유를 세번에서 두번으로 줄여볼까 해요 이유식을 더 잘 먹기를 바라며...ㅎ 감사합니다 쿨맘님], 긍정 텍스트 확률 : 92.38%"
"[ 저희도 교정 개월인데 ㅎㅎ숟가락은 고사하고 생우유는 아직 시작도 안했네요 ㅜㅡ], 긍정 텍스트 확률 : 52.85%"
"[ 유용한 정보 감사합니다], 긍정 텍스트 확률 : 84.51%"
"[맘별말씀을요 댓글 감사해요 ], 긍정 텍스트 확률 : 94.91%"
"[저희 아이들은 이미 다 컸지만 세세한 정보 감사드려요. 장기로 가시는 아기엄마들에게 유익한 정보 같아요.], 긍정 텍스트 확률 : 67.51%"
"[맘댓글 감사합니다 그랬으면 좋겠어요좋은하루 되세요], 긍정 텍스트 확률 : 93.47%"
"[정보 감사합니다현재아기가개월 입니다여행시 이유식이 걱정입니다이유식은 어떻게 해야하나요?], 긍정 텍스트 확률 : 90.74%"
"[맘초기 이유식 할 때가 제일 편하죠 시중에 나와있는 동결건조 제품이나 스틱제품 같은 거 많으니 한국에서 가져오시는 게 제일 좋은 것 같아요 전기팟 전기포트 주전자말고 라면 끓여먹을 수 있는 전기냄비있죠 가져오셔도 좋을 것 같고요 몰에가도 유리병 이유식이나 과일퓨레 같은 건 쉽게 구매하실 수 있으니 필요하시면 추가 구매하시면 될 것 같네요], 긍정 텍스트 확률 : 97.86%"
"[네 ㅎ 감사합니다], 긍정 텍스트 확률 : 94.73%"
"[유익한 정보감사해요], 긍정 텍스트 확률 : 84.51%"
"[네 구독 감사드려요 ], 긍정 텍스트 확률 : 66.13%"
"[기저귀에 대한 정보 잘 봤습니다. 아기가 개월이라 기저귀를 쓰는데], 긍정 텍스트 확률 : 68.91%"
