"[ ..뜬금없이 진심 뉴질랜드로 이민가고싶다며.분유때문에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기고 있네 ㅋㅋㅋ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 73.12%"
"[ 내 맘마는 내가 지킨다ㅋㅋㅋㅋ 낮잠 자야 되는데 이제 좀 감기가 괜찮아 졌다고 엄마가 뭐하나 궁금한 우리 호 모찌에요ㅋㅋㅋ이 전에 한 통을 이미 먼저 다 먹고 새로운걸 개봉한거라 익숙한지 자꾸만 만지려고 하는 거 같기도 하고요이거 먹고 속이 편안해진 것을 아는지 통통 치고 가지고 놀고 좋아라 합니다.처음에 아.이.엠.뉴.질.랜.드 분유 먹여봐야지 하고 생각했던 이유가 위에서 이야기한 것 처럼 소화기관이 예민한 둘째 때문이었기에 그냥 아기설사에 좋다], 긍정 텍스트 확률 : 94.78%"
"[묽은변에 좋다], 긍정 텍스트 확률 : 73.98%"
"[수입분유다 이 정도만 알고 먹인건데요 ㅎㅎ먹이면서 보니까 조제분유로 분류되는 분유더라구요.제가 또 개인적인 사정상 우리 모찌 초유도 못 먹고 진짜 태어나자마자부터 분유만 먹고 큰 리얼 완분아가라ㅜㅜㅜ...모유를 못 먹였다는 미안함이 흐흑 심해요 심해..ㅠㅠ그래서 초유도 못 먹여 이렇게 돌도 되기 전에 자꾸만 짜잘짜잘 잔병치레를 많이 하는건 아닌지 미안함이 정말 자책스럽고 어떻게 보면 스트레스이기도 하거든요 ㅠㅠㅠ... .?조제분유조제분유 가 모유에 더 가까운 분유로 유성분 함량이 프로 이상이라 이 부분도 아주 흡족합니다.그만큼 아이 성장에 필요한 영양소들도 모유에 더 가깝도록 가득가득 할테니깐 말이에요], 긍정 텍스트 확률 : 99.74%"
"[ 말끔하게 잘 녹아 젖병 바닥이고 측면에 뭉쳐있는건 없어요지금 이 분유로 벌써 씩 몇 번을 타고 또 타는데 이거 너무 안 녹는다 이런 느낌 받은 적 없습니다 ㅋㅋㅋㅋ분유 잘 안 녹아서 들러 붙으면 말짱한 분유 좋은 성분들 다 못 먹인 느낌도 들고], 긍정 텍스트 확률 : 94.77%"
"[ 에서 온 분유 시중에 이미 많은데요이것만이 다른것과는 다르게 년 동안 분유를 제조한 뉴질랜드 기업에서 직접 제조 및 관리해 뉴질랜드 현지와 우리나라 포함 다른 해외에서도 판매하는 정말 리얼 뉴.질.랜.드 분유라고 할 수 있겠어요.제조사에서 단순하게 형식으로 제조하고 판매하는 것과 확연한 차이가 있죠???수입 분유라고 비싼거라고 무조건 좋다고는 할 수 없는데 이 아이엠뉴질랜드는 성분도 좋고 타 수입 분유보다 가격도 착해 쭉 먹이기에도 부담 없을 것 같습니다. 무엇보다 설사와 묽은변에 좋다하니 소화에 예민한 아이들은 정말 괜찮을 것 같아요.우리 둘찌 모찌는 참 잘 맞아 저는 분유 끊을 때 까지도 쭉 먹일 의향이 있어요 정착정착 콜 ], 긍정 텍스트 확률 : 99.03%"
"[ 잘 먹고 잘 싸고 잘 자고 이 세가지가 이렇게 어려운 줄 둘째를 키우면서또 다시 한 번 느끼게 되는 것 같아요첫째는 그래도 모유에서 분유를 먹이면서 크게바꿔보거나 하는 일이 없이 무난하게 컸는데 우리 둘째는벌써 몇번째 갈아타기를 하는지 모르겠어요처음엔 다 비슷하겠지 싶었는데둘째는 분유로만 키워서 그런지 먹이면 바로바로달라지는 변화에 저 또한 민감해지더라구요 ], 긍정 텍스트 확률 : 99.83%"
"[ 특히 이번에 우리 사랑이가 또 아팠거든요설사 또하 그에 따른 증상이라고 생각했는데 좀 처럼나아지지가 않더라구요계속해서 묽은 변으로 고생한 사랑이전에는 너무 변비가 심해서 이번에 다시 바꿔본 분유가원인인가 싶어 고민하다가 주변 엄마들의 추천으로아이엠뉴질랜드 조제분유로 바꿔봤어요 ], 긍정 텍스트 확률 : 99.97%"
"[ 아이엠뉴질랜드 분유프로로 바꾸게 된가장 큰 이유 중 하나는 전단계가 모두 조제분유라는 점이에요국내제품의 경우 대부분이 단계부터 조제식으로 바뀌는데 지금 사랑이가 먹는 건단계임에도 조제식이라 진짜 깜짝 놀랐네요..ㅠㅠ엄마라면 모유대신 먹이는 만큼이왕이면 모유에 가까운 아이에게 좋은 것만먹이고 싶은 마음이잖아요그런 점에서 아이엠뉴질랜드 분유프로는두뇌 발달에 필수적인 유당함량이 모유수준인조제분유라는 것 ], 긍정 텍스트 확률 : 81.47%"
"[ 또한 아이엠뉴질랜드 프로 분유는 유산균의 먹이가 되는 프리바이오틱스뿐만 아니라프로바이오틱스 유산균이 함유 되어 있어서평소 우리 사랑이처럼 변은 묽게 자주 보는아기들에게 정상변을 볼 수 있도록도와준다고 해서 저도 이번이 마지막이다 싶은 마음으로갈아타게 되었답니다 ], 긍정 텍스트 확률 : 97.89%"
"[ 아무래도 아이에게 설사나 변비 증상이 생기면엄마들이 가장먼저 분유 갈아타기를 한 번쯤생각하게 되는데요저도 수입제품을 알아 보다가 아이엠뉴질랜드 프로 분유는 프로바이오틱스 유산균이 타 뉴질랜드 분유에 비해 배가 더 많이 들어가 있음에도 불구하고 비교적 저렴한 가격에 망설임 없이 선택하게 되었답니다 ], 긍정 텍스트 확률 : 89.00%"
"[ 전 개인적으로는 소화가 잘 되는 분유는그만큼 입자도 고와야 한다고 생각하거든요근데아이엠뉴질랜드 분유는 입자도 곱고이 아닌 이 들어 있어서전 좋더라구요소화가 잘 되어야 변도 잘 보고 그래야잠도 잘자고 잘 먹고 가장 기본적인 게 해결이 되면 육아가 좀 더 수월해지더라구요 ], 긍정 텍스트 확률 : 95.50%"
"[ 동영상으로 확인하시면 더 쉽게 이해하실 수 있어요그리고 좌우로 흔들어 물에 잘 녹아들도록 해주면 되는데요가라앉는 거 없이 물에 잘 녹더라구요하지만 먹이는 과정에서 가라 않는 경우가 있는데그때에는 다시 잘 흔들어 녹여서 먹이면 된답니다 ], 긍정 텍스트 확률 : 88.18%"
"[ 그리고 아이엠뉴질랜드 분유는이렇게 안심캡에 스푼을 고정해서사용할 수 있어서 굉장히 편리해요무엇보다 안심캡 내부에 습기가 들어가게 되면잘 빠져나오지 못해 분유가 뭉치거나 캔 내부의부식의 위험이 생길 수 있으니 항상 스푼의습기까지 조심해야하는 거 아시죠? ], 긍정 텍스트 확률 : 87.52%"
"[ 그동안 묽은 변을 너무 자주봐서 어디가 더아픈건 아닌지 항상 고민이었거든요그래서 유산균을 따로 먹이고 있었는데 아이엠뉴질랜드 프로 분유에는 프리바이오틱스뿐만 아니라프로바이오틱스 유산균까지 함유되어 있어 먹일 때 마다더 안심이 되더라구요 ], 긍정 텍스트 확률 : 50.36%"
"[ 특히 비타민 함유량이 타 분유에 비해 배 가량 높아 아기의 성장발달과 면역력에도도움이 되는 소화잘되는분유아이엠뉴질랜드항상 소문만 들었었는데진작에 바꿔줄 걸 그랬나봐요아이의 건강은 변을 보면 안다고 항상 묽은 변이라걱정했었는데 이젠 그런 고민도 끝 ], 긍정 텍스트 확률 : 95.63%"
"[ 우리 사랑이 더 잘 먹고 잘 크자 ], 긍정 텍스트 확률 : 56.91%"
"[열대야로 힘들었지만 신나는 휴가 보내고 오니 그래도 뭔가 추억 하나 생긴 기분이예요이번주는 또 태풍 소식까지 있던데], 긍정 텍스트 확률 : 89.02%"
"[막바지 휴가 가시는 분들 안전하고 즐겁게 다녀오셨으면 하네요 신나는 여름 추억 만들고 돌아보니], 긍정 텍스트 확률 : 92.65%"
"[어느덧 우리 둘째의 태어날 날이 한달도 안남았더라구요첫 아이를 키울 때와 또 다른 느낌으로 맞이하고 있는 둘째인데요 요즘은 첫째랑 시간을 보내주려고 하다보니], 긍정 텍스트 확률 : 74.75%"
"[태어날 아기에게 조금은 신경을 잘 못써주는 것 같아 괜스레 미안한 마음이 들더라구요이제 본격적인 출산준비를 해야할 시기도 되었고], 긍정 텍스트 확률 : 65.36%"
"[다양한 육아용품에 대해서도 검.색하고 찾아보며새롭게 공부하고 있는 느낌이라죠], 긍정 텍스트 확률 : 89.96%"
"[ 늦여름에 태어나지만 가을철에 접어드는 시기이기에], 긍정 텍스트 확률 : 54.22%"
"[옷 준비하는데도 고민이 되더라구요아기용품은 귀여운게 어찌나 또 많은지], 긍정 텍스트 확률 : 52.58%"
"[세탁해둘것 그리고 제일 중요한 우리아이 먹는것까지특히 신생아시절엔 아기면역력 키워주는게 중요하다보니모유와 가까운 조제분유도 있다는걸 알게되어], 긍정 텍스트 확률 : 99.80%"
"[분.유때문인지 몰라도 모유만 고집하는 아이였거든요그러다보니 사실 장단점이 있겠지만], 긍정 텍스트 확률 : 61.03%"
"[엄마와 늘 한몸이 되어야 한다는데서 엄마는 조금 힘들었구요오히려 모유속에 영양분이 더 없으면 어쩌나 걱정도 되었지만], 긍정 텍스트 확률 : 51.80%"
"[ 알고보면 모유와 가까운 조.제.분.유가 있다는 사실...그땐 왜 몰랐는지 모르겠어요얼마전 만난 지인이 추천해준 아이엠뉴질랜드는], 긍정 텍스트 확률 : 55.12%"
"[전 단계가 모두 조제분유이기에 신생아부터 시작해서 쭉 아기의 성장에 필요한 영양소가 들어있고], 긍정 텍스트 확률 : 85.10%"
"[ 첫째를 키워봤지만 정말 저는 분.알.못분유에 대해 알지 못하는 사람이었어요 어떻게 타는지도 새까맣게 잊어버렸고], 긍정 텍스트 확률 : 97.85%"
"[어떤 단계가 있고 뭐가 좋은지도 잊어버린 것 같지만아무래도 요즘 또 엄마들이 잘 먹이는 대세라는게 있잖아요요즘 대세를 듣고보니], 긍정 텍스트 확률 : 98.57%"
"[정말 첫 먹거리], 긍정 텍스트 확률 : 63.93%"
"[잘 선택해야겠다 싶었지요아기면역력 뿐 아니라 성분들까지도 꼼꼼히 따져보고], 긍정 텍스트 확률 : 50.76%"
"[또 분.유를 먹이면서 소화잘되는 것 찾는것내 아기에게 맞는것을 골라 쭉 전단계를 먹인다고 해요혼합수유를 생각하고 있는지라], 긍정 텍스트 확률 : 90.11%"
"[이번 우리 둘째는 아이엠뉴질랜드로 선택하고 꼼꼼히 따져보았지요 ], 긍정 텍스트 확률 : 64.36%"
"[바로 알 수 있어서 좋았어요거기다 사실 언제 개봉했는지], 긍정 텍스트 확률 : 84.97%"
"[그리고 슬림하고 안전한 저장패기 동봉되어 있어조리원 가면서 이번에 챙겨가려고 준비해 두었답니다.기존에도 동봉된 스푼가 있긴 하지만], 긍정 텍스트 확률 : 92.52%"
"[ 사실 분.유라면 잘 모르는지라 왜 선택하는지가 제일 중요한것 같은데요특히나 저처럼 신생아들이 먹는 첫 분.유라면 더더욱 고민이 되실 것 같더라구요비싸기만 하다고 다 좋다?그건 정답이 아니란걸 너무나도 잘 알고 있죠첫 아이때 경험해봤다가], 긍정 텍스트 확률 : 83.08%"
"[비싼것은 잘 먹겠지 했다가], 긍정 텍스트 확률 : 62.23%"
"[일반적인 수입분유와 비교했을때합리적인 가격이 딱이었던 아이엠뉴질랜드 프로첫 분.유로 선택할 수 있었던 이유였던 것 같아요 ], 긍정 텍스트 확률 : 73.23%"
"[엄격한 심사를 거쳐서 공식 수입되는 안전분유라는 사실그렇게에 안전하다는건 정말 큰 메리트가 아닐 수 없더라구요 ], 긍정 텍스트 확률 : 82.89%"
"[ 엄격한 심사로 수입된 것과 더불어 배송과정도 중요한데 말이죠 요 제품은 안심박스로 포장되어 오니], 긍정 텍스트 확률 : 75.08%"
"[이런 배송이 얼마나 중요한지 알고있는거죠아기가 먹는것인만큼], 긍정 텍스트 확률 : 59.70%"
"[정말 이런 배송과정도 무시할 수 없는 요인이죠 ], 긍정 텍스트 확률 : 93.47%"
"[ 아이엠뉴질랜드 프로의 경우 설사에 좋기로 유명한데요 보통 국내에서 선택해서 먹이던 엄마들도], 긍정 텍스트 확률 : 70.58%"
"[그만큼 면.역에 좋기로 소문한 성.분이 들어있어소화를 돕는데 딱이라고 하더라구요특히 프로에는 비타민 함량이 분.유 중에서는 최고라고 추천받았는데요 그러다보니 질병예방에 탁월할 수 밖에 없겠더라구요 ], 긍정 텍스트 확률 : 96.11%"
"[ 무엇보다 제일 좋았던건 모유에 가까운 조제분유라는 점이었어요전 단계가 모두조.제.분.유이기에 모유와 혼합하시는 엄마들이라면], 긍정 텍스트 확률 : 73.02%"
"[저처럼 고민없이 선택하지 않을까 싶어요알고보니 주변에서도 소문난 제품이었으니], 긍정 텍스트 확률 : 89.33%"
"[ 태어날 우리 아가도 얼마나 잘 먹을까 싶더라구요 조제방법이나 주의사항에 대해서도 미리 꼼곰히 공부해 두었는데], 긍정 텍스트 확률 : 91.51%"
"[냉장보관이라던가 습한곳에 보관은 삼가해주시는게 좋다고해요사실 ㅎ날이 더우니 냉장고에 넣으면 더 안좋은가? 생각하는 분들도 계시더라구요요런 주의사항은 꼼꼼히 기억해두는게 좋은것 같아요안심배송 뿐 아니라], 긍정 텍스트 확률 : 62.19%"
"[내부도 이중으로 밀봉되어져 있으니 너무 좋죠 ], 긍정 텍스트 확률 : 98.08%"
"[ 아이엠뉴질랜드 프로의 경우], 긍정 텍스트 확률 : 52.07%"
"[별도 스푼의 경우 이니 잘 확인하시고 필요시에 따라 사용할 수 있어 좋구요 ], 긍정 텍스트 확률 : 82.79%"
"[ 첫 단계인 만큼 아기가 먹는 양이 조금씩 늘어나고 달라질 수 있으니], 긍정 텍스트 확률 : 61.55%"
"[ 우리아이 처음 먹는 것이다보니], 긍정 텍스트 확률 : 88.72%"
"[조제분유로 선택하길 더더욱 잘했다는 생각이 들어요처음 먹는 엄마의 초유], 긍정 텍스트 확률 : 94.03%"
"[그리고 모유], 긍정 텍스트 확률 : 70.21%"
"[면역 약한 신생아들에겐 아기면역력 높여주는 요 제품이 제격이다 싶어요소화도 잘되고], 긍정 텍스트 확률 : 83.35%"
"[설사에도 좋다는 아이엠뉴질랜드], 긍정 텍스트 확률 : 88.06%"
"[김센스에요 ], 긍정 텍스트 확률 : 79.99%"
"[ 모유 수유를 하고 싶다는 마음은 있어도상황에 따라 하지 못하는 경우가 많다 보니출산을 앞두고], 긍정 텍스트 확률 : 70.00%"
"[혹은 신생아를 키우면서우리 아이에게 잘 맞는 분유를 찾는 엄마들이 많은데요비슷한 경험이 있는 저로서는 주변 맘들에게직접 두 아이를 키우며 함께했던 제품을소개해 주고는 해요 ], 긍정 텍스트 확률 : 99.61%"
"[ 소화가 잘 되면서 든든함이 오래가아이가 꿀잠을 잘 수 있었던 우리 집의 비결바로 김센스가 선택한수입분유 ], 긍정 텍스트 확률 : 55.78%"
"[ 아이엠뉴질랜드우리 츄미 복삼이를 위해 프리바이오틱스는 물론 모유에서 추출한 프리바이오틱스로엄청난 대식가임에도 응가를 원활하게 할 수 있도록 도움을 받고 싶어 선택했던 제품이었는데요직접 먹여보니 장점이 확실하게 느껴져애정 하는 지인의 사랑스러운 아가에게까지알아서 추천하게 되는 잇템이 되었답니다 ], 긍정 텍스트 확률 : 98.39%"
"[ 수입분유 아이엠뉴질랜드 의 경우골드와 프로 두 가지 라인이 있는데요 저는 지인 선물용으로 기존에 제가 애용하고 있던를 선택했어요단계는 개월 신생아부터 개월까지 섭취가 가능하고요초반 혼합 수유를 하면서 변이 딱딱해져응가하는걸 힘들어하던 아이들을 위해유산균이 듬뿍 들어있다는 장점 때문에 선택했던는 공식 수입이 되는 제품이다 보니까 국내 성분 기준까지 충족을 해서 더 만족스럽더라고요 ], 긍정 텍스트 확률 : 56.36%"
