"[ ..울 귀요미는 요 근래 밤잠을 자주 설치고], 긍정 텍스트 확률 : 77.72%"
"[ 인천공항에 착륙할 때쯤 마지막으로 찍어본 기념사진괌 공항에 도착해서는 잠들어가지고 비행기 탑승할 때 딱 깨버렸었거든요. 그래서 한숨도 안자고 놀면서 왔는데 울거나 시끄럽게 하지 않아서 다행이었어요. 다만 옆좌석 앉은 분한테 자꾸 애교부리고 웃어서 부담스러우실까봐 못하게 했더니 그 분이 괜찮다고 ㅎㅎ 아기가 정말 순하다고 하면서 언니분이 아기 이 맘때쯤 괌 다녀왔는데 너무 힘들어했다고 하시며 이 정도만 되면 여행다닐만 하겠다고 하시더라고요. 제가 봐도 햇살이는 여행 체질인 듯 ㅋㅋ 아기와 여행할 때 일반석이랑 가격차이가 크지 않다면 비지니스석 이용하는 것을 강추 이번에 괌 여행 하면서 대한항공 프레스티지석 이용해보고 완전 반했다는아기가 순해도 일단 같이 비행기를 타는 것 자체가 힘들잖아요. 좌석이 넓고 여유로우니까 아기와 함께 하는 여행이어도 여행의 피로도가 훨씬 낮았어요. 그래서 괌에서도 더 즐거운 시간을 보낼 수 있었던 듯 ㅎㅎ 다음에 여행갈 때 또 이용하고 싶어요], 긍정 텍스트 확률 : 98.85%"
"[ ..분유를 줄이면서..탄수화물부족이 나타날수 있어서..이유식을 죽으로 회], 긍정 텍스트 확률 : 51.50%"
"[ ...람작으로 선택한이유는... 우리집 밥솥이 인용], 긍정 텍스트 확률 : 54.12%"
"[ ...도착하자마자..신랑이 뜯어서.연마제 제거해줘서..포장 없어짐], 긍정 텍스트 확률 : 66.84%"
"[ ....밥솥이유식의 단점이라하는..육수의 단일화ㅋㅋㅋ..섞이기 때메 어쩔수없고], 긍정 텍스트 확률 : 74.38%"
"[씻고.잠깐있으면.완성...넘나편해], 긍정 텍스트 확률 : 62.71%"
"[ .따뜻할때 넣기..죽은 식으면 단단해지니께.. ], 긍정 텍스트 확률 : 95.55%"
"[루안이 다음주에 돌이에요.첫돌 맞이해서 가족여행을 떠나는데 이번에는 휴양지가 아니라서아기 밥 먹일 일이 고민이더라구요.평소 먹이던 실온이유식들은 다 전자렌지 데워야 하는데 해외에서 전자렌지 데워서 먹이기가 쉽지 않을 것 같아서얼쓰베스트 이유식을 잔뜩 샀어요. ], 긍정 텍스트 확률 : 61.81%"
"[ 기호성은 정말 좋더라구요.이유식 안 먹기로 유명한 정루안씨께서 간식처럼 순삭했어요 ], 긍정 텍스트 확률 : 78.47%"
"[ 다만...먹고나서 ], 긍정 텍스트 확률 : 58.57%"
"[ 알갱이가 조금 있구요.스파게티가크기로 잘라져 있어요. ], 긍정 텍스트 확률 : 64.37%"
"[ 맛있는지 한병 금방 다 먹었어요. ], 긍정 텍스트 확률 : 51.48%"
"[ 이건 옥수수향이 진짜 강하게 나고 먹어보니 고소한 단맛이였어요.이것도 잘 먹더라구요. ], 긍정 텍스트 확률 : 85.58%"
"[ 이건 푸딩같은 식감이에요.탱글탱글 ], 긍정 텍스트 확률 : 61.61%"
"[갑자기 정해진 여행으로 이유식중인 우리아가준비물을 어찌 챙겨야하나 고민했다.개월 막바지이고 엄마의 귀차니즘으로 일번 이유식 중인 망고씨.찾아보니 레트로트 식품을 가져가거나 직접만든 이유식을 꽁꽁얼려 가져가는 분들 두분류로 나뉘었는데.. 망고씨는 자기주도이유식중인데.. 아무리생각해도 가져갈 수가 없는 것.. 여행은 일.그래서 몽땅 맘마밀과 파스퇴르 일번으로 계산하여 준비해갔다. 물론 사전에 아기가 먹는지 테스트해야함. 다행이 잘 먹었지만 여행막바지엔 좀 질렸는지 거부했고. 못먹일 상황일때는 분유를 먹이기도 했다.무거워서그렇지 너무 편한 것... 간식으로 거버 과일퓨레도 평소 먹는 과자도 든든히 준비해놓고], 긍정 텍스트 확률 : 99.91%"
"[혹시몰라 김도 챙겼다.다녀온 후기로는 전부 다 먹고왔다.ㅋㅋㅋ뭐든 있으면 좋다. 라는 결론현지에서는 조식때 과일을 주거나], 긍정 텍스트 확률 : 86.92%"
"[여행지가 태국이었으므로 스티키라이스도 주었다. 마트에서도 현지 레트로트이유식을 판매하고있어서 과자], 긍정 텍스트 확률 : 59.70%"
"[아주 건강히 잘 왔다.], 긍정 텍스트 확률 : 62.38%"
"[ 분유 새것 통도 챙겨두고.. 분유포트를 가지고갈 자신이없어서 포트대신 호텔 내 전기주전자를 사용할 생각으로 베이킹소다와 구연산을 챙겼다.어마어마하게 소독한 후에 분유를 타주었지만.. 찝찝한 분들은 직접챙기는게 더 좋을듯하다.아침저녁으로는 분유량이 정도라서 한번에 딱딱 끝내려고 액상분유도 챙기고 ], 긍정 텍스트 확률 : 74.21%"
"[구명조끼까지 챙겼다.구명조끼는 우리가 롱테일보트를 탈 예정이라서 베이비용이 없을까봐 들고갔다.사진엔 없지만 평소 사용하는 아기화장품도 전부챙기기. ], 긍정 텍스트 확률 : 55.70%"
"[우리베베는 애착쿠션이 있어서 이것도 챙겼다. 확실히 애착있는 물건을 챙기면 도움된다. 부피가 커도 무조건 가져가세요.. 점점 늘어나는 짐. 집에서 대략 재보니 너껏만 . 엄마아빠껀 ㅋㅋㅋ나는 아기와 단둘이 비행예정이었기에 아기가 좋아하는 부피가 작은 모든 것을 챙겼다.그리고 빨대컵에 물도 가득 담고], 긍정 텍스트 확률 : 97.48%"
"[좋아하는 책도 한권. 기저귀도 따로 장], 긍정 텍스트 확률 : 62.13%"
"[ 맘마밀파스퇴르 아이생각거버퓨레쌀과자요미요미분유통젖병개둥근볼소독용젖병집게젖병세정제구연산], 긍정 텍스트 확률 : 59.33%"
"[베이킹소다반팔], 긍정 텍스트 확률 : 66.02%"
"[아기도 초록이들 마음껏보고 다양한 사람들과 만나고 인사나누는 모습이 좋았다.훌쩍커버린것만같은 여행. ], 긍정 텍스트 확률 : 73.15%"
"[.?아기와괌아기와괌.?해외여행해외여행 을 준비하면서 가장걱정되었던것은 비행시간], 긍정 텍스트 확률 : 78.99%"
"[상업적인 용도로는 당연히사용금지 대단한건 아니지만ㅎㅎㅎ신랑하고 저랑 열심히 머리맛대 정리한거라ㅋ 글 내용중비행기표 숙박 등의 가격들은 따로 기재안했는데..비용궁금하시면 댓글주세요 알려드릴게요암튼 즐거운 여행되시고 좋은추억 쌓고오세요저희는 아기 좀더 크면 한번 더 가려구요 ], 긍정 텍스트 확률 : 86.77%"
"[ .다녀온 후 팁을 드리자면], 긍정 텍스트 확률 : 55.01%"
"[ .열심히 아기꺼 준비물가져간거 괌에서 직접 써보니.아기상온이유식 맘마밀 이나 파스퇴르이.많이 부족했어요ㅜ ㅋㅋㅋ 더 쟁여갈껄ㅋㅋㅋ.저희는 박일기준 개정도 챙겨갔거든요..한끼에 개씩 먹으니까 회분정도....근데 이틀만에 다 떨어진듯 ㅋㅋㅋㅋㅠ.괌에도 식당마다 쌀밥이 잘 나온다고해서.하루 한두끼는 괌 식당가서 밥 주문해서.먹여야지했는데.. 쌀식감이 살짝다른데.그것때문인지 괌 식당에서 나오는 밥은.우리아기는 잘먹지 않았어요 ..ㅠㅠ.죄다 퉤퉤 거부함 그나마 햇반 챙겨간거랑], 긍정 텍스트 확률 : 87.36%"
"[ 여기에 후기있어요 장갑이랑 같이 쓴 포스팅인데장갑글은 쭉 내리고 지퍼백부분 보심될듯 ㅎㅎ그냥 봉지에 바리바리 싸갔다간 낭패볼뻔봤어요.열고닫고보관하고쟁이고], 긍정 텍스트 확률 : 66.70%"
"[무조건 지퍼백이편해요 ], 긍정 텍스트 확률 : 84.34%"
"[ 아기랑 첫 해외여행], 긍정 텍스트 확률 : 51.44%"
"[괌으로.저희 숙소는.?괌괌하얏트 리젠시 패밀리룸 이었구요], 긍정 텍스트 확률 : 50.99%"
"[ ..아기가 호텔룸안에서도 정말 재밌게 잘놀았답니다..한국인 직원도 있고 한국방송도 나와서 굿..자세한건 패밀리룸 리뷰쓰면서 더 써볼게요..], 긍정 텍스트 확률 : 99.39%"
"[ 비행기 기타리는중 어디서 보니비행기타기전까지 최대한 굴리라고. .ㅋㅋㅋㅋ그래야 비행기서 지쳐잔다며 ㅋㅋㅋㅋ그래서 열심히 뛰어놀게 해주었지요.여기저기 참견하고 잘 놀아주셨습니다 ㅋㅋ ], 긍정 텍스트 확률 : 74.98%"
"[ 꼭 제주항공으로 직접 전화하셔야하니 참고 신랑이나 저나 비행기에서 내릴때의 대기시간을극도로 싫어하기에 ㅋㅋㅋ 그리고 아기도있어서상황이 어떻게될지몰라 미리 구매하고간건데잘 한것 같아요. 올때갈때 같이 옆에 탔던가족이 조금 진상이었지만요...ㅎ ㅎ중국관광객인줄 진짜 ㅋㅋㅋㅋㅋㅋ아기유튜브영상 겁나 크게 틀어놓지않나.목소리도 엄청 크게 떠들고돌아오는 새벽비행기에서는 다 자는데두시간동안 크게 떠들면서 라면이다 비빔밥이다다 시켜먹고 불 켜놓고 깔깔대며 떠들던 사람들.항공기는 그냥 다 아는 저가항공기 느낌당연히기내식 없고요 물만 줌ㅎㅎㅎ대한항공처럼베시냇도 안되고], 긍정 텍스트 확률 : 99.03%"
"[ 역시 공항은 인천국제공항이 최고인것같아요.여러나라다녀보았지만 다른나라는 다 공항이과장좀섞어서 시골 버스터미널같아요 ㅋㅋㅋㅋ..괌공항도 작은규모에 오래된느낌. 역시 공항은 인천공항이 짱짱인듯..ㅋㅋ렌터카는 검색해보니 워낙 업체가 많아서갈팡질팡하던찰나], 긍정 텍스트 확률 : 88.29%"
"[ 공항출구쪽에 데스크가 있어요.괌 도착해서 처음 대화해보는 현지인이었는데현지 원어민 영어발음에 귀에 꿀바르는줄ㅋㅋㅋㅋㅋ 원어민발음들으니 행복했네요할로윈시즌이라고 박쥐 붙여놓았어요. 귀엽 ㅋ한국운전면허증만 있어도되요. 국제운전면허증 따로 안 발급받아도되요. ], 긍정 텍스트 확률 : 97.04%"
"[ 키즈존 아닌 키즈존인듯 ㅋㅋㅋ체크인 체크아웃 하는 어른들 기다리는 애들이자주모여있더라구요. 해외여행이다보니또다른 나라 또래들을 만날 수 있단것도 장점 ], 긍정 텍스트 확률 : 84.39%"
"[ ㅋㅋㅋ언어는 안통하지만 다같이 잘 놀았어요.특히 샤샤가 아기다보니 큰애들이 배려많이해줌어느나라나 어린이들이 아가들 조심조심하는건똑같네요 ㅎㅎ 이쁜이들아이부모도 옆에서 라며 조심시키고 ], 긍정 텍스트 확률 : 60.45%"
"[ 같이 잠깐 퍼즐놀이하던 미국친구인데떠날시간되서 가려하니까 샤샤가버선발로 쫄래쫄래 쫓아오니... ㅎㅎㅎ ... . 라며샤샤손을 꼭 잡아준 후 떠났습니다. 훈훈해라... ♡뜬금없긴하지만 진짜 외국어는 그 나라가서배우는게 훨씬 효과적인것같아요.한국에서 한달 빡세게 영어공부하는거보다미국 괌에서 일주일 살아보는게 더 실전영어에도움이될듯..샤샤크면 미국에서 한달살기 이런거해보려구요 워킹맘워킹대디라 마음같이년 년은 못살아도.. 한달은 어찌 꼭 해보려구요.언어는 그 나라에서 배우는게 정답같아요. ], 긍정 텍스트 확률 : 99.93%"
"[ 사람들이 다 떠난후에도 잘 놀았어요.하얏트에 박 묵는동안 여기 진짜 애용했네요ㅎ미국친구는 물론이고 러시아?독일?친구랑일본인 친구도 만나서 잘 놀았어요.외국친구들과 놀 기회 한국에선 없잖아요.아직 아무것도 모르는 아가지만ㅋ ㅋ 무언가새 친구와 새언어를 느끼는 계기가 되었길 ], 긍정 텍스트 확률 : 97.33%"
"[ 하얏트는 아마 전객실 오션뷰일거에요.그런데 음 ㅋ전 생각만큼 청량한 오션뷰를 보진못했는데요], 긍정 텍스트 확률 : 87.07%"
"[ㅋㅋ 패밀리룸자체가층 층 밖에 없어요.제가 묵은곳은 층이었고층뷰가 이정도에요 하지만 이정도가 어디뷰욕심이 별로없는 사람이라그런지 만족했어요 ], 긍정 텍스트 확률 : 93.05%"
"[수량이 적어 룸에 준비되지못할수도있지만 여유분량 생기면 바로세팅해주겠다고 했어요. 하지만 결국 못써봄..직원이 큰 침대하나와 작은침대 하나가 있어아기침대의 경우는 굳이 필요없다그러길래그건 안한다했다쳐도 침대가드랑 아기욕조는?아기침대], 긍정 텍스트 확률 : 58.74%"
"[ 욕실이 굉장히 넓은 편. 사진 기준 왼쪽에는 욕조가 있고], 긍정 텍스트 확률 : 51.18%"
"[그리고 큰 옷방과파우더룸까지 준비되어 있어요 어메니티 는 ㅋㅋㅋㅋㅋ저희가 운이나빴던건지준비해주는거 청소부맘인듯?ㅋㅋ첫날은 샴푸], 긍정 텍스트 확률 : 60.36%"
"[ 바디로션만준비되어있더라구요. 전 이게 다 인줄알고치약 칫솔을 또 사러 편의점까지 다녀왔죠.그런데 다음날 혹시몰라 청소부 이모님께치약 칫솔 있냐고 물어보니 있다고 챙겨주심ㅋㅋㅋㅋㅋㅋㅋ심지어 면도기까지 챙겨주셨어요.꼭 데스크에 어메니티는 전부 챙겨달라하세요진짜 랜덤인가봉가 뭐야진차 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 93.17%"
"[ 룸은 매우 넓고 쾌적해요.에어컨도 빵빵하게 잘 나오고], 긍정 텍스트 확률 : 65.28%"
"[ 첫날은 너무 피곤하고 지쳐서 ㅋㅋㅋ샤샤 빼고 신랑하고 저 둘다 병날꺼같아서뭐 딱히 큰거 하진않고 쉬다가 케이마트가서장만보고 끝났어요ㅎ 케이마트후기는다음 포스팅에서 글 남길게요], 긍정 텍스트 확률 : 64.97%"
"[ 위치의경우 괌 자체가 크지않고시내중심가는 저희 호텔있는곳 근처가다 인것 같아요. 흔히 알고있는에이비씨마트나 티갤러리는 걸어갈수있는거리인데 낮에는 매우더워 조금만걸어도분노?가 치밀수있으므로ㅋㅋ걸어가실꺼면밤에 산책겸 다녀오시는게 좋아요. 한 분 분정도 걸어야한답니다. .?하얏트리젠시괌하얏트리젠시괌 도중심가가 가까워 만족스러운 호텔이었지만진짜로 중심가랑 가장 가까운곳은아웃리거호텔이에요. 중심가 바로안에 있어요. 위치 최고 호텔을 고르고싶다면 아웃리거], 긍정 텍스트 확률 : 57.24%"
"[ 살짝 십분내외로 걷는건 상관없다하면제가 묵은 하얏트도 괜찮구요 ㅎ ㅎ ], 긍정 텍스트 확률 : 98.58%"
"[ 이유식 거부를 시도때도 없이 하는 한별이는 지난주부터 또 거부하기 시작했어요.너무 남기는 것이 많고 오래동안 먹이다보면 죽에 물기가 많이 생겨서 반으로 나눠서 먹이기로했어요ㅠㅠ ], 긍정 텍스트 확률 : 58.09%"
"[ 보통 의자에 앉으면 가만히 기다렸는데 거부가 시작되면서 주변 물건에 손이 가기 시작...오늘도 실패구나 싶었는데 오잉? 너무 잘 먹네요 ], 긍정 텍스트 확률 : 94.97%"
"[ 입이 짧은 한별이는 이유식 반 정도 먹으면 입을 다물어 버리는데 그럴 때 제가 쓰는 방법 가지.우선 거버 오트밀푸룬을 죽에 섞어 먹이면 잘 먹는 편인데 그래도 안 먹으면 아기 치즈 출동. 치즈가 눈 앞에 보이면 집착을 해서 작게 잘라서 테이블 밑에 두고 스푼에 올려주는ㅠㅠ정말 전쟁이 따로 없습니다. ], 긍정 텍스트 확률 : 88.38%"
"[ .풀무원 베이비밀.닭가슴살당근망고죽 ], 긍정 텍스트 확률 : 93.97%"
"[이뉼린 등이 함유처음 들어보는 식재료라 검색을 해봤어요. 아이가 커가면서 꾸준하게 접할 수 있는 식재료를 이유식 재료로 사용하는 것도 좋지만 새로운 도전도 괜찮은 것 같아요. 엄마도 먹어보지 못한 아티초크는 무슨 맛일까? ], 긍정 텍스트 확률 : 69.49%"
"[ 대체적으로 한우 이유식에는 참기름이 소량 들어가있는데 그 덕분인지 고소한 향이 강한편이에요.엄마 입에는 지금까지 이유식과 크게 다른 맛은 느껴지지 않았는데 한별이는 어떻게 느꼈을지 궁굼하네요 ], 긍정 텍스트 확률 : 79.97%"
"[ 새로운 식재료를 접하는 것도 좋구요. 평소 거부하던 식재료를 다른 조합으로 먹였을 때 잘 먹는 모습도 볼 수 있었어요.아보카도 퓨레를 만들어줬던 날. 퉤퉤 뱉기만 해서 다시 시도할 생각을 하지 않았는데 닭아보카도고구마 죽은 의외로 잘 먹어서 식재료의 궁합과 어울림에 대해 다시 한 번 생각하게 된 계기가 되었답니다. ], 긍정 텍스트 확률 : 99.94%"
