"[.뢰벤짠 새로 꺼내며 찍어본 우리집 도련님 저장고. ], 긍정 텍스트 확률 : 60.69%"
"[ 시리얼처럼 봉지에 들어가 있다.통에 들어가 있으면 편하긴 한데], 긍정 텍스트 확률 : 75.84%"
"[ 분유통 녹스는 현상도 있고...한국에서만 분유가 통에 담겨 나온다는 얘기도 들어봄.. ], 긍정 텍스트 확률 : 66.79%"
"[ 이게 제일 유명한데], 긍정 텍스트 확률 : 53.40%"
"[ 그래서 알아본 자주 소분 용기 ], 긍정 텍스트 확률 : 80.42%"
"[ 원이다.두 개 구입해서 번갈아가면서 사용할 예정이다. ], 긍정 텍스트 확률 : 60.69%"
"[ 게워냄도 줄었다.근데 아기가 성장하면서 같이 게워냄도 줄어드는 거라서 딱히 분유 때문이라고는 잘 모르겠다.응아가 황금색이다.전에는 정상 범주의 녹변도 보고 황금 변도 볼 때가 있었지만], 긍정 텍스트 확률 : 89.59%"
"[ 두번째 분유무항생제 위드맘친구선배 윤서맘의 추천으로 무항생제 위드맘으로 갈아타기 시도중 제품 리뉴얼로 인해 마트], 긍정 텍스트 확률 : 98.51%"
"[온라인 모든 곳에서 제품이 동이나서 수급하기 어려워졌고국내분유면서 사전예고없이 리뉴얼로 이렇게 수급에 어려움이 생긴다는것이 이해가 되질않았음 .?무항생제위드맘무항생제위드맘게워냄증가], 긍정 텍스트 확률 : 68.97%"
"[ 독일 푸로누트라 프레위드맘은 여전히 구할수 없었고급한데로 가장 무난하게 많이들 먹이는 수입분유인 압타밀을 이마트에서 사와서 먹이기 시작함야는 바로 휙 바꾸기가 가능하다고 함 어차피 퐁당퐁당이나 횟수늘리기로바꾸면서 남아있는 퓨어락을 더 이상 먹이고 싶지않았음 퓨어락 광고알바 많다는데 그 농간에 속은 내가 어리석었음이마트 압타밀 먹인지 하루만에 미친배앓이 빠이한통 다먹어갈때쯤 내새꾸 완분아기라 모유성분과 가장 유사한 프레단계 먹이고파 독일직구한 독일압타밀 프로누트르 프레가 도착해서 먹이기 시작함 이마트압타밀통], 긍정 텍스트 확률 : 75.24%"
"[ 다섯번째 분유후디스 산양소젖이 안맞는건가해서 산양으로 갈아타기를 시도함소젖은 안맞는 대신 산양이 맞았던 아가들이 많다고 해서 열무찡에게 맞기를 기대함 맞기만 한다면 국내분유라 수급도 편해서 좋겠다 싶음 비싼가격이 조큼 걸리지만 이 정도까지 유목민을 하다보면 애기한테 맞는다면 가격정도는 신경안쓰게 된다후디스 산양분유는 살짝 치즈토를 하긴 하지만 압타밀에 비해 맛난지 꿀떡꿀떡 잘먹어서 보기좋았다 그런데 삼일동안 또 응아를 안싸고 찰흙녹변을 봐서 갈아타기 포기함 더불어 가스가 차고 배가아픈지 배앓이는 더 심해졌다 .?후디스산양후디스산양치즈토], 긍정 텍스트 확률 : 80.10%"
"[맛은 있는지 제일 잘먹었던 분유엄빠가 둘다 맛봤는데 진짜 맛있다함 ], 긍정 텍스트 확률 : 73.34%"
"[ 단계친구선배 서준맘이 추천해줬던 분유 첨에 추천받았을때 수입분유를 생각하지 않았을때라 관심없었다가 검색해보니 압타밀에서 유산균이 추가된거고 유기농이라고 해서 다시 서준맘에게 힙분유에 대해 물어봄 독일제], 긍정 텍스트 확률 : 95.80%"
"[오스트리아제 이렇게 두가지 윈유차이가 있었고 프레무전분], 긍정 텍스트 확률 : 61.75%"
"[ 산양은 쉬지않고 먹던데 힙분유는 계속 쉬면서 먹었음], 긍정 텍스트 확률 : 67.02%"
"[정말 만족스러운 황금응가 ], 긍정 텍스트 확률 : 63.93%"
"[직구는 알펜비에서 할만함게워냄과 분수토만 아니였음 인생분유로 갔을텐데매우 아쉽지만 갈아타기로함엄빠가 먹어봤는데 진짜 풀잎향? 비릿한맛이 강했던 분유 후디스산양과 매우 많이 비교되었음 ], 긍정 텍스트 확률 : 94.00%"
"[분수토는 사라졌다그러나 방귀배앓이가 다시 재발... 그래도 변은 압타밀 먹일때보다 좋고 알갱이], 긍정 텍스트 확률 : 72.81%"
"[녹변이 아니라서 지금은 꽤나 만족중이다뢰벤짠은 기존 수입분유들과도 다르게 분유 조제 물양이 독특한데 이게 나한테는 꽤나 단점이다왜냐하면 뢰벤짠 조제 물양으로는 쿠첸 오토분유포트를 제대로 활용할 수 없기때문이다 오토 기계를 쓰면서도 매번 출수량을 내가 맞춰줘야한다는건데 이런 단점에도 불구하고 그 동안 먹였던 분유중에서는 열무찡이랑 제일 잘맞는것 같아서 특별히 이상이 없음 내가 번거로워도 그냥 먹일생각이다 .?뢰벤짠뢰벤짠게워냄 극소량내가 트림 대충했을때], 긍정 텍스트 확률 : 96.83%"
"[방귀배앓이 좀 있음그립워터로 조절하려함프레 무전분이라 허기짐 있음], 긍정 텍스트 확률 : 67.04%"
"[가끔 하루 넘음], 긍정 텍스트 확률 : 55.35%"
"[ 액상비타민 방울똑같이 추가급여해서 먹었습니다...뢰벤짠으로 갈아타고 통째 이후부터 다시 재발된 배앓이때문에 천연가스제거제 그립워터를 밤수빼고 낮수에서는 되도록 먹이면서 효과를 관찰중입니다. 효과좋음 추가기재 별도 포스팅예정입니다...그립워터 정보 추가합니다애가 먹는걸 싫어해서 울음 결국 먹이다가 포기함], 긍정 텍스트 확률 : 99.62%"
"[방구 등등 증상이 다양하기 때문에 아이들도 예측하기 힘들다하심그리고 액상 유산균의 경우 보장균수가 많지 않을거라고 효과가 미비할수 있다고 하셔서뢰벤짠에 유산균이 들어있기에 그냥 생후 일경부터는 별도로 액상유산균 안먹이고 있습니다.분유탈때 입자가 덜녹는건지 가끔 뭐가 뜨는데...분유보다 조금 진한 좁쌀같은 모양인데...벌레인가 하고 건져내서보면 아닌것 같고손으로 눌러보면 사르르 없어지는데 분유뭉탱이인지 여전히 잘 모르겠습니다.혹시 아시는분 정보좀 부탁드려요 ], 긍정 텍스트 확률 : 87.64%"
"[ 궁금하신 부분 비댓으로 남겨주시면 최대한 아는선에서 답변드릴게요 ], 긍정 텍스트 확률 : 80.09%"
"[ 당시 우리 아가가 태어난 산부인과의 조리원에서는명작 을 먹이셨다. 퇴소 후 아기가 그대로 유지하는게 좋다고 여겨서 동일하게 똑같은 분유로 계속 이어가는 분들도 있었다. 또는 압타밀이 유명하다고 듣고서 우르르 그걸 주문하는 엄마들도 있었다.그때 나는 지인의 소개로 알게 된독일 분유 힙 .국산 분유보다 해외분유가 가격이 다소 쎄지만ㅠㅠ 구토를 하거나 변이 좋지 않은 아가들이 선택할 만큼 건강한 분유라서 이걸 선택하는 엄마들이 많다며 추천해주셨다. 하루에도 시간 마다 끼니를 먹는 아기들. 분유값이 만만치 않다ㅡㅡㅋㅋㅋ ], 긍정 텍스트 확률 : 96.95%"
"[뢰벤짠. 인터넷 검색하다 다운받은 표 ], 긍정 텍스트 확률 : 69.74%"
"[단계도 있지만], 긍정 텍스트 확률 : 70.79%"
"[힙 종류도 많았다 힙 프레], 긍정 텍스트 확률 : 70.78%"
"[ 리베맘 카페에서 내가 내돈 내고 주문한 힙 프레 핑크핑크 리본 박스에 포장되서 도착했다. 뜯어보니 완전 시리얼 같음ㅋㅋㅋ 명작하고는 완전 다른 케이스.], 긍정 텍스트 확률 : 97.49%"
"[ 다른 분유는 보통 캔 깡통에 들어있는데 힙 분유는 왠지 건강해 보이는? 종이로된 박스에 들어있다. ], 긍정 텍스트 확률 : 51.68%"
"[ 이 파란스푼은 . 그래서 물 양과 파우더 양 조절이 조금 다르다. 만약를 먹는 아기라면 국산 스푼으로는 스푼], 긍정 텍스트 확률 : 82.71%"
"[ . 조리원 퇴소시 명작 을 통 주셔서 주 먹였고. 원더윅스배앓이 증상때노발락주 먹였고.힙 프레 단계 를 ], 긍정 텍스트 확률 : 81.68%"
"[첨에는 정수기에 있는 기능으로 아이분유를 타주면되겠지 생각했는데 검색을 해보니아이물은 무조건 끓여서 줘야된다고 많이 나와있어서 엄청 고민했어요.고민하다 후기를 보고 이걸 구매했는데 지금까지 아주 잘 쓰고있어요ㅋㅋㅋㅋㅋ사용법은첫재], 긍정 텍스트 확률 : 52.74%"
"[ 해외분유를 먹이고 있는데 뢰벤짠이란 분유에요.이 분유는 힙], 긍정 텍스트 확률 : 84.31%"
"[ 홀레프레의 성분표시에 다 표시가 있어서한번 먹여보려고 주문했다가 엄청 잘녹고 거품도 안생기고 변비문제도 없고 잘먹어서 꾸준히 먹였어요.다른분유들은 통에 있는데 이분유는 힙분유와 똑같이 종이박스에 비닐재질포장만 있어서 따로 분유통을 구매해야되요.이것도 많이 쓰는거라 인터넷에서 쉽게 구매할수있어요 ], 긍정 텍스트 확률 : 77.52%"
"[ 저는 마리의 냥이와 함께 사는지라 공중에 안보이는 털들이 많아요ㅎ처음에는 꼭 이걸사고말겠어하고 구입했는데 다이소가 아니더라도 많더라구요젖병소독하고나서 보기좋게 딱 정리할수있고 잡동사니들도 넣을수있어서 개구입해서하나는 젖병], 긍정 텍스트 확률 : 58.15%"
"[세상 예민한 준이라 걱정이다.친구 추천을 받은.?매일유업매일유업.?명작은명작은 잘 맞기를 바라며? 이번엔 여유있게 캔 구입. 갈아타기인데 무슨 배짱이냐ㅜㅜ출산했던 병원에서는.?남양남양.?아이엠마더아이엠마더], 긍정 텍스트 확률 : 88.94%"
"[ 외국분유 직구해서 잘 먹이는 맘들이 많은데], 긍정 텍스트 확률 : 61.31%"
"[뢰벤짠 등 요즘 좋다고 하는 외국분유가 정말 많은데 독일 거주중인 호메가 추천해 준 것도 있고..내 선택지에 더 많은 걸 넣고 싶지 않은 걸수도 ..솔직히 후기들을 보면 오], 긍정 텍스트 확률 : 98.49%"
"[준이 먹여야겠다.로 이어지지가 않게 되는 것 같다.요즘 국내분유에서 자꾸 이물질이며], 긍정 텍스트 확률 : 63.62%"
"[준아ㅜㅜ ], 긍정 텍스트 확률 : 73.81%"
"[출산 후에 느끼는 몸의 변화는진짜 아픔이예요반신반의 했는데 거짓말처럼 뼈가 아프고 관절이 아프고ㅋㅋ 근데 끊임없이 아가를 돌봐줘야 하는 상황인거죠 ? 하 .. ], 긍정 텍스트 확률 : 92.61%"
"[ 오랜만에 조리원 시절 사진을 보니 너무너무 쪼꼬미네요 ], 긍정 텍스트 확률 : 86.54%"
"[조리원에서 내 품에 많이 못 안아줘서 안쓰러웠는데 집에 와서시간 붙어 있다 보면 그런 생각이 싹사라졌답니다. 누릴 수 있을 때 누려야 해요정부지원 산후도우미저는 아름제일 산후조리원을 퇴소 후], 긍정 텍스트 확률 : 52.04%"
"[주간 산후도우미의 도움을 받아 육아를 시작하게 되었어요.저는 맞벌이라 그런지 지원금액은 가장 낮은라형으로 자부담금 ], 긍정 텍스트 확률 : 74.33%"
"[ 원 이었고요. 연장도 안되는 조건이었으나 절반정도 금액이 정부 지원되니 고민없이 신청했습니다. 근데 육아도 배울 수 있고 산욕기에 몸조리 조금 더 할 수 있어 좋아요. 친정엄마도 앞으로 고생길이 훤한데? 주정도 덜 고생하실수 있고요? 산후도우미 꼭 하세요. 두번하세요ㅋㅋ저는 몇 군데 전화 상담을 한 후 마더앤베이비 구로.영등포 지사와 계약을 했고], 긍정 텍스트 확률 : 90.88%"
"[문금희 관리사님이 오셨었는데년이상 경력에 베테랑이셨고 아기를 정말 잘 케어해주셨어요. 음식솜씨도 좋으시고 매일 같이 목욕 시키면서 아기 목욕 방법 정말 잘 배웠거든요.혹시 저와 비슷한 동네에서 고민하시는 분 있으면 강력 추천 합니다 그리고 조리원 나온 후 열심히 사용하게 된 이라는 모바일 앱 아기 수유시간], 긍정 텍스트 확률 : 99.66%"
"[수면시간들을 체크해 볼 수 있어요.], 긍정 텍스트 확률 : 77.89%"
"[ 모유 먹는 아기라서 텀이 뒤죽박죽이예요.이 때는 산후도우미님이 계셔서 분유도 많이 먹였던 시기 ], 긍정 텍스트 확률 : 64.24%"
"[ 기록하는 걸 챙기는 건 어렵지만 꼼꼼히 해두면 나중에 주간으로 한번에 볼 수 있어서 되게 좋아요.지금 두달째 잘 사용중인데 완전 유용하고 좋습니다♥험난한 모유수유의 길출산방법을 엄마가 결정할 수 없듯], 긍정 텍스트 확률 : 99.80%"
"[수유 역시 아기가 선택한 방법에 따라 가는 것 같아요.모유 수유에 대한 목표나 생각이 별로 없었던 제가 고되고 험난하다는 완모의 길을 가게 될 줄은 ..조리원을 퇴소한 이후 육아의 육자도 몰랐던 저는 아기가 배고파하고 칭얼댈 때마다 모유를 먹였어요. 모유는 원래 아무때나 줘도 되는거라 배웠거든요. 근데 그 이후 수유텀이 엉망이 된 것은 물론 아기가 한번에 많이 먹질 않고 쪼금씩 쪼금씩 먹기 시작했네요수유텀이 시간밖에 안되서 수유], 긍정 텍스트 확률 : 61.84%"
"[트림의 무한 반복에 갇혀 살고 있습니다. 사실상 거의 쉬는 시간이 없어요. 조리원에서먹던 아기가 집에 온 이후 분유이상은 먹지 않아요 .. 그리고 가끔은 아예 거부하고 자지러 지는 적도 있고요.그래도 완모할 생각 없으면 분유 먹는연습도 계속 해야 한다길래], 긍정 텍스트 확률 : 85.10%"
"[응가색깔도 늘 좋아요. 혼합수유가 가능한 아기라면 모유를 계속 줘도 좋은 것 같아요.모유보다좋은 분유가 없다고 하니깐용 분유 교체하기압타밀 프로누트라 어드밴스조리원에서 먹이던 분유는 앱솔루트 센서티브였어요. 앱솔루트 라인 중 가장 고가이기도 하고], 긍정 텍스트 확률 : 88.09%"
"[뢰벤짠 이었어요. 독일 내수용 제품을 직구해야 해서 수급이 어려워질까봐 일단 패스 했어요.이때까지만 해도 국내에서 수급이 되는 분유로 살려고 마음먹고 있었음홀레와 힙 분유는 국내에서 공식 수입이 되기도 하는데], 긍정 텍스트 확률 : 68.70%"
"[변비 걸렸다는 후기를 자주 봐서 약간 고민을 하게 되었고요. ], 긍정 텍스트 확률 : 57.67%"
"[딱 한번 먹였는데 아기가 일넘게 변을 못봐서 ..그 다음에 먹이기가 무섭더라고요.. 음 ..그리고 은근히 광고성 리뷰도 많은 것 같아 잘 걸러야 할 것 같아요. ], 긍정 텍스트 확률 : 51.37%"
"[ 아이엠 뉴질랜드를 실패하고 마지막으로 도전 해 본 분유는 압타밀아직 정착은 아니고 분유 갈아타기 중이예요 새롭게 리뉴얼된압타밀 프로누트라 어드밴스 독일내수용으로 구입했어요. 주변에 압타밀 먹이고 키운 엄마들도 많았고], 긍정 텍스트 확률 : 60.38%"
"[세계적이고 대중적인 분유라 신뢰가 가기도 했습니다.사실 가장 프리미엄 라인이라는 압타밀 프로푸트라를 먹이고 싶었는데], 긍정 텍스트 확률 : 91.84%"
"[토 냄새가 역하다고 해서 좀 두렵더라고요.울 애기가 워낙 토를 잘하는 아가라.. 그리고 저 비위약하거든요? ㅋㅋ그래서 너무 욕심내지 않고 프로누트라로 구입했어요.분유 전문으로 하는 구매대행이 워낙 많아서 생각보다 편안하게 받았습니다. 전 쿠팡직구로 구입했고], 긍정 텍스트 확률 : 87.07%"
"[모유에도 있는 성분인 면역력에 좋은 뉴클레오타이드도 함유 되어 있어요. 그리고 압타밀 어드밴스로 리뉴얼되면서 전 단계 무전분으로 바뀌었다고 합니다.앱솔루트 분유보다 잘 안녹는게 단점이지만 아직까진 응가색도 좋고], 긍정 텍스트 확률 : 98.68%"
