"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[ 케빈은 집에 갔었나? 나 혼자 있었는데 잠들어서 혼자 알아서 찾아온 새우 마렌ㅋㅋㅋㅋ나보다 개월전에 출산한 그녀는 새우가 너무너무 작다고 했다그리고 나의 출산 동영상을 보더니 눙물을 흘렸...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어무니ㅜㅜ지금보니 너무나도 아가아가한 우리 신생아 때우 ], 긍정 텍스트 확률 : 98.51%"
"[ 애기 태어나면 보고만 있어도 시간가는줄 모른다더니 정말 나도 그러고 있었다 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 85.40%"
"[ 그래도 보충식은 빠질수가 없지 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 84.90%"
"[ 너무나 쪼매난 손그치만 이때는 또 안 울었음너란 아이...ㅋㅋㅋ어쨋든 줄었던 새우 몸무게도 정상으로 돌아오고 모유도 제대로 돌기 시작하고 와 이때 진짜 아픔 이때 본인 인생에서 제일 큰 가슴을 볼 수 있음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그리고 나의 응꼬증상은... 뭐 시간이 답이기때문에 퇴원 확정을 받았고우리 애기 받아준 그리고 나의 응꼬까지 아름답게 꼬매준ㅋㅋㅋㅋ 너무나 감사한 우리 의사스앵님과 존경하는 사쥬팜에게 마음을 담아 작은 선물을 전해주고 ], 긍정 텍스트 확률 : 100.00%"
"[ 생각보다 병원에 있는건 있을만 했고 지루하진 않았다배우는 것도 많고 질문도 마구마구 할 수 있고 무엇보다 의료진들이 나와 새우 상태를 계속 체크해주기땜에 맘같아선 더 오래있고 싶었지만ㅋㅋㅋㅋ 조리원 안 가봤지만 마사지 프로그램 없는거 빼면 조리원이랑 비슷한 느낌이니까?화요일 밤에 병원에 처음와서 월요일 낮이 되서 병원을 나왔다딱 일주일만에 바깥공기를 쐬었는데 일주일만에 어느새 밖은 완전히 봄이 되어있어서 너무 놀랬다그리고 새우가 태어난 월 일은 바로봄이 시작하는 날이라능년 봄과 함께 우리에게 새우가 왔다♥가브리엘 안녕?우리 세식구 잘 살아보자 ], 긍정 텍스트 확률 : 99.97%"
"[ .별거없는 소소한 일상이지만 그래두 한 번 봐주세여? 헤헤.구독과 좋아요 댓글과 알림설정해주세요.유튜버 다됨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...그리고 더 자주 더 빠르게 인스타그램에서 만나요 ], 긍정 텍스트 확률 : 60.67%"
"[분수토 후기를 종종 봐서 수입분유를 생각하고 있어요 그런데 수입분유도 종류가 많네요수입은 압타밀], 긍정 텍스트 확률 : 69.87%"
"[ 갈리아 분유 먹여보신분 계신가요? 어떤지 후기알고싶어용ㅠ글고 저렴하게 어디서 구입하시는지 궁금해요], 긍정 텍스트 확률 : 65.94%"
"[ 모유수유하는데이제 혼합 넘어가려해요이것저것 분유 알아보다 갈리아분유 알게됬는데먹여보고싶네요 ㅋ ㅋ근데 후기가 많지않아 걱정인데 먹이시는분 계신가요?압타밀 많이 먹인다는데 잘안녹는다고 해서요분유가 종류가 너무많고 모르는게많아 걱정이예요 ㅜㅜ분유로 잘넘어갈수 있을지 ㅜㅜ], 긍정 텍스트 확률 : 96.39%"
"[소화기능 좀 더 좋게하는걸 목적으로 아기 한약을 먹었다.그리고애교가 늘었고 말을 알아듣는것이 확연히 많아졌다.담요에 애착이 생기기도 하여 잠잘때는 꼭 끌어안고 얼굴을 부빈다. ], 긍정 텍스트 확률 : 53.79%"
"[ 애미랑 뽀글뽀글이 ㅋㅋ 머리카락 같이 나와서 웃김 ], 긍정 텍스트 확률 : 61.64%"
"[ 애비 쉬는날 브런치 먹으러 ㅋㅋ개월때 너무 안먹어서 그 이후로는저런 맛있는것들도 조금씩 걍 줘서 입맛을 돌게했다.역시 맛있는건 잘먹음.. ], 긍정 텍스트 확률 : 99.12%"
"[ . . 울 아가 일 축하행 ], 긍정 텍스트 확률 : 87.07%"
"[ 문센 지실놀이지금와서 보니 개월임ㅋㅋ 그리운 문센시절 ], 긍정 텍스트 확률 : 95.97%"
"[ 애미친구딸과의 두번째 만남너무 귀여움.. 아가도 귀엽고 쨔니 반응도 귀엽고 투샷도 귀엽고 ], 긍정 텍스트 확률 : 99.41%"
"[ 얘도 아직 아가같음ㅋㅋㅋㅋ쪼맨해가꼰 ㅋㅋ ], 긍정 텍스트 확률 : 76.23%"
"[ 개월때 너무 안먹어서 살이 쪽 빠졌다.함소아 다니면서 돈은 쫌 들었지만.. 결과적으론 잘 자고 잘 먹어서 다니길 잘한것 같다.갑자기 시작되었던 밤수도 한달가량하고 난 후 다시 끊기고 ㅋㅋ그때 정말 당황스러웠다는 ㅜ], 긍정 텍스트 확률 : 90.45%"
"[ 핑크보이의 이케아 나들이포근한 매트리스 느낌이 좋은지 부비대면서 ㅋㅋ신발은 깨끗했지만 사진보니 그래도 매트리스 비매 죄송욤... ], 긍정 텍스트 확률 : 82.93%"
"[ 하앙 통잠 좋아유시시반쯤부터 자면 다음날 시반시에 일어난다중간에 잉 하며 깨기도 하지만..낮잠은 한번자기도 하고 두번 자기도 하고 바뀌는 시기인듯하다 ], 긍정 텍스트 확률 : 93.36%"
"[ 울 쨔니 여사친 .귀욥다 귀요어 ㅋㅋㅋㅋㅋㅋㅋ .......? .하품을 쫘악 콧구멍 짱큼 ], 긍정 텍스트 확률 : 97.28%"
"[ 겨울에도 잘때 아기바람으로 선풍기 가동..시원해야 잘잔다실내온도 도에 습도 사이 ㅋㅋㅋ ], 긍정 텍스트 확률 : 68.67%"
"[ 슥슥 낙서하고 싹싹 지워보는 쨔니선물받은 것중에 잘고름 ㅋㅋㅋ ], 긍정 텍스트 확률 : 78.71%"
"[ 설날에 한복입고 새해인사드리러 함비하부지집 년 더 입을수 있겠군아.설 바로 몇일전 애비가 형 독감에 걸려겨우 설때 체력을 회복하였다. ], 긍정 텍스트 확률 : 63.58%"
"[ 두둥울 쨔니도 열이 나기 시작하였다.형 독감이 옮고 옮아서.. 애비], 긍정 텍스트 확률 : 57.42%"
"[결국 지한이까지 ㅠㅠ첫날엔 미열이었고 둘쨋날에 병원가서 독감검사후 독감판정 받고아기용 타미플루를 먹고..그날은 열도 많이 나서 밤새 끙끙거리면서 잠잘때도 힘들어하였다. ], 긍정 텍스트 확률 : 63.21%"
"[ 오빠말로는 형독감 정말 힘들었다고 하는데 그걸 지한이가 겪는다고 생각하니정말 마음이 아팠다. ], 긍정 텍스트 확률 : 99.49%"
"[ 제주도 가려고 예약한것도 취소하고 ㅜ 그래도 좀 빨리나은 것 같았다. 독감때 잠시 밥도 조금먹었는데 다시 돌아와서 다행], 긍정 텍스트 확률 : 82.60%"
"[ 나의 복직을 앞두고 있어서오빠의 쉬는날을 항상 나들이모드 어디라도 지한이를 데리고 나가서 보여주고 놀아주고 싶었다.근데 판교 현대백화점 좋더라.. ], 긍정 텍스트 확률 : 96.02%"
"[ 배뜸중머리카락은 또 위로위로 솟는중 ], 긍정 텍스트 확률 : 90.51%"
"[ 울 지한이가 어린이집에서 젤 막내였다 월생의 비애 ㅜ 이제 시작이겠군. ], 긍정 텍스트 확률 : 94.16%"
"[ 뭣도 모르고 좋데유참 잘했어요 아가 ], 긍정 텍스트 확률 : 88.94%"
"[ 옹알이도 옹알옹알 하부지 좋아하는 쨔니군 ], 긍정 텍스트 확률 : 68.26%"
"[ 지하니의 애착담요ㅋㅋㅋ저게 있으면 수월하게 잠들수있음젤 큰역할은 당연 쪽쪽이 언제끊니.. 곧 어린이집가는데 못끊겟.. ], 긍정 텍스트 확률 : 54.32%"
"[ 지한이도 좋아하고 덕분에 우리도 좋아하고 ㅋㅋㅋ ], 긍정 텍스트 확률 : 94.32%"
"[ 오는길에 넉다운ㅋㅋ 멍뭉이 한마리 엎어옴ㅋㅋㅋ ], 긍정 텍스트 확률 : 89.19%"
"[ 눈 펑펑 온날여전히 무서운 눈 ㅋㅋㅋ ], 긍정 텍스트 확률 : 74.30%"
"[ 애기 키워본 사람들이 하는 얘기들은 정말 다 맞다ㅋㅋ점점 더 예뻐질게 있나 했는데 증말 점점 더 예쁘고...육아엔 답이 없고 애기마다 다르고 엄마마다 다르고 ㅋㅋㅋ육아에 대해 이래라 절라 하믄 안됨 ㅋㅋ힝 무튼 너무이쁘다울 아가 쭈욱 잘 먹고 잘 자고 잘 크자 ♡ ], 긍정 텍스트 확률 : 90.47%"
"[ 요즘켜는 것에 완전 꽂혔어요그래서 기가지니 코드 아예 빼버림...그래서 요즘 동요도 못듣고 있음.. ], 긍정 텍스트 확률 : 58.88%"
"[ 요즘.?브이텍걸음마보조기브이텍걸음마보조기 로 걷는 연습 활발히 하구 있구요 ], 긍정 텍스트 확률 : 88.48%"
"[ 자다 일어나서 예쁘게 찍기 망 ], 긍정 텍스트 확률 : 82.62%"
"[ 거울놀이 문센한날여사친 봄이는 점점 이뻐지는듯 ], 긍정 텍스트 확률 : 75.92%"
"[ 얼마전 중고로 산 미끄럼틀나름 호영이가 잼써 하구있다 ], 긍정 텍스트 확률 : 83.69%"
"[ 요즘 뭐든 다 잡고 서고 있네요 ㅋㅋ ], 긍정 텍스트 확률 : 94.29%"
"[.?짝짜꿍짝짜꿍 놀이도 잼있어하구요 .?생후개월생후개월일 발달상황하루 총량분유 후기 이유식 요즘 이유식과 분유 꽤 잘 먹고 있다. 근데 체중은 . ㅜ 이유식을 더 늘려야하나 고민중수면패턴시 사이 잠들어서 시 사이 기상중간에 배고픈지 시에 살짝 일어나서 분유 먹고 잠.오후낮잠을 시시까지 시간 잠치아발육상황밑에 이 개 나오구 위에 개 나옴 .?개월발달상황개월발달상황이제 내가 안보이면 어디갔냐고 소리지름 ㅋ 다른 아기들은 일찍 더 엄마를 찾았지만 호빵이는 이제 엄마를 찾고 있다. 얼마전 곤지곤지 하는것 같았는데 아직까지 완벽하게 되진 않는다. 요즘 야채모형 싹둑놀이 장난감을 엄청 잘 떼낸다 ㅋ바퀴달린장난감을 엄청 좋아하고 요즘따라 잘 웃어줌 ㅋㅋㅋㅋ우리 아들 건강하게 자라줘서 넘나 고마워사랑해 ], 긍정 텍스트 확률 : 99.99%"
"[일쯤부터 분유양 급격히 감소고 며칠 전까지만 해도 이유식을 하루 먹고분유를 먹던애가 분유를 겨우겨우먹고 밀어내고 먹고 밀어내고..어차피 전분 있는 분유가 별로였던 차여서맛있는 분유로 바꿀까 싶기도 했다가또 딱히 바꾸기도 애매하고..프로푸트라로 돌아가려니수급스트레스 어마어마 할거고 가격도 엄청 올랐고그러다 알게 된 갈리아.압타밀과 같은 회사?인 다농 제품이고전분이 아닌 유당으로 포만감을 주는 프로푸트라 느낌이라 압타밀에서 많이 갈아탄다길래중나에서 한 통을 사고구매대행으로 통을 주문했다.갈리아로 바꾸니 좀 더 잘 먹는 느낌이라 그럭저럭 만족했는데며칠 후부터 설사가 오락가락..애기는 여전히 너무나도 잘 놀길래혹시나 해서 다시 누트라 단계 주니 어른 똥.그렇게 갈리아를 포기하고 누트라 단계로 돌아갔고 괜찮아지겠지 싶었는데코를 그렁그렁거리며 다시 설사 시작.병원가서 약 처방.차도 없음 ㅜ다시 가서 약 바꿔 옴.콧물은 아주 조금 나아지는 듯 했으나 변횟수는 줄지 않고 일일십똥 찍음.정장제와 지사제를 먹어서 그런지 가루똥이 등장..분유에 정장제 타서 먹이니 맛있는지 주는대로 클리어 함.이유식에서 야채 다 빼고 소닭 살코기 미음.콧물은 더 심해져서 끈적한 코를 질질 흘림.설사때문에 항생제 처방은 안돼서 기침가래약으로 추가처방 받고설사시작한지 주가 지났다며 의사샘이 분유 바꿔보자고.노발락 먹인지 이틀째부터 조금씩 호전되었다.오늘은 노발락 일주일 째], 긍정 텍스트 확률 : 92.12%"
"[분유 분유 먹자마자 낮잠 이유식], 긍정 텍스트 확률 : 65.75%"
"[소닭 살코기 미음원래 시와 시가 아니라 시에 이유식과 분유를 먹여왔는데애기가 허기져서 잠을 못 자는 듯 해서한 번을 더 먹이니 잘 잠 ㅜㅜ너무 많이 먹이는 듯 한데.. 어쩔 수 없음.먹고도 더 먹고 싶어 할 때도 있다 ㅠ압타밀로 다시 돌아가면 분유거부가 또다시 시작되려나. ], 긍정 텍스트 확률 : 61.36%"
"[엄마아빠 슬리퍼], 긍정 텍스트 확률 : 64.16%"
"[엄마아빠 전화기], 긍정 텍스트 확률 : 64.16%"
"[ 애기 짐 자질구레 한 게 은근 많다.진작 살 걸. ], 긍정 텍스트 확률 : 58.65%"
"[종류도 만족이 안 되어서 바꾸어보았다.두 종류를 퐁당퐁당 먹임. ], 긍정 텍스트 확률 : 50.82%"
"[ 팝업북 펴 주니까 좋아하길래 디밀었다가..뱀머리끄트머리와 사자발가락 일부는 애기 뱃속으로. ], 긍정 텍스트 확률 : 52.81%"
"[ 점퍼루는 조리원 동기에게 팔고지역카페에서 드림받아 온 쏘서.저 길다란 호스와 앵무새와 나비가 쑥쑥 빠지는 걸사랑의 힘으로 고쳐냄. ], 긍정 텍스트 확률 : 92.86%"
"[ 이때는 저 발바닥 한 곳 뿐이었지만지금은 양쪽 발바닥], 긍정 텍스트 확률 : 80.00%"
"[ 또르르 잘 굴러서 애기가 넘 좋아함.공 잡으러 쫓아다니다 안 잡히면 소리를 빽이 나이에 쫓아다니며 공줍.. ], 긍정 텍스트 확률 : 61.95%"
"[ 매번 나오는 교구를 물티슈로 닦기도 그렇고 ㅠㅠ ], 긍정 텍스트 확률 : 54.33%"
"[ 다들 엄마 옆에 잘 앉아있잖니.돌아다니는 애 너밖에 없다 ㅜㅜ첫날은 삐쭉거리고 울고 하더니.선생님이 나더러 애기 데리고 여기저기 많이 다니셨던 것 같다고.아뇨 저희는 집순이입니당.. ], 긍정 텍스트 확률 : 89.85%"
"[ 설거지 마치고 큐브들 만들고 자러 들어갔는데침대 한가운데 웬 어린이가.언제 이렇게 컸지.그나저나 나는 어디서 자야 함..? ], 긍정 텍스트 확률 : 88.96%"
"[ 갈리아로 바꾸고 싶었는데 ㅜㅜ의사샘 왈 유당이 많으면 버거워 하는 애들 있다며.분유때문에 장이 약해져 그런 것일 수 있으니바꾸는 거 비추천..예전에 프로푸트라 단계 때도 적응기간이 있었는데단계라 유당이 더 많아서 그랬을까.우리애기 나 닮았나보다.나도 오랜만에 우유먹음 부글부글 ㅠㅠ ], 긍정 텍스트 확률 : 79.45%"
"[ 흙모래벌판이었던 곳에 아파트들이 들어서고이제 곧 마지막 입주시기가 다가온다.우리집은 이제 낡은 아파트가 된 듯한 느낌. ], 긍정 텍스트 확률 : 91.37%"
"[ 땀띠 난 게 새로 산 내복때문인가 싶어서로켓배송으로 주문해 본 마밤 내복.이거 입히고 나면 다른 내복 못 입힘.넘 고급지고 예뻐서.. 그런데 이게 한 벌에 만원도 안 한다.다음 내복은 아이숲이란 곳에서 사 볼 예정이다.여름용 수면조끼를 아이숲에서 샀는데 면이 어찌나 좋은지.원래 내복도 아이숲에서 사려다 마밤이 더 싸고 이뻐서 주문해 봄. ], 긍정 텍스트 확률 : 98.25%"
"[ 안전바를 하도 먹어대서 커버를 주문해 보았다.포인트도 되고 그럭저럭 괜찮음. ], 긍정 텍스트 확률 : 74.03%"
"[ 생각보다 크기가 커서 비교해 봄.하긴 휴대용은 큰 애들도 타는 건데 작으면 안 되지..ㅋㅋ이후 와이업을 두세번 더 사용 후 바로 처분하고잉글레시나 트릴로지를 휴대용처럼 개월 쓰다가또 처분하고 마운틴버기 나노를 아주 오랫동안 잘 쓰고 있다개인적으로 와이업 제품은 음...잉트도 음... ], 긍정 텍스트 확률 : 80.71%"
