"[ 처음에는 이마트 힙분유를 한통 사서 갈아타기를 했고 이제 힙분유로 정착을 해야겠다 싶어.?힙분유직구힙분유직구 를 시도해봤어요. 힙분유는 독일산], 부정 텍스트 확률 : 94.00%"
"[지방 소화흡수가 편하답니다.혹시라도 배앓이가 심하거나 변비가 있는 아기들에게 매일 산양분유 먹여보세요.처음에 소월이도 이유식 시작하면서 변비가 찾아와 드롭형 유산균 가지나 구매해서 골고루 먹여봤는데 응가 냄새나 방귀 냄새가 좀 더 지독하게 나는 경우도 있었고 변 보는 것도 유산균 먹여도 힘들어하더라구요. ], 부정 텍스트 확률 : 92.53%"
"[ ...산양유가 아기들의 소화흡수에 좋은 원인은중쇄지방산의 함량이 높아서에요...중쇄지방산은 지방산이라고도 불리죠..체지방에 쌓이지 않는 오일로 유명하고 많이들 알고 계시는코코넛 오일이 지방산 많다고 알려져있어요...코코넛오일은 성인인 부모들으 먹을 수 있지만 아기들에게는 먹이기 힘들잖아요..그래서 중쇄지방산 함량이 높은 산양유를 먹이는 거랍니다... ], 부정 텍스트 확률 : 91.81%"
"[ 어깨가 너무 아파서 모유수유는 일찍이 포기했었거든요. 분유로 넘어가면서 행여 부족한 영양분이 있으면 어쩌나 마음이 조금 걸렸는데 걱정이 무색할 정도로 아기는 너무나도 건강하답니다. ], 부정 텍스트 확률 : 81.59%"
"[젖병 옆면에 덩어리 진 것 없이 부드럽게 녹아져있어요...], 부정 텍스트 확률 : 89.11%"
"[ ...친정어머니], 부정 텍스트 확률 : 75.40%"
"[ ...분유 거부해도 참 속이 아파요. 한 두푼도 아니고 거부한 분유는 어찌 처리하기도 아깝고.. 분유에 예민하거나 소화가 잘 안 되는 아기들에게 산양분유 먹이는 것 추천해요...], 부정 텍스트 확률 : 88.56%"
"[ 먹는데 분유 한 통 비우는데 일 걸리네요... ], 부정 텍스트 확률 : 94.73%"
"[ ..앱솔루트 산양분유는.쿠팡에서 쉽게 구매가능합니다.. ], 부정 텍스트 확률 : 54.60%"
"[ ...... ], 부정 텍스트 확률 : 70.13%"
"[ . ], 부정 텍스트 확률 : 62.92%"
"[ 원 ..에 원.], 부정 텍스트 확률 : 54.19%"
"[ .우선 늘 똑같은 수유조건이다..헤겐그린맘 젖병 사용젖병 비교는 커밍순.수입분유라서 ㅡ도 사이에 바로 타는거라.정수기 온수냉수 반반 받아서 바로 분유 쉑쉑....패키지.비교부터 하면.깡통에 담긴 국내 것과 비교하면.시리얼 수준..포장비 아껴서 싼가..?..상자 열면 숟가락하나 시리얼봉지같은거 하나..이건 장점이자 단점. ], 부정 텍스트 확률 : 99.76%"
"[ .분유통이 꼭 필요하다..우린 모던하우스 .사용.빈 통이 허전해 보여서 사자 잘라서 넣어줌😅..깡통이 아닌게 왜 장점이자 단점이냐면.깡통에 든거 안남기고 다 쓸 수가 없는데.얘는 봉지라서 탈탈 털어서 마지막 한가루까지 .모아모아 먹일 수 있다는게 장점..그리고 재활용이 간단함...퓨어락이랑 코알라 경우엔 뚜껑 캔 일체형이라.쇠랑 플라스틱이 조립되어 있는데 .이것보다 재활용 버리기가 수월함 ], 부정 텍스트 확률 : 92.84%"
"[ .그리고 모든 외국분유들이 그렇듯.물을 넣고 몇숟가락 넣게 안내가 되어있는데.우리집은 분유먼저 넣고나서 .물 총량을 맞추기 때문에 뚜껑에다가 적어놨음.. .?뢰벤짠수유량뢰벤짠수유량 ], 부정 텍스트 확률 : 99.29%"
"[ .그람이 한통이라 .상대적으로 쫌 빨리 닳는 기분은 있다..한통에 일 정도 먹이는 듯..가루가 엄청 곱다..먹방 소리 듣듯이.뢰벤짠은 분유 숟가락으로 잔뜩 퍼서.윗면깎는 그게 다른사람들 시켜주고 싶을 정도로.느낌이 너무 좋다..부드럽게 스윽 긁힘. ], 부정 텍스트 확률 : 90.08%"
"[ ..녹기는 .얼마나잘 녹게요.미지근해도 다 녹는다.거품? 아무생각없이 막 흔드는 아래 이미지를 보면 .알 수 있음..뽀글 생겼다가 내려놓음 다 없어짐. ], 부정 텍스트 확률 : 91.38%"
"[ .응아...💛색깔 응아 .이 분유 바꾸고 매일봅니다..난 퓨어락 노란응아가 황금똥인줄 알았는데.엉덩이에 붙는것도 별로 없이.밝은 노오란 응아를 매♡일♡ 싸는중.똥까지 해봤음설사..분유 바꾸실 분들은 . .?뢰벤짠뢰벤짠 .한번 고려해보세요..월 일이렇게 써놓고 사지말라 한 이유는.내가 살려할때 없기때문ㅠ.그냥 재고있을때 마구마구 재 놓으세요. .이렇게 분유만 잘 먹어도.엄빠 키 작음 키 퍼 몸무게 퍼 나옴...그럼], 부정 텍스트 확률 : 100.00%"
"[ .쫑 ], 부정 텍스트 확률 : 62.92%"
"[.육아일기..내돈주고 힙분유 단계 구매후기.일단 영수증 인증..힙분유단계 전분 통에원으로 .해외직구함. ], 부정 텍스트 확률 : 72.83%"
"[ ..크기는 단계가 조금더 큰거같긴한데.잘모르겠음 비슷한거같기도하고..물에 타는 양을 똑같음 에 한스푼. ], 부정 텍스트 확률 : 59.21%"
"[ ..분유 이거저거 안갈아타고 .힙분유 단계만 바꿔가며 딱딱 맞춰서 잘먹이니까.벌써 일년이 지나갔다 ㅎㅎㅎ..힙분유 덕분에 분유토 ], 부정 텍스트 확률 : 94.86%"
"[우리 아가 점복이는 일개월에 막 들어섰답니다많은 엄마들이 저와 같은 고민을 하셨으리라 짐작하고 있지만.. ], 부정 텍스트 확률 : 55.56%"
"[ 그래도 확실히 아기 배앓이에 효과있으니감안하시고 써보세요ㅠ저도 그때까진 아기가 안아플수만 있다면 이딴 설거지가 대수냐 했거든요 ㅎㅎ둘째가 바로.?노발락노발락 입니다울어대는 아기를 안고 간 병원 의사선생님이 지나가는 말로 노발락 이라는것도 있다 하신 날바로 약국에서 구입했더니 사만천원], 부정 텍스트 확률 : 96.39%"
"[ 같은 성분이지만 직구용인 노발락를 구입 했습니다직구 여섯통에 만원대 입니다성실하고 믿을수 있는 기업.?쿠팡쿠팡 에서요쿠팡 좋아할뿐 아무상관 없음 .. ], 부정 텍스트 확률 : 83.66%"
"[ 이렇게 한동안 먹였는데 또다른 고민이 생기기 시작합니다 ], 부정 텍스트 확률 : 90.26%"
"[ 그것은.?토토원래 아기들은 토를 많이 한다지만일쯤 부터는 정말로 진짜로 많이 했어요먹은거 다 토하는거 아닌가 싶게분수토는 아니였지만 게우는게 심상찮고엄마는 그렇잖아요이러다 죽는거 아니야다 토해서 못크는거아니야 이러면서꿈에서도 애가 나와서 토하고 막 ㅠㅠㅠㅠ어느날 아침 도저히 안되겠다싶어병원에 달려갔지만부쩍 늘어버린 몸무게로인해더 토해도 된다는 의사선생님.... ㅠㅠ참고로 이 선생님 되게 좋은 선생님 이십니다ㅋㅋㅋ하지만 몇주간 이어진 토전쟁걱정은 되고 주위에 이런말 저런말은 많지만무턱대고 분유를 바꾸기도 겁나는 엄마심정...점복이가 알아야할텐대ㅠ그러던중 엄마단 주부되시는 지인의 추천으로아가들을 전문으로 보는 한의원을 찾아가게 됩니다후... 여정이네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 한의원 정말 괜찮았어요약을 짓거나 침을 맞은건 아니고 .?분유량분유량.?분유텀분유텀 등 상담], 부정 텍스트 확률 : 100.00%"
"[ 힙 프레 콤비오틱입니다한의원에서 직구로 구입해놓은걸 저희에게 하나 팔아주셨어요일단 힙 분유는 전분이 없어서 소화가 좀더 편안하다는 뭐 그런 이론이었지만 찾아보니 유기농에 오메가쓰리에 장내유산균증식에 모유와 가장 비슷하여 좋다고 소문나있고네 저는 그런거 잘은 모르지만 좋다고 합디다 ], 부정 텍스트 확률 : 91.09%"
"[ 제가 항상 구매하는곳을 링크했어요 포장과 배송이 가장 믿음직스러웠거든요그런데 영어가 아니니 무슨말인지 도 모르겠고요 ], 부정 텍스트 확률 : 84.96%"
"[ 그림이나 표가 없으니 더 모르겠구요 ], 부정 텍스트 확률 : 79.36%"
"[ 자세히 봅시다그림상으로는 물넣고 분유넣고 흔들어서 다시 물넣고? 응?? 외국 분유들은 물을 먼저 넣더라구요노발락의 경험을 살려 물넣고 분유넣고 잘 탔습니다 ㅋㅋ물을 먼저 넣는 다는점 때문에 분유가 만들어졌을때 양을 잘 인지하셔야 합니다저희는 한의원을 다녀온 후 원래 하루에 를 총 회 먹던 점복이의 분유량을에 총 회로 조절했습니다그리하여 을 먹을려면 물 을 넣고 분유 숟가락을 넣으시면 총완성결과를 먼저 이야기 해보자면토가 확 줄었습니다이게 분유덕인지 애가 덜먹어서 그런지잘 모르겠지만 ㅋㅋㅋㅋㅋ하지만 일주일후 배고프다고 울부짓는 통에다시 로 돌아왔다는 슬픈 이야기...아무튼 힙분유 이야기를 더 해보아요 ], 부정 텍스트 확률 : 76.21%"
"[ 별거 아닌것 같지만숟가락이 참 별로에요포장도 별로고 종이박스 뜯으면 콘프레이크같은 봉지에먹던 봉지를 스티커로 붙이게 되어있음사진은 없지만 그와중에 한쪽에 종이 박스가툭 튀어나와있는데 분유깍으라고 만들어둔 부분.. ], 부정 텍스트 확률 : 99.40%"
"[ 먹다가 처참하게 남은 노발락입니다제 성격이 원래 섬세하지 못합니다만이런 분유통이 얼마나 편안했는지ㅠ뚜껑 팍 열어서그냥 퍽퍽 뜨고숟가락도 같이 던져두고그런데 힙분유를 먹이게 되면서분유를 다먹고 버려지는 깡통이 얼마나 많은지생각해보게 되었습니다깡통이든 종이든 비닐이든 분리수거는 되지만분리수거쓰레기의 양 자체에 차이가 어마어마하리라는거예감하시리라 봅니다 ], 부정 텍스트 확률 : 95.34%"
"[ 윗부분을 과감하게 잘라서 넣습니다 ], 부정 텍스트 확률 : 89.25%"
"[ 새 분유를 뜯어서 넣어도 넘치지 않고 딱 맞아요처음에는 숟가락도 같이 넣어놨는데분유가 노발락보다 촉촉한 느낌이에요다 들러붙고 난리난리그래서 이제 바로바로 씻어서 따로 보관위에서 숟가락이 별로라고 한 이유는노발락의 숟가락은 잘 보시면 바닥에 작은 구멍이 있어요그래서 잘 퍼지고 잘 떨어져요? 담아져요? 암튼], 부정 텍스트 확률 : 95.76%"
"[ 그런데 힙의 숟가락은 꽉 채워서 퍼지지 않을때도 있고젖병에 넣을때 숟가락안에 남는 양이 있을때도 있습니다촉촉한 느낌도 있는 분유인데숟가락에서 잘 떨어지지도 않으니처음에는 답답했어요그래서 힙분유 구매하시는 분들을 위해 말씀드리자면젖병에 탁탁 털어서 넣어주시라는 팁 ㅋㅋ ], 부정 텍스트 확률 : 75.87%"
"[ 로 완성된 힙분유입니다그런데 이거 분유 넣자마자 찍은건데 완전 거의 녹지 않았나요?힙분유의 장점은 여기서도 한가지 ], 부정 텍스트 확률 : 98.30%"
"[ 분유의 뭉침이 없고 바로 녹아서젖병이 깨끗할정도에요노발락을 먹다가 와서 그런가... 아무리 흔들어 제껴도 뭉치고 묻고 남고 그랬는데힙분유는 분유가루 넣자마자 녹아없어집니다약간 흔들어주면 그냥 우유같아요그래서 설거지는 더 아름다워 집니다 ], 부정 텍스트 확률 : 94.10%"
"[ 정리하자면 일 최점복더블하트젖병모유실감젖꼭지에 힙 프레 콤비오틱 분유를 시간 분 간격으로 총 회키몸무게 아기성장발달 상 이틀에 한번 황금응가 ], 부정 텍스트 확률 : 65.08%"
"[그동안 공룡이에게 수유했던 아이들....모유먹는 공룡이지만], 부정 텍스트 확률 : 80.87%"
"[통잠을 재우기 위해 자기 전 회는 무조건 분유를 수유했었는데..일부턴가.. 갑자기 조리원 퇴소 후에 집에와서 쭉먹었던 유기농 궁을 거부하는 공룡이...ㅠㅠ일이 지나면 아기들이 모유분유를 택한다고 하더니..그 말이 진짜 맞나보다...일정한 맛과 배부름을 원하는 아기는 분유를 택하고], 부정 텍스트 확률 : 63.12%"
"[ 그 때 부터 분유에 대해 공부하기 시작..여러 맘스카페에 모유먹는 아기들이 좋아하는 분유를 검색해봤던 나는산양분유는 잘 먹는다는 얘기를 듣고 일동 후디스 고객센터에 전화해서 한 캔을 프로 할인된 금액에 구입 ], 부정 텍스트 확률 : 73.76%"
"[ 후디스 산양분유 체험하는 방법산양분유 체험분 구입을 원하시는 분들은번에 전화하셔서 신청하세욧 ], 부정 텍스트 확률 : 54.77%"
"[ 혹시라도 공룡이가 거부할까 싶어...유축해놨던 모유랑 섞어서 수유했는데..몇일 먹는것 같더니 또다시 거부...똑똑한 공룡이 이 녀석 ], 부정 텍스트 확률 : 96.56%"
"[ 베비언스 액상분유 체험하는 방법베비언스 홈페이지에 가시면액상분유 체험팩 구매가 가능합니다 ], 부정 텍스트 확률 : 58.69%"
"[ 그런데 문제는노발락은짜리가 안나온다고ㅠㅠ하루 한끼 분유먹는 공룡이에게 은 두달치 양인데...분유는 개봉 후 주가 지나면 버려야한다는데..반 이상을 버리기엔 너무 아깝고ㅠㅠ왜 나에게 이런 시련을...ㅋㅋㅋㅋㅋㅋㅋㅋ 그 때 부터 국내분유가 아닌 외국분유에 대해 공부를 하기 시작했는데..작은 사이즈가 나오는 외국분유를 검색하다가 우연히 알게된 힙분유이거 왠지.. 괜찮을 것 같은데??? ], 부정 텍스트 확률 : 59.68%"
"[ 힙 분유는 독일산], 부정 텍스트 확률 : 66.26%"
"[ 오스트리아산 힙분유 구입하는 방법알펜비 사이트에 접속 .... ], 부정 텍스트 확률 : 66.73%"
"[ 회원가입 후 구매할 제품선택하고주소], 부정 텍스트 확률 : 86.64%"
"[..떠하가 변비로 인해 고생하다가 정착하게 된. .?힙콤비오틱힙콤비오틱 .?힙분유힙분유.지금껏 만족하며 먹여왔기 때문에 .고민없이 단계로 넘어갔어요. ], 부정 텍스트 확률 : 86.76%"
"[ ..좌 단계 우 단계 힙분유예요..단계에 비해 알갱이?가 조금 거친 느낌이에요..힙분유프레는 그냥 녹는다고하면.힙분유단계는 왜이렇게 안녹아?했잖아요?.힙분유단계는 더 안녹는 느낌이에요?ㅋㅋ.그래도 힙분유는 힘껏 흔들어도 거품이 나지 않으니.분유 흔들면서 스트레스 풀어봐요?ㅋㅋㅋ ], 부정 텍스트 확률 : 87.53%"
"[ ..비교샷은 동영상으로도 찍어봤어요 ], 부정 텍스트 확률 : 92.89%"
"[ ..힙단계분유는 다 먹고나서도 분유통에 .기름?이 묻어있어요..그래서 왠지 더 안녹은 느낌이 강한것 같아요. ], 부정 텍스트 확률 : 76.72%"
"[ ..그래도 힙단계분유는 다 먹고나면.분유통은 깨끗했는데 ], 부정 텍스트 확률 : 69.23%"
"[ ..힙분유는 단계나 단계나 잘 안녹지만.세게 흔들어도 거품이 생기지 않아서 좋아요..간혹 거품이 생겼다고 해도 금방 없어져요.단계.단계는 아예 거품 안나더라고요. ], 부정 텍스트 확률 : 61.90%"
