"[우리 아이에게 엄마가 직접만든 이유식을 먹이는게 제일 좋겠지만 여행을 가거나 더운 여름철 외출이 길어질때는 배달이유식도 불안.. 실온이유식], 긍정 텍스트 확률 : 82.06%"
"[ 처음부터 입으로 직행 ㅋㅋㅋ뭔지도 모르면서...직감적으로 먹을거구나 싶었나봐요 ㅋ먹고나서 탐색 ㅋㅋ뭔데 이리 새콤달콤해?? ㅋㅋ사과칩을 자꾸 보면서 만지더라고요 ㅎㅎ ], 긍정 텍스트 확률 : 58.07%"
"[ 아이가 먹고 있는거는 계속 주시해주시는 게 좋아요잘못하면 목에 걸려요 ], 긍정 텍스트 확률 : 80.82%"
"[ 또롱이가 요즘 새로운 간식들을 시도하기 시작했는데요바나나], 긍정 텍스트 확률 : 82.84%"
"[소근육 발달에도 도움되는 아기핑거과자], 긍정 텍스트 확률 : 75.13%"
"[ 일동후디스 아이밀 냠냠 그릭요거볼. ], 긍정 텍스트 확률 : 69.94%"
"[ .. .?그릭요거볼그릭요거볼 ], 긍정 텍스트 확률 : 56.51%"
"[ .촤르르르 그릇에 꺼내주니 .짱이 손이 먼저 덥석ㅋㅋㅋ .ㅋㅋㅋㅋㅋㅋ....그릭요거볼은 신선한 요거트를 그대로 동결건조시켜], 긍정 텍스트 확률 : 50.68%"
"[그릭요거트의 부드러운 맛과 영양은 물론 유산균으로 우리아기 건강까지 생각한 아기과자랍니다.그릭요거볼 한 봉지에 무려 요거트 개분량이 들어있다는 사실.... ], 긍정 텍스트 확률 : 57.19%"
"[ .아이들이 좋아하는 하트♥모양으로 만든 핑거푸드라 짱이가 확실히 더 흥미로워 하더라구요 .손가락으로 야무지게 잡고 먹는 연습을 하며 자연스레 손가락운동도 되고 소근육 발달에도 도움을 주는 아기과자예요...엄마가 주세요 ], 긍정 텍스트 확률 : 99.73%"
"[ .엄마], 긍정 텍스트 확률 : 51.49%"
"[또 주세염.끊기지 않게 달란말이다요 ....유산균도 챙기고], 긍정 텍스트 확률 : 84.37%"
"[소근육 발달에도 도움이 되는 석 조 아기과자 ], 긍정 텍스트 확률 : 70.34%"
"[ .이예요. ], 긍정 텍스트 확률 : 54.35%"
"[ ..아이밀 유기농주스는 .두 가지 맛이 있어요.차 체험때 사과], 긍정 텍스트 확률 : 81.88%"
"[배는 아가들 이유식.시작하면서 제일 먼저 먹게되는 .과일인데 종합과일맛에는.백포도가 첨가되어 이 .다른 것 같네요 ..일단 주스 색도 사과], 긍정 텍스트 확률 : 77.64%"
"[ ..아이밀 유기농 주스는 .우리아이의 성장 발육에 .도움을 주는 다양한 영양성분까지.배합되어 있다니 그냥 음료가 아니라.든든한 간식으로도 먹일 수 있답니다 ], 긍정 텍스트 확률 : 74.12%"
"[ ..휴대와 보관이 편리하고.외부 충격에 안전한.에 담겨있어요 ..올록볼록 볼륨감 있는 .형태라서 잡기에도.더 편하답니다 ..용량도 로 .너무 적지도 많지도 않은.딱 적당한 양이라 외출 시 .부담없이 챙겨나갈 수 있어요..의 모양], 긍정 텍스트 확률 : 77.89%"
"[용량은 .보리차와 유기농주스가 모두 같아요. ], 긍정 텍스트 확률 : 67.19%"
"[배 맛과 비교해서는.조금 새콤한 맛이 나서인지.처음에는 인상을 약간 찌푸리더니.....몇번 먹어보더니 쪼로록 흡입을.. ], 긍정 텍스트 확률 : 97.90%"
"[타우린의 영양이들어있어 든든한 아기주스 일동후디스아이밀 유기농주스우리 아가들 주스로 추천추천해요 ], 긍정 텍스트 확률 : 82.39%"
"[안녕하세요.핑퐁언니의 핑퐁씨입니다.핑퐁씨의 따끈따끈한 체험단 모집 소식오늘은 우리 아이를 위한 건강한 먹거리 브랜드일동후디스 아이밀 제품을 체험하고생생한 후기를 작성해주실 제품 체험단을 모집합니다. ], 긍정 텍스트 확률 : 94.95%"
"[ 원■ 배송로켓배송■ 유통기한년 월 일까지■ 중량포 ■ 특장점쉽게 탈이 나는 우리 아이들에게 도움이 되는 유아 영양제로써 뼈 성장 발달에 중요한 칼슘 및 비타민가 함유 되어있습니다유당의 소화를 도와주는 유당 분해 효소 락타아제를 보강하였으며튼튼한 영양 보충을 위해 아연], 긍정 텍스트 확률 : 83.91%"
"[ 비타민 등을 함유한 유산균ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ■구매한 목적항상 재구매해용 ㅎ처음에 일정도 변을 못보길래 병원을갈까 고민하다가 관장하면 아기가 너무 힘들어한다고해서 인터넷에서 찾고 찾다 이게 변비에 좋다고해서 구매하게되엇어여■ 사용 후 솔직한 느낀점이거 맨 처음 먹일때가 생각나네여 ㅎㅎ변비로 일정도 변을 못본 상태엿거든여병원을 갈까 하다가 병원가서 관장하면 아기가 너무 힘들어한다고해서 마음아파서 인터넷에서 찾고찾다 이게 좋다고해서 부랴부랴 주문햇던 기억이 잇네요 ㅠㅠ첫날 먹엿엇는데 효과 못보고둘째날인가 셋째날 아주 똥파티를 하더라구요 ㅎㅎㅎㅎ그 후로 비오타민은 꼭 이유식에 섞어 주는데 ㅇ엄청 잘먹어요 이제 떨어지면 불안해서 어딜가도 이유식비오타민 은 항상 챙기고 다녀요ㅎ남편도 여분으로 더 갖고다니라고 하고 ㅋㅋㅋㅋ적어도 두돌때까진 먹일생각이예용 ㅎ이제 만개월 됫지만 진짜 이건 너무 꾸준히 먹이는거라 ㅎㅎㅎㅎ하루에 포씩 아침], 긍정 텍스트 확률 : 100.00%"
"[저녁으로 먹이고 있어요 아기가 건강해져서 너무 좋아요 ㅠㅠㅠㅋ이제 일일 일똥 ㅋㅋㅋㅋ거기서도 변 못누면 끙아쥬스로 해결해요 ㅎㅎ그럼 진짜 먹고 조금잇다가 아니면 다음날 직빵이에여 ㅎㅎ■ 좋은점과 아쉬운점좋은점쉽게 탈이 나는 우리 아이들에게 도움이 되는 유아 영양제로써 뼈 성장 발달에 중요한 칼슘 및 비타민가 함유 되어있습니다유당의 소화를 도와주는 유당 분해 효소 락타아제를 보강하였으며튼튼한 영양 보충을 위해 아연], 긍정 텍스트 확률 : 55.10%"
"[ 지금까지 일동후디스 비오타민 프로바이오틱스 상품이였습니다. ], 긍정 텍스트 확률 : 50.43%"
"[ 즐거운 쇼핑 하세요.?일동후디스일동후디스.?비오타민비오타민.?프로바이오틱스프로바이오틱스 이 포스팅은 제휴마케팅이 적용되어 작성자에게 일정액의 수익이 발생할 수 있습니다. ], 긍정 텍스트 확률 : 76.73%"
"[ 전 하계동에 있는 노원더블레스 조리원을 이용했어요. 투어 갔을때 가장 집이랑 가까웠구 태교여행도 사정이 생겨서 못가다보니ㅡ 몸조리라도 내가 원하는 곳에서 편하게 받고 싶었어요 . 신생아실이건 뭐.. 설명할 필요없이 최고에요..처음에 입실하면 신생아는 층 집중관찰실로 가요 거기서 다른 문제 없는지 확인하구 층이나 층 신생아실로 이동하는 시스템이에요조리원 도착하자마자 아가는 층으로 데려가서 이상 없는지 엄마랑 옆에서 쫙 확인해요.. 병원에서 잘 봐야한다는 부분도 말씀 드렸더니 알아서 다 확인도 해주시더라구요 수유콜은 엄마가 원하는 대로 해주세요 내선전화가 있어서 수유시 하시겠냐구 전화오구요 아침이나 저녁엔 내가 원하는 시간 얘기함 맞춰주세요..아가는 무조건 직원분들이 엄마방으로 데려다 주고 데리고 가요 엄마가 아기 안고 이동할 일 없음 엄마랑 아가가 다른 층에 있대서 첨엔 걱정햇는데...몇일 지나니 아가들 너무 이뻐해주시는게 눈에 다 보여서....구냥 신생아실 선생님들 믿고 의지하게 됩니당거기다가 오전 오후 모자동실 시간이 있어서 그때는 필수적으로 아가랑 같이 시간 있어야해요그때 저희 아가가 떵을 싸는 바람에.. 아직 기저귀를 잘 못갈아서 바로 전화 드렸더니 오셔서 기저귀 가는 법 설명해주시고 매일 조금씩 모자동실 시간에 아가 보는 것 보곤 필요한 부분 알려주고 가셨어요 아가를 맘 편하게 맡길수 있으니 너무 좋았어요. 식사식사는 굿 병원 식사가 너무 입에 안맞아서 거의 못먹었어요 ㅠㅠ 그래서 젖이 빨리 안돌았나....여기 음식은 뭐 다른 블로그에 사진들고 많고 하니 다른 설명 필요없을듯ㅋㅋㅋ아침 ㅡ 아침간식 ㅡ 점심 ㅡ 점심간식 ㅡ 저녁 ㅡ 저녁간식으로 나오구요 매일 두유 꼭 나옴 모유가 많이 안나와서 두유 꼭 필요했어요 밥 양은 좀 적어요 그래도 반찬이 짜지않고 풍족해서 괜찮았어요 위에 부담되지도 않구 . 모유수유모유수유 실장님이 매일 수유 어려움 없는지 체크하시고 필요한 경우 가슴마사지도 바로 진행해요 전 모유수유가 진짜 진짜 너무 안되서 ㅠㅜ 모유양도 적고 아가가 직수를 너무 거부해서... 모유실장님이 너무 욕심내지 말고 일단 아가가 젖을 빠는 연습만 하는걸로 하자고 하시면서 저도 좀 마음이 편해지고 모유양 늘릴라고 유축도 진짜 열심히 했네요 모유수유시 아가랑 씨름하고 있을때 저 멀리서 모유수유실장님 목소리 들리면 구냥 마음이... 편해지더라구요. 마사지산전산후기본이에요전 마사지 추가해서 회정도 받았어요. 전 마사지 좋아하는 타입도 아니여서... 결혼전 피부 마사지도 만원 끊고 만원만큼 겨우겨우 하고 나머지는 결혼 후에 다 받느라 오히려 지겨웠던 기억이 있어서 산후 마사지 할까말까 고민 많이 했어요 근데 기본으로 제공하는 마사지 받곤 바로 추가 결재 했네요전지현이 한다는 마사지 강추 진짜 노폐물이 쭉쭉 빠져나가는 느낌 ㅡ 분만후 몸상태 많이 호전된듯해도ㅡ아가 계속 안고 하다보면 다시 어깨랑 목이랑 엄청 뭉쳐요 마사지 받으면서 많이 풀렷구 살도 많이 빠졌어요전체적으로는 조용히 쉬고 싶으신분들.. 남편이랑 아가랑 ㅡ휴식하며 시간 보내고 몸조리 하고싶으신 분들께 강추 전 분만하는 전 날까지 일하느라.. 여기와서 진짜 푹 쉬었네요 프로그램은 많지는 않아요. 조리원 동기를 만날 시간은 일동후디스이유식교육. 흑백모빌. 초점책. 쁘리마쥬. 로하스베베. 원장님 교육 딱 이것만 있어요 그러다 보니 동기를 만나기는 어렵구요 아 이런 사람들 있구나... 정도??이제 일 정도 남았는데 정말 좋은 컨디션으로 회복할수 있었고 좋은 기억으로 남을수 있었네요....... .......? 본문 이미지요렇게 식사는 나와요....... .......? 본문 이미지에스테틱 저는 산후 번 추가 회 받았구요 남은 오일은 이렇게 끝나고 주세요 퇴실후 집에서 샤워하고 나서 바르면 좋대요....... .......? 본문 이미지유축기는 메델라심포니... 이거 유축기계의 샤넬인거 아시죠?? 전 유축이 필수여서... 대여까지 했다는...], 긍정 텍스트 확률 : 99.95%"
"[ 이왕 신청하는거 사은품 잘주는곳에서 받으면 좋아서 알아보다가 원더맘스에서 롯데 국민행복카드 발급받으면 베이비앙바디수트턱받이 테이블매트 전원증정해주더라구요거기에 플러스 발급후에 사용후기를 작성하면지니미 무브 앤 플레이몽슈레 태열베개까지 줘서 이번에 받았답니다원더맘스에서는 매달 공동구매도 진행하더라구요 육아를 하면서 참 많은 용품들이필요하고], 긍정 텍스트 확률 : 72.46%"
"[공구 찾아 헤매이는 엄마가 될 수 밖에 없답니다.물티슈를 포함한 소모품부터 여러 제품들을 저렴한 가격에 원더맘스에서 살 수 있어요인터넷 최저가보다 더 저렴했어요 샘플로 몇개 알려드리면 지오필로우], 긍정 텍스트 확률 : 95.57%"
"[ 무브앤프린세스.프리미엄 친환경세제인 마무니아 제품도 만나볼수 있어요. 액체세제], 긍정 텍스트 확률 : 54.09%"
"[ 주방세제 등등.. 세번째로는 엠베이비 스텝계단변기 이건 이제 제가 머지않아 필요해서 이번 공구때 구매해둘까 싶어요. ㅋ엠베이비 업체가 국민아이템인 타이니러브], 긍정 텍스트 확률 : 50.18%"
"[미고유모차 등등 나오는 업체라 믿고 구매], 긍정 텍스트 확률 : 67.87%"
"[원더맘스에서최저가 믿고 구매하려구요.그리고 무엇보다 아기키울때 필요한 물티슈두껍고], 긍정 텍스트 확률 : 90.49%"
"[재질좋은 브라운물티슈를 원더맘스 공구데이 때 살수있어서], 긍정 텍스트 확률 : 88.65%"
"[ 지금기다리고 있어요무조건 여기서 사요. 가격이 싸거든요. 이 외에도 더 많은 제품이 공구가격으로 진행되니], 긍정 텍스트 확률 : 97.30%"
"[ 꼭가보세요. 월 일정이에요.기본사은품도 한가득인 원더맘스 월산모교실에서 추첨으로도 어마어마하게 사은품이 걸리니], 긍정 텍스트 확률 : 88.81%"
"[꼭 신청해보세요. 월 일정부터는 일동후디스 제품조제분유], 긍정 텍스트 확률 : 50.67%"
"[ 스킨케어브라운물티슈턱받이 매트세트 등등..더더 좋은 육아아이템들이 많네요혹시나 일정이 업데이트 될 수도 있으니], 긍정 텍스트 확률 : 62.07%"
"[ 신세계에요], 긍정 텍스트 확률 : 79.99%"
"[지금 신청하세요], 긍정 텍스트 확률 : 72.70%"
"[최고 경쟁률을 자랑하는 베스트 축하 박스 앙쥬], 긍정 텍스트 확률 : 90.93%"
"[당첨되지 못한 임신부들을 위해 매 월 일부터 말일까지 명 선착순으로 임신육아생활용품팩’을 증정하는 이벤트도 진행한다. 임신육 아생활용품팩 신청 방법은 임신부 샘플팩 신청과 동일하다. 또한 샘플팩을 받은 사진과 함께 후기를 남기 면 홈페이지에서 사용할 수 있는 마일리지를 받을 수 있다. 신청 대상 앙쥬에 신규 가입한 임신부매달 명신청 기간 매월 일말일 신청 방법 앙쥬 홈페이지에 회원가입 후 이벤트앙쥬 샘플팩’ 메뉴에서 신청한다. 출산 예정일과 임신 증거 자 료를 등록한다. 선물 구성 임신육아 관련 용품 품목은 매달 조금씩 변경됩니다 . ], 긍정 텍스트 확률 : 56.61%"
"[’ .. .. 기저귀와 앙쥬백과가 증정되는데], 긍정 텍스트 확률 : 81.23%"
"[하기스 기저귀 소형 또는 중형 품목은 내부 사정에 따라 조정될 수 있습니다 . ], 긍정 텍스트 확률 : 61.27%"
"[앱솔맘 식이섬유주스 오 렌지 입], 긍정 텍스트 확률 : 79.76%"
"[앱솔맘 입 ②출산 기쁨 박 스임신 주출산 일 시기 추천 ③육아 응원 박스출산일일 시기 추천품목은 내부 사정에 따라 조정될 수 있습니다. ], 긍정 텍스트 확률 : 73.06%"
"[’ ... ... 구성이 알차고 가격대가 높아 경쟁률이 높은 편이다. 신청 대상 임신부매달 명 선정 신청 기간 월말익월 말매달 신청 방법 홈페이지의 임신 박스 신청하기’ 메뉴에서 신청한 뒤 신청 완료된 페이지를 본인의 블로그와 에 공유 선물 구성 칭찬 천연 베이비 미스트], 긍정 텍스트 확률 : 67.14%"
"[이유식 실리콘 턱받이], 긍정 텍스트 확률 : 50.43%"
"[에코인콘 옥수 수 스푼포크 세트], 긍정 텍스트 확률 : 55.50%"
"[햇살좋은날 스튜디 오 만삭화보촬영권 품목은 매달 조금씩 변경됩니다 . ], 긍정 텍스트 확률 : 65.94%"
"[’ .. .. 신청 기간 중 회에 한해 신청할 수 있고], 긍정 텍스트 확률 : 75.27%"
"[선정되지 않을 경 우 다음 달에 재신청할 수 있다. 베베쿡 공식 인스타그램 계 정을 팔로잉하면 당첨 확률이 더 높아진다. 신청 대상 출산 전 개월출산 후 개월매달 명 선정 신청 기간 매월 일부터 말일까지 신청 신청 방법 홈페이지 회원가입 후 상단의 베베쿡 박스’ 배너로 들어 가 신청 선물 구성 베베쿡 프로바이오맘 일 키트디카페블랙 티백 개 초기 이유식 일 무료 체험권턱받이], 긍정 텍스트 확률 : 94.39%"
