"[ 스티로폼박스에 보냉제와 같이 들어있네요 ], 긍정 텍스트 확률 : 68.69%"
"[ 육아휴직 기간 중에 다양한 배달이유식을 이용해 보았는데단연 울아가 입맛에 최고로 잘 맞았던 팜투베이비.혼자서도 잘 먹고], 긍정 텍스트 확률 : 80.33%"
"[엄마가 해준 밥 보다 잘 먹고], 긍정 텍스트 확률 : 53.28%"
"[ 꼬꼬마 아기때부터 이용한 팜투베이비.꽤 아가씨 티가 나기 시작하는 지금도여전히 애용중이에요. 팜투베이비 먹을때 찍은 사진들 비교해보니쑥쑥 성장한 모습이 눈에 보이네요 ], 긍정 텍스트 확률 : 68.73%"
"[ 그런데 티비보다가 팜투베이비 광고가 나오더라구요와우엄청 반갑무엇보다 두 아이의 아빠인 유지태씨가 모델이었어요.], 긍정 텍스트 확률 : 91.23%"
"[ 훈훈한 유지태씨의 모델에 절로 엄마미소 방긋 ], 긍정 텍스트 확률 : 98.00%"
"[ 보조개 들어가며 웃는 유지태씨 모습에제 마음도 설레이네요 ], 긍정 텍스트 확률 : 96.89%"
"[벤틀리한테는 미안하지만엄마취향은 유지태♥ ], 긍정 텍스트 확률 : 99.45%"
"[ 이건 꼭 해야해유지태와 함께하는 먹방인데 아무렴 해야지요 ], 긍정 텍스트 확률 : 64.47%"
"[포장에서도 환경을 생각하는 모습이너무 좋았어요.], 긍정 텍스트 확률 : 94.79%"
"[ 울 아가 반찬과 덮밥 소스들 종이에요.], 긍정 텍스트 확률 : 96.91%"
"[ 영양소 골고루 다양한 야채와 고기들이 들어 있어따로 반찬을 챙겨줄 필요가 없어서 너무 좋아요.], 긍정 텍스트 확률 : 54.64%"
"[ 유기농 무농약 무항생재 재료로 꼼꼼하게관리하고 조리하고다양한 메뉴를 골고루 먹일 수 있어아이도 질리지 않고 밥을 잘 먹더라구요.], 긍정 텍스트 확률 : 89.78%"
"[반찬이나 국이 여종이 있어저녁만 집에서 먹는 울 아가는한달에 한개씩만 먹어도 중복되는 메뉴 없이 식사할 수 있을 것 같아요. ], 긍정 텍스트 확률 : 53.36%"
"[ 특히 덮밥소스는 데워서 밥위에 붓고 비비기만 하면 끝이기에 식사준비도 편하고 다양한 재료를 골고루 먹일 수 있어서애정하는 메뉴중에 하나에요.], 긍정 텍스트 확률 : 91.91%"
"[ 팜투베이비 용기를 보고 격하게 반기는 울 아가.], 긍정 텍스트 확률 : 91.53%"
"[ 다른 반찬없이 혼자 한그릇 다 먹는 울 아가.은근 양이 많아서 남길까 걱정했는데...한숟갈 정도 남기고 다 먹어서 보는 엄마도 뿌듯했어요.], 긍정 텍스트 확률 : 98.02%"
"[ 이번에 새로 나온 메뉴도 먹여 봤는데연어파프리카토마토찹이에요. 아이가 좋아하는 연어에 다양한 야채들이 있어골고루 먹을 수 있는 메뉴더라구요.], 긍정 텍스트 확률 : 92.67%"
"[너무 편해요. 그리고 아이도 너무 잘 먹기도 하구요.], 긍정 텍스트 확률 : 72.26%"
"[ 알록달록한 색상에아이가 먹기 좋은 질감의 덮밥이 완성되었어요.], 긍정 텍스트 확률 : 89.12%"
"[ 양이 많을 것 같아서 다른 그릇에 덜어서 먹었는데울 아가 먹는 표정만 봐도맛있다는걸 알 수 있어요. ㅎㅎ ], 긍정 텍스트 확률 : 93.46%"
"[ 얼굴로도 먹는 울 아가. 맛없으면 절대 저렇게 안먹어요. 정말 와구와구 맛나게 먹는 연어파프리카토마토찹. 이 메뉴는 다음번 배달에도 꼭 추가해야겠어요.], 긍정 텍스트 확률 : 75.37%"
"[ 이건 한우불고기뚝배기탕이에요. 이번에는 식판에 담아서 준비해봤어요.], 긍정 텍스트 확률 : 56.93%"
"[ 공격적인 울 아가의 먹방.어린이집 하원 후], 긍정 텍스트 확률 : 88.61%"
"[안전한 포장과 배송시스템으로 편안하게 이용가능한 팜투베이비를 추천드려요 ], 긍정 텍스트 확률 : 56.79%"
"[ 본 포스팅은 팜투베이비로부터 제품만을 무상제공받아 솔직하게 작성한 후기입니다.], 긍정 텍스트 확률 : 60.83%"
"[ 친환경이유식 배달팜투베이비 유지태이유식 개월아기 잘 먹네 ], 긍정 텍스트 확률 : 56.29%"
"[ 안녕하세요 개월아기 예찬이를 키우고 있는예찬맘앨짱 입니다워킹맘이다보니 아이 밥챙겨주는 것 만큼 신경쓰이는게없는데요..... 전 저의 든든한육아동지 팜투베이비 이유식이 있기 때문에예찬이 반찬걱정은 안하고 있답니다 꾸준히 아이가 잘 먹어주기도 하고], 긍정 텍스트 확률 : 90.74%"
"[믿고 먹일 수있는 친환경 이유식 브랜드라], 긍정 텍스트 확률 : 73.36%"
"[ 엄모니.... 이거 제꺼 맞쥬? 아주 제껀 찰떡같이알아 차리고... 저 박스를 본인이 들겠다며.... ], 긍정 텍스트 확률 : 80.14%"
"[ 본인이 좋아하는], 긍정 텍스트 확률 : 69.95%"
"[ 당근도 좋아할 것 같았지만 이번엔 먼저딸기], 긍정 텍스트 확률 : 62.56%"
"[ 포도 먹여보고 다음번에 사과], 긍정 텍스트 확률 : 65.59%"
"[원하는 날짜에 맞춰주문할 수 있어 너무 편한 팜투 이유식 예찬이 간식들은 하루 먼저 받았고], 긍정 텍스트 확률 : 58.99%"
"[아직 먹이고있는 유아식 소스랑 반찬이 있어서 하루 다음날받아보았답니다. 항상 아침 일찍 우체국택배로배송해 주셔서 출근 전 냉장고에 넣어두고출근 두둔 ㅋㅋㅋㅋㅋ 전 워킹맘이니까요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 92.20%"
"[ 항상 같이 보내주는 팜플렛은 꼼꼼히 챙겨봅니다이유식을 처음 시작하는 맘들이라던지], 긍정 텍스트 확률 : 90.33%"
"[ 초보맘들에게 좋은 정보가 가득해서 궁금하면참고하시라고], 긍정 텍스트 확률 : 91.45%"
"[ 궁중알밤닭볶음쉬림프파인애플리소토소스파인애플청경채조림닭고기화이트파스타이번엔 요렇게 주문해 보았어요예찬이가 요즘파인애플에 꽂혀가지고 너무 좋아해서 반찬 재료에도파인애플이 들어간 메뉴를 골라보았쥬그때그때 먹이고 싶은 재료의 유아반찬으로고르고 있지요], 긍정 텍스트 확률 : 89.04%"
"[예찬이 파스타해주자고.... 면 삶고 소스 만들고 자신이 없더라구요ㅋㅋㅋㅋ 그럴땐 정말 요 팜투베이비 파스타 강추우래기 진짜 잘 먹고], 긍정 텍스트 확률 : 97.62%"
"[맛있어 보여서 저도 뺏어 먹어보고 싶게 생겼다는 ㅋ 그래서 이번에도 두개 주문 ], 긍정 텍스트 확률 : 80.75%"
"[아들 오가닉 쥬스는 맛있는지 너무 잘 먹고 있구요착향료], 긍정 텍스트 확률 : 52.56%"
"[ 색소 무첨가로 어린이 기호식품품질인증 받은 제품이라 믿고 먹여요], 긍정 텍스트 확률 : 79.99%"
"[ 한끼 식사 대용으로 참 괜찮은 닭고기화이트파스타예찬이 최애 반찬이라서 자주 주문하고 있지요 ㅋ일단 먹는거 보면 안 시킬 수가 없어요 넘 잘먹음야채육수가 들어가서인지 딱 맛잇어 보이구요전자렌지에 분정도 데워서 바로 먹이면 되니세상 간편하고 좋을 수 없답니다], 긍정 텍스트 확률 : 78.57%"
"[유통기한이 철저하게 표시되어 있어안전하게 먹일 수 있구요필름지에 보면 원재료명도 잘 나와있답니다.무농약 야채들], 긍정 텍스트 확률 : 78.40%"
"[무항생제 닭가슴살 아이에게 믿고먹일 수 있는 재료들을 사용해 안심이 되구요 ], 긍정 텍스트 확률 : 92.99%"
"[육아는 엄마가 편하고좋아야 즐겁게 할 수 있는거잖아요좋은게 좋은거라고 ㅋㅋㅋ 편하게 우리 아이에게건강 챙기면서 먹이자구요 ㅋㅋ ], 긍정 텍스트 확률 : 99.78%"
"[ 전자렌지 사양에 맞게 적정 온도 확인하고 아이에게먹이는건 필수인거 아시죠? ㅋ 저희집 전자렌지는그정도 돌리면 딱 괜찮은 온도라서 너무 뜨겁지 않게주는데 딱 괜찮더라구요우래기 ㅋㅋㅋ 연장포크 잘 안쓰는데 그래도 면요리파스타 먹을땐 좀 쓰고 있답니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.10%"
"[ 포크와 손을 동시에 사용하는 이 귀여움 ], 긍정 텍스트 확률 : 77.74%"
"[잘먹죠? 너무 관심이 많은 것 같은 울엄마ㅋㅋㅋㅋㅋㅋㅋ 표정 무엇? 새침하게쬐려보는거 아니지? 🤣🤣🥴🥴🥴🥴🥴🥴 ], 긍정 텍스트 확률 : 80.07%"
"[ 믿고 보는 우래기 예찬이 먹방입니다ㅋㅋ먹는거보면 먹고 싶을껄요? ㅋㅋㅋ ], 긍정 텍스트 확률 : 89.62%"
"[ 한 가닥도 놓치치 않으꼬예요....... ], 긍정 텍스트 확률 : 52.59%"
"[ 용기를 들고 더 내놓으라는건지 ㅋㅋㅋ 다 먹으면꼭 저렇게 빈 용기로 세리머니 ㅋㅋ닭가슴살이 들어가 있어서 골고루 먹이기에도좋고..... 면 요리 좋아하는 예찬이에게 한끼먹이기 너무 편한.?팜투베이비유아식팜투베이비유아식 ], 긍정 텍스트 확률 : 98.81%"
"[ 우래기 팜투베이비와 함께 컸다고 해도 과언이아니라는거쥬], 긍정 텍스트 확률 : 77.49%"
"[ㅎㅎ ], 긍정 텍스트 확률 : 76.14%"
"[ 하루 세끼 먹이는게 이렇게 힘들줄이야...싶으신분들은 정말.?팜투베이비아기반찬팜투베이비아기반찬 추천이예요 ㅋㅋㅋ 간단하게 멸치], 긍정 텍스트 확률 : 82.29%"
"[ 한우고기 들어간메뉴로 하나씩 추가해서 먹여주니 넘 편함ㅋㅋ ], 긍정 텍스트 확률 : 69.84%"
"[아이가 반찬으로 먹기에도괜찮은.?팜투베이비유아식소스팜투베이비유아식소스 반찬으로도같이 먹이고 있답니다], 긍정 텍스트 확률 : 95.21%"
"[ 급할때는 유아식 소스이기 때문에 덮밥처럼 편하게먹여도 되고], 긍정 텍스트 확률 : 74.04%"
"[저는 반찬처럼 같이 떠 먹이고 있지요저 없이 남편이 예찬이 혼자 볼때는 쓱싹 비벼서먹이더라구요아기밥 챙겨 먹이는거 버거워하거나힘들어하는 아빠들 있다면], 긍정 텍스트 확률 : 61.22%"
"[ 어김없이 예찬이 하루끼 식사에는 꼭 있는팜투베이비 아기반찬], 긍정 텍스트 확률 : 83.68%"
"[ 궁중알밤닭볶음닭고기도 먹이고], 긍정 텍스트 확률 : 52.91%"
"[ 아직은 손으로 먹는게 더 편한 개월아기 예찬이맛있게 많이 먹고 쑥쑥 크자 ㅋㅋㅋ 이대로만 잘커주면 딱 좋아 엄마가.?아기반찬아기반찬 계속 잘 시켜줄께 ㅋ ㅋ맛나게만 먹어다오 ], 긍정 텍스트 확률 : 99.75%"
"[ 요즘 예찬이는 팜투베이비 간식들도 너무 잘 먹고 있는데요배도라지 음료도 잘 먹고 있어서매일 외출할때 한포씩 가지고 다닌답니다거기에..... 팜투베이비 아기김도 가지고 다님ㅋㅋ외출 필수 육아템 입니다 ㅋ], 긍정 텍스트 확률 : 98.57%"
"[ 오가닉주스는 과일쥬스라 일단 예찬이가 잘 먹고 좋아하고요.유산균을 배합해 아이 장건강에도 도움을줄 수 있어 더욱 좋은 것 같아요 ㅋㅋ 요즘일포중인데 아주 좋아요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 98.73%"
"[ 그리고 후식으로 팜투베이비 레인보우칩 주면세상 좋아하고 맛있다고 잘 먹어요 ㅋㅋ외출할때...정말이지 과자 없이 힘들어요 안그러면떼쓰고 찡찡대고 .... 고마워요 팜투베이비 ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.66%"
"[ 너 너무 맛있게 먹는거 아니니? 엄마가 뺏어먹고 싶자나.......... 잘 먹어만주어 💕 ], 긍정 텍스트 확률 : 69.08%"
"[저의육아동지 팜투베이비], 긍정 텍스트 확률 : 73.55%"
"[월 이벤트가 있어서공유해볼께요], 긍정 텍스트 확률 : 52.97%"
"[또 하나 더 ☝️ 팜투베이비가 하이프레시에 입점되었다는소식 들으셨나요? 역시나 이벤트가 있네요하이프레시에서 이유식], 긍정 텍스트 확률 : 71.28%"
"[ 앨 짱의 잘먹고 잘댕기는 일상본 포스팅은 업체로부터 적립금을 제공받아이용후 작성된 솔직 후기 입니다. ], 긍정 텍스트 확률 : 96.64%"
"[첫 째 낳고 조리원에서 나와당최 우리 아이가 왜 우는지 알 수가 없을 때 큰 도움 받았던...크라잉베베그렇게 인연맺고 크베광이 된지 어언 년이 다 되어가네요크라잉 베베는 아기울음분석 어플로도 유명하지만크베만의 무료임신 축하선물핑크박스 도 무척 유명하죠첫째 와따를 낳고 일 되기 전까지 매주 도전했다가 매번 꽝이었는데..이번에 둘째 따봉이가 생기고 도전하니 드.디.어 제게도 당첨의 행운이♡쨔자쟌 크베맘 박스의 영롱함을 직접 느끼는 순간이 제게도 왔네요 ], 긍정 텍스트 확률 : 99.95%"
"[ 배송박스를 뜯는 순간], 긍정 텍스트 확률 : 50.50%"
"[ 크베맘 박스 안의 너무나도 다양하고 유용한 육아용품보다 더 감동이었던건...크라잉 베베에서 보내준 쪽편지...그냥 이벤트성이 아닌 진심이 그득그득 묻어나 있는 듯해서괜히 기분이 좋기도하고], 긍정 텍스트 확률 : 51.65%"
"[뭔가 제가 더 고마운 마음이 샘솟더라고요. ], 긍정 텍스트 확률 : 93.36%"
"[지금부터 크베맘 박스에 가득 들어있는요렇게나 많은 육아 용품들 자랑질 좀 할게요 ], 긍정 텍스트 확률 : 53.69%"
"[너무나도 운좋게 노랑이 베게가 왔네요돌 지나고 머리 좀 더 커지면 바로 쓰게 해주려고요 ], 긍정 텍스트 확률 : 59.77%"
"[ 유비맘 빨대컵요즘들어 빨대 빨기에 흥미를 갖는 우리 와따유비맘 빨대컵도 문제없이 쪽쪽 잘도 빠네요유비맘 빨대컵은 역류방지 빨대컵이라외출할 때 가방에 넣고 흔들려도], 긍정 텍스트 확률 : 99.11%"
"[ 누워서 먹어도], 긍정 텍스트 확률 : 65.75%"
"[새지 않아 넘 좋아요 ], 긍정 텍스트 확률 : 82.92%"
"[ 야채 쌀죽이랑 흑미 쌀죽중기에서 후기 이유식으로 넘어가는 시기라 이유식 만들기 넘 힘들었는데... 요건 물만 부으면 쌀죽이 완성이되니...ㅋㅋ외출했을 때나 급할 때 편하게 먹일 수 있어 좋을 것 같아요유통기한도 넉넉하니 더 좋네요 ], 긍정 텍스트 확률 : 79.97%"
"[ 케이맘 젖병 세정제], 긍정 텍스트 확률 : 90.57%"
"[욕조다목적 세제샘플이니 써보고 좋으면 바로 지름각이지요ㅋㅋㅋ ], 긍정 텍스트 확률 : 93.11%"
"[ 순성 오가닉 침받이], 긍정 텍스트 확률 : 50.43%"
"[ 엘림 코리아 유아 순면 앞치마요건 조만간 우리 와따랑 촉감 놀이할 때 입히려구요많이 클 것같기는 하지만...그래도 입히면 귀여울 것 같아요], 긍정 텍스트 확률 : 94.61%"
"[ 맘스네이쳐 밤부 아기타올아기 타올이라 그런지 완전 부들부들하니 촉감 너무 좋아요아기 손씻고 나와서 사용하면 좋을 것 같아요크라잉베베 무료임신출산선물 크베맘박스 구성], 긍정 텍스트 확률 : 87.75%"
"[진짜 완전 대박이죠?저도 기대는 했지만... 막상 받아 눈으로 확인해보니... 완전 초대박이네요.예비 맘님들], 긍정 텍스트 확률 : 93.16%"
"[이제 막 육아를 시작하는 육아 초보맘님들크베맘박스 꼭 도전하시길 ], 긍정 텍스트 확률 : 59.99%"
"[크베의 크베맘 박스는 사랑입니다♡무한 감동 주신 크라잉베베대한민국 모든 맘님들의 사랑과 응원으로 더 많이 번창하길... 바라고 또 바랄게유], 긍정 텍스트 확률 : 99.73%"
"[ 처음얀스가 먹었던 업체 엘빈즈직접 사서 먹어봄 ], 긍정 텍스트 확률 : 76.90%"
"[ 알비트], 긍정 텍스트 확률 : 76.42%"
"[등가장종류가 다양한거 같다. 그러나 시작준비 단계에 먹을수 있는건 쌀], 긍정 텍스트 확률 : 62.33%"
"[ 고구마 등이 있다. 종류는 많지않다✔안먹여봄 ], 긍정 텍스트 확률 : 54.63%"
"[애호박 기장 등이 있다.따로 선택해서 하는건 아닌거 같고 그 날짜에 되는 미음이 배송된는듯하다✔먹여본 후기병으로와서 좋았다.약간 마늘향이 남야채육수 사용하는곳이 마늘향 나는듯 ], 긍정 텍스트 확률 : 89.00%"
"[ 다른곳은 배송료만 냈다면 여긴 따로 사는것이게 회만인지 여러번이 되는지는 잘모르겠지만아마 다음다음번 이유식은 이걸로 체험해볼듯 싶다으로 양은 꽤 많다초기 종류 기준 쌀], 긍정 텍스트 확률 : 98.05%"
